Asof	Current Coupon	dy	vol1	log return	vol2
7/27/2009	4.638639216	2.90%		0.0062774	
7/24/2009	4.609611824	-6.18%		-0.013309162	
7/23/2009	4.671371972	17.55%		0.038298635	
7/22/2009	4.495847433	5.08%		0.011361604	
7/21/2009	4.445056475	-12.34%		-0.02737323	
7/20/2009	4.568412656	-6.21%		-0.013495591	
7/17/2009	4.630483987	5.83%		0.012678661	
7/16/2009	4.572146254	-7.33%		-0.01589684	
7/15/2009	4.645409717	17.03%		0.03735674	
7/14/2009	4.475073759	7.08%		0.015949979	
7/13/2009	4.404262645	7.00%		0.016020696	
7/10/2009	4.334265489	-9.92%		-0.022628236	
7/9/2009	4.433460339	10.43%		0.023803676	
7/8/2009	4.32917381	-14.73%		-0.033463604	
7/7/2009	4.476494767	-3.67%		-0.008168294	
7/6/2009	4.513209836	0.08%		0.000183094	
7/2/2009	4.512383568	-3.96%		-0.008739639	
7/1/2009	4.551993004	-3.17%		-0.006939774	
6/30/2009	4.583692672	4.55%		0.009967804	
6/29/2009	4.538230279	0.86%		0.001897591	
6/26/2009	4.52962674	-2.77%		-0.006102876	
6/25/2009	4.557355016	-17.22%		-0.037082153	
6/24/2009	4.729524021	1.24%		0.002616158	
6/23/2009	4.717167012	1.02%		0.002174977	
6/22/2009	4.70691843	-9.28%		-0.01953373	
6/19/2009	4.799765982	-6.98%		-0.014429518	
6/18/2009	4.869526385	31.62%		0.067128794	
6/17/2009	4.553371224	-9.81%		-0.021307469	
6/16/2009	4.651433053	-6.44%		-0.013754672	
6/15/2009	4.71585402	-12.73%		-0.026632391	
6/12/2009	4.843135873	-13.03%		-0.026540386	
6/11/2009	4.973395493	-8.46%		-0.016874503	
6/10/2009	5.058031157	8.99%		0.017941921	
6/9/2009	4.968089633	-5.29%		-0.010598764	
6/8/2009	5.021025275	10.77%		0.021676971	
6/5/2009	4.913355844	18.86%		0.039137788	
6/4/2009	4.724772405	19.31%		0.041730392	
6/3/2009	4.531663087	-7.22%		-0.015799839	
6/2/2009	4.603831257	-5.34%		-0.011522416	
6/1/2009	4.657185309	30.89%		0.068626747	
5/29/2009	4.348298017	-34.87%		-0.077142535	
5/28/2009	4.697014259	15.09%		0.032651578	
5/27/2009	4.546126103	36.13%		0.082816721	
5/26/2009	4.184799291	5.80%		0.013958597	
5/22/2009	4.12679116	6.43%		0.015702718	
5/21/2009	4.062495451	9.66%		0.024066676	
5/20/2009	3.965891818	-3.61%		-0.009049115	
5/19/2009	4.001942497	0.29%		0.000729685	
5/18/2009	3.999023405	5.07%		0.012749665	
5/15/2009	3.948360848	1.07%		0.002701361	
5/14/2009	3.937709292	0.33%		0.000831571	
5/13/2009	3.934436169	-4.92%		-0.01243344	
5/12/2009	3.983660122	-1.58%		-0.003965984	
5/11/2009	3.999490624	-12.98%		-0.031931709	
5/8/2009	4.12926208	4.38%		0.010674372	
5/7/2009	4.085419215	11.73%		0.029128869	
5/6/2009	3.968132089	-1.58%		-0.003983451	
5/5/2009	3.983970474	-5.43%		-0.013538741	
5/4/2009	4.038275196	-4.76%		-0.011721065	
5/1/2009	4.085886565	408.59%		#DIV/0!	
