Asof	Current Coupon	dy	vol1	log return	vol2
9/26/2012	1.973663558	-0.59%	6.25%	-0.002981205	2.62%
9/25/2012	1.979556232	-6.38%	6.31%	-0.031716493	2.64%
9/24/2012	2.043347077	-5.34%	6.36%	-0.025775723	2.65%
9/21/2012	2.096700483	-7.32%	6.35%	-0.034331932	2.64%
9/20/2012	2.169934195	-4.09%	6.30%	-0.018683194	2.61%
9/19/2012	2.210856586	-5.85%	6.31%	-0.026134835	2.61%
9/18/2012	2.269398619	-1.18%	6.36%	-0.005171438	2.63%
9/17/2012	2.281165073	1.31%	6.41%	0.005766245	2.65%
9/14/2012	2.268049166	6.20%	6.41%	0.027733037	2.65%
9/13/2012	2.20601347	-22.32%	6.38%	-0.096381802	2.63%
9/12/2012	2.429216625	3.55%	5.72%	0.01472374	2.32%
9/11/2012	2.393711495	1.59%	5.70%	0.006649818	2.31%
9/10/2012	2.377846557	0.40%	5.69%	0.001687557	2.31%
9/7/2012	2.373837188	-8.22%	5.70%	-0.034055668	2.31%
9/6/2012	2.456072135	6.08%	5.63%	0.025064887	2.28%
9/5/2012	2.395276071	1.11%	5.62%	0.004648724	2.28%
9/4/2012	2.384166934	1.52%	5.64%	0.00640351	2.28%
8/31/2012	2.368948674	-6.48%	5.63%	-0.026969873	2.28%
8/30/2012	2.433708273	-3.51%	5.58%	-0.014309608	2.26%
8/29/2012	2.468784045	5.77%	5.59%	0.023668206	2.26%
8/28/2012	2.41103842	-2.97%	5.58%	-0.012248912	2.25%
8/27/2012	2.44075263	-3.53%	5.70%	-0.014375656	2.30%
8/24/2012	2.476093464	3.14%	5.87%	0.012757575	2.36%
8/23/2012	2.444705161	-6.74%	5.87%	-0.027182892	2.36%
8/22/2012	2.512070764	-11.38%	5.91%	-0.044313007	2.37%
8/21/2012	2.625891416	0.72%	5.73%	0.002751202	2.30%
8/20/2012	2.618676986	-2.04%	5.73%	-0.007744894	2.30%
8/17/2012	2.639037104	-3.12%	5.74%	-0.011737133	2.30%
8/16/2012	2.670194325	3.21%	5.74%	0.012079566	2.30%
8/15/2012	2.638133566	13.49%	5.75%	0.052497591	2.30%
8/14/2012	2.503210464	7.06%	5.51%	0.028605315	2.21%
8/13/2012	2.432619788	-0.47%	5.43%	-0.001941325	2.18%
8/10/2012	2.437346881	-1.98%	5.49%	-0.008100479	2.20%
8/9/2012	2.457170741	0.33%	5.50%	0.001341041	2.20%
8/8/2012	2.453877784	-1.10%	5.50%	-0.004452478	2.20%
8/7/2012	2.464827981	5.46%	5.51%	0.022389284	2.20%
8/6/2012	2.410255446	-1.65%	5.45%	-0.006821865	2.18%
8/3/2012	2.426754094	9.02%	5.45%	0.037869749	2.18%
8/2/2012	2.336571891	-2.93%	5.30%	-0.01246579	2.11%
8/1/2012	2.36588141	5.13%	5.29%	0.021915452	2.11%
7/31/2012	2.314596073	-2.19%	5.24%	-0.009423496	2.09%
7/30/2012	2.336510753	-13.20%	5.25%	-0.054966912	2.09%
7/27/2012	2.468536827	18.07%	5.00%	0.076039375	1.98%
7/26/2012	2.287789855	2.44%	4.35%	0.010732243	1.69%
7/25/2012	2.263368024	1.62%	4.36%	0.007178778	1.69%
7/24/2012	2.24717799	-3.01%	4.35%	-0.013285405	1.68%
7/23/2012	2.277231857	-4.77%	4.34%	-0.02074239	1.68%
7/20/2012	2.324960379	-6.82%	4.32%	-0.028895685	1.67%
7/19/2012	2.393121744	1.73%	4.27%	0.007243236	1.64%
7/18/2012	2.375850423	-6.02%	4.29%	-0.025041278	1.64%
7/17/2012	2.436095918	3.93%	4.24%	0.016244532	1.62%
7/16/2012	2.396842372	-6.17%	4.21%	-0.025400244	1.60%
7/13/2012	2.45850253	5.51%	4.18%	0.022656948	1.59%
7/12/2012	2.403426647	-0.82%	4.10%	-0.003402101	1.55%
7/11/2012	2.411617271	-1.14%	4.15%	-0.004721159	1.57%
7/10/2012	2.423029819	-2.62%	4.15%	-0.010741553	1.57%
7/9/2012	2.44919721	-2.75%	4.16%	-0.01114575	1.57%
7/6/2012	2.476648046	-7.97%	4.19%	-0.031685953	1.58%
7/5/2012	2.556379513	-2.69%	4.10%	-0.010468757	1.53%
7/3/2012	2.583282204	3.80%	4.09%	0.014804996	1.53%
7/2/2012	2.545318442	-7.84%	4.05%	-0.030336955	1.52%
6/29/2012	2.623718855	7.28%	4.22%	0.02812155	1.56%
6/28/2012	2.550963604	-3.77%	4.13%	-0.014673976	1.52%
6/27/2012	2.588672375	-2.77%	4.16%	-0.010649293	1.52%
6/26/2012	2.616387215	3.79%	4.48%	0.014586369	1.61%
6/25/2012	2.578500613	-8.97%	4.44%	-0.034193215	1.60%
6/22/2012	2.668192528	5.41%	4.36%	0.020502329	1.56%
6/21/2012	2.614045337	-2.82%	4.31%	-0.010717491	1.53%
6/20/2012	2.642212011	4.33%	4.31%	0.016527858	1.53%
6/19/2012	2.598900812	0.38%	4.36%	0.001444162	1.54%
6/18/2012	2.595150287	-1.84%	4.35%	-0.007064315	1.54%
6/15/2012	2.613548155	-1.74%	4.36%	-0.006631989	1.54%
6/14/2012	2.63093878	-2.16%	4.36%	-0.00818622	1.54%
6/13/2012	2.65256462	-4.34%	4.46%	-0.016226992	1.57%
6/12/2012	2.695958893	5.61%	4.44%	0.021014083	1.56%
6/11/2012	2.639896896	-3.92%	4.61%	-0.014743054	1.60%
6/8/2012	2.679105354	0.15%	4.60%	0.000570053	1.59%
6/7/2012	2.677578556	-2.94%	4.60%	-0.010924428	1.59%
6/6/2012	2.70698993	3.48%	5.18%	0.012950523	1.77%
6/5/2012	2.672159022	4.99%	5.26%	0.018851731	1.80%
6/4/2012	2.622256055	9.07%	5.21%	0.035188973	1.78%
6/1/2012	2.531586203	-11.48%	5.06%	-0.044350583	1.71%
5/31/2012	2.646390529	-3.85%	4.88%	-0.014433525	1.63%
5/30/2012	2.684864262	-8.66%	4.88%	-0.031754132	1.63%
5/29/2012	2.771487846	0.80%	4.78%	0.00290314	1.58%
5/25/2012	2.763453496	0.29%	4.78%	0.001054059	1.58%
5/24/2012	2.760542187	2.55%	4.80%	0.009265963	1.59%
5/23/2012	2.735081247	-3.46%	4.83%	-0.012575553	1.60%
5/22/2012	2.769693585	3.61%	4.90%	0.013128209	1.63%
5/21/2012	2.733570106	5.56%	4.88%	0.02054867	1.62%
5/18/2012	2.677972066	0.61%	4.83%	0.002292186	1.60%
5/17/2012	2.671840686	-6.83%	4.84%	-0.025237259	1.60%
5/16/2012	2.740128698	-2.96%	4.78%	-0.010737439	1.58%
5/15/2012	2.769709188	-0.43%	4.81%	-0.001538949	1.59%
5/14/2012	2.773974912	-3.13%	4.87%	-0.011221083	1.61%
5/11/2012	2.805277208	-1.93%	4.87%	-0.006867185	1.61%
5/10/2012	2.824607864	-0.82%	4.91%	-0.002883473	1.62%
5/9/2012	2.832764298	-1.29%	4.91%	-0.00455688	1.62%
5/8/2012	2.845702322	-1.28%	4.95%	-0.00447791	1.64%
5/7/2012	2.858473694	0.76%	4.95%	0.002664256	1.64%
5/4/2012	2.850868124	-3.15%	4.97%	-0.010977051	1.65%
5/3/2012	2.882334638	0.90%	5.06%	0.003111234	1.68%
5/2/2012	2.873380955	-1.75%	5.07%	-0.006060665	1.69%
5/1/2012	2.890848432	3.23%	5.08%	0.011220079	1.69%
4/30/2012	2.858594172	-1.31%	5.11%	-0.004564524	1.70%
4/27/2012	2.871672117	-2.07%	5.24%	-0.007192465	1.75%
4/26/2012	2.892400974	-3.00%	5.29%	-0.010322174	1.77%
4/25/2012	2.922411461	2.14%	5.27%	0.007363913	1.77%
4/24/2012	2.90097012	3.02%	5.29%	0.010449539	1.77%
4/23/2012	2.870814151	-3.25%	5.27%	-0.011270046	1.77%
4/20/2012	2.903351362	1.59%	5.28%	0.005495752	1.77%
4/19/2012	2.887439026	-4.30%	5.33%	-0.014788265	1.79%
4/18/2012	2.930456534	-2.66%	5.35%	-0.009050678	1.80%
4/17/2012	2.957099539	3.90%	5.34%	0.013281935	1.79%
4/16/2012	2.918083216	-1.42%	5.32%	-0.00484845	1.78%
4/13/2012	2.932265751	-3.52%	5.32%	-0.011927589	1.78%
4/12/2012	2.967450024	3.67%	5.36%	0.012433334	1.80%
4/11/2012	2.930783145	1.98%	5.36%	0.006778078	1.80%
4/10/2012	2.91098524	-0.05%	5.39%	-0.000182353	1.81%
4/9/2012	2.911516115	-1.92%	5.41%	-0.006574887	1.82%
4/6/2012	2.930722075	-12.32%	5.42%	-0.041191302	1.82%
4/5/2012	3.053963136	-5.48%	5.19%	-0.017796197	1.75%
4/4/2012	3.10879855	-5.61%	5.16%	-0.017890133	1.74%
4/3/2012	3.164915846	12.00%	5.11%	0.038637402	1.72%
4/2/2012	3.044963955	-2.20%	4.93%	-0.007185251	1.67%
3/30/2012	3.066921575	4.50%	5.05%	0.014768566	1.71%
3/29/2012	3.021960365	-3.49%	5.02%	-0.011477226	1.70%
3/28/2012	3.056843888	1.69%	5.01%	0.005557375	1.70%
3/27/2012	3.039902977	-7.84%	5.01%	-0.02545508	1.70%
3/26/2012	3.118277231	-1.42%	4.91%	-0.004534508	1.67%
3/23/2012	3.13244919	-2.46%	5.09%	-0.007833417	1.72%
3/22/2012	3.15708333	-0.02%	5.08%	-7.48575E-05	1.72%
3/21/2012	3.15731967	-8.41%	5.18%	-0.026294304	1.75%
3/20/2012	3.241440292	0.51%	5.06%	0.001563652	1.71%
3/19/2012	3.236375767	10.54%	5.08%	0.033117018	1.72%
3/16/2012	3.130951951	-2.80%	5.00%	-0.008904452	1.70%
3/15/2012	3.158955856	-1.06%	4.98%	-0.00335923	1.70%
3/14/2012	3.169585361	17.82%	5.03%	0.057858858	1.71%
3/13/2012	2.991401242	7.52%	4.50%	0.025445848	1.55%
3/12/2012	2.91624279	-0.57%	4.48%	-0.001955381	1.54%
3/9/2012	2.921950735	-1.17%	4.52%	-0.003992615	1.55%
3/8/2012	2.93364028	3.40%	4.52%	0.011663734	1.55%
3/7/2012	2.899621858	3.46%	4.61%	0.011990559	1.58%
3/6/2012	2.865061384	-3.57%	4.60%	-0.012386707	1.57%
3/5/2012	2.900770764	1.00%	4.69%	0.003442162	1.60%
3/2/2012	2.890803006	-3.79%	4.69%	-0.013032377	1.60%
3/1/2012	2.928723603	4.70%	4.68%	0.016175353	1.59%
2/29/2012	2.881731546	7.15%	4.70%	0.025137053	1.60%
2/28/2012	2.810196168	-1.03%	4.62%	-0.003673728	1.57%
2/27/2012	2.820539052	-2.63%	4.62%	-0.009284074	1.57%
2/24/2012	2.846847078	1.20%	4.61%	0.004229122	1.56%
2/23/2012	2.834832836	-3.83%	4.62%	-0.013419542	1.56%
2/22/2012	2.873131393	-5.00%	4.72%	-0.017261341	1.59%
2/21/2012	2.923155999	5.48%	4.68%	0.01892317	1.58%
2/17/2012	2.868360706	3.67%	4.64%	0.012872959	1.56%
2/16/2012	2.831673061	4.95%	4.62%	0.017621476	1.56%
2/15/2012	2.782211872	1.54%	4.62%	0.005549541	1.55%
2/14/2012	2.766814637	-5.07%	4.63%	-0.018148103	1.55%
2/13/2012	2.817485472	0.77%	4.60%	0.002749666	1.54%
2/10/2012	2.809748969	-3.61%	4.61%	-0.012768208	1.54%
2/9/2012	2.84585444	7.88%	4.59%	0.028088559	1.54%
2/8/2012	2.767030695	-2.76%	4.53%	-0.009914946	1.51%
2/7/2012	2.794602113	3.33%	4.56%	0.011977859	1.52%
2/6/2012	2.761328434	-4.88%	4.66%	-0.017523246	1.54%
2/3/2012	2.810142309	9.37%	4.63%	0.033926726	1.53%
2/2/2012	2.716402515	-5.65%	4.47%	-0.020600826	1.47%
2/1/2012	2.772943043	-0.34%	4.47%	-0.001208176	1.46%
1/31/2012	2.776295271	-3.27%	4.48%	-0.011692532	1.47%
1/30/2012	2.808947714	0.07%	4.72%	0.000250496	1.54%
1/27/2012	2.808244173	-3.53%	4.90%	-0.012505734	1.58%
1/26/2012	2.84358384	-6.16%	4.97%	-0.021422013	1.60%
1/25/2012	2.905156278	-5.47%	5.20%	-0.018661842	1.66%
1/24/2012	2.959880888	-1.27%	5.22%	-0.004275901	1.66%
1/23/2012	2.972564142	-0.35%	5.36%	-0.001192445	1.70%
1/20/2012	2.976110876	1.13%	5.38%	0.003818986	1.71%
1/19/2012	2.964766825	6.18%	5.38%	0.021070169	1.71%
1/18/2012	2.902952195	4.03%	5.32%	0.013983447	1.69%
1/17/2012	2.862641416	4.63%	5.29%	0.016318881	1.67%
1/13/2012	2.816305417	-3.60%	5.24%	-0.012713791	1.66%
1/12/2012	2.852339917	-3.14%	5.29%	-0.010959486	1.67%
1/11/2012	2.883772021	-3.40%	5.35%	-0.011726565	1.68%
1/10/2012	2.917787815	4.21%	5.34%	0.014523417	1.68%
1/9/2012	2.875717805	1.83%	5.32%	0.006398153	1.67%
1/6/2012	2.857377259	-5.27%	5.33%	-0.018286853	1.67%
1/5/2012	2.910110389	-8.56%	5.47%	-0.028987943	1.71%
1/4/2012	2.995703087	0.35%	5.44%	0.001168315	1.70%
1/3/2012	2.992205205	-2.47%	5.53%	-0.008219456	1.73%
12/30/2011	3.016900857	-1.20%	5.61%	-0.003963992	1.76%
12/29/2011	3.028883563	-1.94%	5.69%	-0.006370654	1.79%
12/28/2011	3.048241128	-10.43%	5.71%	-0.033644093	1.79%
12/27/2011	3.152541139	-1.80%	5.65%	-0.005681758	1.77%
12/23/2011	3.170504096	7.48%	5.66%	0.023867628	1.77%
12/22/2011	3.095727601	-1.05%	5.79%	-0.003379272	1.82%
12/21/2011	3.106206603	3.79%	5.91%	0.012289291	1.86%
12/20/2011	3.068267127	7.88%	6.11%	0.026024336	1.93%
12/19/2011	2.989447575	-1.16%	6.42%	-0.003869211	2.05%
12/16/2011	3.001036785	-5.02%	7.12%	-0.016592067	2.27%
12/15/2011	3.051245569	4.13%	7.10%	0.01364269	2.27%
12/14/2011	3.009901038	-7.37%	7.21%	-0.02419086	2.30%
12/13/2011	3.08360097	-4.46%	7.15%	-0.014355195	2.28%
12/12/2011	3.128185912	-0.85%	7.16%	-0.002713279	2.28%
12/9/2011	3.136685077	7.85%	7.16%	0.025337203	2.28%
12/8/2011	3.058208636	-3.19%	7.10%	-0.010379512	2.26%
12/7/2011	3.090116656	-8.01%	7.12%	-0.025584206	2.26%
12/6/2011	3.170194838	1.37%	7.10%	0.004330985	2.26%
12/5/2011	3.156494461	1.36%	7.11%	0.004306483	2.26%
12/2/2011	3.142930299	-6.63%	7.14%	-0.020870721	2.27%
12/1/2011	3.209214816	3.22%	7.09%	0.010082865	2.25%
11/30/2011	3.177019319	-0.46%	7.19%	-0.001442462	2.28%
11/29/2011	3.181605355	-0.63%	7.23%	-0.001977346	2.29%
11/28/2011	3.187902713	-3.47%	7.29%	-0.010833174	2.31%
11/25/2011	3.222625557	7.75%	7.35%	0.024329644	2.32%
11/23/2011	3.145166324	0.10%	7.37%	0.000317454	2.33%
11/22/2011	3.144168037	-3.25%	7.39%	-0.010287465	2.33%
11/21/2011	3.176680505	-3.67%	7.46%	-0.011473032	2.35%
11/18/2011	3.213336538	4.96%	7.48%	0.0155667	2.36%
11/17/2011	3.163702812	-3.77%	7.50%	-0.011857183	2.36%
11/16/2011	3.201438695	-1.78%	7.49%	-0.005544531	2.36%
11/15/2011	3.21923847	2.60%	7.50%	0.008097491	2.36%
11/14/2011	3.193275972	-0.36%	7.50%	-0.001112192	2.36%
11/10/2011	3.196829483	5.60%	7.51%	0.017672169	2.37%
11/9/2011	3.140830839	-5.07%	7.53%	-0.016013389	2.37%
11/8/2011	3.191531043	7.62%	7.55%	0.02415748	2.37%
11/7/2011	3.115355505	-3.06%	7.52%	-0.009762768	2.36%
11/4/2011	3.145918947	-4.07%	7.75%	-0.012845346	2.43%
11/3/2011	3.186590022	4.62%	7.90%	0.014615107	2.47%
11/2/2011	3.140356346	1.24%	8.15%	0.003943188	2.54%
11/1/2011	3.127997715	-12.36%	8.28%	-0.038747017	2.57%
10/31/2011	3.251576998	-10.86%	8.43%	-0.032863633	2.60%
10/28/2011	3.360210906	-8.07%	8.48%	-0.02373405	2.61%
10/27/2011	3.440916262	11.91%	8.43%	0.035231535	2.59%
10/26/2011	3.321798177	5.71%	8.38%	0.017349074	2.57%
10/25/2011	3.264665091	-9.88%	8.35%	-0.029823747	2.57%
10/24/2011	3.363496067	3.28%	8.40%	0.0098113	2.57%
10/21/2011	3.330657157	0.37%	8.39%	0.001102314	2.57%
10/20/2011	3.32698775	2.53%	8.42%	0.007626258	2.57%
10/19/2011	3.301711785	0.80%	8.41%	0.002416906	2.57%
10/18/2011	3.293741495	-0.44%	8.43%	-0.00133563	2.57%
10/17/2011	3.298143653	-6.63%	8.43%	-0.019906339	2.57%
10/14/2011	3.364455441	5.77%	8.42%	0.017308859	2.57%
10/13/2011	3.306721651	-3.11%	8.38%	-0.009357542	2.56%
10/12/2011	3.337809666	2.10%	8.37%	0.006313292	2.55%
10/11/2011	3.316803479	3.40%	8.38%	0.010316004	2.55%
10/7/2011	3.282763204	9.68%	8.36%	0.029932047	2.55%
10/6/2011	3.185959375	6.76%	8.26%	0.021440442	2.52%
10/5/2011	3.118378073	7.56%	8.20%	0.02452975	2.50%
10/4/2011	3.04281559	7.70%	8.12%	0.025630371	2.47%
10/3/2011	2.96581805	-7.27%	8.04%	-0.024219683	2.44%
9/30/2011	3.038526153	-4.25%	8.08%	-0.013890879	2.44%
9/29/2011	3.081028467	-8.27%	8.12%	-0.026489304	2.45%
9/28/2011	3.163733329	-2.79%	8.07%	-0.008777677	2.43%
9/27/2011	3.191625795	12.09%	8.08%	0.038618831	2.43%
9/26/2011	3.070718611	9.19%	7.90%	0.030392381	2.37%
9/23/2011	2.978796107	12.74%	7.80%	0.043720616	2.33%
9/22/2011	2.851367238	-16.80%	7.59%	-0.057241308	2.25%
9/21/2011	3.019344997	-23.99%	7.43%	-0.076461034	2.17%
9/20/2011	3.259262534	2.11%	6.86%	0.006501493	1.96%
9/19/2011	3.238141197	-10.87%	6.84%	-0.033032202	1.96%
9/16/2011	3.346890356	-0.04%	6.76%	-0.000109284	1.92%
9/15/2011	3.347256138	4.68%	6.77%	0.014066705	1.92%
9/14/2011	3.300500889	-0.06%	6.73%	-0.000187051	1.91%
9/13/2011	3.301118309	3.50%	6.74%	0.010663227	1.92%
9/12/2011	3.266104745	4.82%	6.73%	0.014864308	1.91%
9/9/2011	3.217915394	-6.71%	6.68%	-0.020649362	1.90%
9/8/2011	3.285054093	-3.11%	6.69%	-0.009418288	1.89%
9/7/2011	3.316139838	5.31%	6.76%	0.016149019	1.91%
9/6/2011	3.263017522	-0.04%	6.72%	-0.000124171	1.89%
9/2/2011	3.263422721	-10.02%	6.72%	-0.030241146	1.89%
9/1/2011	3.363619766	-6.38%	6.64%	-0.018782734	1.87%
8/31/2011	3.427394803	6.85%	6.61%	0.020187686	1.86%
8/30/2011	3.358897361	-8.12%	6.54%	-0.023880293	1.83%
8/29/2011	3.440074221	8.74%	6.47%	0.025729082	1.81%
8/26/2011	3.352693207	-3.95%	6.35%	-0.011715152	1.78%
8/25/2011	3.392201487	8.40%	6.39%	0.025084432	1.78%
8/24/2011	3.308168407	-5.68%	6.32%	-0.017016459	1.76%
8/23/2011	3.364943403	6.12%	6.29%	0.018340689	1.75%
8/22/2011	3.303790529	2.00%	6.24%	0.00607365	1.73%
8/19/2011	3.283785275	3.45%	6.27%	0.010575716	1.74%
8/18/2011	3.249239887	-2.01%	6.25%	-0.00616317	1.73%
8/17/2011	3.269327343	-4.25%	6.24%	-0.012914876	1.73%
8/16/2011	3.311824129	-6.98%	6.23%	-0.020854843	1.72%
8/15/2011	3.381616931	6.49%	6.19%	0.019382101	1.71%
8/12/2011	3.316705186	-5.96%	6.11%	-0.01782094	1.69%
8/11/2011	3.376341802	14.35%	6.12%	0.04344138	1.68%
8/10/2011	3.232809055	-12.87%	5.78%	-0.0390421	1.57%
8/9/2011	3.361520951	-16.58%	5.57%	-0.048139005	1.50%
8/8/2011	3.527299418	-12.21%	5.19%	-0.034042094	1.38%
8/5/2011	3.649443299	16.28%	4.98%	0.045646885	1.31%
8/4/2011	3.486602442	-12.84%	4.47%	-0.036161069	1.16%
8/3/2011	3.614989022	-4.21%	4.23%	-0.011578104	1.09%
8/2/2011	3.657086976	-10.74%	4.21%	-0.028939656	1.08%
8/1/2011	3.764468106	-4.44%	3.99%	-0.011713867	1.02%
7/29/2011	3.808823866	-12.36%	4.00%	-0.031937487	1.02%
7/28/2011	3.932431481	-4.16%	3.70%	-0.010521818	0.94%
7/27/2011	3.974026254	4.22%	3.68%	0.010682273	0.93%
7/26/2011	3.931800554	-2.87%	3.64%	-0.007265376	0.92%
7/25/2011	3.960470589	3.48%	3.63%	0.008827116	0.92%
7/22/2011	3.925664899	-2.48%	3.68%	-0.006289226	0.93%
7/21/2011	3.950432096	3.57%	3.69%	0.009080279	0.93%
7/20/2011	3.914723439	1.18%	3.67%	0.003025094	0.93%
7/19/2011	3.902898928	-1.14%	3.68%	-0.002918978	0.93%
7/18/2011	3.914308046	3.14%	3.68%	0.008049138	0.93%
7/15/2011	3.882927704	-1.56%	3.68%	-0.004012826	0.93%
7/14/2011	3.898540522	3.42%	3.68%	0.008815424	0.93%
7/13/2011	3.864324273	-3.51%	3.66%	-0.009037962	0.92%
7/12/2011	3.899408195	-1.31%	3.73%	-0.003345578	0.94%
7/11/2011	3.912475815	-4.36%	3.73%	-0.011074324	0.94%
7/8/2011	3.956044641	-9.93%	3.70%	-0.024779825	0.93%
7/7/2011	4.055299413	5.46%	3.55%	0.013543063	0.89%
7/6/2011	4.000748465	-1.02%	3.46%	-0.00254159	0.87%
7/5/2011	4.010929658	-3.86%	3.46%	-0.009567888	0.87%
7/1/2011	4.04948996	2.85%	3.44%	0.007055883	0.86%
6/30/2011	4.021017798	3.10%	3.44%	0.007727138	0.86%
6/29/2011	3.990066576	2.55%	3.50%	0.006406426	0.87%
6/28/2011	3.964586214	7.94%	3.48%	0.020240801	0.87%
6/27/2011	3.885146489	4.38%	3.30%	0.011346538	0.82%
6/24/2011	3.84131268	-0.10%	3.24%	-0.000265635	0.80%
6/23/2011	3.842333202	-6.80%	3.26%	-0.017536882	0.81%
6/22/2011	3.910310055	-2.30%	3.22%	-0.005875524	0.79%
6/21/2011	3.933352803	0.73%	3.21%	0.001857686	0.79%
6/20/2011	3.926052652	2.06%	3.24%	0.005257186	0.80%
6/17/2011	3.905466823	2.13%	3.24%	0.005469357	0.80%
6/16/2011	3.884164737	-2.17%	3.24%	-0.005581354	0.80%
6/15/2011	3.905904246	-6.94%	3.26%	-0.017622062	0.80%
6/14/2011	3.975344375	6.86%	3.22%	0.017396002	0.79%
6/13/2011	3.906787313	0.98%	3.09%	0.002517801	0.76%
6/10/2011	3.896963172	0.09%	3.10%	0.00023498	0.76%
6/9/2011	3.89604757	3.94%	3.31%	0.010155274	0.81%
6/8/2011	3.85668236	-3.91%	3.26%	-0.010095436	0.79%
6/7/2011	3.895814444	-0.49%	3.25%	-0.001257027	0.79%
6/6/2011	3.900714669	0.74%	3.26%	0.001906875	0.79%
6/3/2011	3.893283582	-2.06%	3.31%	-0.00527281	0.80%
6/2/2011	3.913866344	5.04%	3.38%	0.012953702	0.82%
6/1/2011	3.863494244	-6.89%	3.35%	-0.017666279	0.81%
5/31/2011	3.932354271	-0.17%	3.25%	-0.00042179	0.78%
5/27/2011	3.934013247	2.29%	3.43%	0.005843015	0.82%
5/26/2011	3.911093773	-7.15%	3.58%	-0.018127904	0.86%
5/25/2011	3.982640242	-0.14%	3.53%	-0.000343075	0.84%
5/24/2011	3.984006819	-1.21%	3.53%	-0.003044223	0.84%
5/23/2011	3.996153503	0.33%	3.53%	0.00082918	0.84%
5/20/2011	3.992841344	-1.28%	3.53%	-0.003204716	0.84%
5/19/2011	4.005657792	0.75%	3.57%	0.001869868	0.85%
5/18/2011	3.998174741	4.20%	3.57%	0.010554632	0.85%
5/17/2011	3.956197395	-1.52%	3.60%	-0.003847018	0.85%
5/16/2011	3.971446269	-1.72%	3.61%	-0.004315536	0.86%
5/13/2011	3.988622222	-1.66%	3.65%	-0.004149759	0.86%
5/12/2011	4.005208432	2.26%	3.66%	0.005647563	0.87%
5/11/2011	3.982652517	-2.75%	3.64%	-0.006886597	0.86%
5/10/2011	4.010174098	4.30%	3.65%	0.010778129	0.86%
5/9/2011	3.967184017	-1.39%	3.67%	-0.003485791	0.86%
5/6/2011	3.981036923	-0.87%	3.75%	-0.00218442	0.88%
5/5/2011	3.989742685	-5.05%	3.76%	-0.012589322	0.88%
5/4/2011	4.040288342	-3.09%	3.87%	-0.007615269	0.90%
5/3/2011	4.071173676	-3.06%	3.87%	-0.007479762	0.90%
5/2/2011	4.101739256	1.06%	3.97%	0.002587064	0.93%
4/29/2011	4.091141508	-1.74%	4.01%	-0.004241263	0.94%
4/28/2011	4.108529963	-6.52%	4.07%	-0.015755697	0.95%
4/27/2011	4.17377536	2.50%	4.06%	0.006000403	0.95%
4/26/2011	4.148806013	-3.10%	4.06%	-0.007445621	0.95%
4/25/2011	4.179811735	-3.21%	4.05%	-0.007642944	0.95%
4/21/2011	4.211880195	0.17%	4.09%	0.000391868	0.95%
4/20/2011	4.210230015	2.97%	4.22%	0.007072141	0.99%
4/19/2011	4.180559715	-1.15%	4.25%	-0.002755488	0.99%
4/18/2011	4.192095083	-3.33%	4.25%	-0.007901206	0.99%
4/15/2011	4.225348891	-6.82%	4.25%	-0.016001713	0.99%
4/14/2011	4.293505569	0.66%	4.35%	0.001547571	1.02%
4/13/2011	4.286866203	-1.93%	4.37%	-0.004480408	1.02%
4/12/2011	4.306116206	-5.12%	4.41%	-0.011823497	1.03%
4/11/2011	4.357331735	-0.49%	4.35%	-0.00111838	1.02%
4/8/2011	4.362207614	0.88%	4.42%	0.00201627	1.04%
4/7/2011	4.353421084	-0.48%	4.42%	-0.001093032	1.04%
4/6/2011	4.358182113	3.14%	4.47%	0.00722	1.05%
4/5/2011	4.32682936	5.61%	4.47%	0.013054198	1.05%
4/4/2011	4.270713145	-0.18%	4.60%	-0.000422571	1.08%
4/1/2011	4.272518208	0.93%	4.65%	0.002180483	1.09%
3/31/2011	4.263212203	-0.56%	4.96%	-0.001317527	1.17%
3/30/2011	4.2688328	-3.43%	4.96%	-0.008008724	1.17%
3/29/2011	4.303157969	4.01%	4.94%	0.009352422	1.17%
3/28/2011	4.263100628	0.23%	5.04%	0.000541137	1.19%
3/25/2011	4.260794329	3.23%	5.04%	0.00759884	1.19%
3/24/2011	4.228539937	1.93%	5.41%	0.004567394	1.28%
3/23/2011	4.209270566	1.99%	5.61%	0.004741426	1.32%
3/22/2011	4.189359863	2.60%	5.61%	0.006219538	1.32%
3/21/2011	4.163384842	5.22%	5.63%	0.012618707	1.33%
3/18/2011	4.111178388	0.39%	5.59%	0.000957859	1.32%
3/17/2011	4.107242346	2.56%	5.61%	0.006258664	1.32%
3/16/2011	4.081616771	-9.14%	5.63%	-0.022134596	1.33%
3/15/2011	4.172969	-0.66%	6.02%	-0.001571183	1.42%
3/14/2011	4.179530652	-3.45%	6.03%	-0.008212173	1.42%
3/11/2011	4.213994999	1.56%	6.15%	0.003706369	1.45%
3/10/2011	4.198405286	-5.00%	6.57%	-0.011847321	1.55%
3/9/2011	4.248440949	-6.37%	6.54%	-0.014875253	1.54%
3/8/2011	4.312109954	3.64%	6.55%	0.008473615	1.54%
3/7/2011	4.275725166	0.99%	6.57%	0.00231956	1.55%
3/4/2011	4.265818857	-9.01%	6.60%	-0.020897358	1.56%
3/3/2011	4.355901165	7.68%	6.97%	0.017777088	1.66%
3/2/2011	4.279150151	4.25%	7.04%	0.009971743	1.68%
