,RealCoupon,ModelCoupon,PercentError,,RealCoupon,ModelCoupon
8/30/2013,3.3842,3.513542605,0.038219551,8/29/2013,3.5164,3.623174709
8/29/2013,3.38682,3.499332776,0.033220772,8/28/2013,3.56452,3.646342877
8/28/2013,3.42684,3.523019575,0.02806655,8/27/2013,3.49501,3.577273612
8/27/2013,3.35748,3.456667915,0.02954237,8/26/2013,3.56494,3.640641654
8/26/2013,3.42308,3.517832343,0.027680435,8/23/2013,3.60146,3.661486941
8/23/2013,3.45965,3.53549657,0.021923192,8/22/2013,3.71019,3.738090501
8/22/2013,3.56035,3.610440874,0.014069087,8/21/2013,3.67464,3.691227543
8/21/2013,3.51297,3.570704161,0.016434573,8/20/2013,3.63068,3.635091256
8/20/2013,3.48319,3.516131761,0.009457354,8/19/2013,3.71105,3.694030109
8/19/2013,3.56705,3.571978214,0.001381594,8/16/2013,3.63423,3.63144901
8/16/2013,3.49842,3.51195189,0.003868,8/15/2013,3.54246,3.562902143
8/15/2013,3.41365,3.444383982,0.009003261,8/14/2013,3.48409,3.52058299
8/14/2013,3.346,3.405090974,0.017660183,8/13/2013,3.4866,3.527289826
8/13/2013,3.33493,3.410990243,0.022807148,8/12/2013,3.38388,3.432198147
8/12/2013,3.22745,3.322070407,0.029317389,8/9/2013,3.36395,3.406368209
8/9/2013,3.20822,3.295757395,0.027285347,8/8/2013,3.38149,3.419261983
8/8/2013,3.22971,3.308372097,0.024355777,8/7/2013,3.40953,3.445525683
8/7/2013,3.25578,3.334279449,0.024110797,8/6/2013,3.44309,3.495977842
8/6/2013,3.29028,3.385399023,0.028909097,8/5/2013,3.41781,3.486971223
8/5/2013,3.27086,3.376508956,0.032300055,8/2/2013,3.40357,3.452895034
8/2/2013,3.26198,3.344468594,0.025287891,8/1/2013,3.53287,3.583108771
8/1/2013,3.39852,3.469895701,0.021001995,7/31/2013,3.40954,3.459761988
7/31/2013,3.2674,3.350661779,0.025482579,7/30/2013,3.4286,3.469208853
7/30/2013,3.29438,3.359591938,0.019794905,7/29/2013,3.40615,3.456469474
7/29/2013,3.26365,3.347361499,0.025649656,7/26/2013,3.39532,3.438120884
7/26/2013,3.24919,3.328968541,0.024553363,7/25/2013,3.44079,3.473712136
7/25/2013,3.29631,3.359835863,0.019271811,7/24/2013,3.42968,3.457178896
7/24/2013,3.29046,3.342044626,0.015677026,7/23/2013,3.36391,3.374325291
7/23/2013,3.22474,3.261728341,0.011470178,7/22/2013,3.32208,3.351419883
7/22/2013,3.18212,3.239656748,0.018081263,7/19/2013,3.33139,3.347783135
7/19/2013,3.18968,3.23642751,0.014655862,7/18/2013,3.38885,3.381763661
7/18/2013,3.24622,3.270151819,0.007372211,7/17/2013,3.34387,3.355482359
7/17/2013,3.21632,3.244473835,0.008753431,7/16/2013,3.39147,3.40986508
7/16/2013,3.23883,3.297186743,0.018017847,7/15/2013,3.40503,3.440315697
7/15/2013,3.23522,3.323309114,0.027228168,7/12/2013,3.47482,3.495433565
7/12/2013,3.32663,3.37651122,0.01499452,7/11/2013,3.46797,3.457812713
7/11/2013,3.32826,3.343245442,0.004502485,7/10/2013,3.58537,3.560136598
7/10/2013,3.45563,3.439777093,0.004587559,7/9/2013,3.48802,3.527520893
7/9/2013,3.35333,3.407300738,0.016094669,7/8/2013,3.54464,3.563659836
7/8/2013,3.43088,3.443827823,0.003773907,7/5/2013,3.67325,3.638793064
7/5/2013,3.56949,3.511295114,0.016303418,7/3/2013,3.36892,3.414639954
7/3/2013,3.21161,3.292667014,0.025238747,7/2/2013,3.31182,3.369439795
7/2/2013,3.14051,3.251516313,0.035346588,7/1/2013,3.29795,3.375026241
7/1/2013,3.1218,3.258495937,0.043787538,6/28/2013,3.30945,3.374758346
6/28/2013,3.14867,3.258766516,0.034966038,6/27/2013,3.32066,3.349243205
6/27/2013,3.16228,3.232602253,0.022237833,6/26/2013,3.44275,3.456624768
6/26/2013,3.33648,3.335353345,0.000337678,6/25/2013,3.49791,3.514320277
6/25/2013,3.41591,3.38795001,0.008185224,6/24/2013,3.48428,3.48832569
6/24/2013,3.38916,3.36163716,0.008120844,6/21/2013,3.42906,3.43914297
6/21/2013,3.32616,3.314710667,0.003442208,6/20/2013,3.27319,3.350066088
6/20/2013,3.14382,3.235158431,0.029053327,6/19/2013,3.12738,3.204261053
6/19/2013,2.96313,3.096147525,0.044890884,6/18/2013,2.98213,3.046868389
6/18/2013,2.85216,2.945599777,0.032761057,6/17/2013,2.98385,3.03458109
6/17/2013,2.85329,2.932524851,0.027769645,6/14/2013,2.93282,2.990612702
6/14/2013,2.80645,2.886896703,0.028664934,6/13/2013,2.97052,3.058126499
6/13/2013,2.83601,2.94762478,0.039356272,6/12/2013,3.0173,3.135370617
6/12/2013,2.8739,3.020499279,0.051010571,6/11/2013,2.98862,3.122068372
6/11/2013,2.84844,3.008180482,0.056079988,6/10/2013,3.01875,3.144125676
6/10/2013,2.88233,3.030164731,0.051290009,6/7/2013,2.99312,3.080796165
6/7/2013,2.86085,2.969952482,0.038136387,6/6/2013,2.93639,2.997131225
6/6/2013,2.81017,2.889570719,0.028254774,6/5/2013,2.97372,3.021758172
6/5/2013,2.83249,2.914204353,0.028848947,6/4/2013,2.98974,3.051758895
6/4/2013,2.84472,2.943279668,0.034646527,6/3/2013,2.96032,3.016834958
6/3/2013,2.82799,2.90776275,0.028208286,5/31/2013,2.95731,3.011247517
5/31/2013,2.83184,2.899242097,0.02380152,5/30/2013,2.90465,2.955557841
5/30/2013,2.79579,2.845043528,0.017617034,5/29/2013,2.91969,2.94308782
5/29/2013,2.818,2.830778225,0.004534501,5/28/2013,2.94396,2.923186843
5/28/2013,2.83725,2.812751472,0.008634603,5/24/2013,2.81497,2.772505094
5/24/2013,2.72064,2.669494467,0.018799082,5/23/2013,2.82191,2.769545725
5/23/2013,2.72676,2.667728022,0.021649129,5/22/2013,2.78844,2.759942476
5/22/2013,2.69734,2.658517487,0.014392888,5/21/2013,2.66453,2.681240729
5/21/2013,2.58966,2.580658944,0.003475767,5/20/2013,2.71288,2.703788401
5/20/2013,2.62891,2.603160337,0.009794806,5/17/2013,2.68581,2.698307152
5/17/2013,2.60588,2.59746254,0.00323018,5/16/2013,2.56388,2.61813578
5/16/2013,2.49835,2.520446407,0.0088444,5/15/2013,2.66187,2.678311806
5/15/2013,2.58235,2.578296122,0.001569841,5/14/2013,2.66272,2.691714156
5/14/2013,2.56583,2.591553941,0.010025583,5/13/2013,2.621,2.66425773
5/13/2013,2.52916,2.564535523,0.013987064,5/10/2013,2.58686,2.638933026
5/10/2013,2.50064,2.540807841,0.016063024,5/9/2013,2.49665,2.573124975
5/9/2013,2.42141,2.477077121,0.022989548,5/8/2013,2.47245,2.568900412
5/8/2013,2.3963,2.472931764,0.031979203,5/7/2013,2.48894,2.582895072
5/7/2013,2.43361,2.486183939,0.021603272,5/6/2013,2.4724,2.574924603
5/6/2013,2.413,2.479107342,0.027396329,5/3/2013,2.45615,2.549086478
5/3/2013,2.3938,2.454026814,0.025159501,5/2/2013,2.3421,2.460384035
5/2/2013,2.27223,2.367432567,0.041898297,5/1/2013,2.31036,2.463332162
5/1/2013,2.23718,2.369677356,0.059225166,4/30/2013,2.35354,2.486727385
4/30/2013,2.28375,2.391952876,0.047379475,4/29/2013,2.37448,2.476788836
4/29/2013,2.3065,2.382090295,0.032772727,4/26/2013,2.37951,2.483002188
4/26/2013,2.32727,2.386812677,0.025584774,4/25/2013,2.43235,2.516124897
4/25/2013,2.38059,2.419640782,0.016403825,4/24/2013,2.43239,2.509430888
4/24/2013,2.38312,2.412900882,0.012496594,4/23/2013,2.43753,2.517506042
4/23/2013,2.38673,2.420430529,0.014119959,4/22/2013,2.4461,2.51140584
4/22/2013,2.39398,2.414996741,0.008778996,4/19/2013,2.44783,2.514616174
4/19/2013,2.39046,2.416676053,0.010966949,4/18/2013,2.43192,2.489663745
4/18/2013,2.37769,2.391629291,0.005862535,4/17/2013,2.45005,2.508824156
4/17/2013,2.39653,2.41098053,0.006029772,4/16/2013,2.45465,2.524981202
4/16/2013,2.39957,2.427056817,0.011454893,4/15/2013,2.43066,2.507078914
4/15/2013,2.37735,2.409579384,0.013556853,4/12/2013,2.45324,2.531722789
4/12/2013,2.42169,2.433292808,0.004791203,4/11/2013,2.51808,2.579821773
4/11/2013,2.48247,2.480991283,0.000595664,4/10/2013,2.54479,2.60148695
4/10/2013,2.50239,2.502062958,0.000130692,4/9/2013,2.48938,2.559601246
4/9/2013,2.45666,2.460433304,0.001535949,4/8/2013,2.47695,2.558609728
4/8/2013,2.44612,2.459664959,0.005537324,4/5/2013,2.41738,2.51135116
4/5/2013,2.39981,2.413196026,0.005577952,4/4/2013,2.48587,2.569667147
4/4/2013,2.4645,2.469661736,0.002094435,4/3/2013,2.56472,2.611300596
4/3/2013,2.52668,2.509534874,0.006785634,4/2/2013,2.6102,2.658552497
4/2/2013,2.56223,2.554389773,0.003059923,4/1/2013,2.59513,2.643607197
4/1/2013,2.54995,2.53888262,0.004340234,3/28/2013,2.61433,2.667237632
3/28/2013,2.56527,2.560760977,0.001757719,3/27/2013,2.60807,2.661339083
3/27/2013,2.5599,2.554006369,0.00230229,3/26/2013,2.64256,2.704997081
3/26/2013,2.58711,2.597385079,0.003971644,3/25/2013,2.63948,2.70214445
3/25/2013,2.58465,2.595215112,0.004087637,3/22/2013,2.64148,2.710873593
3/22/2013,2.5876,2.604249813,0.006434462,3/21/2013,2.67627,2.720265367
3/21/2013,2.61659,2.615025925,0.000597753,3/20/2013,2.64698,2.714034646
3/20/2013,2.5923,2.610234524,0.006918383,3/19/2013,2.60686,2.693698249
3/19/2013,2.55968,2.588437722,0.011234889,3/18/2013,2.62963,2.718764396
3/18/2013,2.577,2.619119473,0.016344382,3/15/2013,2.66434,2.731999104
3/15/2013,2.6041,2.632270707,0.010817829,3/14/2013,2.70546,2.764030983
3/14/2013,2.63503,2.66241375,0.010392197,3/13/2013,2.70044,2.739929961
3/13/2013,2.62839,2.639148002,0.004093001,3/12/2013,2.70646,2.738994551
3/12/2013,2.64015,2.63791527,0.00084644,3/11/2013,2.73998,2.764614188
3/11/2013,2.66903,2.662853876,0.002313996,3/8/2013,2.75192,2.766484122
3/8/2013,2.68202,2.664915544,0.006377453,3/7/2013,2.67331,2.713725304
3/7/2013,2.62044,2.613079685,0.002808809,3/6/2013,2.61255,2.663686573
3/6/2013,2.57104,2.564947335,0.002369728,3/5/2013,2.56076,2.628644635
3/5/2013,2.52933,2.530356065,0.000405667,3/4/2013,2.54578,2.62134167
3/4/2013,2.51758,2.523778656,0.002462149,3/1/2013,2.52993,2.620174856
3/1/2013,2.5045,2.522765888,0.007293227,2/28/2013,2.54484,2.644945898
2/28/2013,2.51903,2.545965926,0.010692975,2/27/2013,2.57322,2.65371677
2/27/2013,2.54432,2.55332233,0.003538207,2/26/2013,2.53896,2.628508461
2/26/2013,2.51777,2.528008362,0.004066441,2/25/2013,2.55786,2.634058339
2/25/2013,2.52939,2.534083674,0.001855654,2/22/2013,2.62514,2.681817267
2/22/2013,2.58132,2.580342529,0.000378671,2/21/2013,2.62574,2.690625066
2/21/2013,2.58004,2.58797433,0.003075274,2/20/2013,2.63797,2.720849716
2/20/2013,2.58818,2.614954563,0.010344939,2/19/2013,2.63802,2.72369675
2/19/2013,2.58793,2.617798212,0.011541352,2/15/2013,2.62079,2.703696066
2/15/2013,2.57361,2.597950761,0.009457828,2/14/2013,2.60855,2.699269101
2/14/2013,2.5637,2.594139076,0.011873104,2/13/2013,2.65372,2.744118173
2/13/2013,2.60157,2.637211751,0.013700093,2/12/2013,2.60701,2.708276216
2/12/2013,2.56306,2.602596403,0.015425469,2/11/2013,2.56531,2.675747831
2/11/2013,2.52909,2.571439436,0.01674493,2/8/2013,2.57318,2.68181613
2/8/2013,2.53527,2.578734417,0.017143901,2/7/2013,2.55136,2.679060128
2/7/2013,2.51825,2.57605814,0.02295568,2/6/2013,2.55943,2.68416538
2/6/2013,2.52653,2.579898523,0.021123249,2/5/2013,2.60052,2.72792885
2/5/2013,2.56016,2.620352792,0.02351134,2/4/2013,2.55563,2.673158932
2/4/2013,2.52423,2.566097472,0.016586235,2/1/2013,2.59141,2.713338
2/1/2013,2.55342,2.606304448,0.020711222,1/31/2013,2.57377,2.682794021
1/31/2013,2.53869,2.574266167,0.014013592,1/30/2013,2.57729,2.704749096
1/30/2013,2.5417,2.596329876,0.02149344,1/29/2013,2.55981,2.683436491
1/29/2013,2.52576,2.57307461,0.018732821,1/28/2013,2.53933,2.664803391
1/28/2013,2.50725,2.553486094,0.018440959,1/25/2013,2.50532,2.624446894
1/25/2013,2.47193,2.515420119,0.017593589,1/24/2013,2.36742,2.510614206
1/24/2013,2.34225,2.407466479,0.027843518,1/23/2013,2.34331,2.493699063
1/23/2013,2.32001,2.390914794,0.030562279,1/22/2013,2.35221,2.488418113
1/22/2013,2.3297,2.384542936,0.023540772,1/18/2013,2.35028,2.495632079
1/18/2013,2.32067,2.390794711,0.030217442,1/17/2013,2.36891,2.512972611
1/17/2013,2.33215,2.407121524,0.032146956,1/16/2013,2.29441,2.449222725
1/16/2013,2.2588,2.348351172,0.039645463,1/15/2013,2.29384,2.449830349
1/15/2013,2.26543,2.349241526,0.036995858,1/14/2013,2.2784,2.479738879
1/14/2013,2.25974,2.378367115,0.052495913,1/11/2013,2.31308,2.499826027
1/11/2013,2.27849,2.397674611,0.052308595,1/10/2013,2.32919,2.510564286
1/10/2013,2.29209,2.408990358,0.051001644,1/9/2013,2.29263,2.473165176
1/9/2013,2.25004,2.372443942,0.054400785,1/8/2013,2.31701,2.4890942
1/8/2013,2.28231,2.386404355,0.04560921,1/7/2013,2.34263,2.51722051
1/7/2013,2.30121,2.413019904,0.048587441,1/4/2013,2.38072,2.532480753
1/4/2013,2.33474,2.427375322,0.039676933,1/3/2013,2.36511,2.521813885
1/3/2013,2.32281,2.418518961,0.041203956,1/2/2013,2.26242,2.487058189
1/2/2013,2.23572,2.38502793,0.066782929,12/31/2012,2.20009,2.424650415
12/31/2012,2.18779,2.322617473,0.061627246,12/28/2012,2.18544,2.385752368
12/28/2012,2.17245,2.281564156,0.050226314,12/27/2012,2.1768,2.402494996
12/27/2012,2.14931,2.296537844,0.068500051,12/26/2012,2.19828,2.432954749
12/26/2012,2.17454,2.326142664,0.069717119,12/24/2012,2.21511,2.4437928
12/24/2012,2.1867,2.337022744,0.068744109,12/21/2012,2.18757,2.420538533
12/21/2012,2.1562,2.315693225,0.073969588,12/20/2012,2.22135,2.452935081
12/20/2012,2.17839,2.347776603,0.077757703,12/19/2012,2.23717,2.468369175
12/19/2012,2.18467,2.364126582,0.082143565,12/18/2012,2.27802,2.505871764
12/18/2012,2.22206,2.403524219,0.08166486,12/17/2012,2.2148,2.442836994
12/17/2012,2.16189,2.343533726,0.084020799,12/14/2012,2.17471,2.387657017
12/14/2012,2.11252,2.290193314,0.084104914,12/13/2012,2.17954,2.393506912
12/13/2012,2.11339,2.295726079,0.086276588,12/12/2012,2.16985,2.365266935
12/12/2012,2.09444,2.268440162,0.083077177,12/11/2012,2.1257,2.316772095
12/11/2012,2.05772,2.219472279,0.078607526,12/10/2012,2.12632,2.294732838
12/10/2012,2.05293,2.197252408,0.070300696,12/7/2012,2.16633,2.303094314
12/7/2012,2.06062,2.206108273,0.070604126,12/6/2012,2.10827,2.27006088
12/6/2012,2.02371,2.171934627,0.073244006,12/5/2012,2.07994,2.27328577
12/5/2012,2.00236,2.174453705,0.085945437,12/4/2012,2.06783,2.286332976
12/4/2012,1.9892,2.186530423,0.099200896,12/3/2012,2.08622,2.300803433
12/3/2012,1.99206,2.200391451,0.104580912,11/30/2012,2.07253,2.295420188
11/30/2012,1.97049,2.195402298,0.114140289,11/29/2012,2.07244,2.2993772
11/29/2012,1.96039,2.198256183,0.121336154,11/28/2012,2.05097,2.296327035
11/28/2012,1.95147,2.194778628,0.124679666,11/27/2012,2.04405,2.320923609
11/27/2012,1.94605,2.217628675,0.139553801,11/26/2012,2.1329,2.354584355
11/26/2012,1.9501,2.249987883,0.153780772,11/23/2012,2.20126,2.378963969
11/23/2012,1.91951,2.2747998,0.185094009,11/21/2012,2.19254,2.375140029
11/21/2012,1.89102,2.272383003,0.201670529,11/20/2012,2.14204,2.351066642
11/20/2012,1.89176,2.250976517,0.189884825,11/19/2012,2.06997,2.32330672
11/19/2012,2.04952,2.223521932,0.08489887,11/16/2012,2.03611,2.292195806
11/16/2012,2.02214,2.191815458,0.083908858,11/15/2012,2.09234,2.298523391
11/15/2012,2.06793,2.19892818,0.063347492,11/14/2012,2.13435,2.290283698
11/14/2012,2.09962,2.192095368,0.044043859,11/13/2012,2.08298,2.289617901
11/13/2012,2.0567,2.19012007,0.064870944,11/9/2012,2.0596,2.303566004
11/9/2012,2.04058,2.202933277,0.079562319,11/8/2012,2.04956,2.287414101
11/8/2012,2.09611,2.187620964,0.04365752,11/7/2012,2.09197,2.317900683
11/7/2012,2.16867,2.218277598,0.022874664,11/6/2012,2.24889,2.428922802
11/6/2012,2.28125,2.32506709,0.019207492,11/5/2012,2.14794,2.367553826
11/5/2012,2.20611,2.268526947,0.028292763,11/2/2012,2.19493,2.399729029
11/2/2012,2.23384,2.299600298,0.029438231,11/1/2012,2.23243,2.398684042
11/1/2012,2.25883,2.298156083,0.017409935,10/31/2012,2.14235,2.378596939
10/31/2012,2.24082,2.277123762,0.016201106,10/29/2012,2.17586,2.402821955
10/29/2012,2.25908,2.2991255,0.017726464,10/26/2012,2.20624,2.42825062
10/26/2012,2.27715,2.324075987,0.020607332,10/25/2012,2.27753,2.498325597
10/25/2012,2.32815,2.392010037,0.02742952,10/24/2012,2.22502,2.439113518
10/24/2012,2.28278,2.337698036,0.024057525,10/23/2012,2.18831,2.443106912
10/23/2012,2.25118,2.339719156,0.039330109,10/22/2012,2.2048,2.46402409
10/22/2012,2.26131,2.360049886,0.043664905,10/19/2012,2.17149,2.431410097
10/19/2012,2.24023,2.327162348,0.0388051,10/18/2012,2.23804,2.481227439
10/18/2012,2.28119,2.378898009,0.042832035,10/17/2012,2.19994,2.477739722
10/17/2012,2.24836,2.376998587,0.057214408,10/16/2012,2.09031,2.381748758
10/16/2012,2.15818,2.283388557,0.058015808,10/15/2012,2.0434,2.350131268
10/15/2012,2.11472,2.250313678,0.064118975,10/12/2012,2.01487,2.341384145
10/12/2012,2.09799,2.240008091,0.067692454,10/11/2012,2.01882,2.350247233
10/11/2012,2.10431,2.247679312,0.06813127,10/10/2012,2.0567,2.373556443
10/10/2012,2.13312,2.270439633,0.064375016,10/9/2012,2.1122,2.404325215
10/9/2012,2.17612,2.302529853,0.05808956,10/5/2012,2.09992,2.428712001
10/5/2012,2.17379,2.325610933,0.069841582,10/4/2012,2.06588,2.383594657
10/4/2012,2.13499,2.284099242,0.069840722,10/3/2012,1.97292,2.340280713
10/3/2012,2.06393,2.241836003,0.086197692,10/2/2012,1.89432,2.350642629
10/2/2012,1.86499,2.251141918,0.207053077,10/1/2012,1.97791,2.354544992
10/1/2012,1.92693,2.255713529,0.170625569,9/28/2012,2.03991,2.364495831
9/28/2012,1.97389,2.26619282,0.148084655,9/27/2012,2.05097,2.360507169
9/27/2012,1.9715,2.256949469,0.144787963,9/26/2012,1.9725,2.348948974
9/26/2012,1.91514,2.241458698,0.170388952,9/25/2012,1.97862,2.387057941
9/25/2012,1.93405,2.283375511,0.180618656,9/24/2012,2.04335,2.402723344
9/24/2012,1.99488,2.300085658,0.152994495,9/21/2012,2.0967,2.437348955
9/21/2012,2.05435,2.33590641,0.137053769,9/20/2012,2.16993,2.4479799
9/20/2012,2.11542,2.345760414,0.108886374,9/19/2012,2.21086,2.464682395
9/19/2012,2.14762,2.363588102,0.100561599,9/18/2012,2.2694,2.506299066
9/18/2012,2.20121,2.405505659,0.092810617,9/17/2012,2.28117,2.536465436
9/17/2012,2.2118,2.438091819,0.102311158,9/14/2012,2.26805,2.567098309
9/14/2012,2.19789,2.469575241,0.123611846,9/13/2012,2.20601,2.486947567
9/13/2012,2.12213,2.388875082,0.125696862,9/12/2012,2.42922,2.55276728
9/12/2012,2.34431,2.451283806,0.045631255,9/11/2012,2.39371,2.488736001
9/11/2012,2.30699,2.387129868,0.034737848,9/10/2012,2.37785,2.477940005
9/10/2012,2.31448,2.376190998,0.026663008,9/7/2012,2.37384,2.471341433
9/7/2012,2.30005,2.368482637,0.029752674,9/6/2012,2.45607,2.495925864
9/6/2012,2.38182,2.390610531,0.003690678,9/5/2012,2.39528,2.414797348
9/5/2012,2.32194,2.313590916,0.003595736,9/4/2012,2.38417,2.422475685
9/4/2012,2.30884,2.321757069,0.005594614,8/31/2012,2.36895,2.42845582
8/31/2012,2.29171,2.328103756,0.015880612,8/30/2012,2.43371,2.479074768
8/30/2012,2.35628,2.373642017,0.007368401,8/29/2012,2.46878,2.500165285
8/29/2012,2.39101,2.39126943,0.000108502,8/28/2012,2.41104,2.469955615
8/28/2012,2.33159,2.361915005,0.013006148,8/27/2012,2.44075,2.485827498
8/27/2012,2.36445,2.376716829,0.005188027,8/24/2012,2.47609,2.509043147
8/24/2012,2.40065,2.399257736,0.000579953,8/23/2012,2.44471,2.495398077
8/23/2012,2.36944,2.387122238,0.007462623,8/22/2012,2.51207,2.540241479
8/22/2012,2.43671,2.426789026,0.004071463,8/21/2012,2.62589,2.616463478
8/21/2012,2.53108,2.497705472,0.013185884,8/20/2012,2.61868,2.647929631
8/20/2012,2.52428,2.530561299,0.002488353,8/17/2012,2.63904,2.649471496
8/17/2012,2.54175,2.531650875,0.003973296,8/16/2012,2.67019,2.688768214
8/16/2012,2.56637,2.571641221,0.00205396,8/15/2012,2.63813,2.648454852
8/15/2012,2.53832,2.5327335,0.002200865,8/14/2012,2.50321,2.556084095
8/14/2012,2.43318,2.44267684,0.003903057,8/13/2012,2.43262,2.488938994
8/13/2012,2.36226,2.375761018,0.005715297,8/10/2012,2.43735,2.481315997
8/10/2012,2.36591,2.367944501,0.000859923,8/9/2012,2.45717,2.51913882
8/9/2012,2.38592,2.403501507,0.007368858,8/8/2012,2.45388,2.506462138
8/8/2012,2.38117,2.392640057,0.004816984,8/7/2012,2.46483,2.486446192
8/7/2012,2.39094,2.375375866,0.00650963,8/6/2012,2.41026,2.416757567
8/6/2012,2.33527,2.308584619,0.011427107,8/3/2012,2.42675,2.451302363
8/3/2012,2.35162,2.341765517,0.004190508,8/2/2012,2.33657,2.364234917
8/2/2012,2.26376,2.255640334,0.003586805,8/1/2012,2.36588,2.398915375
8/1/2012,2.29277,2.291010354,0.000767476,7/31/2012,2.3146,2.344318562
7/31/2012,2.24616,2.237969525,0.003646435,7/30/2012,2.33651,2.349311026
7/30/2012,2.2646,2.243164563,0.009465441,7/27/2012,2.46854,2.414532389
7/27/2012,2.40342,2.303456609,0.041592144,7/26/2012,2.28779,2.300337841
7/26/2012,2.21969,2.191074026,0.012891879,7/25/2012,2.26337,2.284753112
7/25/2012,2.19063,2.174444829,0.007388363,7/24/2012,2.24718,2.292322316
7/24/2012,2.17783,2.181966357,0.001899302,7/23/2012,2.27723,2.313112149
7/23/2012,2.21634,2.202139996,0.006406961,7/20/2012,2.32496,2.334802348
7/20/2012,2.2663,2.224096365,0.018622263,7/19/2012,2.39312,2.372741521
7/19/2012,2.33631,2.261751999,0.031912717,7/18/2012,2.37585,2.364912834
7/18/2012,2.322,2.252061508,0.030119936,7/17/2012,2.4361,2.39124099
7/17/2012,2.37795,2.276366581,0.042718905,7/16/2012,2.39684,2.361033003
7/16/2012,2.3408,2.247233843,0.039971871,7/13/2012,2.4585,2.377197581
7/13/2012,2.39769,2.260626995,0.057164607,7/12/2012,2.40343,2.356163235
7/12/2012,2.33981,2.240284443,0.042535743,7/11/2012,2.41162,2.381614133
7/11/2012,2.3485,2.262102847,0.036788228,7/10/2012,2.42303,2.400961069
7/10/2012,2.35167,2.277225605,0.03165597,7/9/2012,2.4492,2.408110322
7/9/2012,2.35716,2.284530806,0.030812161,7/6/2012,2.47665,2.44737735
7/6/2012,2.384,2.324285485,0.025048035,7/5/2012,2.55638,2.495652548
7/5/2012,2.45892,2.370676176,0.035887229,7/3/2012,2.58328,2.517632275
7/3/2012,2.48233,2.391186834,0.036716781,7/2/2012,2.54532,2.489902362
7/2/2012,2.45249,2.362851282,0.036550085,6/29/2012,2.62372,2.531062108
6/29/2012,2.52101,2.403135526,0.046756845,6/28/2012,2.55096,2.479161845
6/28/2012,2.45744,2.350101401,0.043679032,6/27/2012,2.58867,2.505199633
6/27/2012,2.48997,2.377562453,0.045144137,6/26/2012,2.61639,2.51232552
6/26/2012,2.51553,2.385904047,0.051530275,6/25/2012,2.5785,2.494055445
6/25/2012,2.4939,2.369903737,0.049719822,6/22/2012,2.66819,2.540608016
6/22/2012,2.57935,2.414043375,0.064088482,6/21/2012,2.61405,2.519519291
6/21/2012,2.53025,2.389821984,0.055499661,6/20/2012,2.64221,2.530286661
6/20/2012,2.5544,2.404619152,0.058636411,6/19/2012,2.5989,2.541459466
6/19/2012,2.5157,2.416838386,0.039297855,6/18/2012,2.59515,2.519863553
6/18/2012,2.51188,2.395226018,0.046440906,6/15/2012,2.61355,2.53213733
6/15/2012,2.52601,2.405694065,0.047630823,6/14/2012,2.63094,2.567805167
6/14/2012,2.53953,2.432752574,0.042046137,6/13/2012,2.65256,2.564246156
6/13/2012,2.55836,2.429733179,0.050277061,6/12/2012,2.69596,2.608850405
6/12/2012,2.59302,2.474439376,0.045730702,6/11/2012,2.6399,2.574294314
6/11/2012,2.54292,2.443468507,0.039109171,6/8/2012,2.67911,2.587441159
6/8/2012,2.58572,2.455800594,0.050244963,6/7/2012,2.67758,2.592909075
6/7/2012,2.58571,2.461258599,0.048130456,6/6/2012,2.70699,2.577131962
6/6/2012,2.60963,2.441377266,0.064473789,6/5/2012,2.67216,2.524495943
6/5/2012,2.60284,2.386213994,0.083226786,6/4/2012,2.62226,2.516468216
6/4/2012,2.56551,2.375048167,0.074239365,6/1/2012,2.53159,2.466720593
6/1/2012,2.49908,2.325723416,0.069368161,5/31/2012,2.64639,2.525597941
5/31/2012,2.58864,2.385716423,0.078390034,5/30/2012,2.68486,2.555030117
5/30/2012,2.61968,2.414918217,0.078162899,5/29/2012,2.77149,2.648951063
5/29/2012,2.68852,2.50728931,0.067409091,5/25/2012,2.76345,2.66710612
5/25/2012,2.68344,2.524289439,0.05930841,5/24/2012,2.76054,2.676820278
5/24/2012,2.68128,2.534068846,0.054903312,5/23/2012,2.73508,2.6648851
5/23/2012,2.66163,2.520955012,0.052852947,5/22/2012,2.76969,2.71193026
5/22/2012,2.68858,2.570747237,0.043827137,5/21/2012,2.73357,2.647186242
5/21/2012,2.6613,2.50424024,0.05901618,5/18/2012,2.67797,2.629071239
5/18/2012,2.61975,2.482341748,0.052450903,5/17/2012,2.67184,2.627849036
5/17/2012,2.61711,2.483363747,0.051104559,5/16/2012,2.74013,2.683649684
5/16/2012,2.70948,2.5393822,0.062778762,5/15/2012,2.76971,2.730341533
5/15/2012,2.71798,2.584648999,0.049055181,5/14/2012,2.77397,2.735692222
5/14/2012,2.71838,2.593574457,0.045911735,5/11/2012,2.80528,2.751190771
5/11/2012,2.72577,2.61539737,0.040492276,5/10/2012,2.82461,2.766615565
5/10/2012,2.73233,2.635141244,0.035569919,5/9/2012,2.83276,2.752329005
5/9/2012,2.73466,2.619287874,0.042188837,5/8/2012,2.8457,2.740851039
5/8/2012,2.75137,2.611914316,0.050685907,5/7/2012,2.85847,2.755727223
5/7/2012,2.7614,2.62927727,0.047846284,5/4/2012,2.85087,2.744959345
5/4/2012,2.75552,2.618782545,0.049623104,5/3/2012,2.88233,2.796244881
