Pricing Date,FNMA,FNCI,GNMA,GNMAII
20111130,3.17702,-1,-1,-1
20111129,3.18161,-1,-1,-1
20111128,3.1879,-1,-1,-1
20111125,3.22263,-1,-1,-1
20111123,3.14517,-1,-1,-1
20111122,3.14417,-1,-1,-1
20111121,3.17668,-1,-1,-1
20111118,3.21334,-1,-1,-1
20111117,3.1637,-1,-1,-1
20111116,3.20144,-1,-1,-1
20111115,3.21924,-1,-1,-1
20111114,3.19328,-1,-1,-1
20111110,3.19683,-1,-1,-1
20111109,3.14083,-1,-1,-1
20111108,3.19153,-1,-1,-1
20111107,3.11536,-1,-1,-1
20111104,3.14592,-1,-1,-1
20111103,3.18659,-1,-1,-1
20111102,3.14036,-1,-1,-1
20111101,3.128,-1,-1,-1
20111031,3.25158,-1,-1,-1
20111028,3.36021,-1,-1,-1
20111027,3.44092,-1,-1,-1
20111026,3.3218,-1,-1,-1
20111025,3.26467,-1,-1,-1
20111024,3.3635,-1,-1,-1
20111021,3.33066,-1,-1,-1
20111020,3.32699,-1,-1,-1
20111019,3.30171,-1,-1,-1
20111018,3.29374,-1,-1,-1
20111017,3.29814,-1,-1,-1
20111014,3.36446,-1,-1,-1
20111013,3.30672,-1,-1,-1
20111012,3.33781,-1,-1,-1
20111011,3.3168,-1,-1,-1
20111007,3.28276,-1,-1,-1
20111006,3.18596,-1,-1,-1
20111005,3.11838,-1,-1,-1
20111004,3.04282,-1,-1,-1
20111003,2.96582,-1,-1,-1
20110930,3.03853,-1,-1,-1
20110929,3.08103,-1,-1,-1
20110928,3.16373,-1,-1,-1
20110927,3.19163,-1,-1,-1
20110926,3.07072,-1,-1,-1
20110923,2.9788,-1,-1,-1
20110922,2.85137,-1,-1,-1
20110921,3.01934,-1,-1,-1
20110920,3.25926,-1,-1,-1
20110919,3.23814,-1,-1,-1
20110916,3.34689,-1,-1,-1
20110915,3.34726,-1,-1,-1
20110914,3.3005,-1,-1,-1
20110913,3.30112,-1,-1,-1
20110912,3.2661,-1,-1,-1
20110909,3.21792,-1,-1,-1
20110908,3.28505,-1,-1,-1
20110907,3.31614,-1,-1,-1
20110906,3.26302,-1,-1,-1
20110902,3.26342,-1,-1,-1
20110901,3.36362,-1,-1,-1
20110831,3.42739,-1,-1,-1
20110830,3.3589,-1,-1,-1
20110829,3.44007,-1,-1,-1
20110826,3.35269,-1,-1,-1
20110825,3.3922,-1,-1,-1
20110824,3.30817,-1,-1,-1
20110823,3.36494,-1,-1,-1
20110822,3.30379,-1,-1,-1
20110819,3.28379,-1,-1,-1
20110818,3.24924,-1,-1,-1
20110817,3.26933,-1,-1,-1
20110816,3.31182,-1,-1,-1
20110815,3.38162,-1,-1,-1
20110812,3.31671,-1,-1,-1
20110811,3.37634,-1,-1,-1
20110810,3.23281,-1,-1,-1
20110809,3.36152,-1,-1,-1
20110808,3.5273,-1,-1,-1
20110805,3.64944,-1,-1,-1
20110804,3.4866,-1,-1,-1
20110803,3.61499,-1,-1,-1
20110802,3.65709,-1,-1,-1
20110801,3.76447,-1,-1,-1
20110729,3.80882,-1,-1,-1
20110728,3.93243,-1,-1,-1
20110727,3.97403,-1,-1,-1
20110726,3.9318,-1,-1,-1
20110725,3.96047,-1,-1,-1
20110722,3.92566,-1,-1,-1
20110721,3.95043,-1,-1,-1
20110720,3.91472,-1,-1,-1
20110719,3.9029,-1,-1,-1
20110718,3.91431,-1,-1,-1
20110715,3.88293,-1,-1,-1
20110714,3.89854,-1,-1,-1
20110713,3.86432,-1,-1,-1
20110712,3.89941,-1,-1,-1
20110711,3.91248,-1,-1,-1
20110708,3.95604,-1,-1,-1
20110707,4.0553,-1,-1,-1
20110706,4.00075,-1,-1,-1
20110705,4.01093,-1,-1,-1
20110701,4.04949,-1,-1,-1
20110630,4.02102,-1,-1,-1
20110629,3.99007,-1,-1,-1
20110628,3.96459,-1,-1,-1
20110627,3.88515,-1,-1,-1
20110624,3.84131,-1,-1,-1
20110623,3.84233,-1,-1,-1
20110622,3.91031,-1,-1,-1
20110621,3.93335,-1,-1,-1
20110620,3.92605,-1,-1,-1
20110617,3.90547,-1,-1,-1
20110616,3.88416,-1,-1,-1
20110615,3.9059,-1,-1,-1
20110614,3.97534,-1,-1,-1
20110613,3.90679,-1,-1,-1
20110610,3.89696,-1,-1,-1
20110609,3.89605,-1,-1,-1
20110608,3.85668,-1,-1,-1
20110607,3.89581,-1,-1,-1
20110606,3.90071,-1,-1,-1
20110603,3.89328,-1,-1,-1
20110602,3.91387,-1,-1,-1
20110601,3.86349,-1,-1,-1
20110531,3.93235,-1,-1,-1
20110527,3.93401,-1,-1,-1
20110526,3.91109,-1,-1,-1
20110525,3.98264,-1,-1,-1
20110524,3.98401,-1,-1,-1
20110523,3.99615,-1,-1,-1
20110520,3.99284,-1,-1,-1
20110519,4.00566,-1,-1,-1
20110518,3.99817,-1,-1,-1
20110517,3.9562,-1,-1,-1
20110516,3.97145,-1,-1,-1
20110513,3.98862,-1,-1,-1
20110512,4.00521,-1,-1,-1
20110511,3.98265,-1,-1,-1
20110510,4.01017,-1,-1,-1
20110509,3.96718,-1,-1,-1
20110506,3.98104,-1,-1,-1
20110505,3.98974,-1,-1,-1
20110504,4.04029,-1,-1,-1
20110503,4.07117,-1,-1,-1
20110502,4.10174,-1,-1,-1
20110429,4.09114,-1,-1,-1
20110428,4.10853,-1,-1,-1
20110427,4.17378,-1,-1,-1
20110426,4.14881,-1,-1,-1
20110425,4.17981,-1,-1,-1
20110421,4.21188,-1,-1,-1
20110420,4.21023,-1,-1,-1
20110419,4.18056,-1,-1,-1
20110418,4.1921,-1,-1,-1
20110415,4.22535,-1,-1,-1
20110414,4.29351,-1,-1,-1
20110413,4.28687,-1,-1,-1
20110412,4.30612,-1,-1,-1
20110411,4.35733,-1,-1,-1
20110408,4.36221,-1,-1,-1
20110407,4.35342,-1,-1,-1
20110406,4.35818,-1,-1,-1
20110405,4.32683,-1,-1,-1
20110404,4.27071,-1,-1,-1
20110401,4.27252,-1,-1,-1
20110331,4.26321,-1,-1,-1
20110330,4.26883,-1,-1,-1
20110329,4.30316,-1,-1,-1
20110328,4.2631,-1,-1,-1
20110325,4.26079,-1,-1,-1
20110324,4.22854,-1,-1,-1
20110323,4.20927,-1,-1,-1
20110322,4.18936,-1,-1,-1
20110321,4.16338,-1,-1,-1
20110318,4.11118,-1,-1,-1
20110317,4.10724,-1,-1,-1
20110316,4.08162,-1,-1,-1
20110315,4.17297,-1,-1,-1
20110314,4.17953,-1,-1,-1
20110311,4.21399,-1,-1,-1
20110310,4.19841,-1,-1,-1
20110309,4.24844,-1,-1,-1
20110308,4.31211,-1,-1,-1
20110307,4.27573,-1,-1,-1
20110304,4.26582,-1,-1,-1
20110303,4.3559,-1,-1,-1
20110302,4.27915,-1,-1,-1
20110301,4.23669,-1,-1,-1
20110228,4.23083,-1,-1,-1
20110225,4.24967,-1,-1,-1
20110224,4.26362,-1,-1,-1
20110223,4.30686,-1,-1,-1
20110222,4.29998,-1,-1,-1
20110218,4.36639,-1,-1,-1
20110217,4.35044,-1,-1,-1
20110216,4.39896,-1,-1,-1
20110215,4.38511,-1,-1,-1
20110214,4.39315,-1,-1,-1
20110211,4.43431,-1,-1,-1
20110210,4.50125,-1,-1,-1
20110209,4.45294,-1,-1,-1
20110208,4.48713,-1,-1,-1
20110207,4.41202,-1,-1,-1
20110204,4.39469,-1,-1,-1
20110203,4.32675,-1,-1,-1
20110202,4.2837,-1,-1,-1
20110201,4.23302,-1,-1,-1
20110131,4.17347,-1,-1,-1
20110128,4.14864,-1,-1,-1
20110127,4.17877,-1,-1,-1
20110126,4.23018,-1,-1,-1
20110125,4.1485,-1,-1,-1
20110124,4.19564,-1,-1,-1
20110121,4.18211,-1,-1,-1
20110120,4.21623,-1,-1,-1
20110119,4.11512,-1,-1,-1
20110118,4.14124,-1,-1,-1
20110114,4.08585,-1,-1,-1
20110113,4.07277,-1,-1,-1
20110112,4.12755,-1,-1,-1
20110111,4.13046,-1,-1,-1
20110110,4.0763,-1,-1,-1
20110107,4.10211,-1,-1,-1
20110106,4.20008,-1,-1,-1
20110105,4.24694,-1,-1,-1
20110104,4.1123,-1,-1,-1
20110103,4.11937,-1,-1,-1
20101231,4.10577,-1,-1,-1
20101230,4.18878,-1,-1,-1
20101229,4.1712,-1,-1,-1
20101228,4.32678,-1,-1,-1
20101227,4.21284,-1,-1,-1
20101223,4.22651,-1,-1,-1
20101222,4.1785,-1,-1,-1
20101221,4.17478,-1,-1,-1
20101220,4.21062,-1,-1,-1
20101217,4.16702,-1,-1,-1
20101216,4.35639,-1,-1,-1
20101215,4.38412,-1,-1,-1
20101214,4.28748,-1,-1,-1
20101213,4.10897,-1,-1,-1
20101210,4.12836,-1,-1,-1
20101209,4.05607,-1,-1,-1
20101208,4.10539,-1,-1,-1
20101207,4.05507,-1,-1,-1
20101206,3.85103,-1,-1,-1
20101203,3.94457,-1,-1,-1
20101202,3.9594,-1,-1,-1
20101201,3.93437,-1,-1,-1
20101130,3.77972,-1,-1,-1
20101129,3.77045,-1,-1,-1
20101126,3.82273,-1,-1,-1
20101124,3.85371,-1,-1,-1
20101123,3.70185,-1,-1,-1
20101122,3.72761,-1,-1,-1
20101119,3.7657,-1,-1,-1
20101118,3.75041,-1,-1,-1
20101117,3.71929,-1,-1,-1
20101116,3.72168,-1,-1,-1
20101115,3.73584,-1,-1,-1
20101112,3.60847,-1,-1,-1
20101110,3.48752,-1,-1,-1
20101109,3.50051,-1,-1,-1
20101108,3.40193,-1,-1,-1
20101105,3.36448,-1,-1,-1
20101104,3.29328,-1,-1,-1
20101103,3.37888,-1,-1,-1
20101102,3.39423,-1,-1,-1
20101101,3.44378,-1,-1,-1
20101029,3.39784,-1,-1,-1
20101028,3.43496,-1,-1,-1
20101027,3.49728,-1,-1,-1
20101026,3.44702,-1,-1,-1
20101025,3.37385,-1,-1,-1
20101022,3.31808,-1,-1,-1
20101021,3.29243,-1,-1,-1
20101020,3.25515,-1,-1,-1
20101019,3.26986,-1,-1,-1
20101018,3.29994,-1,-1,-1
20101015,3.37537,-1,-1,-1
20101014,3.28492,-1,-1,-1
20101013,3.26187,-1,-1,-1
20101012,3.28568,-1,-1,-1
20101008,3.23046,-1,-1,-1
20101007,3.22365,-1,-1,-1
20101006,3.26279,-1,-1,-1
20101005,3.33659,-1,-1,-1
20101004,3.33557,-1,-1,-1
20101001,3.38871,-1,-1,-1
20100930,3.38375,-1,-1,-1
20100929,3.37806,-1,-1,-1
20100928,3.31266,-1,-1,-1
20100927,3.35455,-1,-1,-1
20100924,3.44779,-1,-1,-1
20100923,3.38126,-1,-1,-1
20100922,3.34862,-1,-1,-1
20100921,3.38169,-1,-1,-1
20100920,3.50729,-1,-1,-1
20100917,3.58122,-1,-1,-1
20100916,3.54526,-1,-1,-1
20100915,3.49999,-1,-1,-1
20100914,3.42404,-1,-1,-1
20100913,3.48266,-1,-1,-1
20100910,3.58242,-1,-1,-1
20100909,3.27423,-1,-1,-1
20100908,2.46319,-1,-1,-1
20100907,2.8469,-1,-1,-1
20100903,3.48233,-1,-1,-1
20100902,3.37636,-1,-1,-1
20100901,3.30826,-1,-1,-1
20100831,3.19108,-1,-1,-1
20100830,3.33669,-1,-1,-1
20100827,3.47055,-1,-1,-1
20100826,3.30296,-1,-1,-1
20100825,3.36868,-1,-1,-1
20100824,3.3561,-1,-1,-1
20100823,3.42399,-1,-1,-1
20100820,3.42281,-1,-1,-1
20100819,3.30888,-1,-1,-1
20100818,3.44987,-1,-1,-1
20100817,3.40141,-1,-1,-1
20100816,3.30867,-1,-1,-1
20100813,3.37661,-1,-1,-1
20100812,3.44748,-1,-1,-1
20100811,3.34099,-1,-1,-1
20100810,3.44746,-1,-1,-1
20100809,3.48853,-1,-1,-1
20100806,3.48719,-1,-1,-1
20100805,3.55337,-1,-1,-1
20100804,3.5817,-1,-1,-1
20100803,3.52286,-1,-1,-1
20100802,3.5727,-1,-1,-1
20100730,3.48603,-1,-1,-1
20100729,3.55631,-1,-1,-1
20100728,3.57124,-1,-1,-1
20100727,3.62,-1,-1,-1
20100726,3.6203,-1,-1,-1
20100723,3.61862,-1,-1,-1
20100722,3.57445,-1,-1,-1
20100721,3.56787,-1,-1,-1
20100720,3.63593,-1,-1,-1
20100719,3.65741,-1,-1,-1
20100716,3.59773,-1,-1,-1
20100715,3.61225,-1,-1,-1
20100714,3.70043,-1,-1,-1
20100713,3.75306,-1,-1,-1
20100712,3.71395,-1,-1,-1
20100709,3.71575,-1,-1,-1
20100708,3.71168,-1,-1,-1
20100707,3.69837,-1,-1,-1
20100706,3.63513,-1,-1,-1
20100702,3.71696,-1,-1,-1
20100701,3.69379,-1,-1,-1
20100630,3.72459,-1,-1,-1
20100629,3.72533,-1,-1,-1
20100628,3.76157,-1,-1,-1
20100625,3.86458,-1,-1,-1
20100624,3.90814,-1,-1,-1
20100623,3.83092,-1,-1,-1
20100622,3.87492,-1,-1,-1
20100621,3.95504,-1,-1,-1
20100618,3.97044,-1,-1,-1
20100617,3.96819,-1,-1,-1
20100616,4.05488,-1,-1,-1
20100615,4.07554,-1,-1,-1
20100614,4.03885,-1,-1,-1
20100611,4.02205,-1,-1,-1
20100610,4.10653,-1,-1,-1
20100609,3.99425,-1,-1,-1
20100608,3.99958,-1,-1,-1
20100607,4.03222,-1,-1,-1
20100604,4.0385,-1,-1,-1
20100603,4.18758,-1,-1,-1
20100602,4.17668,-1,-1,-1
20100601,4.15107,-1,-1,-1
20100528,4.15474,-1,-1,-1
20100527,4.18162,-1,-1,-1
20100526,4.08488,-1,-1,-1
20100525,4.05822,-1,-1,-1
20100524,4.11355,-1,-1,-1
20100521,4.04344,-1,-1,-1
20100520,4.0603,-1,-1,-1
20100519,4.12777,-1,-1,-1
20100518,4.1366,-1,-1,-1
20100517,4.19016,-1,-1,-1
20100514,4.19185,-1,-1,-1
20100513,4.28249,-1,-1,-1
20100512,4.29267,-1,-1,-1
20100511,4.28638,-1,-1,-1
20100510,4.31165,-1,-1,-1
20100507,4.25838,-1,-1,-1
20100506,4.22256,-1,-1,-1
20100505,4.33516,-1,-1,-1
20100504,4.38044,-1,-1,-1
20100503,4.43302,-1,-1,-1
20100430,4.3907,-1,-1,-1
20100429,4.42317,-1,-1,-1
20100428,4.46529,-1,-1,-1
20100427,4.40982,-1,-1,-1
20100426,4.48697,-1,-1,-1
20100423,4.49658,-1,-1,-1
20100422,4.47368,-1,-1,-1
20100421,4.4287,-1,-1,-1
20100420,4.47168,-1,-1,-1
20100419,4.46477,-1,-1,-1
20100416,4.42115,-1,-1,-1
20100415,4.47895,-1,-1,-1
20100414,4.48641,-1,-1,-1
20100413,4.43649,-1,-1,-1
20100412,4.46068,-1,-1,-1
20100409,4.5415,-1,-1,-1
20100408,4.55471,-1,-1,-1
20100407,4.53391,-1,-1,-1
20100406,4.63966,-1,-1,-1
20100405,4.67493,-1,-1,-1
20100401,4.55501,-1,-1,-1
20100331,4.50331,-1,-1,-1
20100330,4.48989,-1,-1,-1
20100329,4.45928,-1,-1,-1
20100326,4.45679,-1,-1,-1
20100325,4.51081,-1,-1,-1
20100324,4.44807,-1,-1,-1
20100323,4.32888,-1,-1,-1
20100322,4.32647,-1,-1,-1
20100319,4.35592,-1,-1,-1
20100318,4.33242,-1,-1,-1
20100317,4.29599,-1,-1,-1
20100316,4.31666,-1,-1,-1
20100315,4.33894,-1,-1,-1
20100312,4.34343,-1,-1,-1
20100311,4.32585,-1,-1,-1
20100310,4.31726,-1,-1,-1
20100309,4.30864,-1,-1,-1
20100308,4.3426,-1,-1,-1
20100305,4.32644,-1,-1,-1
20100304,4.28354,-1,-1,-1
20100303,4.30757,-1,-1,-1
20100302,4.33437,-1,-1,-1
20100301,4.32837,-1,-1,-1
20100226,4.29075,-1,-1,-1
20100225,4.35418,-1,-1,-1
20100224,4.39585,-1,-1,-1
20100223,4.39144,-1,-1,-1
20100222,4.46245,-1,-1,-1
20100219,4.48631,-1,-1,-1
20100218,4.46816,-1,-1,-1
20100217,4.3914,-1,-1,-1
20100216,4.32327,-1,-1,-1
20100212,4.34606,-1,-1,-1
20100211,4.39879,-1,-1,-1
20100210,4.40636,-1,-1,-1
20100209,4.36532,-1,-1,-1
20100208,4.33204,-1,-1,-1
20100205,4.2766,-1,-1,-1
20100204,4.32385,-1,-1,-1
20100203,4.39478,-1,-1,-1
20100202,4.36193,-1,-1,-1
20100201,4.38304,-1,-1,-1
20100129,4.36203,-1,-1,-1
20100128,4.40354,-1,-1,-1
20100127,4.38713,-1,-1,-1
20100126,4.37082,-1,-1,-1
20100125,4.38081,-1,-1,-1
20100122,4.34531,-1,-1,-1
20100121,4.33517,-1,-1,-1
20100120,4.36779,-1,-1,-1
20100119,4.40197,-1,-1,-1
20100115,4.36967,-1,-1,-1
20100114,4.42659,-1,-1,-1
20100113,4.45415,-1,-1,-1
20100112,4.40876,-1,-1,-1
20100111,4.48888,-1,-1,-1
20100108,4.49953,-1,-1,-1
20100107,4.50504,-1,-1,-1
20100106,4.47574,-1,-1,-1
20100105,4.43666,-1,-1,-1
20100104,4.53253,-1,-1,-1
20091231,4.55925,-1,-1,-1
20091230,4.52277,-1,-1,-1
20091229,4.55623,-1,-1,-1
20091228,4.59678,-1,-1,-1
20091224,4.54667,-1,-1,-1
20091223,4.49594,-1,-1,-1
20091222,4.4854,-1,-1,-1
20091221,4.41004,-1,-1,-1
20091218,4.26291,-1,-1,-1
20091217,4.19822,-1,-1,-1
20091216,4.32492,-1,-1,-1
20091215,4.35407,-1,-1,-1
20091214,4.28317,-1,-1,-1
20091211,4.24709,-1,-1,-1
20091210,4.22515,-1,-1,-1
20091209,4.19167,-1,-1,-1
20091208,4.15043,-1,-1,-1
20091207,4.1946,-1,-1,-1
20091204,4.24431,-1,-1,-1
20091203,4.16943,-1,-1,-1
20091202,4.10651,-1,-1,-1
20091201,4.04365,-1,-1,-1
20091130,3.949,-1,-1,-1
20091127,3.95395,-1,-1,-1
20091125,3.99745,-1,-1,-1
20091124,4.00757,-1,-1,-1
20091123,4.08914,-1,-1,-1
20091120,4.11407,-1,-1,-1
20091119,4.14203,-1,-1,-1
20091118,4.13219,-1,-1,-1
20091117,4.08364,-1,-1,-1
20091116,4.02764,-1,-1,-1
20091113,4.12598,-1,-1,-1
20091112,4.20549,-1,-1,-1
20091110,4.25006,-1,-1,-1
20091109,4.27718,-1,-1,-1
20091106,4.29318,-1,-1,-1
20091105,4.34027,-1,-1,-1
20091104,4.39722,-1,-1,-1
20091103,4.37341,-1,-1,-1
20091102,4.34084,-1,-1,-1
20091030,4.28974,-1,-1,-1
20091029,4.35555,-1,-1,-1
20091028,4.29321,-1,-1,-1
20091027,4.3817,-1,-1,-1
20091026,4.45896,-1,-1,-1
20091023,4.38826,-1,-1,-1
20091022,4.34888,-1,-1,-1
20091021,4.35191,-1,-1,-1
20091020,4.3051,-1,-1,-1
20091019,4.34231,-1,-1,-1
20091016,4.35815,-1,-1,-1
20091015,4.40039,-1,-1,-1
20091014,4.32297,-1,-1,-1
20091013,4.21893,-1,-1,-1
20091009,4.25157,-1,-1,-1
20091008,4.12155,-1,-1,-1
20091007,4.09165,-1,-1,-1
20091006,4.14112,-1,-1,-1
20091005,4.13197,-1,-1,-1
20091002,4.10628,-1,-1,-1
20091001,4.10367,-1,-1,-1
20090930,4.22467,-1,-1,-1
20090929,4.20862,-1,-1,-1
20090928,4.21577,-1,-1,-1
20090925,4.26938,-1,-1,-1
20090924,4.30776,-1,-1,-1
20090923,4.3747,-1,-1,-1
20090922,4.3859,-1,-1,-1
20090921,4.41353,-1,-1,-1
20090918,4.38725,-1,-1,-1
20090917,4.31061,-1,-1,-1
20090916,4.3875,-1,-1,-1
20090915,4.39235,-1,-1,-1
20090914,4.35672,-1,-1,-1
20090911,4.28939,-1,-1,-1
20090910,4.28497,-1,-1,-1
20090909,4.39986,-1,-1,-1
20090908,4.41471,-1,-1,-1
20090904,4.42369,-1,-1,-1
20090903,4.36197,-1,-1,-1
20090902,4.31469,-1,-1,-1
20090901,4.4018,-1,-1,-1
20090831,4.42184,-1,-1,-1
20090828,4.48402,-1,-1,-1
20090827,4.48932,-1,-1,-1
20090826,4.4625,-1,-1,-1
20090825,4.46678,-1,-1,-1
20090824,4.48969,-1,-1,-1
20090821,4.52183,-1,-1,-1
20090820,4.44681,-1,-1,-1
20090819,4.47725,-1,-1,-1
20090818,4.50866,-1,-1,-1
20090817,4.46616,-1,-1,-1
20090814,4.49058,-1,-1,-1
20090813,4.52706,-1,-1,-1
20090812,4.63628,-1,-1,-1
20090811,4.6274,-1,-1,-1
20090810,4.69414,-1,-1,-1
20090807,4.80233,-1,-1,-1
20090806,4.70882,-1,-1,-1
20090805,4.6917,-1,-1,-1
20090804,4.57818,-1,-1,-1
20090803,4.52002,-1,-1,-1
20090731,4.39662,-1,-1,-1
20090730,4.54111,-1,-1,-1
20090729,4.54564,-1,-1,-1
20090728,4.58806,-1,-1,-1
20090727,4.63864,-1,-1,-1
20090724,4.60961,-1,-1,-1
20090723,4.67137,-1,-1,-1
20090722,4.49585,-1,-1,-1
20090721,4.44506,-1,-1,-1
20090720,4.56841,-1,-1,-1
20090717,4.63048,-1,-1,-1
20090716,4.57215,-1,-1,-1
20090715,4.64541,-1,-1,-1
20090714,4.47507,-1,-1,-1
20090713,4.40426,-1,-1,-1
20090710,4.33427,-1,-1,-1
20090709,4.43346,-1,-1,-1
20090708,4.32917,-1,-1,-1
20090707,4.47649,-1,-1,-1
20090706,4.51321,-1,-1,-1
20090702,4.51238,-1,-1,-1
20090701,4.55199,-1,-1,-1
20090630,4.58369,-1,-1,-1
20090629,4.53823,-1,-1,-1
20090626,4.52963,-1,-1,-1
20090625,4.55736,-1,-1,-1
20090624,4.72952,-1,-1,-1
20090623,4.71717,-1,-1,-1
20090622,4.70692,-1,-1,-1
20090619,4.79977,-1,-1,-1
20090618,4.86953,-1,-1,-1
20090617,4.55337,-1,-1,-1
20090616,4.65143,-1,-1,-1
20090615,4.71585,-1,-1,-1
20090612,4.84314,-1,-1,-1
20090611,4.9734,-1,-1,-1
20090610,5.05803,-1,-1,-1
20090609,4.96809,-1,-1,-1
20090608,5.02103,-1,-1,-1
20090605,4.91336,-1,-1,-1
20090604,4.72477,-1,-1,-1
20090603,4.53166,-1,-1,-1
20090602,4.60383,-1,-1,-1
20090601,4.65719,-1,-1,-1
20090529,4.3483,-1,-1,-1
20090528,4.69701,-1,-1,-1
20090527,4.54613,-1,-1,-1
20090526,4.1848,-1,-1,-1
20090522,4.12679,-1,-1,-1
20090521,4.0625,-1,-1,-1
20090520,3.96589,-1,-1,-1
20090519,4.00194,-1,-1,-1
20090518,3.99902,-1,-1,-1
20090515,3.94836,-1,-1,-1
20090514,3.93771,-1,-1,-1
20090513,3.93444,-1,-1,-1
20090512,3.98366,-1,-1,-1
20090511,3.99949,-1,-1,-1
20090508,4.12926,-1,-1,-1
20090507,4.08542,-1,-1,-1
20090506,3.96813,-1,-1,-1
20090505,3.98397,-1,-1,-1
20090504,4.03828,-1,-1,-1
20090501,4.08589,-1,-1,-1
20090430,4.0141,-1,-1,-1
20090429,3.9857,-1,-1,-1
20090428,3.90251,-1,-1,-1
20090427,3.83804,-1,-1,-1
20090424,3.99335,-1,-1,-1
20090423,3.99401,-1,-1,-1
20090422,4.02445,-1,-1,-1
20090421,3.99604,-1,-1,-1
20090420,3.99622,-1,-1,-1
20090417,4.03458,-1,-1,-1
20090416,3.97094,-1,-1,-1
20090415,3.93676,-1,-1,-1
20090414,3.95807,-1,-1,-1
20090413,3.98164,-1,-1,-1
20090409,4.01888,-1,-1,-1
20090408,3.93131,-1,-1,-1
20090407,4.0099,-1,-1,-1
20090406,4.06849,-1,-1,-1
20090403,4.07413,-1,-1,-1
20090402,3.98127,-1,-1,-1
20090401,3.90441,-1,-1,-1
20090331,3.8956,-1,-1,-1
20090330,3.88421,-1,-1,-1
20090327,3.91313,-1,-1,-1
20090326,3.93591,-1,-1,-1
20090325,3.96227,-1,-1,-1
20090324,3.93485,-1,-1,-1
20090323,3.92894,-1,-1,-1
20090320,3.89692,-1,-1,-1
20090319,3.83377,-1,-1,-1
20090318,3.87716,-1,-1,-1
20090317,4.20916,-1,-1,-1
20090316,4.20653,-1,-1,-1
20090313,4.17876,-1,-1,-1
20090312,4.17572,-1,-1,-1
20090311,4.22952,-1,-1,-1
20090310,4.2873,-1,-1,-1
20090309,4.26007,-1,-1,-1
20090306,4.21441,-1,-1,-1
20090305,4.22296,-1,-1,-1
20090304,4.38778,-1,-1,-1
20090303,4.35917,-1,-1,-1
20090302,4.39784,-1,-1,-1
20090227,4.45539,-1,-1,-1
20090226,4.4149,-1,-1,-1
20090225,4.40221,-1,-1,-1
20090224,4.28183,-1,-1,-1
20090223,4.2296,-1,-1,-1
20090220,4.19569,-1,-1,-1
20090219,4.24084,-1,-1,-1
20090218,4.11982,-1,-1,-1
20090217,4.09683,-1,-1,-1
20090213,4.24557,-1,-1,-1
20090212,4.05528,-1,-1,-1
20090211,4.0733,-1,-1,-1
20090210,4.16012,-1,-1,-1
20090209,4.34913,-1,-1,-1
20090206,4.36683,-1,-1,-1
20090205,4.31812,-1,-1,-1
20090204,4.34958,-1,-1,-1
20090203,4.28905,-1,-1,-1
20090202,4.15784,-1,-1,-1
20090130,4.29037,-1,-1,-1
20090129,4.29591,-1,-1,-1
20090128,4.00898,-1,-1,-1
20090127,3.91328,-1,-1,-1
20090126,4.02083,-1,-1,-1
20090123,4.00493,-1,-1,-1
20090122,4.05342,-1,-1,-1
20090121,4.08436,-1,-1,-1
20090120,3.92854,-1,-1,-1
20090116,3.91302,-1,-1,-1
20090115,3.80857,-1,-1,-1
20090114,3.75495,-1,-1,-1
20090113,3.75991,-1,-1,-1
20090112,3.79585,-1,-1,-1
20090109,3.81249,-1,-1,-1
20090108,3.72187,-1,-1,-1
20090107,3.60119,-1,-1,-1
20090106,3.60517,-1,-1,-1
20090105,4.06922,-1,-1,-1
20090102,3.63296,-1,-1,-1
20081231,4.00708,-1,-1,-1
20081230,3.89246,-1,-1,-1
20081229,3.75228,-1,-1,-1
20081226,3.87289,-1,-1,-1
20081224,4.00553,-1,-1,-1
20081223,4.10336,-1,-1,-1
20081222,4.03628,-1,-1,-1
20081219,3.79982,-1,-1,-1
20081218,3.77292,-1,-1,-1
20081217,3.79209,-1,-1,-1
20081216,3.98071,-1,-1,-1
20081215,4.1355,-1,-1,-1
20081212,4.10814,-1,-1,-1
20081211,4.11336,-1,-1,-1
20081210,4.35737,-1,-1,-1
20081209,4.52121,-1,-1,-1
20081208,4.70612,-1,-1,-1
20081205,4.72506,-1,-1,-1
20081204,4.48864,-1,-1,-1
20081203,4.56259,-1,-1,-1
20081202,4.65028,-1,-1,-1
20081201,4.6019,-1,-1,-1
20081128,4.82937,-1,-1,-1
20081126,4.76604,-1,-1,-1
20081125,4.75014,-1,-1,-1
20081124,5.34056,-1,-1,-1
20081121,5.35168,-1,-1,-1
20081120,5.40782,-1,-1,-1
20081119,5.45948,-1,-1,-1
20081118,5.4702,-1,-1,-1
20081117,5.54453,-1,-1,-1
20081114,5.49487,-1,-1,-1
20081113,5.55392,-1,-1,-1
20081112,5.42963,-1,-1,-1
20081110,5.57721,-1,-1,-1
20081107,5.48216,-1,-1,-1
20081106,5.48354,-1,-1,-1
20081105,5.44883,-1,-1,-1
20081104,5.59651,-1,-1,-1
20081103,5.94965,-1,-1,-1
20081031,5.98811,-1,-1,-1
20081030,6.024,-1,-1,-1
20081029,6.01414,-1,-1,-1
20081028,6.04844,-1,-1,-1
20081027,5.91991,-1,-1,-1
20081024,5.67504,-1,-1,-1
20081023,5.41055,-1,-1,-1
