"","grp","x","actual.smm","model.smm","actual.cpr","model.cpr","ratio","track.err","curt.smm","dflt.smm","cout.smm","turn.smm","refi.smm","pct_inv","pct_2nd","pct_owner","pct_purchase","pct_REFI_NCO","pct_REFI_CO","pct_REFI_Other","pct_REFI","pct_dq","incentive","burnout","refi_elig_pct","cltv","wacls","acls","wala","wam","wac","fico","pct_HARPed","pct_tpo","cai","media_effect","sato","hpa_annual","hpa_cum","turn_cai_mult","turn_hpa_annual_mult","turn_wala_mult","turn_incentive_mult","turn_cltv_mult","turn_acls_mult","turn_fico_mult","turn_tax_mult","turn_sato_mult","turn_pct_HARPed_mult","turn_HARP_eligible_mult","turn_pct_purchase_mult","turn_pct_inv_mult","turn_pct_second_lien_mult","bal","std","n"
"1",5,15,0.352968472141889,0.533204063665968,4.15435422988782,6.21410180898985,0.661976335504844,0.180235591524079,0.0359116216865863,0.0063707229535972,0,0.480985553316523,0.0099361657092615,0,5.87805780440172,94.1219421955983,49.8778781517697,34.2482331687931,15.8738886794372,0,50.1221218482303,0.374732603030173,-36.7911589564124,30.0254992138144,100,67.5761082305296,302.122200215237,300.047031140169,14.2880937115553,341.8273888067,3.46674477142007,779.933766039523,4.39726638922156,49.5100454300246,175.071286641057,32.7787785464966,-34.739177894426,3.80337369591844,4.55495657332475,0.9,1.22886331500009,1.1483908911227,1.28480956430375,0.994131844486137,0.855896326406684,0.839894089183597,1,0.979136301048405,1,1,0.934841241597301,1,0.986838782221536,8435668227.5,0.0446245783318211,3370
"2",5,20,0.358974064676345,0.515450660989318,4.22364911473239,6.01303117737895,0.696427595974668,0.156476596312974,0.0363212205707292,0.0105399771268763,0,0.465047110923126,0.00354235236858745,0,5.15256011129067,94.8474398887093,50.2304960805552,31.8572847233591,17.9122191960856,0,49.7695039194448,0.592700726831419,-52.4502015295709,35.6754217565853,100,66.3685269312806,293.002473128247,290.791211820026,16.5364121826253,338.852785577358,3.52479067177036,780.08104200625,6.00635386679095,46.9082815755962,178.051926880437,23.4684845153448,-23.7996745328441,3.72000356990109,5.16749170289868,0.9,1.22361477941495,1.22665167533057,1.25082322842939,0.995085969837953,0.865569589588116,0.839694258865067,1,1.00231012345701,1,1,0.935299644904722,1,0.989766697929471,28717697407.5,0.0636298347328194,6333
"3",5,25,0.509732382612219,0.584712136465178,5.94818328785233,6.79523998639315,0.871766380109293,0.074979753852959,0.0379978421654882,0.00923522592085073,2.68140270448862e-08,0.533441894889955,0.00403714667485787,0,4.87826092829416,95.1217390717058,52.2743189049739,31.0932733234254,16.6324077716007,0,47.7256810950261,0.421209189114525,-50.2085832479126,146.895116900572,100,64.3976140106176,291.710955172911,289.489352539794,22.5248519063873,332.021791370615,3.6403543617728,780.352808118823,3.41905067499336,49.415374194268,175.421281002253,20.4765229017902,-29.3506324094883,3.64054489636274,6.99550030814263,0.9,1.21698675123435,1.25,1.26159494487991,0.996428659106941,0.866992280703346,0.839143380092656,1,0.99036137739238,1,1,0.937956614576466,1,0.992949282909712,27937263976.5,0.0581097173573855,7607
"4",5,30,0.612723831172431,0.656340046817196,7.10989353296174,7.59789364287309,0.933546313597237,0.0436162156447647,0.039597399612462,0.0104760116049433,6.79267215250998e-05,0.596474839745372,0.00972386913289314,0,6.51820124468913,93.4817987553109,52.8731120071333,33.9444250220988,13.1824629707679,0,47.1268879928667,0.436570046734444,-37.2943922164025,252.253310640305,100,61.9125114265887,293.458413466916,291.404893455485,26.4539915735841,327.122345440709,3.69014991983541,780.468631417285,2.12896107862196,49.5210870844941,175.700023197747,23.227352416747,-34.2198317120476,3.99437644070625,9.0517216639607,0.9,1.2357494648126,1.25,1.28465312771225,0.998163612324049,0.865491461320956,0.838827229177242,1,0.98159194385622,1,1,0.938735045609273,1,0.992988281892532,5245866251.5,0.0680846947297918,2807
"5",5,35,0.566352134616418,0.598631432933419,6.58847354071224,6.95171645705971,0.946078176752554,0.032279298317001,0.0425485604047215,0.0147478634020683,0.000478973851138353,0.535721835178171,0.0051342000973196,0,5.52487251654469,94.4751274834553,60.0227306871282,25.2752402091945,14.7020291036773,0,39.9772693128718,0.532903049683403,-43.2832393108156,306.56723369516,100,61.4372675637069,283.465848950713,281.357945641307,33.6399329789633,319.250488777992,3.72489166995412,780.068673540948,0.966458999864654,47.7507833674968,179.03522354848,19.4860957191743,-31.5200359005503,3.64491512253792,10.6142755674424,0.9,1.21049294319361,1.25,1.27912071509445,0.998614854666297,0.875789734731535,0.839691605547428,1,0.98732980534632,1,1,0.948029549893267,1,0.994721711429497,12181732494,0.0579040488597137,4158
"6",5,40,0.613097696917435,0.616946151990269,7.11408654981805,7.15723804800775,0.993762089186521,0.00384845507283466,0.0442200826225599,0.012963223330807,0.000713616021797439,0.557114624556254,0.00193460545885091,0,4.81279247268755,95.1872075273125,27.2647506819602,51.7908913773141,20.9443579407257,0,72.7352493180398,0.456110777624937,-59.5644133184271,276.905233271814,100,57.3996590105662,290.388136575409,288.467935169548,36.0702421673422,315.571466648389,3.68510272229378,779.966506418215,1.6695536068892,50.7640019039217,179.535619036582,14.748452167596,-32.2516328982317,3.93393865290022,12.3691464793396,0.9,1.23496752527138,1.25,1.24258714879904,1.00142954008195,0.869215324038818,0.839916362184434,1,0.985429848761593,1,1,0.905444175886548,1,1.00619262539884,5796951295.6,0.0438899972137949,2728
"7",5,45,0.51465427358945,0.642049831335283,6.00400223765045,7.4382670066878,0.801579952944017,0.127395557745832,0.0475428860388906,0.0150075020026202,0.00519481431098866,0.565697164284744,0.0086074646980393,0,8.43505906813652,91.5649409318635,67.6559940715837,20.8697691044962,11.4742368239202,0,32.3440059284163,0.4691056990114,-38.5602876402251,527.566505617261,100,57.8792143915163,284.639989029347,282.92739047222,43.3213371686582,308.545310450913,3.7964305252581,778.976250195803,1.63912496802421,47.6294967056924,174.63477724129,19.5476138175272,-35.1704832107498,3.35197272729769,12.6766645837306,0.9,1.18764661874347,1.25,1.28226629029237,1.00049765230647,0.875707620197904,0.841757622685165,1,0.982146169165054,1,1,0.957952792293059,1,1.01776944039831,3527332700.3,0.0495322804326941,2179
"8",5,50,0.664435521505954,0.610262365637281,7.68821087970161,7.08228312421926,1.08877027147512,-0.054173155868673,0.0486787593683865,0.00938174581270711,0.0017283872011063,0.547828721885559,0.00264475136952177,0,5.36023521719551,94.6397647828045,37.7169968530645,43.7457296271934,18.5372735197421,0,62.2830031469355,0.272941723238103,-49.076888538966,97.1269782866438,100,56.234136122941,275.847358590076,273.876814714002,46.2374180087174,305.253841496743,3.49078664010395,780.838370127833,2.97295782106301,49.4647741669452,169.441110512246,26.1987007379062,-31.9875106072856,3.30074806068132,13.4191057341496,0.9,1.19008980941348,1.25,1.27418993028768,1.00217492845827,0.884936118954104,0.838235466883713,1,0.985959315541175,1,1,0.919032095908984,1,1.00575664402194,24117683113.1,0.0666715637933731,5340
"9",8,15,0.365581862074502,0.55927883489233,4.29983941106724,6.5087034056184,0.653666542101281,0.193696972817828,0.0357365312842227,0.00658389025156109,2.1112204434488e-10,0.507143004903487,0.0098154082419377,0,6.50600497799605,93.493995022004,55.4554286448575,32.655862929484,11.8887084256586,0,44.5445713551426,0.395111190579566,-36.1448320202991,41.4650163978802,100,66.1367252390685,300.810719366345,298.622656969072,14.3690810060689,342.233602378403,3.49482361318859,780.47837778477,4.1617917249704,50.0157877991291,175.081096175295,31.4221897570817,-34.9818378493306,6.58863517204588,7.97024311379251,0.9,1.29072545123643,1.15264327328914,1.28553055620332,0.995166799171984,0.857354730488825,0.83881531920544,1,0.978554638865348,1,1,0.942092057238315,1,0.985866549838052,18754971146.3,0.0509267651967959,4531
"10",8,20,0.515711295941134,0.549425414488665,6.01598591995377,6.39747598281271,0.938637497177105,0.0337141185475307,0.0363108883744318,0.00994644086304666,6.79766576096959e-05,0.499132610077361,0.00396749851621558,0,4.90960825524846,95.0903917447515,40.2242368367544,37.8644256994943,21.9113374637513,0,59.7757631632456,0.580711014227005,-53.5589374194813,37.8365156993103,100,60.7246376757899,301.907751089102,299.699314418555,16.6270773101863,338.653285525051,3.52930110044331,779.730179418801,6.75674562900182,48.5239476344012,178.346077399705,22.1591316457813,-23.5746373106004,6.76194985948442,9.52606017671679,0.9,1.29069476457287,1.22874093161301,1.24769720610123,0.998681732602186,0.856341740457344,0.840400146903629,1,1.0027374530792,1,1,0.922291507887781,1,0.992859956694507,55305712609.5,0.0603340397914673,8434
