asOfDate,4y7y_ATM,5y7y_ATM,3y7y_ATM,5y10y_ATM
9/14/2011,106.2826185,107.7600548,104.1681923,107.9797
9/13/2011,105.8626995,107.4989477,103.7718331,107.666219
9/12/2011,105.3520528,106.6488975,102.6377132,106.9351578
9/9/2011,105.3440813,106.9445573,103.2825588,107.1354071
9/8/2011,105.598131,107.1355584,103.7146946,107.3526582
9/7/2011,106.3844439,107.9085401,104.3161263,108.0832523
9/6/2011,106.3035095,108.4620641,104.2137771,108.7130854
9/2/2011,106.0285411,107.6722996,104.0398942,108.0074886
9/1/2011,106.2862818,107.6489103,104.6209742,107.684686
8/31/2011,106.504647,107.3300674,104.4503524,107.4955104
8/30/2011,106.571098,107.6596253,104.5649713,107.8759937
8/29/2011,106.6963445,107.8538428,104.8344819,108.0800069
8/26/2011,106.2550652,107.7896451,104.4626873,107.9878441
8/25/2011,106.4766899,107.9648427,104.4817046,108.5159975
8/24/2011,106.2552546,106.7733374,103.261261,107.440149
8/23/2011,106.5073273,108.1308134,103.9365473,108.9167764
8/22/2011,105.9952426,107.6902623,103.2233151,108.3391654
8/19/2011,105.9872758,108.1479651,103.4914896,108.701004
8/18/2011,104.9612376,107.5078173,102.0504654,108.1391817
8/17/2011,104.3585376,106.4884756,102.2916538,106.9657779
8/16/2011,104.7467493,105.9683601,102.4461437,106.653257
8/15/2011,105.6141776,107.4149709,103.4207544,107.9546569
8/12/2011,106.5219191,108.5629816,103.7517024,108.6605949
8/11/2011,106.9671525,109.099294,104.4639454,108.89973
8/10/2011,105.8622151,109.2455418,104.185084,108.8274367
8/9/2011,108.2982451,107.4583598,104.2962572,105.9572487
8/8/2011,114.8853875,114.4551567,114.7946709,112.7185215
8/5/2011,112.4740955,111.6322672,112.2979336,110.2905849
8/4/2011,111.6369624,112.5962097,112.0835219,111.2172224
8/3/2011,113.3963783,113.240976,113.1451128,111.6218609
8/2/2011,114.5133209,114.6666404,114.0711259,112.7205216
8/1/2011,114.0543802,113.4997979,114.152791,111.5364343
7/29/2011,114.7304118,113.9310181,115.143453,112.1433257
7/28/2011,114.78721,113.5746632,115.4298747,111.4942267
7/27/2011,115.7347695,114.4714194,116.5557612,112.172348
7/26/2011,115.7115522,114.7672495,116.1568118,112.432676
7/25/2011,115.5743825,114.6461122,116.1119909,112.4390951
7/22/2011,114.6458973,113.7956535,115.1346356,111.6615669
7/21/2011,115.4781081,114.4315676,116.5042985,112.2053097
7/20/2011,116.2923035,114.9364035,117.1064795,112.6359628
7/19/2011,117.6041591,116.6616541,118.6277292,114.1222685
7/18/2011,119.2000185,118.3324595,119.514864,115.8486524
7/15/2011,117.0776707,115.8966646,117.9610208,113.659475
7/14/2011,116.5762488,115.053393,117.7323462,112.643252
7/13/2011,115.562485,113.9421267,117.2960783,111.3573098
7/12/2011,115.3645088,113.8917129,117.3168662,111.1724773
7/11/2011,115.338094,113.3271094,116.8526268,110.7732703
7/8/2011,114.4693639,112.6060504,116.0909339,109.8153688
7/7/2011,114.8963789,112.6856409,116.9290875,110.234419
7/6/2011,114.2489086,112.1044216,116.0768393,109.780773
7/5/2011,113.9743007,111.5457268,115.1436925,108.7556392
7/1/2011,113.6948392,111.7721165,115.3910183,109.1416603
6/30/2011,113.8440692,112.1414155,115.3408955,109.6012366
6/29/2011,113.5853046,112.1821154,114.7180755,109.4861994
6/28/2011,114.1091204,112.7936279,115.1307267,109.9613001
6/27/2011,112.9594903,111.9313424,113.7082412,109.2771252
6/24/2011,112.6538238,111.7453627,113.2921088,109.1839571
6/23/2011,112.8384674,111.3869024,113.6298504,108.6646813
6/22/2011,112.3788315,111.2676449,113.1301566,108.587944
6/21/2011,112.2607823,111.0390016,113.1298659,108.3097927
6/20/2011,112.3026165,111.1251403,113.2406388,108.3848484
6/17/2011,111.8258163,110.4732279,112.9176981,107.6708092
6/16/2011,111.8174803,110.5288037,112.8871603,107.7345475
6/15/2011,111.278545,110.013397,112.2420037,107.3409373
6/14/2011,111.8463541,110.7606916,112.6232412,107.9123882
6/13/2011,110.9360755,110.3642589,111.2330328,107.6865708
6/10/2011,110.6419151,110.1610711,110.8449292,107.669165
6/9/2011,110.6307642,110.1890576,110.8222669,107.6415106
6/8/2011,110.6621751,110.2172348,110.7236045,107.7450541
6/7/2011,111.3454867,110.8344955,111.5362659,108.0396254
6/6/2011,111.7683904,111.2327681,112.0485973,108.3748074
6/3/2011,111.2105419,110.9169,111.2071495,108.1768015
6/2/2011,111.1610173,110.8847134,111.1802188,107.9319033
6/1/2011,110.0904906,109.8286479,109.9980837,107.0213888
5/31/2011,111.1873052,110.8986828,111.1919586,108.0658363
5/27/2011,111.550888,111.1857224,111.627448,108.2600157
5/26/2011,111.7190589,111.365139,111.7970072,108.3087212
5/25/2011,112.4811925,111.8802035,112.8049783,108.7232755
5/24/2011,112.9657877,112.2722128,113.3824782,108.9823545
5/23/2011,113.0650776,112.3394949,113.6376837,109.1141768
5/20/2011,113.2147631,112.3519006,113.8510186,109.0980357
5/19/2011,113.2996974,112.2765231,114.1400077,109.1862017
5/18/2011,113.0967218,112.0356414,113.8262094,108.8458525
5/17/2011,111.9728372,110.861421,112.8486507,107.4949034
5/16/2011,111.8845665,110.632007,112.982289,107.0864555
5/13/2011,111.9245289,110.4961961,113.1550007,106.8457804
5/12/2011,112.1317735,110.6588973,113.4112644,107.060629
5/11/2011,112.0082477,110.547415,113.1624489,107.0301947
5/10/2011,111.9755997,110.5851441,113.1160822,106.9939406
5/9/2011,111.5607526,110.2196752,112.7287347,106.7659082
5/6/2011,110.9258556,109.5946953,112.0644031,106.203231
5/5/2011,111.4270963,109.9617405,112.7255368,106.5011495
5/4/2011,111.4952199,110.0730444,112.6362451,106.6126089
5/3/2011,112.0021893,110.6542143,113.1132453,107.1763887
5/2/2011,111.6257349,110.2397202,112.8541622,106.771435
4/29/2011,111.1680528,109.7394994,112.4038935,106.3250186
4/28/2011,110.8739606,109.4317079,112.1026464,106.0467004
4/27/2011,111.9065996,110.3028877,113.2624038,106.8937942
4/26/2011,112.1697794,110.3860117,113.7690055,106.9711041
4/25/2011,111.2866425,109.5701851,112.8780036,106.1890437
4/21/2011,111.5685559,109.7912882,113.1643616,106.3604065
4/20/2011,112.4210173,110.4577722,114.1340777,106.7820035
4/19/2011,112.7309148,110.6532168,114.5066731,107.2418558
4/18/2011,112.7046091,110.6721834,114.4904101,107.319115
4/15/2011,112.3042171,110.2657968,114.1513146,106.9187506
4/14/2011,112.9161497,110.8096047,114.8302537,107.3407623
4/13/2011,113.143497,110.8926173,115.1930659,107.5036486
4/12/2011,113.54423,111.2791948,115.5908282,107.8519929
4/11/2011,113.9872042,111.7999393,116.0403444,108.120798
4/8/2011,113.99533,111.7981219,116.0070012,108.3263792
4/7/2011,113.5991106,111.469241,115.5641519,107.9758516
4/6/2011,113.5411996,111.4824238,115.3493129,107.7861969
4/5/2011,113.1352025,111.1406749,114.9410049,107.3474463
4/4/2011,112.411772,110.5482442,114.1660228,106.9821568
4/1/2011,112.6016761,110.6108304,114.4504401,107.2086294
3/31/2011,114.3099384,112.0320002,116.1415884,108.5635676
3/30/2011,113.7164238,111.6203545,115.5788341,108.0916646
3/29/2011,113.8422669,111.8231218,115.6721144,108.4087503
3/28/2011,113.7781134,111.7660556,115.6601614,108.3815909
3/25/2011,113.6103836,111.517336,115.4148235,108.1426091
3/24/2011,112.6759822,110.8984659,114.2658664,107.5523049
3/23/2011,113.0544722,111.1044453,114.7634409,107.5535193
3/22/2011,113.0863145,111.26419,114.7602238,107.4546471
3/21/2011,113.6696394,111.7221434,115.516385,108.134671
3/18/2011,114.2722928,112.4147837,115.9834409,108.9664513
3/17/2011,114.9693653,113.0921925,116.7311586,109.6148775
3/16/2011,115.9012808,113.9765997,117.6074214,110.6441824
3/15/2011,115.1238532,113.7960918,116.257599,109.7406744
3/14/2011,113.5187006,112.1073088,114.7914438,108.3204153
3/11/2011,113.1569079,111.6700519,114.4471606,108.0246117
3/10/2011,113.0559818,111.2716222,114.6940149,107.6546622
3/9/2011,113.030402,111.1110096,114.6955124,107.5170738
3/8/2011,113.7818154,111.782982,115.6217999,108.2515282
3/7/2011,112.409136,110.4040254,114.3288363,107.1708622
3/4/2011,112.2777594,110.1649734,114.2018869,107.0668339
3/3/2011,112.9142646,110.2838168,115.4648423,107.0435067
3/2/2011,112.4999279,110.1733505,114.6199073,107.0516069
3/1/2011,112.2692308,109.9600764,114.4269311,106.8577439
2/28/2011,112.4370773,110.0906927,114.6059375,106.6889987
2/25/2011,112.6173955,110.1912338,114.8960866,106.74713
2/24/2011,114.3321212,111.5637621,116.997132,108.0428871
2/23/2011,114.6501139,111.8372745,117.0049251,108.2233926
2/22/2011,113.8445253,111.299014,116.2785361,107.8485147
2/18/2011,113.616005,111.1544274,115.9715381,107.5588276
2/17/2011,112.6921273,110.0874792,115.172621,106.9821279
2/16/2011,112.7451215,110.1445422,115.2008523,106.7190074
2/15/2011,111.3990926,108.6309549,114.0210796,105.3222136
2/14/2011,111.8609233,109.1771151,114.5028729,105.7644652
2/11/2011,112.7130162,110.0117317,115.3157228,106.2797182
2/10/2011,114.7879645,111.7836741,117.73078,107.7890993
2/9/2011,115.6205505,112.5538411,118.4811595,109.0861134
2/8/2011,117.3365091,114.1855815,120.3653844,110.4986205
2/7/2011,117.3358019,114.2775883,120.3401394,111.1109209
2/4/2011,117.927069,115.244167,120.5119744,111.9321741
2/3/2011,117.2018765,114.8876711,119.4231672,111.8854315
2/2/2011,117.4268688,115.2045446,119.4375279,112.2022039
2/1/2011,117.1378022,115.00359,119.1025458,112.2921719
1/31/2011,116.3186546,114.3571575,118.2740802,111.6280865
1/28/2011,115.3936202,113.5024016,117.1531246,110.7589992
1/27/2011,114.4487453,112.4587315,116.3722973,109.6101311
1/26/2011,115.328353,113.0403157,117.3940912,110.3409752
1/25/2011,114.5273653,112.470949,116.4103333,109.6732122
1/24/2011,114.90336,112.7424145,116.9586535,109.8087909
1/21/2011,115.2056703,112.9326494,117.3371834,110.2512196
1/20/2011,115.27848,113.2225676,117.1930975,110.3451389
1/19/2011,115.9335821,114.001556,117.626493,111.2734822
1/18/2011,115.8938991,113.901805,117.6744072,111.1237556
1/14/2011,115.2795114,113.3697518,117.0352735,110.2201693
1/13/2011,114.0851803,112.06294,115.9795286,108.7674153
1/12/2011,112.588247,110.2583706,114.8098499,107.2362049
1/11/2011,112.8196424,110.3745343,115.1603991,107.0384062
1/10/2011,112.1544012,109.5782742,114.7113533,106.3251857
1/7/2011,112.2643586,109.5361747,114.9463287,106.3421653
1/6/2011,114.4806643,111.5428568,117.3983682,108.1114519
1/5/2011,114.8404398,111.9107155,117.6546017,108.4426711
1/4/2011,112.6678691,109.9904514,115.2677279,106.7767608
1/3/2011,114.9285626,112.1292969,117.7443213,108.8848221
12/31/2010,116.5121903,113.6418827,119.3798066,110.1467684
12/30/2010,116.5742675,113.7464326,119.3651724,110.1635279
12/29/2010,116.4411761,113.935674,118.8415859,110.3240044
12/28/2010,117.1242337,114.635164,119.5407085,110.8798515
12/27/2010,115.8703074,113.5239406,118.1548389,109.5419347
12/23/2010,115.7657285,113.4553499,118.0638092,110.0895109
12/22/2010,114.488005,112.5995388,116.2741825,109.2651379
12/21/2010,114.7041636,112.9316462,116.3363757,109.1112343
12/20/2010,115.7454979,113.7169085,117.747551,110.1288263
12/17/2010,116.7218332,114.4520722,118.9294046,110.9118545
12/16/2010,118.6037748,115.6137865,121.5614023,112.090808
12/15/2010,119.9586688,116.3127304,123.462343,112.5766845
12/14/2010,117.7340161,115.0925027,120.2842615,111.6559227
12/13/2010,116.1229819,114.1503977,118.0698803,110.9629199
12/10/2010,117.0151002,115.1124278,118.8674871,111.9143569
12/9/2010,115.4752954,113.8723494,117.036117,110.8337491
12/8/2010,116.1707952,114.5750387,117.6008943,111.7220347
12/7/2010,116.1095171,114.6391195,117.4610393,111.9623429
12/6/2010,112.5228813,111.9855407,112.9415994,109.4694164
12/3/2010,111.897774,111.441228,112.2209816,108.5729435
12/2/2010,111.6512003,110.4269167,112.7994089,107.7875488
12/1/2010,111.4683101,110.2330349,112.515937,107.5701205
11/30/2010,109.6553421,109.0408233,110.1039991,106.4709637
11/29/2010,108.2455576,107.4921442,108.8260493,104.9963994
11/26/2010,107.7673084,106.7198169,108.6895751,104.2263449
11/24/2010,107.6381397,106.6203661,108.5251241,104.2087726
11/23/2010,105.8922774,105.2503968,106.3331281,102.7483759
11/22/2010,105.7180944,105.1412715,106.2095239,102.475519
11/19/2010,106.4122796,105.4025441,107.3086704,102.7637584
11/18/2010,106.6459836,105.4817643,107.7208702,102.8703948
11/17/2010,105.1597515,104.4310556,105.3340929,101.8235026
11/16/2010,104.5272534,103.263411,105.5715491,100.7459933
11/15/2010,104.9537235,103.8737374,105.878353,101.3170288
11/12/2010,102.6380296,102.2905804,102.6634758,99.61554929
11/10/2010,101.757166,102.1348922,101.2262622,100.0111067
11/9/2010,101.5592453,102.0582249,100.9289896,99.91749371
11/8/2010,99.77282432,100.5351413,99.16242416,98.49424413
11/5/2010,99.45656604,100.3478398,98.88840163,98.25692601
11/4/2010,98.5130724,99.33345988,97.97998687,97.13573092
11/3/2010,99.41434426,99.89804611,98.73961711,97.64060822
11/2/2010,100.884167,101.3940126,100.2878856,99.37098465
11/1/2010,100.0721019,100.225161,99.9673344,98.08936375
10/29/2010,99.0456404,99.33431486,98.83832065,97.09026917
10/28/2010,99.08773632,99.19244891,99.02161916,97.23411863
10/27/2010,98.23666014,97.88639625,98.64617413,96.56327209
10/26/2010,97.85273715,97.93424242,98.02689882,96.96805011
10/25/2010,97.12116125,97.46701599,96.96310356,97.02876062
10/22/2010,97.665237,97.79152484,97.71988175,97.30028485
10/21/2010,96.12216448,96.57070226,95.80629476,96.11309768
10/20/2010,94.65364628,95.20745453,94.14212077,94.82844515
10/19/2010,94.58075494,94.89203529,94.39952678,94.40845265
10/18/2010,94.76348469,94.69409563,94.98976493,94.26943814
10/15/2010,95.33134702,95.05428091,95.76914169,94.62000937
10/14/2010,96.39406576,96.33180152,96.3313155,96.31989972
10/13/2010,95.56863342,96.26282813,94.91315533,96.28434746
10/12/2010,97.98756799,99.10333842,96.79479641,98.95168188
10/8/2010,98.6078323,99.47224492,97.72060663,99.17190482
10/7/2010,100.9861007,101.3503246,100.6401933,100.8968138
10/6/2010,101.4377946,101.4443559,101.3846645,101.0136423
10/5/2010,103.6689903,103.2102308,104.3265639,102.2414803
10/4/2010,103.9741438,103.1402719,104.9680942,102.0717048
10/1/2010,103.7902026,103.066643,104.6629081,101.8783249
9/30/2010,105.4401214,104.8638065,106.128553,103.5464953
9/29/2010,106.9646914,106.3179774,107.6034369,105.143422
9/28/2010,105.0754843,104.0547693,106.1935524,102.9635773
9/27/2010,104.9970088,103.8691841,106.0722801,102.1142439
9/24/2010,103.6329505,102.0876887,105.0962956,100.4583854
9/23/2010,101.9915897,100.1337231,104.1993948,98.89452623
9/22/2010,101.0969164,99.41529066,102.9106414,97.93914651
9/21/2010,101.5828336,99.76213834,103.7265697,98.26127857
9/20/2010,102.5171925,100.6402594,104.8063599,99.10694281
9/17/2010,101.4338323,99.68100226,103.5792995,98.06071504
9/16/2010,101.766959,99.87453121,103.8931857,98.45380704
9/15/2010,100.3413305,98.51356395,102.5099268,97.10898979
9/14/2010,98.71531436,96.69875441,101.1320889,95.73914413
9/13/2010,98.4247129,95.95371007,101.426217,95.17497641
9/10/2010,98.950404,96.39891756,101.9632592,95.80761808
9/9/2010,97.79483214,95.51082951,100.5364244,94.66708218
9/8/2010,96.8235516,95.01030353,98.98812494,94.13316718
9/7/2010,95.5209347,93.86498188,97.58481117,93.24070266
9/3/2010,94.3114172,92.77138262,96.30162448,92.42997346
9/2/2010,95.98463916,94.34805697,98.04920973,93.92356116
9/1/2010,97.32535488,96.05196997,99.06075438,95.57573634
8/31/2010,95.29453807,94.75869936,96.65630479,94.54170561
8/30/2010,95.74382064,95.17692543,96.77449134,94.90397107
8/27/2010,94.13484968,93.84643534,94.79049281,93.27713327
8/26/2010,95.13173882,95.03148673,95.98060174,94.59231
8/25/2010,94.57962584,94.81551717,94.56410989,94.42893059
8/24/2010,94.73649016,95.15821856,94.42297743,94.71358027
8/23/2010,95.66709628,96.34605273,95.12774006,95.56336265
8/20/2010,95.26279752,95.81867723,94.85559503,95.06689329
8/19/2010,95.19401175,95.72178819,94.84612102,94.89799705
8/18/2010,95.04814242,95.43761938,94.79330946,94.34510408
8/17/2010,96.38731102,96.52555858,96.28449554,95.24957914
8/16/2010,98.51350382,98.52558308,98.6240108,97.25098081
8/13/2010,96.09606812,95.88968541,96.55372263,94.54399342
8/12/2010,94.3170855,94.14417014,94.40567163,92.80642006
8/11/2010,93.4619532,93.22191269,93.54867834,91.8081197
8/10/2010,95.37387948,94.72361112,95.81412425,93.00217142
8/9/2010,97.78928397,97.00399804,98.38759052,95.22892964
8/6/2010,98.16369087,97.52689412,98.65217264,95.48842469
8/5/2010,99.96612332,99.28300798,100.5078462,97.16588498
8/4/2010,101.688011,101.1433333,101.9237131,98.79794831
8/3/2010,102.082264,101.5207868,102.3522289,99.07693847
8/2/2010,102.2518536,101.8367346,102.3511603,99.19888792
7/30/2010,101.4968785,101.0337031,101.6510458,98.49613131
7/29/2010,101.6497917,101.1697412,101.8728368,98.45643778
7/28/2010,101.1142016,100.6646799,101.3579714,97.84623325
7/27/2010,102.5883264,102.0834138,102.9580305,99.4230826
7/26/2010,101.3823123,100.8134887,101.9437874,98.01759514
7/23/2010,101.9877788,101.0989475,102.9043271,98.43680981
7/22/2010,103.5205968,102.4729555,104.6233017,99.80354429
7/21/2010,103.8401137,102.7104747,105.1195148,100.159253
7/20/2010,103.4828303,102.4598449,104.6399453,99.54301067
7/19/2010,103.9074274,102.8314956,105.1121232,99.62921635
7/16/2010,103.6392746,102.3940347,105.0246634,99.13631199
7/15/2010,104.7072888,103.2487809,106.3286874,99.92110848
7/14/2010,105.0982056,103.6987255,106.5751737,100.4547583
7/13/2010,105.5291621,104.1991115,106.9708489,100.9220584
7/12/2010,105.3151859,103.7605023,106.5840924,100.3926705
7/9/2010,105.9400285,104.3148392,107.2634567,101.0093165
7/8/2010,106.4862436,104.8235468,107.8295368,101.6851923
7/7/2010,105.87505,104.2603227,107.0496891,101.0481209
7/6/2010,106.4532282,104.6417688,107.8567963,101.2091427
7/2/2010,107.4620689,105.4829165,109.0055029,101.952298
7/1/2010,109.3816733,107.3649744,111.0579487,103.7107789
6/30/2010,109.893186,107.8572618,111.4734536,104.2798145
6/29/2010,110.6216745,108.6652826,112.0826893,105.0563239
6/28/2010,110.8721468,108.9404678,112.2733447,105.0952446
6/25/2010,112.9173677,110.7899588,114.5041236,107.0520428
6/24/2010,114.2790059,112.0155044,115.9609884,108.122498
6/23/2010,114.0429477,111.6369615,115.7722724,107.6455806
6/22/2010,115.458096,112.7785564,117.5314386,108.8430167
6/21/2010,114.9013037,111.9862085,117.3806084,108.4541656
6/18/2010,115.4517855,112.4346774,117.9889785,108.9030105
6/17/2010,115.2299004,112.1139885,117.9512753,108.685627
6/16/2010,115.3455648,112.1656915,118.0764509,108.6891131
6/15/2010,115.7462815,112.4409971,118.6966003,108.9846103
6/14/2010,116.0831795,112.7198065,119.2045786,109.1561557
6/11/2010,116.8075771,113.3076995,119.9897113,109.7996504
6/10/2010,117.1570859,113.6485866,120.3836805,110.1230155
6/9/2010,117.9247172,114.3502823,121.0609212,110.9152366
6/8/2010,119.6846665,115.977794,123.0273249,112.4722882
6/7/2010,118.2089155,114.448919,121.7046219,111.0861021
6/4/2010,117.8821832,114.0239195,121.3974471,110.6949636
6/3/2010,116.6394775,112.9485924,120.009273,109.5681766
6/2/2010,117.5386458,114.082533,120.5418929,110.4374186
6/1/2010,118.4781893,114.9844761,121.5143531,111.3373166
5/28/2010,118.019646,114.4243549,121.1490443,110.7326777
5/27/2010,118.4830525,115.1769466,121.2644077,111.202703
5/26/2010,119.2891411,116.1582739,121.8087888,112.1147123
5/25/2010,121.1173181,118.0336253,123.4899724,113.8694834
5/24/2010,120.5269912,117.4417094,122.8842415,113.0804145
5/21/2010,122.6387858,119.1797677,125.2707629,114.813154
5/20/2010,125.454011,122.2812506,127.8574243,118.030254
5/19/2010,124.0566146,121.0331872,126.3066249,116.9675339
5/18/2010,122.9922774,119.8960513,125.3968611,115.6301518
5/17/2010,122.2064107,118.9836925,124.7955645,114.7778903
5/14/2010,122.4194846,119.2286413,124.943431,114.9818921
5/13/2010,118.7963999,115.454046,121.4514661,111.3148076
5/12/2010,120.1354297,116.6644109,122.8152032,112.711359
5/11/2010,120.8687842,117.1750364,123.9107517,113.221608
5/10/2010,123.2092321,119.413153,126.5480457,115.0978981
5/7/2010,124.8536464,120.8174242,128.3961083,116.4927348
5/6/2010,131.2509938,126.9384695,135.1389311,122.0703942
5/5/2010,127.6781638,123.9876102,130.7810918,119.4090865
5/4/2010,125.4485748,122.3856132,127.7914547,118.0708932
5/3/2010,119.982654,117.051805,122.2777261,113.0300893
4/30/2010,119.6095891,116.9357358,121.6806127,112.9182919
4/29/2010,115.6405115,113.1238242,117.6487571,109.3950395
4/28/2010,117.0985143,114.3958189,119.3301889,110.3311725
4/27/2010,118.048252,115.3131507,120.3828053,111.0743968
4/26/2010,114.7550596,112.2175182,116.8719354,108.1244989
4/23/2010,114.4762865,111.9156064,116.5895644,107.8973643
4/22/2010,113.341627,110.9434264,115.256492,107.0255905
4/21/2010,112.4948673,110.119381,114.3824579,106.2753082
4/20/2010,111.0301154,108.6552221,113.0490642,104.792394
4/19/2010,109.9359464,107.5919495,111.9392655,104.0684408
4/16/2010,109.5481191,107.1020956,111.6093563,103.5070717
4/15/2010,110.5183313,107.9297507,112.74172,104.2511208
4/14/2010,111.3448551,108.618258,113.649668,104.8187232
4/13/2010,112.129479,109.2222339,114.7388435,105.2266587
4/12/2010,112.0410073,109.1054735,114.7436622,105.2473446
4/9/2010,111.8671013,108.8700671,114.6069119,104.9758262
4/8/2010,112.3408438,109.3090859,115.0514903,105.438896
4/7/2010,110.4716671,107.5141152,113.073562,103.869326
4/6/2010,109.7824093,106.7880317,112.4768367,103.1107853
4/5/2010,110.81229,107.6459327,113.8392351,103.5174242
4/1/2010,111.4632445,108.7203093,113.951902,105.0269695
3/31/2010,110.0733361,107.4163813,112.5440615,103.8509984
3/30/2010,110.3761349,107.5651657,112.9792635,103.9290348
3/29/2010,111.8326519,108.8893149,114.6336496,105.3333021
3/26/2010,111.5555417,108.5977596,114.3774613,105.0292299
3/25/2010,113.255148,110.1829966,116.3174632,106.2202329
3/24/2010,114.4055686,111.0907912,117.6712097,107.3316794
3/23/2010,113.0827144,109.9269692,115.9923768,106.057806
3/22/2010,111.8793065,109.0471934,114.4566858,105.3353184
3/19/2010,112.0573932,109.097158,114.6993646,105.2951316
3/18/2010,111.5308761,108.7866858,113.8414914,105.2566238
3/17/2010,110.9195177,108.2586648,113.0000545,104.6525198
3/16/2010,112.2219975,109.7730672,113.9404453,105.9086661
3/15/2010,113.5664791,110.8521005,115.3821834,106.9298892
3/12/2010,113.9915075,111.3845918,115.8052507,107.5401048
3/11/2010,114.8261496,112.1997473,116.600049,108.2399961
3/10/2010,114.753865,110.9125301,116.294662,107.1636745
3/9/2010,115.0155944,112.3797008,116.7200299,108.4804539
3/8/2010,116.194332,113.434245,118.093595,109.5299611
3/5/2010,116.7182655,113.9509467,118.5566315,110.0577235
3/4/2010,116.8223624,114.0874835,118.6400302,110.1295134
3/3/2010,118.3625068,115.3187691,120.5919036,111.2809056
3/2/2010,117.9958294,114.9318467,120.40466,111.0015932
3/1/2010,118.1865071,115.0464085,120.7595503,111.207143
2/26/2010,118.1396502,114.9915959,120.6782082,111.2152829
2/25/2010,117.7494791,114.428445,120.2993655,110.6802753
2/24/2010,117.6716626,114.476536,120.2782477,110.7904929
2/23/2010,117.4932739,114.3871208,120.0210627,110.8415574
2/22/2010,117.6040045,114.4966109,120.1859203,110.8495403
2/19/2010,119.5269966,116.3546605,122.1281058,112.4259785
2/18/2010,120.3203631,116.9955282,123.0321944,113.458911
2/17/2010,120.4596624,117.1222923,123.1431197,113.4440159
2/16/2010,120.6836835,117.3666209,123.4043638,113.6594608
2/12/2010,121.5891654,118.1393252,124.4255001,114.3585891
2/11/2010,123.6766639,120.2079975,126.5446837,116.079027
2/10/2010,125.1538635,121.2635471,128.3955805,117.2002526
2/9/2010,124.5391219,120.658627,127.8191744,116.6362464
2/8/2010,122.5357096,118.7015891,125.8949536,114.7905451
2/5/2010,122.4719514,118.6714956,125.714753,114.728263
2/4/2010,122.8774905,118.8814965,126.3986621,114.8216771
2/3/2010,123.8550246,119.8250784,127.2995847,115.8594208
2/2/2010,123.1171575,119.3410417,126.3412558,115.3590512
2/1/2010,124.4037184,120.5555742,127.8023489,116.4790584
1/29/2010,125.6449444,121.2001807,129.5395694,116.9901919
1/28/2010,126.9855174,122.3197626,131.1429368,118.0614146
1/27/2010,127.0519878,122.5369678,130.9901829,118.0904527
1/26/2010,127.7036056,123.1185162,131.8978748,118.8614725
1/25/2010,129.4525431,124.6760307,133.8588451,120.1803778
1/22/2010,129.2769975,124.4114839,133.6753877,120.0631813
1/21/2010,128.8110632,123.8344461,133.2795104,119.5459468
1/20/2010,129.3503726,124.2414841,133.9183502,119.9423159
1/19/2010,130.0066346,124.5813553,134.9151099,120.361523
1/15/2010,129.1854222,123.8788368,133.9910631,119.6703302
1/14/2010,128.746401,123.2719857,133.8477441,118.946245
1/13/2010,128.1701212,122.8235249,133.16012,118.6322803
1/12/2010,125.6582621,120.2150406,130.8272051,116.0254456
1/11/2010,125.9557026,120.2628025,131.4612883,116.0791538
1/8/2010,126.8575386,120.8505736,132.7260121,117.040249
1/7/2010,128.4377284,122.0945245,134.6560006,118.1775507
1/6/2010,129.031052,122.6489918,135.1834373,118.643904
1/5/2010,128.3318978,122.0876103,134.4272295,117.949067
1/4/2010,129.8356092,123.3747099,136.3139396,119.2479495
12/31/2009,129.673245,123.1301437,136.2144418,119.1310143
12/30/2009,128.9322562,122.7150145,135.0668526,118.5386008
12/29/2009,131.5317146,125.1378444,137.8530764,120.7727571
12/28/2009,133.7725602,127.6667247,139.7416115,123.2911877
12/24/2009,133.7596827,127.7246251,139.4244871,123.2063723
12/23/2009,133.4857115,127.4763134,139.0560856,123.1803473
12/22/2009,135.9204848,130.0069382,141.4140436,125.653901
12/21/2009,135.868362,130.2911779,141.1636759,125.6226298
12/18/2009,133.1431548,127.9389392,137.9731073,123.1634033
12/17/2009,132.5151472,127.5950762,137.5877806,123.0737824
12/16/2009,132.4837343,127.5123872,136.9982553,123.2682352
12/15/2009,132.9927903,127.923098,137.6966177,123.6148282
12/14/2009,130.5097618,125.4014332,135.3360791,120.9000739
12/11/2009,130.7770848,125.9203839,135.1938766,121.5051556
12/10/2009,130.8027254,125.1448779,133.9762398,120.9299907
12/9/2009,128.7131904,124.1615091,132.7021172,120.1665251
12/8/2009,128.1296464,123.7172806,132.0899445,119.8502571
12/7/2009,129.6427056,125.1229036,133.8124994,120.958852
12/4/2009,131.8114293,127.1721547,136.0647413,123.177928
12/3/2009,131.1652618,126.8906217,134.956412,122.9799834
12/2/2009,129.2767616,125.4552429,132.6073343,121.4839042
12/1/2009,128.5634948,124.6226661,132.082722,120.6013454
11/30/2009,126.9370685,123.0283175,130.4215188,119.0695924
11/27/2009,126.9157766,123.1115275,130.3252681,119.06605
11/25/2009,125.7373564,122.267415,128.8342833,118.3127882
11/24/2009,125.3447474,121.8380148,128.4506057,117.922394
11/23/2009,125.2386567,122.7238834,130.1576923,118.8331571
11/20/2009,125.6942475,121.867239,129.229251,118.0119476
