asOfDate,RealCoupon,ModelCoupon,RealMortgageRate
6/12/2012,2.69596,2.608850405,3.635
6/11/2012,2.6399,2.574294314,3.635
6/8/2012,2.67911,2.587441159,3.635
6/7/2012,2.67758,2.592909075,3.635
6/6/2012,2.70699,2.577131962,3.595
6/5/2012,2.67216,2.524495943,3.595
6/4/2012,2.62226,2.516468216,3.595
6/1/2012,2.53159,2.466720593,3.595
5/31/2012,2.64639,2.525597941,3.595
5/30/2012,2.68486,2.555030117,3.7
5/29/2012,2.77149,2.648951063,3.7
5/25/2012,2.76345,2.66710612,3.7
5/24/2012,2.76054,2.676820278,3.7
5/23/2012,2.73508,2.6648851,3.73
5/22/2012,2.76969,2.71193026,3.73
5/21/2012,2.73357,2.647186242,3.73
5/18/2012,2.67797,2.629071239,3.73
5/17/2012,2.67184,2.627849036,3.73
5/16/2012,2.74013,2.683649684,3.715
5/15/2012,2.76971,2.730341533,3.715
5/14/2012,2.77397,2.735692222,3.715
5/11/2012,2.80528,2.751190771,3.715
5/10/2012,2.82461,2.766615565,3.715
5/9/2012,2.83276,2.752329005,3.755
5/8/2012,2.8457,2.740851039,3.755
5/7/2012,2.85847,2.755727223,3.755
5/4/2012,2.85087,2.744959345,3.755
5/3/2012,2.88233,2.796244881,3.755
5/2/2012,2.87338,2.793896212,3.79
5/1/2012,2.89085,2.832699699,3.79
4/30/2012,2.85859,2.779419805,3.79
4/27/2012,2.87167,2.809160587,3.79
4/26/2012,2.8924,2.84416641,3.79
4/25/2012,2.92241,2.870572172,3.805
4/24/2012,2.90097,2.869248654,3.805
4/23/2012,2.87081,2.847074432,3.805
4/20/2012,2.90335,2.870970638,3.805
4/19/2012,2.88744,2.856554397,3.805
4/18/2012,2.93046,2.886284635,3.85
4/17/2012,2.9571,2.901702088,3.85
4/16/2012,2.91808,2.875053806,3.85
4/13/2012,2.93227,2.891159937,3.85
4/12/2012,2.96745,2.922972198,3.85
4/11/2012,2.93078,2.903935935,3.805
4/10/2012,2.91099,2.879210841,3.805
4/9/2012,2.91152,2.890125454,3.805
4/6/2012,2.93072,2.921811222,3.805
4/5/2012,3.05396,3.063322479,3.805
4/4/2012,3.1088,3.103984056,3.905
4/3/2012,3.16492,3.123185667,3.905
4/2/2012,3.04496,3.020055419,3.905
3/30/2012,3.06692,3.044212705,3.905
3/29/2012,3.02196,2.984402048,3.905
3/28/2012,3.05684,3.022879533,3.915
3/27/2012,3.0399,3.026680141,3.915
3/26/2012,3.11828,3.10988715,3.915
3/23/2012,3.13245,3.104163877,3.915
3/22/2012,3.15708,3.144601751,3.915
3/21/2012,3.15732,3.175174367,4.03
3/20/2012,3.24144,3.257997414,4.03
3/19/2012,3.23638,3.244117665,4.03
3/16/2012,3.13095,3.138066075,4.03
3/15/2012,3.15896,3.135263891,4.03
3/14/2012,3.16959,3.152216903,3.87
3/13/2012,2.9914,2.976328992,3.87
3/12/2012,2.91624,2.896796374,3.87
3/9/2012,2.92195,2.910252892,3.87
3/8/2012,2.93364,2.888526035,3.87
3/7/2012,2.89962,2.861432489,3.83
3/6/2012,2.86506,2.857366065,3.83
3/5/2012,2.90077,2.900304034,3.83
3/2/2012,2.8908,2.871978091,3.83
3/1/2012,2.92872,2.926255388,3.83
2/29/2012,2.88173,2.870972203,3.85
2/28/2012,2.8102,2.823159512,3.85
2/27/2012,2.82054,2.829012291,3.85
2/24/2012,2.84685,2.875323756,3.85
2/23/2012,2.83483,2.86839847,3.85
2/22/2012,2.87313,2.872766863,3.9
2/21/2012,2.92316,2.90126321,3.9
2/17/2012,2.86836,2.852868018,3.9
2/16/2012,2.83167,2.831752556,3.9
2/15/2012,2.78221,2.771230016,3.82
2/14/2012,2.76681,2.797277994,3.82
2/13/2012,2.81749,2.855570737,3.82
2/10/2012,2.80975,2.813801493,3.82
2/9/2012,2.84585,2.871349448,3.82
2/8/2012,2.76703,2.822417671,3.82
2/7/2012,2.7946,2.818013452,3.82
2/6/2012,2.76133,2.744376886,3.82
2/3/2012,2.81014,2.794547436,3.82
2/2/2012,2.7164,2.663853956,3.82
2/1/2012,2.77294,2.681403872,3.82
1/31/2012,2.7763,2.668040913,3.82
1/30/2012,2.80895,2.709663106,3.82
1/27/2012,2.80824,2.745611933,3.82
1/26/2012,2.84358,2.758481136,3.82
1/25/2012,2.90516,2.867388262,3.905
1/24/2012,2.95988,2.951308471,3.905
1/23/2012,2.97256,2.966781015,3.905
1/20/2012,2.97611,2.944462801,3.905
1/19/2012,2.96477,2.879358939,3.905
1/18/2012,2.90295,2.803248936,3.83
1/17/2012,2.86264,2.774525606,3.83
1/13/2012,2.81631,2.792587767,3.83
1/12/2012,2.85234,2.857127492,3.83
1/11/2012,2.88377,2.837264573,3.815
1/10/2012,2.91779,2.899654685,3.815
1/9/2012,2.87572,2.876840106,3.815
1/6/2012,2.85738,2.906833775,3.815
1/5/2012,2.91011,2.951787541,3.815
1/4/2012,2.9957,2.965045058,3.86
1/3/2012,2.99221,2.981584518,3.86
12/30/2011,3.0169,2.925026939,3.86
12/29/2011,3.02888,2.973868202,3.86
12/28/2011,3.04824,2.983760265,3.875
12/27/2011,3.15254,3.063064456,3.875
12/23/2011,3.1705,3.07315667,3.875
12/22/2011,3.09573,2.990498178,3.875
12/21/2011,3.10621,3.008632888,3.835
12/20/2011,3.06827,2.992990825,3.835
12/19/2011,2.98945,2.913301607,3.835
12/16/2011,3.00104,2.946507505,3.835
12/15/2011,3.05125,2.970344064,3.835
12/14/2011,3.0099,2.970990184,3.89
12/13/2011,3.0836,3.011934148,3.89
12/12/2011,3.12819,3.049875816,3.89
12/9/2011,3.13669,3.059306018,3.89
12/8/2011,3.05821,2.995193302,3.89
12/7/2011,3.09012,3.014537657,3.915
12/6/2011,3.17019,3.093779517,3.915
12/5/2011,3.15649,3.087110006,3.915
12/2/2011,3.14293,3.115295657,3.915
12/1/2011,3.20921,3.153452074,3.915
11/30/2011,3.17702,3.103781602,3.925
11/29/2011,3.18161,3.124471295,3.925
11/28/2011,3.1879,3.121063019,3.925
11/25/2011,3.22263,3.115206983,3.925
11/23/2011,3.14517,3.074583656,3.905
11/22/2011,3.14417,3.09599281,3.905
11/21/2011,3.17668,3.119617106,3.905
11/18/2011,3.21334,3.126911513,3.905
11/17/2011,3.1637,3.113730026,3.925
11/16/2011,3.20144,3.147904598,3.905
11/15/2011,3.21924,3.148426598,3.925
11/14/2011,3.19328,3.142420568,3.925
11/10/2011,3.19683,3.129208087,3.925
11/9/2011,3.14083,3.064433741,3.915
11/8/2011,3.19153,3.089706491,3.915
11/7/2011,3.11536,3.048161248,3.915
11/4/2011,3.14592,3.080702102,3.915
11/3/2011,3.18659,3.090317103,3.915
11/2/2011,3.14036,3.059877176,3.925
11/1/2011,3.128,3.092175831,3.925
10/31/2011,3.25158,3.158993859,3.925
10/28/2011,3.36021,3.252486217,3.925
10/27/2011,3.44092,3.337172897,3.925
10/26/2011,3.3218,3.227075919,4.05
10/25/2011,3.26467,3.168510877,4.05
10/24/2011,3.3635,3.263903564,4.05
10/21/2011,3.33066,3.232770397,4.05
10/20/2011,3.32699,3.20953592,4.05
10/19/2011,3.30171,3.197575873,4.06
10/18/2011,3.29374,3.18888122,4.06
10/17/2011,3.29814,3.195895741,4.06
10/14/2011,3.36446,3.2250238,4.06
10/13/2011,3.30672,3.163271457,4.06
10/12/2011,3.33781,3.191353599,4.07
10/11/2011,3.3168,3.165282173,4.07
10/7/2011,3.28276,3.098528729,4.07
10/6/2011,3.18596,3.034700555,4.07
10/5/2011,3.11838,2.985844934,3.89
10/4/2011,3.04282,2.912074081,3.89
10/3/2011,2.96582,2.888483104,3.89
9/30/2011,3.03853,2.955117248,3.89
9/29/2011,3.08103,2.96963517,3.89
9/28/2011,3.16373,3.008847208,3.935
9/27/2011,3.19163,3.028736566,3.935
9/26/2011,3.07072,2.926197355,3.935
9/23/2011,2.9788,2.837084538,3.935
9/22/2011,2.85137,2.800515588,3.935
9/21/2011,3.01934,2.932029602,4.015
9/20/2011,3.25926,2.988758365,4.015
9/19/2011,3.23814,2.97550177,4.015
9/16/2011,3.34689,3.072859116,4.015
9/15/2011,3.34726,3.064354759,4.015
9/14/2011,3.3005,3.026625208,4.015
9/13/2011,3.30112,3.011467683,4.015
9/12/2011,3.2661,2.957006783,4.015
9/9/2011,3.21792,2.951085399,4.015
9/8/2011,3.28505,2.98117949,4.015
9/7/2011,3.31614,3.03539828,4.045
9/6/2011,3.26302,3.004186588,4.045
9/2/2011,3.26342,3.003136505,4.045
9/1/2011,3.36362,3.099418167,4.045
8/31/2011,3.42739,3.148514784,4.145
8/30/2011,3.3589,3.121241812,4.145
8/29/2011,3.44007,3.179287445,4.145
8/26/2011,3.35269,3.116463309,4.145
8/25/2011,3.3922,3.157226351,4.145
8/24/2011,3.30817,3.146452852,4.145
8/23/2011,3.36494,3.07709847,4.145
8/22/2011,3.30379,3.028170978,4.145
8/19/2011,3.28379,2.994619948,4.145
8/18/2011,3.24924,2.96687097,4.145
8/17/2011,3.26933,3.021365044,4.075
8/16/2011,3.31182,3.070011131,4.075
8/15/2011,3.38162,3.140270691,4.075
8/12/2011,3.31671,3.127163179,4.075
8/11/2011,3.37634,3.187909402,4.075
8/10/2011,3.23281,3.086925038,4.245
8/9/2011,3.36152,3.119517728,4.245
8/8/2011,3.5273,3.412358329,4.245
8/5/2011,3.64944,3.491082337,4.245
8/4/2011,3.4866,3.399151346,4.245
8/3/2011,3.61499,3.505633005,4.34
8/2/2011,3.65709,3.539698235,4.34
8/1/2011,3.76447,3.622394105,4.34
7/29/2011,3.80882,3.678735569,4.34
7/28/2011,3.93243,3.789718158,4.34
7/27/2011,3.97403,3.818958181,4.5
7/26/2011,3.9318,3.787007952,4.5
7/25/2011,3.96047,3.822942304,4.5
7/22/2011,3.92566,3.783180717,4.5
7/21/2011,3.95043,3.858499649,4.5
7/20/2011,3.91472,3.821245596,4.445
7/19/2011,3.9029,3.819951538,4.445
7/18/2011,3.91431,3.826061585,4.445
7/15/2011,3.88293,3.817947968,4.445
7/14/2011,3.89854,3.833197903,4.445
7/13/2011,3.86432,3.803571863,4.435
7/12/2011,3.89941,3.825462823,4.435
7/11/2011,3.91248,3.825373578,4.435
7/8/2011,3.95604,3.864970166,4.435
7/7/2011,4.0553,3.984234534,4.435
7/6/2011,4.00075,3.928651542,4.525
7/5/2011,4.01093,3.93627206,4.525
7/1/2011,4.04949,3.986371375,4.525
6/30/2011,4.02102,3.942742763,4.525
6/29/2011,3.99007,3.911085317,4.435
6/28/2011,3.96459,3.879661861,4.435
6/27/2011,3.88515,3.774814806,4.435
6/24/2011,3.84131,3.725443083,4.435
6/23/2011,3.84233,3.745571666,4.435
6/22/2011,3.91031,3.796049335,4.45
6/21/2011,3.93335,3.808125726,4.45
6/20/2011,3.92605,3.795693008,4.45
6/17/2011,3.90547,3.776497904,4.45
6/16/2011,3.88416,3.760909688,4.45
6/15/2011,3.9059,3.775380111,4.425
6/14/2011,3.97534,3.854925259,4.425
6/13/2011,3.90679,3.75369929,4.425
6/10/2011,3.89696,3.729388556,4.425
6/9/2011,3.89605,3.75018203,4.425
6/8/2011,3.85668,3.727399257,4.415
6/7/2011,3.89581,3.785944794,4.415
6/6/2011,3.90071,3.78906397,4.415
6/3/2011,3.89328,3.769965439,4.415
6/2/2011,3.91387,3.794031781,4.415
6/1/2011,3.86349,3.730361749,4.45
5/31/2011,3.93235,3.800646729,4.45
5/27/2011,3.93401,3.815595987,4.45
5/26/2011,3.91109,3.809260932,4.45
5/25/2011,3.98264,3.883844067,4.525
5/24/2011,3.98401,3.890655178,4.525
5/23/2011,3.99615,3.903607966,4.525
5/20/2011,3.99284,3.912498913,4.525
5/19/2011,4.00566,3.93045015,4.525
5/18/2011,3.99817,3.930508421,4.535
5/17/2011,3.9562,3.865141248,4.535
5/16/2011,3.97145,3.890782964,4.535
5/13/2011,3.98862,3.920940888,4.535
5/12/2011,4.00521,3.952249084,4.535
5/11/2011,3.98265,3.913065107,4.555
5/10/2011,4.01017,3.94229212,4.555
5/9/2011,3.96718,3.890657822,4.555
5/6/2011,3.98104,3.897573992,4.555
5/5/2011,3.98974,3.914419749,4.555
5/4/2011,4.04029,3.949135158,4.635
5/3/2011,4.07117,3.983128344,4.635
5/2/2011,4.10174,3.995941519,4.635
4/29/2011,4.09114,3.994353797,4.635
4/28/2011,4.10853,3.997693976,4.635
4/27/2011,4.17378,4.062782889,4.705
4/26/2011,4.14881,4.038051788,4.705
4/25/2011,4.17981,4.063912219,4.705
4/21/2011,4.21188,4.092752409,4.705
4/20/2011,4.21023,4.107872769,4.725
4/19/2011,4.18056,4.077746113,4.725
4/18/2011,4.1921,4.083598843,4.725
4/15/2011,4.22535,4.127382382,4.725
4/14/2011,4.29351,4.21024726,4.725
4/13/2011,4.28687,4.188631729,4.81
4/12/2011,4.30612,4.230071672,4.81
4/11/2011,4.35733,4.304678715,4.81
4/8/2011,4.36221,4.300392195,4.81
4/7/2011,4.35342,4.281584822,4.81
4/6/2011,4.35818,4.287441594,4.795
4/5/2011,4.32683,4.240049387,4.795
4/4/2011,4.27071,4.174698909,4.795
4/1/2011,4.27252,4.197798211,4.795
3/31/2011,4.26321,4.219169644,4.795
3/30/2011,4.26883,4.218214069,4.785
3/29/2011,4.30316,4.256558396,4.785
3/28/2011,4.2631,4.220709754,4.785
3/25/2011,4.26079,4.203856781,4.785
3/24/2011,4.22854,4.14849693,4.785
3/23/2011,4.20927,4.112859996,4.735
3/22/2011,4.18936,4.099376842,4.735
3/21/2011,4.16338,4.095581214,4.735
3/18/2011,4.11118,4.052401065,4.735
3/17/2011,4.10724,4.051965857,4.735
3/16/2011,4.08162,4.033856713,4.685
3/15/2011,4.17297,4.105037981,4.685
3/14/2011,4.17953,4.100670581,4.685
3/11/2011,4.21399,4.132846118,4.685
3/10/2011,4.19841,4.137613087,4.685
3/9/2011,4.24844,4.194728462,4.805
3/8/2011,4.31211,4.267343774,4.805
3/7/2011,4.27573,4.218202502,4.805
3/4/2011,4.26582,4.215786153,4.805
3/3/2011,4.3559,4.319107354,4.805
3/2/2011,4.27915,4.207089597,4.795
3/1/2011,4.23669,4.157705063,4.795
2/28/2011,4.23083,4.164298425,4.795
2/25/2011,4.24967,4.182468844,4.795
2/24/2011,4.26362,4.221514011,4.795
2/23/2011,4.30686,4.25712932,4.85
2/22/2011,4.29998,4.233842127,4.85
2/18/2011,4.36639,4.3097478,4.85
2/17/2011,4.35044,4.292154934,4.85
2/16/2011,4.39896,4.346044619,4.925
2/15/2011,4.38511,4.322660428,4.925
2/14/2011,4.39315,4.337393688,4.925
2/11/2011,4.43431,4.372357593,4.925
2/10/2011,4.50125,4.445314252,4.925
2/9/2011,4.45294,4.401853475,4.975
2/8/2011,4.48713,4.488728981,4.975
2/7/2011,4.41202,4.421891166,4.975
2/4/2011,4.39469,4.416868734,4.975
2/3/2011,4.32675,4.323469972,4.975
2/2/2011,4.2837,4.279090263,4.76
2/1/2011,4.23302,4.226200737,4.76
1/31/2011,4.17347,4.161008921,4.76
1/28/2011,4.14864,4.099226929,4.76
1/27/2011,4.17877,4.125144322,4.76
1/26/2011,4.23018,4.179864436,4.725
1/25/2011,4.1485,4.087057923,4.725
1/24/2011,4.19564,4.158655888,4.725
1/21/2011,4.18211,4.160890947,4.725
1/20/2011,4.21623,4.191326151,4.725
1/19/2011,4.11512,4.099664157,4.69
1/18/2011,4.14124,4.124045477,4.69
1/14/2011,4.08585,4.090172249,4.69
1/13/2011,4.07277,4.048862975,4.69
1/12/2011,4.12755,4.080903216,4.66
1/11/2011,4.13046,4.080645989,4.66
1/10/2011,4.0763,4.05090451,4.66
1/7/2011,4.10211,4.075126181,4.66
1/6/2011,4.20008,4.187835255,4.66
1/5/2011,4.24694,4.245375858,4.72
1/4/2011,4.1123,4.077861548,4.72
1/3/2011,4.11937,4.108708282,4.72
12/31/2010,4.10577,4.099880506,4.72
12/30/2010,4.18878,4.161012372,4.72
12/29/2010,4.1712,4.131509668,4.81
12/28/2010,4.32678,4.261813855,4.81
12/27/2010,4.21284,4.14290385,4.81
12/23/2010,4.22651,4.177434549,4.81
12/22/2010,4.1785,4.115037725,4.735
12/21/2010,4.17478,4.089525673,4.735
12/20/2010,4.21062,4.128016941,4.735
12/17/2010,4.16702,4.133692463,4.735
12/16/2010,4.35639,4.31735933,4.735
12/15/2010,4.38412,4.375506321,4.755
12/14/2010,4.28748,4.261889099,4.755
12/13/2010,4.10897,4.09593205,4.755
12/10/2010,4.12836,4.127233374,4.755
12/9/2010,4.05607,4.030780996,4.755
12/8/2010,4.10539,4.082476197,4.535
12/7/2010,4.05507,4.026381611,4.535
12/6/2010,3.85103,3.785276001,4.535
12/3/2010,3.94457,3.842007706,4.535
12/2/2010,3.9594,3.867583909,4.535
12/1/2010,3.93437,3.829527206,4.41
11/30/2010,3.77972,3.672560177,4.41
11/29/2010,3.77045,3.670329731,4.41
11/26/2010,3.82273,3.698981038,4.41
11/24/2010,3.85371,3.716550669,4.35
11/23/2010,3.70185,3.552299757,4.35
11/22/2010,3.72761,3.599436854,4.35
11/19/2010,3.7657,3.669690602,4.35
11/18/2010,3.75041,3.684962378,4.365
11/17/2010,3.71929,3.63805133,4.35
11/16/2010,3.72168,3.630976162,4.365
11/15/2010,3.73584,3.670303151,4.365
11/12/2010,3.60847,3.520786254,4.365
11/10/2010,3.48752,3.426850742,4.12
11/9/2010,3.50051,3.43375069,4.12
11/8/2010,3.40193,3.305210145,4.12
11/5/2010,3.36448,3.262794261,4.12
11/4/2010,3.29328,3.209632751,4.12
11/3/2010,3.37888,3.29278177,4.19
11/2/2010,3.39423,3.300904592,4.19
11/1/2010,3.44378,3.306702598,4.19
10/29/2010,3.39784,3.276398556,4.19
10/28/2010,3.43496,3.313646825,4.19
10/27/2010,3.49728,3.363718236,4.18
10/26/2010,3.44702,3.297246617,4.18
10/25/2010,3.37385,3.210280198,4.18
10/22/2010,3.31808,3.222606558,4.18
10/21/2010,3.29243,3.167326124,4.18
10/20/2010,3.25515,3.09484612,4.16
10/19/2010,3.26986,3.11288164,4.16
10/18/2010,3.29994,3.141176151,4.16
10/15/2010,3.37537,3.207513551,4.16
10/14/2010,3.28492,3.173475961,4.16
10/13/2010,3.26187,3.095978901,4.14
10/12/2010,3.28568,3.124837019,4.14
10/8/2010,3.23046,3.117285171,4.14
10/7/2010,3.22365,3.16744853,4.14
10/6/2010,3.26279,3.192486765,4.22
10/5/2010,3.33659,3.284917921,4.22
10/4/2010,3.33557,3.283689402,4.22
10/1/2010,3.38871,3.312795499,4.22
9/30/2010,3.38375,3.311618103,4.22
9/29/2010,3.37806,3.3139679,4.27
9/28/2010,3.31266,3.251413057,4.27
9/27/2010,3.35455,3.301595465,4.27
9/24/2010,3.44779,3.356797518,4.27
9/23/2010,3.38126,3.304942148,4.27
9/22/2010,3.34862,3.284414795,4.295
9/21/2010,3.38169,3.312267149,4.295
9/20/2010,3.50729,3.417677531,4.295
9/17/2010,3.58122,3.429819263,4.295
9/16/2010,3.54526,3.43725751,4.295
9/15/2010,3.49999,3.379992535,4.295
9/14/2010,3.42404,3.31285747,4.295
9/13/2010,3.48266,3.387808104,4.295
9/10/2010,3.58242,3.440989835,4.295
9/9/2010,3.27423,3.390533312,4.295
9/3/2010,3.48233,3.278582918,4.275
9/2/2010,3.37636,3.260119571,4.275
9/1/2010,3.30826,3.243642808,4.245
8/31/2010,3.19108,3.136298493,4.245
8/30/2010,3.33669,3.189385709,4.245
8/27/2010,3.47055,3.26106079,4.245
8/26/2010,3.30296,3.147862193,4.245
8/25/2010,3.36868,3.166193829,4.285
8/24/2010,3.3561,3.12842976,4.285
8/23/2010,3.42399,3.207544851,4.285
8/20/2010,3.42281,3.216288945,4.285
8/19/2010,3.30888,3.186930397,4.285
8/18/2010,3.44987,3.235009129,4.345
8/17/2010,3.40141,3.246403302,4.345
8/16/2010,3.30867,3.233093557,4.345
8/13/2010,3.37661,3.275953871,4.345
8/12/2010,3.44748,3.291848889,4.345
8/11/2010,3.34099,3.239852383,4.365
8/10/2010,3.44746,3.334960811,4.365
8/9/2010,3.48853,3.405966806,4.365
8/6/2010,3.48719,3.42208035,4.365
8/5/2010,3.55337,3.490779127,4.365
8/4/2010,3.5817,3.530246442,4.415
8/3/2010,3.52286,3.496701639,4.415
8/2/2010,3.5727,3.54123863,4.415
7/30/2010,3.48603,3.503904021,4.415
7/29/2010,3.55631,3.569039744,4.415
7/28/2010,3.57124,3.576100033,4.465
7/27/2010,3.62,3.65311623,4.465
7/26/2010,3.6203,3.611218027,4.465
7/23/2010,3.61862,3.625280544,4.465
7/22/2010,3.57445,3.587000512,4.465
7/21/2010,3.56787,3.573702063,4.485
7/20/2010,3.63593,3.610458967,4.485
7/19/2010,3.65741,3.648319178,4.485
7/16/2010,3.59773,3.626691484,4.485
7/15/2010,3.61225,3.674312093,4.485
7/14/2010,3.70043,3.750143112,4.495
7/13/2010,3.75306,3.81030538,4.495
7/12/2010,3.71395,3.774725835,4.495
7/9/2010,3.71575,3.783442458,4.495
7/8/2010,3.71168,3.754507413,4.495
7/7/2010,3.69837,3.726539614,4.495
7/6/2010,3.63513,3.730317211,4.495
7/2/2010,3.71696,3.785107368,4.495
7/1/2010,3.69379,3.769086633,4.495
6/30/2010,3.72459,3.785730628,4.505
6/29/2010,3.72533,3.796179366,4.505
6/28/2010,3.76157,3.850735444,4.505
6/25/2010,3.86458,3.953189102,4.505
6/24/2010,3.90814,3.98592731,4.505
6/23/2010,3.83092,3.963060164,4.615
6/22/2010,3.87492,4.018089463,4.615
6/21/2010,3.95504,4.055949025,4.615
6/18/2010,3.97044,4.072480708,4.615
6/17/2010,3.96819,4.056113336,4.615
6/16/2010,4.05488,4.136161502,4.675
6/15/2010,4.07554,4.172937027,4.675
6/14/2010,4.03885,4.16512262,4.675
6/11/2010,4.02205,4.142129488,4.675
6/10/2010,4.10653,4.220951644,4.675
6/9/2010,3.99425,4.140164093,4.645
6/8/2010,3.99958,4.171677761,4.645
6/7/2010,4.03222,4.166552483,4.645
6/4/2010,4.0385,4.172186703,4.645
6/3/2010,4.18758,4.284582707,4.645
6/2/2010,4.17668,4.260012964,4.74
6/1/2010,4.15107,4.245489531,4.74
5/28/2010,4.15474,4.231266111,4.74
5/27/2010,4.18162,4.275892347,4.74
5/26/2010,4.08488,4.202878916,4.705
5/25/2010,4.05822,4.183879034,4.705
5/24/2010,4.11355,4.192257726,4.705
5/21/2010,4.04344,4.170646065,4.705
5/20/2010,4.0603,4.251870419,4.705
5/19/2010,4.12777,4.304602246,4.765
5/18/2010,4.1366,4.306018929,4.765
5/17/2010,4.19016,4.34810418,4.765
5/14/2010,4.19185,4.335398682,4.765
5/13/2010,4.28249,4.368737505,4.765
5/12/2010,4.29267,4.388889975,4.855
5/11/2010,4.28638,4.392642768,4.855
5/10/2010,4.31165,4.42433119,4.855
5/7/2010,4.25838,4.384906779,4.855
5/6/2010,4.22256,4.462457327,4.855
5/5/2010,4.33516,4.481039785,4.925
5/4/2010,4.38044,4.499746806,4.925
5/3/2010,4.43302,4.485810521,4.925
4/30/2010,4.3907,4.421021665,4.925
4/29/2010,4.42317,4.398899684,4.925
4/28/2010,4.46529,4.475489219,4.985
4/27/2010,4.40982,4.440833272,4.985
4/26/2010,4.48697,4.489223427,4.985
4/23/2010,4.49658,4.475491786,4.985
4/22/2010,4.47368,4.41312538,4.985
4/21/2010,4.4287,4.361901592,4.995
4/20/2010,4.47168,4.387977731,4.995
4/19/2010,4.46477,4.368719371,4.995
4/16/2010,4.42115,4.317703725,4.995
4/15/2010,4.47895,4.400949154,4.995
4/14/2010,4.48641,4.422505929,4.97
4/13/2010,4.43649,4.395677796,4.97
4/12/2010,4.46068,4.431119847,4.97
4/9/2010,4.5415,4.475775112,4.97
4/8/2010,4.55471,4.479849913,4.97
4/7/2010,4.53391,4.437084546,5.11
4/6/2010,4.63966,4.524856391,5.11
4/5/2010,4.67493,4.604449116,5.11
4/1/2010,4.55501,4.454846851,5.11
3/31/2010,4.50331,4.395162885,5.005
3/30/2010,4.48989,4.423241171,5.005
3/29/2010,4.45928,4.440549023,5.005
3/26/2010,4.45679,4.413553173,5.005
3/25/2010,4.51081,4.47039233,5.005
3/24/2010,4.44807,4.432521423,4.89
3/23/2010,4.32888,4.331063207,4.89
3/22/2010,4.32647,4.34129875,4.89
3/19/2010,4.35592,4.375593594,4.89
3/18/2010,4.33242,4.335372769,4.89
3/17/2010,4.29599,4.295148131,4.885
3/16/2010,4.31666,4.320906586,4.885
3/15/2010,4.33894,4.383422947,4.885
3/12/2010,4.34343,4.402928649,4.885
3/11/2010,4.32585,4.409398733,4.885
3/10/2010,4.31726,4.395358384,4.875
3/9/2010,4.30864,4.392978718,4.875
3/8/2010,4.3426,4.424626271,4.875
3/5/2010,4.32644,4.40563414,4.875
3/4/2010,4.28354,4.339152024,4.875
3/3/2010,4.30757,4.379094957,4.895
3/2/2010,4.33437,4.381771025,4.895
3/1/2010,4.32837,4.394231981,4.895
2/26/2010,4.29075,4.383528295,4.895
2/25/2010,4.35418,4.416005682,4.895
2/24/2010,4.39585,4.469679702,4.975
2/23/2010,4.39144,4.4748323,4.975
2/22/2010,4.46245,4.565083791,4.975
2/19/2010,4.48631,4.594358421,4.975
2/18/2010,4.46816,4.596891768,4.975
2/17/2010,4.3914,4.558350684,4.855
2/16/2010,4.32327,4.499061389,4.855
2/12/2010,4.34606,4.534656662,4.855
2/11/2010,4.39879,4.602304428,4.855
2/10/2010,4.40636,4.606238484,4.895
2/9/2010,4.36532,4.546703234,4.895
2/8/2010,4.33204,4.483153556,4.895
2/5/2010,4.2766,4.439901199,4.895
2/4/2010,4.32385,4.510167308,4.895
2/3/2010,4.39478,4.603778046,4.935
2/2/2010,4.36193,4.546901742,4.935
2/1/2010,4.38304,4.580818027,4.935
1/29/2010,4.36203,4.565671319,4.935
1/28/2010,4.40354,4.625233628,4.935
1/27/2010,4.38713,4.624032345,4.88
1/26/2010,4.37082,4.609115327,4.88
1/25/2010,4.38081,4.635679178,4.88
1/22/2010,4.34531,4.61163948,4.88
1/21/2010,4.33517,4.60861379,4.88
1/20/2010,4.36779,4.656582776,4.915
1/19/2010,4.40197,4.707457174,4.915
1/15/2010,4.36967,4.663374834,4.915
1/14/2010,4.42659,4.705968211,4.915
1/13/2010,4.45415,4.748155888,4.985
1/12/2010,4.40876,4.658025623,4.985
1/11/2010,4.48888,4.743077892,4.985
1/8/2010,4.49953,4.760314202,4.985
1/7/2010,4.50504,4.816749794,4.985
1/6/2010,4.47574,4.801370443,5.015
1/5/2010,4.43666,4.757816316,5.015
1/4/2010,4.53253,4.871368511,5.015
12/31/2009,4.55925,4.89313655,5.015
12/30/2009,4.52277,4.831342413,5.065
12/29/2009,4.55623,4.91034297,5.065
12/28/2009,4.59678,4.959697494,5.065
12/24/2009,4.54667,4.89992746,5.065
12/23/2009,4.49594,4.852824932,4.975
12/22/2009,4.4854,4.888445817,4.975
12/21/2009,4.41004,4.821990053,4.975
12/18/2009,4.26291,4.644562251,4.975
12/17/2009,4.19822,4.60147138,4.975
12/16/2009,4.32492,4.693732782,4.865
12/15/2009,4.35407,4.71899076,4.865
12/14/2009,4.28317,4.627555981,4.865
12/11/2009,4.24709,4.600174152,4.865
12/10/2009,4.22515,4.531706127,4.865
12/9/2009,4.19167,4.474448648,4.735
12/8/2009,4.15043,4.453406652,4.735
12/7/2009,4.1946,4.540662828,4.735
12/4/2009,4.24431,4.606347292,4.735
12/3/2009,4.16943,4.472849693,4.735
12/2/2009,4.10651,4.389334144,4.635
12/1/2009,4.04365,4.335197179,4.635
11/30/2009,3.949,4.250145676,4.635
11/27/2009,3.95395,4.254787842,4.635
