asOfDate,RealCoupon,ModelCoupon,RealMortgageRate
11/25/2009,3.99745,4.285706277,4.705
11/24/2009,4.00757,4.315176538,4.705
11/23/2009,4.08914,4.380327513,4.705
11/20/2009,4.11407,4.364487572,4.705
11/19/2009,4.14203,4.346099881,4.755
11/18/2009,4.13219,4.371873736,4.705
11/17/2009,4.08364,4.336590399,4.755
11/16/2009,4.02764,4.354713867,4.755
11/13/2009,4.12598,4.470141079,4.755
11/12/2009,4.20549,4.452740092,4.755
11/10/2009,4.25006,4.514701804,4.835
11/9/2009,4.27718,4.547433095,4.835
11/6/2009,4.29318,4.595324366,4.835
11/5/2009,4.34027,4.664028922,4.835
11/4/2009,4.39722,4.691582573,4.905
11/3/2009,4.37341,4.629279224,4.905
11/2/2009,4.34084,4.596033091,4.905
10/30/2009,4.28974,4.555012329,4.905
10/29/2009,4.35555,4.672189783,4.905
10/28/2009,4.29321,4.587063185,4.955
10/27/2009,4.3817,4.649671729,4.955
10/26/2009,4.45896,4.756770608,4.955
10/23/2009,4.38826,4.658938877,4.955
10/22/2009,4.34888,4.588649977,4.955
10/21/2009,4.35191,4.581635069,4.925
10/20/2009,4.3051,4.490685144,4.925
10/19/2009,4.34231,4.564451571,4.925
10/16/2009,4.35815,4.593203711,4.925
10/15/2009,4.40039,4.637408637,4.925
10/14/2009,4.32297,4.572059778,4.845
10/13/2009,4.21893,4.45409028,4.845
10/9/2009,4.25157,4.544589108,4.845
10/8/2009,4.12155,4.36556185,4.845
10/7/2009,4.09165,4.327127123,4.795
10/6/2009,4.14112,4.408324327,4.795
10/5/2009,4.13197,4.387404738,4.795
10/2/2009,4.10628,4.365287709,4.795
10/1/2009,4.10367,4.353301112,4.795
9/30/2009,4.22467,4.452545656,4.865
9/29/2009,4.20862,4.439638578,4.865
9/28/2009,4.21577,4.418521588,4.865
9/25/2009,4.26938,4.460712855,4.865
9/24/2009,4.30776,4.502005556,4.865
9/23/2009,4.3747,4.571804811,4.94
9/22/2009,4.3859,4.662990673,4.94
9/21/2009,4.41353,4.69465403,4.94
9/18/2009,4.38725,4.701156092,4.94
9/17/2009,4.31061,4.631718746,4.94
9/16/2009,4.3875,4.724915283,4.965
9/15/2009,4.39235,4.682765473,4.965
9/14/2009,4.35672,4.60451602,4.965
9/11/2009,4.28939,4.522628696,4.965
9/10/2009,4.28497,4.517195211,4.965
9/9/2009,4.39986,4.613200917,4.995
9/8/2009,4.41471,4.6522074,4.995
9/4/2009,4.42369,4.619362413,4.995
9/3/2009,4.36197,4.537652763,4.995
9/2/2009,4.31469,4.521459157,5.005
9/1/2009,4.4018,4.597877154,5.005
8/31/2009,4.42184,4.613620073,5.005
8/28/2009,4.48402,4.678088959,5.005
8/27/2009,4.48932,4.691869075,5.005
8/26/2009,4.4625,4.712358726,5.065
8/25/2009,4.46678,4.723950883,5.065
8/24/2009,4.48969,4.798943734,5.065
8/21/2009,4.52183,4.869699322,5.065
8/20/2009,4.44681,4.735741138,5.065
8/19/2009,4.47725,4.771341387,5.045
8/18/2009,4.50866,4.814257816,5.045
8/17/2009,4.46616,4.771448442,5.045
8/14/2009,4.49058,4.833612244,5.045
8/13/2009,4.52706,4.876358182,5.045
8/12/2009,4.63628,4.999387595,5.215
8/11/2009,4.6274,5.046862123,5.215
8/10/2009,4.69414,5.156868182,5.215
8/7/2009,4.80233,5.26194242,5.215
8/6/2009,4.70882,5.089275174,5.215
8/5/2009,4.6917,5.101593517,5.12
8/4/2009,4.57818,4.986817731,5.12
8/3/2009,4.52002,4.96599331,5.12
7/31/2009,4.39662,4.76495449,5.12
7/30/2009,4.54111,4.885020823,5.12
7/29/2009,4.54564,4.897371084,5.175
7/28/2009,4.58806,4.89257877,5.175
7/27/2009,4.63864,4.937092648,5.175
7/24/2009,4.60961,4.891296598,5.175
7/23/2009,4.67137,4.9385266,5.175
7/22/2009,4.49585,4.750559222,5.125
7/21/2009,4.44506,4.721726056,5.125
7/20/2009,4.56841,4.845012336,5.125
7/17/2009,4.63048,4.927711182,5.125
7/16/2009,4.57215,4.818445599,5.125
7/15/2009,4.64541,4.891379283,5.065
7/14/2009,4.47507,4.691874236,5.065
7/13/2009,4.40426,4.562801449,5.065
7/10/2009,4.33427,4.488128294,5.065
7/9/2009,4.43346,4.574877011,5.065
7/8/2009,4.32917,4.474580406,5.125
7/7/2009,4.47649,4.647616501,5.125
7/6/2009,4.51321,4.713879299,5.125
7/2/2009,4.51238,4.743488304,5.125
7/1/2009,4.55199,4.836839041,5.245
6/30/2009,4.58369,4.844116355,5.245
6/29/2009,4.53823,4.789627618,5.245
6/26/2009,4.52963,4.774311465,5.245
6/25/2009,4.55736,4.824639403,5.245
6/24/2009,4.72952,4.951198614,5.345
6/23/2009,4.71717,4.957379278,5.345
6/22/2009,4.70692,5.01190707,5.345
6/19/2009,4.79977,5.115448179,5.345
6/18/2009,4.86953,5.196112494,5.345
6/17/2009,4.55337,4.892718691,5.305
6/16/2009,4.65143,4.932066222,5.305
6/15/2009,4.71585,4.973642347,5.305
6/12/2009,4.84314,5.102692449,5.305
6/11/2009,4.9734,5.288979703,5.305
6/10/2009,5.05803,5.415481213,5.515
6/9/2009,4.96809,5.281908064,5.515
6/8/2009,5.02103,5.423030955,5.515
6/5/2009,4.91336,5.322290407,5.515
6/4/2009,4.72477,5.021003526,5.515
6/3/2009,4.53166,4.744728101,5.215
6/2/2009,4.60383,4.890357448,5.215
6/1/2009,4.65719,5.005448284,5.215
5/29/2009,4.3483,4.590942996,5.215
5/28/2009,4.69701,4.919751485,5.215
5/27/2009,4.54613,4.989571976,4.835
5/26/2009,4.1848,4.616782323,4.835
5/22/2009,4.12679,4.496441388,4.835
5/21/2009,4.0625,4.33076562,4.835
5/20/2009,3.96589,4.147780617,4.745
5/19/2009,4.00194,4.17949434,4.745
5/18/2009,3.99902,4.152394177,4.745
5/15/2009,3.94836,4.102590785,4.745
5/14/2009,3.93771,4.084053329,4.745
5/13/2009,3.93444,4.031992983,4.76
5/12/2009,3.98366,4.065143399,4.76
5/11/2009,3.99949,4.087631177,4.76
5/8/2009,4.12926,4.211146596,4.76
5/7/2009,4.08542,4.223192631,4.76
5/6/2009,3.96813,4.104771931,4.765
5/5/2009,3.98397,4.140028091,4.765
5/4/2009,4.03828,4.160731116,4.765
5/1/2009,4.08589,4.156768193,4.765
4/30/2009,4.0141,4.05954429,4.765
4/29/2009,3.9857,4.027446636,4.705
4/28/2009,3.90251,3.962279363,4.705
4/27/2009,3.83804,3.946190978,4.705
4/24/2009,3.99335,4.0474702,4.705
4/23/2009,3.99401,3.947293644,4.705
4/22/2009,4.02445,3.989317534,4.725
4/21/2009,3.99604,3.931249604,4.725
4/20/2009,3.99622,3.889742997,4.725
4/17/2009,4.03458,3.965001152,4.725
4/16/2009,3.97094,3.802505915,4.725
4/15/2009,3.93676,3.719064897,4.72
4/14/2009,3.95807,3.749778003,4.72
4/13/2009,3.98164,3.834268262,4.72
4/9/2009,4.01888,3.915183801,4.72
4/8/2009,3.93131,3.870207986,4.795
4/7/2009,4.0099,3.934241948,4.795
4/6/2009,4.06849,3.990897811,4.795
4/3/2009,4.07413,3.902222419,4.795
4/2/2009,3.98127,3.732886038,4.795
4/1/2009,3.90441,3.659971216,4.705
3/31/2009,3.8956,3.678499314,4.705
3/30/2009,3.88421,3.678363385,4.705
3/27/2009,3.91313,3.700546864,4.705
3/26/2009,3.93591,3.691131281,4.705
3/25/2009,3.96227,3.744072933,4.775
3/24/2009,3.93485,3.643749836,4.775
3/23/2009,3.92894,3.696276373,4.775
3/20/2009,3.89692,3.737594534,4.775
3/19/2009,3.83377,3.676225817,4.775
3/18/2009,3.87716,3.81562809,4.905
3/17/2009,4.20916,4.191634596,4.905
3/16/2009,4.20653,4.17587658,4.905
3/13/2009,4.17876,4.146847309,4.905
3/12/2009,4.17572,4.160600067,4.905
3/11/2009,4.22952,4.217356514,4.955
3/10/2009,4.2873,4.31614574,4.955
3/9/2009,4.26007,4.279963403,4.955
3/6/2009,4.21441,4.215791217,4.955
3/5/2009,4.22296,4.225098577,4.955
3/4/2009,4.38778,4.409744796,5.075
3/3/2009,4.35917,4.341374539,5.075
3/2/2009,4.39784,4.315181148,5.075
2/27/2009,4.45539,4.420253269,5.075
2/26/2009,4.4149,4.339521234,5.075
2/25/2009,4.40221,4.344775153,4.995
2/24/2009,4.28183,4.115225362,4.995
2/23/2009,4.2296,4.071518917,4.995
2/20/2009,4.19569,4.091908973,4.995
2/19/2009,4.24084,4.149673521,4.995
2/18/2009,4.11982,4.060579147,4.965
2/17/2009,4.09683,4.017452089,4.965
2/13/2009,4.24557,4.159703364,4.965
2/12/2009,4.05528,3.963622011,4.965
2/11/2009,4.0733,4.018719584,5.085
2/10/2009,4.16012,4.198003024,5.085
2/9/2009,4.34913,4.305255128,5.085
2/6/2009,4.36683,4.289519512,5.085
2/5/2009,4.31812,4.222702132,5.085
2/4/2009,4.34958,4.241551959,5.2
2/3/2009,4.28905,4.11630745,5.2
2/2/2009,4.15784,4.025615209,5.2
1/30/2009,4.29037,4.076205615,5.2
1/29/2009,4.29591,3.999997902,5.2
1/28/2009,4.00898,3.8463891,5.025
1/27/2009,3.91328,3.747240223,5.025
1/26/2009,4.02083,3.83925954,5.025
1/23/2009,4.00493,3.750902233,5.025
1/22/2009,4.05342,3.677346483,5.025
1/21/2009,4.08436,3.604566375,5.045
1/20/2009,3.92854,3.428837522,5.045
1/16/2009,3.91302,3.377648063,5.045
1/15/2009,3.80857,3.353478092,5.045
1/14/2009,3.75495,3.260078763,4.885
1/13/2009,3.75991,3.299474668,4.885
1/12/2009,3.79585,3.327127122,4.885
1/9/2009,3.81249,3.405226718,4.885
1/8/2009,3.72187,3.510714077,4.885
1/7/2009,3.60119,3.628848676,4.91
1/6/2009,3.60517,3.747954315,4.91
1/5/2009,4.06922,3.849199693,4.91
1/2/2009,3.63296,3.843481805,4.91
12/31/2008,4.00708,3.656932817,5.025
12/30/2008,3.89246,3.582810832,5.025
12/29/2008,3.75228,3.608239929,5.025
12/26/2008,3.87289,3.639282436,5.025
12/24/2008,4.00553,3.669298398,5.09
12/23/2008,4.10336,3.624140518,5.09
12/22/2008,4.03628,3.580855114,5.09
12/19/2008,3.79982,3.516394415,5.09
12/18/2008,3.77292,3.441989101,5.115
12/17/2008,3.79209,3.495196078,5.09
12/16/2008,3.98071,3.719659358,5.115
12/15/2008,4.1355,4.103525487,5.115
12/12/2008,4.10814,4.271506154,5.115
12/11/2008,4.11336,4.281122467,5.115
12/10/2008,4.35737,4.302471893,5.395
12/9/2008,4.52121,4.334572615,5.395
12/8/2008,4.70612,4.354801657,5.395
12/5/2008,4.72506,4.330698431,5.395
12/4/2008,4.48864,4.243873954,5.395
12/3/2008,4.56259,4.24163128,5.455
12/2/2008,4.65028,4.259032372,5.455
12/1/2008,4.6019,4.362564683,5.455
11/28/2008,4.82937,4.584316236,5.455
11/26/2008,4.76604,4.611188271,5.895
11/25/2008,4.75014,4.650671626,5.895
11/24/2008,5.34056,4.916867694,5.895
11/21/2008,5.35168,4.943164221,5.895
11/20/2008,5.40782,4.920089544,5.965
11/19/2008,5.45948,5.111101442,5.895
11/18/2008,5.4702,5.166792792,5.965
11/17/2008,5.54453,5.243834255,5.965
11/14/2008,5.49487,5.257780953,5.965
11/13/2008,5.55392,5.209262632,5.965
11/12/2008,5.42963,5.06601868,6.065
11/10/2008,5.57721,5.196780032,6.065
11/7/2008,5.48216,5.225880004,6.065
11/6/2008,5.48354,5.147194346,6.065
11/5/2008,5.44883,5.111842559,6.125
11/4/2008,5.59651,5.195166766,6.125
11/3/2008,5.94965,5.374778206,6.125
10/31/2008,5.98811,5.416026499,6.125
10/30/2008,6.024,5.385951105,6.125
10/29/2008,6.01414,5.383744725,6.385
10/28/2008,6.04844,5.421921138,6.385
10/27/2008,5.91991,5.359432554,6.385
10/24/2008,5.67504,5.322224639,6.385
10/23/2008,5.41055,5.158337802,6.385
10/22/2008,5.37637,5.079603599,5.94
10/21/2008,5.3554,5.108053005,5.94
10/20/2008,5.50881,5.333912254,5.94
10/17/2008,5.82867,5.506232233,5.94
10/16/2008,5.84358,5.592656358,5.94
10/15/2008,5.90519,5.658576315,6.36
10/14/2008,6.01234,5.8454256,6.36
10/10/2008,5.84477,5.751307286,6.36
10/9/2008,5.66674,5.586532714,6.36
10/8/2008,5.45232,5.30079386,5.84
10/7/2008,5.26288,5.20642763,5.84
10/6/2008,5.21162,5.064446308,5.84
10/3/2008,5.4475,5.326754926,5.84
10/2/2008,5.45694,5.3871561,5.84
10/1/2008,5.49707,5.453713695,6
9/30/2008,5.5156,5.523947576,6
9/29/2008,5.36504,5.286282345,6
9/26/2008,5.45085,5.442471911,6
9/25/2008,5.4753,5.537102137,6
9/24/2008,5.46486,5.503402029,6.015
9/23/2008,5.46543,5.415070769,6.015
9/22/2008,5.43345,5.355480123,6.015
9/19/2008,5.29412,5.339186459,6.015
9/18/2008,5.24059,5.10778509,6.015
9/17/2008,5.21897,5.075048902,5.68
9/16/2008,5.19951,5.125713613,5.68
9/15/2008,5.01762,4.985890245,5.68
9/12/2008,5.3042,5.161734697,5.68
9/11/2008,5.20018,5.066554155,5.68
9/10/2008,5.20774,5.099007522,5.855
9/9/2008,5.14552,5.078663148,5.855
9/8/2008,5.11343,5.112866508,5.855
9/5/2008,5.64419,5.188947848,5.855
9/4/2008,5.60593,5.172968507,5.855
9/3/2008,5.70324,5.208244241,6.275
9/2/2008,5.76158,5.243149642,6.275
8/29/2008,5.79853,5.289948348,6.275
8/28/2008,5.76723,5.292351083,6.275
8/27/2008,5.8015,5.279360334,6.3
8/26/2008,5.83232,5.318918749,6.3
8/25/2008,5.87194,5.343101485,6.3
8/22/2008,5.93749,5.385642401,6.3
8/21/2008,5.9001,5.34108229,6.3
8/20/2008,5.80583,5.296557363,6.395
8/19/2008,5.95402,5.34401657,6.395
8/18/2008,5.95599,5.334665684,6.395
8/15/2008,5.96405,5.338477869,6.395
8/14/2008,6.03352,5.34905849,6.395
8/13/2008,6.05706,5.387294011,6.445
8/12/2008,6.02876,5.351831028,6.445
8/11/2008,6.08798,5.435249688,6.445
8/8/2008,6.00624,5.399520896,6.445
8/7/2008,6.05188,5.391588626,6.445
8/6/2008,6.12899,5.489033211,6.445
8/5/2008,6.04893,5.441155349,6.445
8/4/2008,6.01006,5.434847646,6.445
8/1/2008,5.94304,5.389275208,6.445
7/31/2008,5.9366,5.408562501,6.445
7/30/2008,5.98257,5.462927367,6.445
7/29/2008,6.02543,5.503222303,6.445
7/28/2008,5.97205,5.473974672,6.445
7/25/2008,6.09366,5.567812677,6.445
7/24/2008,5.96688,5.501787832,6.445
7/23/2008,6.12548,5.643450272,6.53
7/22/2008,6.15327,5.613544703,6.53
7/21/2008,6.11861,5.617516286,6.53
7/18/2008,6.13689,5.64768718,6.53
7/17/2008,6.03498,5.594340443,6.53
7/16/2008,5.84484,5.427607613,6.16
7/15/2008,5.69922,5.37385688,6.16
7/14/2008,5.7262,5.431350904,6.16
7/11/2008,5.78406,5.482995932,6.16
7/10/2008,5.7032,5.365950491,6.16
7/9/2008,5.71617,5.359790784,6.27
7/8/2008,5.81904,5.448277212,6.27
7/7/2008,5.951,5.518602034,6.27
7/3/2008,5.94638,5.556188369,6.27
7/2/2008,5.90336,5.548407871,6.25
7/1/2008,5.87926,5.57308781,6.25
6/30/2008,5.82023,5.543970573,6.25
6/27/2008,5.84366,5.575026786,6.25
6/26/2008,5.90352,5.605360176,6.25
6/25/2008,5.95788,5.656822224,6.35
6/24/2008,5.9575,5.663410855,6.35
6/23/2008,5.98819,5.712324972,6.35
6/20/2008,5.92151,5.648872921,6.35
6/19/2008,5.94374,5.660026365,6.35
6/18/2008,5.90615,5.619199417,6.345
6/17/2008,6.00955,5.728641459,6.345
6/16/2008,6.08137,5.800560813,6.345
6/13/2008,6.05793,5.819292806,6.345
6/12/2008,6.01778,5.762223827,6.345
6/11/2008,5.88874,5.634385963,6.245
6/10/2008,5.96254,5.74359338,6.245
6/9/2008,5.81817,5.645793423,6.245
6/6/2008,5.72572,5.490981028,6.245
6/5/2008,5.76712,5.488838307,6.245
6/4/2008,5.66156,5.357201903,5.99
6/3/2008,5.55953,5.303074556,5.99
6/2/2008,5.60869,5.368135677,5.99
5/30/2008,5.67041,5.432080917,5.99
5/29/2008,5.71441,5.481003931,5.99
5/28/2008,5.635,5.396651373,5.98
5/27/2008,5.51062,5.311535399,5.98
5/23/2008,5.40601,5.207289165,5.98
5/22/2008,5.4751,5.28572652,5.98
5/21/2008,5.35903,5.157771779,5.855
5/20/2008,5.30407,5.114630042,5.855
5/19/2008,5.35742,5.15980167,5.855
5/16/2008,5.39561,5.220035066,5.855
5/15/2008,5.40203,5.237505651,5.855
5/14/2008,5.55211,5.383670603,5.91
5/13/2008,5.54224,5.361989608,5.91
5/12/2008,5.40558,5.183242738,5.91
5/9/2008,5.35232,5.163656748,5.91
5/8/2008,5.32256,5.158639073,5.91
5/7/2008,5.39367,5.203814375,5.875
5/6/2008,5.43589,5.23507703,5.875
5/5/2008,5.4155,5.189927293,5.875
5/2/2008,5.38863,5.187110622,5.875
5/1/2008,5.34362,5.146900434,5.875
4/30/2008,5.40219,5.189175909,5.935
4/29/2008,5.47144,5.284025111,5.935
4/28/2008,5.49081,5.311209513,5.935
4/25/2008,5.5306,5.360920185,5.935
4/24/2008,5.51979,5.344670481,5.935
4/23/2008,5.4325,5.218365131,5.855
4/22/2008,5.38548,5.212501202,5.855
4/21/2008,5.42507,5.209625258,5.855
4/18/2008,5.48385,5.25592993,5.855
4/17/2008,5.57791,5.304448325,5.855
4/16/2008,5.54358,5.260716742,5.73
4/15/2008,5.38224,5.068190235,5.73
4/14/2008,5.2727,4.973576659,5.73
4/11/2008,5.2083,4.928546125,5.73
4/10/2008,5.2699,4.960759314,5.73
4/9/2008,5.19316,4.876971318,5.73
4/8/2008,5.28216,4.962750394,5.73
4/7/2008,5.23363,4.973848319,5.73
4/4/2008,5.16736,4.899665221,5.73
4/3/2008,5.37571,5.025963723,5.73
4/2/2008,5.43194,5.012245674,5.755
4/1/2008,5.36824,4.959161621,5.755
3/31/2008,5.26202,4.894356256,5.755
3/28/2008,5.28215,4.952459268,5.755
3/27/2008,5.39164,5.053482307,5.755
3/26/2008,5.29599,5.01669714,5.7
3/25/2008,5.30409,5.02600693,5.7
3/24/2008,5.3473,5.044514576,5.7
3/20/2008,5.06543,4.846703479,5.7
3/19/2008,5.1225,4.809365783,5.745
3/18/2008,5.26363,4.950006177,5.745
3/17/2008,5.08274,4.870620439,5.745
3/14/2008,5.47714,5.043959095,5.745
3/13/2008,5.5453,5.14813448,5.745
3/12/2008,5.50334,5.12069757,6.005
3/11/2008,5.77938,5.270422585,6.005
3/10/2008,5.76087,5.232582648,6.005
3/7/2008,5.79413,5.313320785,6.005
3/6/2008,5.94293,5.397341652,6.005
3/5/2008,5.81134,5.336021278,5.905
3/4/2008,5.63182,5.190925037,5.905
3/3/2008,5.43774,5.084482329,5.905
2/29/2008,5.35969,5.072838379,5.905
2/28/2008,5.4989,5.220566918,5.905
2/27/2008,5.69071,5.337469093,6.115
2/26/2008,5.78509,5.395455753,6.115
2/25/2008,5.86195,5.496761717,6.115
2/22/2008,5.71944,5.400813807,6.115
2/21/2008,5.5927,5.348332621,6.115
2/20/2008,5.76701,5.464146482,5.94
2/19/2008,5.73451,5.432000578,5.94
2/15/2008,5.50329,5.299505413,5.94
2/14/2008,5.51998,5.321699242,5.94
2/13/2008,5.32945,5.133920289,5.57
2/12/2008,5.25661,5.11152513,5.57
2/11/2008,5.19384,5.056108309,5.57
2/8/2008,5.20211,5.055312739,5.57
2/7/2008,5.26285,5.115616972,5.57
2/6/2008,5.11977,4.993717634,5.52
2/5/2008,5.04078,4.966866395,5.52
2/4/2008,5.14855,5.019988657,5.52
2/1/2008,5.07129,4.996119443,5.52
1/31/2008,5.12147,5.042313769,5.52
1/30/2008,5.18726,5.100624165,5.53
1/29/2008,5.11346,5.062839395,5.53
1/28/2008,5.03004,5.011364062,5.53
1/25/2008,5.08433,5.030406265,5.53
1/24/2008,5.20552,5.086048118,5.53
1/23/2008,4.86534,4.842015513,5.33
1/22/2008,4.82456,4.851475375,5.33
1/18/2008,5.07507,5.009543061,5.33
1/17/2008,5.04624,4.999885496,5.33
1/16/2008,5.12728,5.067771727,5.565
1/15/2008,5.04364,5.046743171,5.565
1/14/2008,5.13481,5.119774556,5.565
1/11/2008,5.17318,5.143359973,5.565
1/10/2008,5.28583,5.246956026,5.565
1/9/2008,5.2107,5.193274138,5.72
1/8/2008,5.25517,5.215738057,5.72
1/7/2008,5.23878,5.24982703,5.72
1/4/2008,5.28617,5.294756046,5.72
1/3/2008,5.3789,5.36722847,5.72
1/2/2008,5.39414,5.37250905,5.945
12/31/2007,5.5067,5.493149466,5.945
12/28/2007,5.59539,5.538125034,5.945
12/27/2007,5.73511,5.634888454,5.945
12/26/2007,5.79908,5.693055207,6.045
12/24/2007,5.74257,5.639500826,6.045
12/21/2007,5.68464,5.593803306,6.045
12/20/2007,5.52723,5.477000286,6.045
12/19/2007,5.53357,5.495683625,5.99
12/18/2007,5.61771,5.532187914,5.99
12/17/2007,5.73971,5.630734339,5.99
12/14/2007,5.75288,5.664013418,5.99
12/13/2007,5.66802,5.596217805,5.99
12/12/2007,5.59488,5.549374572,5.985
12/11/2007,5.54528,5.542389584,5.985
12/10/2007,5.7185,5.650751868,5.985
12/7/2007,5.68009,5.623823403,5.985
12/6/2007,5.49202,5.481370746,5.985
12/5/2007,5.40073,5.412625264,5.81
12/4/2007,5.39349,5.412001339,5.81
12/3/2007,5.39401,5.403635101,5.81
11/30/2007,5.43923,5.458046821,5.81
11/29/2007,5.48448,5.496757728,5.81
11/28/2007,5.58194,5.569786281,5.975
11/27/2007,5.62014,5.554047652,5.975
11/26/2007,5.47701,5.432891406,5.975
11/23/2007,5.66973,5.582865696,5.975
11/21/2007,5.72955,5.619240007,6.075
11/20/2007,5.80547,5.640020987,6.075
11/19/2007,5.74195,5.61738753,6.075
11/16/2007,5.77368,5.62590134,6.075
11/15/2007,5.74313,5.639112188,6.09
11/14/2007,5.81237,5.697834793,6.075
11/13/2007,5.83079,5.71188665,6.09
11/9/2007,5.81494,5.716208082,6.09
11/8/2007,5.85192,5.774834119,6.09
11/7/2007,5.87137,5.781272724,6.09
11/6/2007,5.86598,5.759790677,6.09
11/5/2007,5.81429,5.716733141,6.09
11/2/2007,5.72404,5.661584126,6.09
11/1/2007,5.76173,5.706053616,6.09
10/31/2007,5.82636,5.764212357,6.11
10/30/2007,5.74383,5.707223825,6.11
10/29/2007,5.74053,5.723768205,6.11
10/26/2007,5.7513,5.727683634,6.11
10/25/2007,5.69814,5.702341722,6.11
10/24/2007,5.68865,5.67898802,6.205
10/23/2007,5.77363,5.733468009,6.205
10/22/2007,5.79053,5.739753056,6.205
10/19/2007,5.78826,5.743246008,6.205
10/18/2007,5.85501,5.828019376,6.205
10/17/2007,5.90414,5.859327919,6.275
10/16/2007,5.9741,5.92760552,6.275
10/15/2007,5.98213,5.927779603,6.275
10/12/2007,5.98161,5.94345108,6.275
10/11/2007,5.9681,5.92033834,6.275
10/10/2007,5.98497,5.946793366,6.25
10/9/2007,5.98408,5.978511127,6.25
10/5/2007,5.98487,5.980795716,6.25
10/4/2007,5.88909,5.869363086,6.25
10/3/2007,5.90551,5.878196131,6.245
10/2/2007,5.91811,5.87967093,6.245
10/1/2007,5.93729,5.925276487,6.245
9/28/2007,5.95066,5.9245029,6.245
9/27/2007,5.92373,5.913150711,6.245
9/26/2007,5.98048,5.973365247,6.295
9/25/2007,5.97037,5.989618077,6.295
9/24/2007,5.97496,5.976328653,6.295
9/21/2007,5.95164,5.973657307,6.295
9/20/2007,5.96554,5.99883568,6.295
9/19/2007,5.795,5.822789731,6.215
9/18/2007,5.79823,5.832183109,6.215
9/17/2007,5.894,5.908327697,6.215
9/14/2007,5.89106,5.888335037,6.215
9/13/2007,5.9126,5.916990166,6.215
9/12/2007,5.87022,5.866961551,6.185
9/11/2007,5.80365,5.817800079,6.185
9/10/2007,5.73113,5.75306424,6.185
9/7/2007,5.76133,5.769511256,6.185
9/6/2007,5.9335,5.895528546,6.185
9/5/2007,5.92707,5.894786483,6.335
9/4/2007,6.01567,5.969083785,6.335
8/31/2007,5.99344,5.961913919,6.335
8/30/2007,5.97114,5.928724304,6.335
8/29/2007,5.97927,5.97389139,6.325
8/28/2007,5.9438,5.945613064,6.325
8/27/2007,5.97041,5.964407605,6.325
8/24/2007,5.98703,6.004429174,6.325
8/23/2007,6.02021,6.048539053,6.325
8/22/2007,6.02985,6.066396123,6.37
8/21/2007,6.01298,6.061793014,6.37
8/20/2007,6.07633,6.101081891,6.37
8/17/2007,6.11128,6.141197926,6.37
8/16/2007,6.14169,6.121772525,6.37
8/15/2007,6.20664,6.150418938,6.47
8/14/2007,6.1677,6.167199762,6.47
8/13/2007,6.16927,6.188305829,6.47
8/10/2007,6.15063,6.192128826,6.47
8/9/2007,6.12613,6.181948332,6.47
8/8/2007,6.16603,6.196418432,6.44
8/7/2007,6.10728,6.134701097,6.44
8/6/2007,6.12133,6.162737467,6.44
8/3/2007,6.10397,6.134895271,6.44
8/2/2007,6.17056,6.176737896,6.44
8/1/2007,6.20234,6.205785719,6.505
7/31/2007,6.22355,6.231794512,6.505
7/30/2007,6.24717,6.27644317,6.505
7/27/2007,6.21896,6.2823863,6.505
7/26/2007,6.2137,6.238386794,6.505
7/25/2007,6.27441,6.259968882,6.54
7/24/2007,6.28258,6.275468665,6.54
7/23/2007,6.28112,6.257388135,6.54
7/20/2007,6.265,6.249407098,6.54
7/19/2007,6.30406,6.272883764,6.54
7/18/2007,6.28572,6.267541411,6.58
7/17/2007,6.33529,6.322895498,6.58
7/16/2007,6.30073,6.28704773,6.58
7/13/2007,6.33145,6.344955152,6.58
7/12/2007,6.33541,6.353372306,6.58
7/11/2007,6.3107,6.335315355,6.58
7/10/2007,6.28291,6.302625414,6.58
7/9/2007,6.35041,6.360498975,6.58
7/6/2007,6.3727,6.398407154,6.58
7/5/2007,6.3398,6.343769768,6.58
7/3/2007,6.25963,6.257673621,6.48
7/2/2007,6.22665,6.219420311,6.48
6/29/2007,6.25387,6.246416727,6.48
6/28/2007,6.2982,6.297863604,6.48
6/27/2007,6.26639,6.257738638,6.52
6/26/2007,6.28234,6.275021899,6.52
6/25/2007,6.2647,6.257119284,6.52
6/22/2007,6.30384,6.30328896,6.52
6/21/2007,6.32487,6.322064434,6.52
6/20/2007,6.28873,6.26766757,6.565
6/19/2007,6.22539,6.207862981,6.565
6/18/2007,6.27743,6.254073836,6.565
6/15/2007,6.29718,6.298198167,6.565
6/14/2007,6.35536,6.36613089,6.565
6/13/2007,6.36267,6.363345891,6.59
6/12/2007,6.38983,6.42469437,6.59
6/11/2007,6.28557,6.272922167,6.59
6/8/2007,6.28132,6.267316954,6.59
6/7/2007,6.26442,6.232643466,6.59
6/6/2007,6.12429,6.081565275,6.38
6/5/2007,6.11896,6.083332632,6.38
6/4/2007,6.06,6.04655522,6.38
6/1/2007,6.07372,6.070103242,6.38
5/31/2007,6.00727,6.010026554,6.38
5/30/2007,5.99207,5.987458609,6.27
5/29/2007,5.99219,5.986748492,6.27
5/25/2007,5.96443,5.961567168,6.27
5/24/2007,5.98156,5.957216119,6.27
5/23/2007,5.97429,5.957592468,6.22
5/22/2007,5.94901,5.923769781,6.22
5/21/2007,5.91467,5.897837261,6.22
5/18/2007,5.92507,5.927757677,6.22
5/17/2007,5.8856,5.864274647,6.22
5/16/2007,5.84391,5.828623134,6.06
5/15/2007,5.84727,5.831788937,6.06
