asOfDate,RawRate,Point,Rate
1/17/2012,3.88,0.8,3.83
1/13/2012,3.88,0.8,3.83
1/12/2012,3.88,0.8,3.83
1/11/2012,3.89,0.7,3.815
1/10/2012,3.89,0.7,3.815
1/9/2012,3.89,0.7,3.815
1/6/2012,3.89,0.7,3.815
1/5/2012,3.89,0.7,3.815
1/4/2012,3.91,0.8,3.86
1/3/2012,3.91,0.8,3.86
12/30/2011,3.91,0.8,3.86
12/29/2011,3.91,0.8,3.86
12/28/2011,3.95,0.7,3.875
12/27/2011,3.95,0.7,3.875
12/23/2011,3.95,0.7,3.875
12/22/2011,3.95,0.7,3.875
12/21/2011,3.91,0.7,3.835
12/20/2011,3.91,0.7,3.835
12/19/2011,3.91,0.7,3.835
12/16/2011,3.91,0.7,3.835
12/15/2011,3.91,0.7,3.835
12/14/2011,3.94,0.8,3.89
12/13/2011,3.94,0.8,3.89
12/12/2011,3.94,0.8,3.89
12/9/2011,3.94,0.8,3.89
12/8/2011,3.94,0.8,3.89
12/7/2011,3.99,0.7,3.915
12/6/2011,3.99,0.7,3.915
12/5/2011,3.99,0.7,3.915
12/2/2011,3.99,0.7,3.915
12/1/2011,3.99,0.7,3.915
11/30/2011,4,0.7,3.925
11/29/2011,4,0.7,3.925
11/28/2011,4,0.7,3.925
11/25/2011,4,0.7,3.925
11/22/2011,3.98,0.7,3.905
11/21/2011,3.98,0.7,3.905
11/18/2011,3.98,0.7,3.905
11/17/2011,3.98,0.7,3.905
11/16/2011,4,0.7,3.925
11/16/2011,3.98,0.7,3.905
11/15/2011,4,0.7,3.925
11/14/2011,4,0.7,3.925
11/10/2011,4,0.7,3.925
11/9/2011,3.99,0.7,3.915
11/8/2011,3.99,0.7,3.915
11/7/2011,3.99,0.7,3.915
11/4/2011,3.99,0.7,3.915
11/3/2011,3.99,0.7,3.915
11/2/2011,4,0.7,3.925
11/1/2011,4,0.7,3.925
10/31/2011,4,0.7,3.925
10/28/2011,4,0.7,3.925
10/27/2011,4,0.7,3.925
10/26/2011,4.1,0.8,4.05
10/25/2011,4.1,0.8,4.05
10/24/2011,4.1,0.8,4.05
10/21/2011,4.1,0.8,4.05
10/20/2011,4.1,0.8,4.05
10/19/2011,4.11,0.8,4.06
10/18/2011,4.11,0.8,4.06
10/17/2011,4.11,0.8,4.06
10/14/2011,4.11,0.8,4.06
10/13/2011,4.11,0.8,4.06
10/12/2011,4.12,0.8,4.07
10/11/2011,4.12,0.8,4.07
10/7/2011,4.12,0.8,4.07
10/6/2011,4.12,0.8,4.07
10/5/2011,3.94,0.8,3.89
10/4/2011,3.94,0.8,3.89
10/3/2011,3.94,0.8,3.89
9/30/2011,3.94,0.8,3.89
9/29/2011,3.94,0.8,3.89
9/28/2011,4.01,0.7,3.935
9/27/2011,4.01,0.7,3.935
9/26/2011,4.01,0.7,3.935
9/23/2011,4.01,0.7,3.935
9/22/2011,4.01,0.7,3.935
9/21/2011,4.09,0.7,4.015
9/20/2011,4.09,0.7,4.015
9/19/2011,4.09,0.7,4.015
9/16/2011,4.09,0.7,4.015
9/15/2011,4.09,0.7,4.015
9/14/2011,4.09,0.7,4.015
9/13/2011,4.09,0.7,4.015
9/12/2011,4.09,0.7,4.015
9/9/2011,4.09,0.7,4.015
9/8/2011,4.09,0.7,4.015
9/7/2011,4.12,0.7,4.045
9/6/2011,4.12,0.7,4.045
9/2/2011,4.12,0.7,4.045
9/1/2011,4.12,0.7,4.045
8/31/2011,4.22,0.7,4.145
8/30/2011,4.22,0.7,4.145
8/29/2011,4.22,0.7,4.145
8/26/2011,4.22,0.7,4.145
8/25/2011,4.22,0.7,4.145
8/24/2011,4.22,0.7,4.145
8/23/2011,4.22,0.7,4.145
8/22/2011,4.22,0.7,4.145
8/19/2011,4.22,0.7,4.145
8/18/2011,4.22,0.7,4.145
8/17/2011,4.15,0.7,4.075
8/16/2011,4.15,0.7,4.075
8/15/2011,4.15,0.7,4.075
8/12/2011,4.15,0.7,4.075
8/11/2011,4.15,0.7,4.075
8/10/2011,4.32,0.7,4.245
8/9/2011,4.32,0.7,4.245
8/8/2011,4.32,0.7,4.245
8/5/2011,4.32,0.7,4.245
8/4/2011,4.32,0.7,4.245
8/3/2011,4.39,0.8,4.34
8/2/2011,4.39,0.8,4.34
8/1/2011,4.39,0.8,4.34
7/29/2011,4.39,0.8,4.34
7/28/2011,4.39,0.8,4.34
7/27/2011,4.55,0.8,4.5
7/26/2011,4.55,0.8,4.5
7/25/2011,4.55,0.8,4.5
7/22/2011,4.55,0.8,4.5
7/21/2011,4.55,0.8,4.5
7/20/2011,4.52,0.7,4.445
7/19/2011,4.52,0.7,4.445
7/18/2011,4.52,0.7,4.445
7/15/2011,4.52,0.7,4.445
7/14/2011,4.52,0.7,4.445
7/13/2011,4.51,0.7,4.435
7/12/2011,4.51,0.7,4.435
7/11/2011,4.51,0.7,4.435
7/8/2011,4.51,0.7,4.435
7/7/2011,4.51,0.7,4.435
7/6/2011,4.6,0.7,4.525
7/5/2011,4.6,0.7,4.525
7/1/2011,4.6,0.7,4.525
6/30/2011,4.6,0.7,4.525
6/29/2011,4.51,0.7,4.435
6/28/2011,4.51,0.7,4.435
6/27/2011,4.51,0.7,4.435
6/24/2011,4.51,0.7,4.435
6/23/2011,4.51,0.7,4.435
6/22/2011,4.5,0.8,4.45
6/21/2011,4.5,0.8,4.45
6/20/2011,4.5,0.8,4.45
6/17/2011,4.5,0.8,4.45
6/16/2011,4.5,0.8,4.45
6/15/2011,4.5,0.7,4.425
6/14/2011,4.5,0.7,4.425
6/13/2011,4.5,0.7,4.425
6/10/2011,4.5,0.7,4.425
6/9/2011,4.5,0.7,4.425
6/8/2011,4.49,0.7,4.415
6/7/2011,4.49,0.7,4.415
6/6/2011,4.49,0.7,4.415
6/3/2011,4.49,0.7,4.415
6/2/2011,4.49,0.7,4.415
6/1/2011,4.55,0.6,4.45
5/31/2011,4.55,0.6,4.45
5/27/2011,4.55,0.6,4.45
5/26/2011,4.55,0.6,4.45
5/25/2011,4.6,0.7,4.525
5/24/2011,4.6,0.7,4.525
5/23/2011,4.6,0.7,4.525
5/20/2011,4.6,0.7,4.525
5/19/2011,4.6,0.7,4.525
5/18/2011,4.61,0.7,4.535
5/17/2011,4.61,0.7,4.535
5/16/2011,4.61,0.7,4.535
5/13/2011,4.61,0.7,4.535
5/12/2011,4.61,0.7,4.535
5/11/2011,4.63,0.7,4.555
5/10/2011,4.63,0.7,4.555
5/9/2011,4.63,0.7,4.555
5/6/2011,4.63,0.7,4.555
5/5/2011,4.63,0.7,4.555
5/4/2011,4.71,0.7,4.635
5/3/2011,4.71,0.7,4.635
5/2/2011,4.71,0.7,4.635
4/29/2011,4.71,0.7,4.635
4/28/2011,4.71,0.7,4.635
4/27/2011,4.78,0.7,4.705
4/26/2011,4.78,0.7,4.705
4/25/2011,4.78,0.7,4.705
4/21/2011,4.78,0.7,4.705
4/20/2011,4.8,0.7,4.725
4/19/2011,4.8,0.7,4.725
4/18/2011,4.8,0.7,4.725
4/15/2011,4.8,0.7,4.725
4/14/2011,4.8,0.7,4.725
4/13/2011,4.91,0.6,4.81
4/12/2011,4.91,0.6,4.81
4/11/2011,4.91,0.6,4.81
4/8/2011,4.91,0.6,4.81
4/7/2011,4.91,0.6,4.81
4/6/2011,4.87,0.7,4.795
4/5/2011,4.87,0.7,4.795
4/4/2011,4.87,0.7,4.795
4/1/2011,4.87,0.7,4.795
3/31/2011,4.87,0.7,4.795
3/30/2011,4.86,0.7,4.785
3/29/2011,4.86,0.7,4.785
3/28/2011,4.86,0.7,4.785
3/25/2011,4.86,0.7,4.785
3/24/2011,4.86,0.7,4.785
3/23/2011,4.81,0.7,4.735
3/22/2011,4.81,0.7,4.735
3/21/2011,4.81,0.7,4.735
3/18/2011,4.81,0.7,4.735
3/17/2011,4.81,0.7,4.735
3/16/2011,4.76,0.7,4.685
3/15/2011,4.76,0.7,4.685
3/14/2011,4.76,0.7,4.685
3/11/2011,4.76,0.7,4.685
3/10/2011,4.76,0.7,4.685
3/9/2011,4.88,0.7,4.805
3/8/2011,4.88,0.7,4.805
3/7/2011,4.88,0.7,4.805
3/4/2011,4.88,0.7,4.805
3/3/2011,4.88,0.7,4.805
3/2/2011,4.87,0.7,4.795
3/1/2011,4.87,0.7,4.795
2/28/2011,4.87,0.7,4.795
2/25/2011,4.87,0.7,4.795
2/24/2011,4.87,0.7,4.795
2/23/2011,4.95,0.6,4.85
2/22/2011,4.95,0.6,4.85
2/18/2011,4.95,0.6,4.85
2/17/2011,4.95,0.6,4.85
2/16/2011,5,0.7,4.925
2/15/2011,5,0.7,4.925
2/14/2011,5,0.7,4.925
2/11/2011,5,0.7,4.925
2/10/2011,5,0.7,4.925
2/9/2011,5.05,0.7,4.975
2/8/2011,5.05,0.7,4.975
2/7/2011,5.05,0.7,4.975
2/4/2011,5.05,0.7,4.975
2/3/2011,5.05,0.7,4.975
2/2/2011,4.81,0.8,4.76
2/1/2011,4.81,0.8,4.76
1/31/2011,4.81,0.8,4.76
1/28/2011,4.81,0.8,4.76
1/27/2011,4.81,0.8,4.76
1/26/2011,4.8,0.7,4.725
1/25/2011,4.8,0.7,4.725
1/24/2011,4.8,0.7,4.725
1/21/2011,4.8,0.7,4.725
1/20/2011,4.8,0.7,4.725
1/19/2011,4.74,0.8,4.69
1/18/2011,4.74,0.8,4.69
1/14/2011,4.74,0.8,4.69
1/13/2011,4.74,0.8,4.69
1/12/2011,4.71,0.8,4.66
1/11/2011,4.71,0.8,4.66
1/10/2011,4.71,0.8,4.66
1/7/2011,4.71,0.8,4.66
1/6/2011,4.71,0.8,4.66
1/5/2011,4.77,0.8,4.72
1/4/2011,4.77,0.8,4.72
1/3/2011,4.77,0.8,4.72
12/31/2010,4.77,0.8,4.72
12/30/2010,4.77,0.8,4.72
12/29/2010,4.86,0.8,4.81
12/28/2010,4.86,0.8,4.81
12/27/2010,4.86,0.8,4.81
12/23/2010,4.86,0.8,4.81
12/22/2010,4.81,0.7,4.735
12/21/2010,4.81,0.7,4.735
12/20/2010,4.81,0.7,4.735
12/17/2010,4.81,0.7,4.735
12/16/2010,4.81,0.7,4.735
12/15/2010,4.83,0.7,4.755
12/14/2010,4.83,0.7,4.755
12/13/2010,4.83,0.7,4.755
12/10/2010,4.83,0.7,4.755
12/9/2010,4.83,0.7,4.755
12/8/2010,4.61,0.7,4.535
12/7/2010,4.61,0.7,4.535
12/6/2010,4.61,0.7,4.535
12/3/2010,4.61,0.7,4.535
12/2/2010,4.61,0.7,4.535
12/1/2010,4.46,0.8,4.41
11/30/2010,4.46,0.8,4.41
11/29/2010,4.46,0.8,4.41
11/26/2010,4.46,0.8,4.41
11/23/2010,4.4,0.8,4.35
11/22/2010,4.4,0.8,4.35
11/19/2010,4.4,0.8,4.35
11/18/2010,4.4,0.8,4.35
11/17/2010,4.39,0.9,4.365
11/17/2010,4.4,0.8,4.35
11/16/2010,4.39,0.9,4.365
11/15/2010,4.39,0.9,4.365
11/12/2010,4.39,0.9,4.365
11/10/2010,4.17,0.8,4.12
11/9/2010,4.17,0.8,4.12
11/8/2010,4.17,0.8,4.12
11/5/2010,4.17,0.8,4.12
11/4/2010,4.17,0.8,4.12
11/3/2010,4.24,0.8,4.19
11/2/2010,4.24,0.8,4.19
11/1/2010,4.24,0.8,4.19
10/29/2010,4.24,0.8,4.19
10/28/2010,4.24,0.8,4.19
10/27/2010,4.23,0.8,4.18
10/26/2010,4.23,0.8,4.18
10/25/2010,4.23,0.8,4.18
10/22/2010,4.23,0.8,4.18
10/21/2010,4.23,0.8,4.18
10/20/2010,4.21,0.8,4.16
10/19/2010,4.21,0.8,4.16
10/18/2010,4.21,0.8,4.16
10/15/2010,4.21,0.8,4.16
10/14/2010,4.21,0.8,4.16
10/13/2010,4.19,0.8,4.14
10/12/2010,4.19,0.8,4.14
10/8/2010,4.19,0.8,4.14
10/7/2010,4.19,0.8,4.14
10/6/2010,4.27,0.8,4.22
10/5/2010,4.27,0.8,4.22
10/4/2010,4.27,0.8,4.22
10/1/2010,4.27,0.8,4.22
9/30/2010,4.27,0.8,4.22
9/29/2010,4.32,0.8,4.27
9/28/2010,4.32,0.8,4.27
9/27/2010,4.32,0.8,4.27
9/24/2010,4.32,0.8,4.27
9/23/2010,4.32,0.8,4.27
9/22/2010,4.37,0.7,4.295
9/21/2010,4.37,0.7,4.295
9/20/2010,4.37,0.7,4.295
9/17/2010,4.37,0.7,4.295
9/16/2010,4.37,0.7,4.295
9/15/2010,4.37,0.7,4.295
9/14/2010,4.37,0.7,4.295
9/13/2010,4.37,0.7,4.295
9/10/2010,4.37,0.7,4.295
9/9/2010,4.37,0.7,4.295
9/3/2010,4.35,0.7,4.275
9/2/2010,4.35,0.7,4.275
9/1/2010,4.32,0.7,4.245
8/31/2010,4.32,0.7,4.245
8/30/2010,4.32,0.7,4.245
8/27/2010,4.32,0.7,4.245
8/26/2010,4.32,0.7,4.245
8/25/2010,4.36,0.7,4.285
8/24/2010,4.36,0.7,4.285
8/23/2010,4.36,0.7,4.285
8/20/2010,4.36,0.7,4.285
8/19/2010,4.36,0.7,4.285
8/18/2010,4.42,0.7,4.345
8/17/2010,4.42,0.7,4.345
8/16/2010,4.42,0.7,4.345
8/13/2010,4.42,0.7,4.345
8/12/2010,4.42,0.7,4.345
8/11/2010,4.44,0.7,4.365
8/10/2010,4.44,0.7,4.365
8/9/2010,4.44,0.7,4.365
8/6/2010,4.44,0.7,4.365
8/5/2010,4.44,0.7,4.365
8/4/2010,4.49,0.7,4.415
8/3/2010,4.49,0.7,4.415
8/2/2010,4.49,0.7,4.415
7/30/2010,4.49,0.7,4.415
7/29/2010,4.49,0.7,4.415
7/28/2010,4.54,0.7,4.465
7/27/2010,4.54,0.7,4.465
7/26/2010,4.54,0.7,4.465
7/23/2010,4.54,0.7,4.465
7/22/2010,4.54,0.7,4.465
7/21/2010,4.56,0.7,4.485
7/20/2010,4.56,0.7,4.485
7/19/2010,4.56,0.7,4.485
7/16/2010,4.56,0.7,4.485
7/15/2010,4.56,0.7,4.485
7/14/2010,4.57,0.7,4.495
7/13/2010,4.57,0.7,4.495
7/12/2010,4.57,0.7,4.495
7/9/2010,4.57,0.7,4.495
7/8/2010,4.57,0.7,4.495
7/7/2010,4.57,0.7,4.495
7/6/2010,4.57,0.7,4.495
7/2/2010,4.57,0.7,4.495
7/1/2010,4.57,0.7,4.495
6/30/2010,4.58,0.7,4.505
6/29/2010,4.58,0.7,4.505
6/28/2010,4.58,0.7,4.505
6/25/2010,4.58,0.7,4.505
6/24/2010,4.58,0.7,4.505
6/23/2010,4.69,0.7,4.615
6/22/2010,4.69,0.7,4.615
6/21/2010,4.69,0.7,4.615
6/18/2010,4.69,0.7,4.615
6/17/2010,4.69,0.7,4.615
6/16/2010,4.75,0.7,4.675
6/15/2010,4.75,0.7,4.675
6/14/2010,4.75,0.7,4.675
6/11/2010,4.75,0.7,4.675
6/10/2010,4.75,0.7,4.675
6/9/2010,4.72,0.7,4.645
6/8/2010,4.72,0.7,4.645
6/7/2010,4.72,0.7,4.645
6/4/2010,4.72,0.7,4.645
6/3/2010,4.72,0.7,4.645
6/2/2010,4.79,0.8,4.74
6/1/2010,4.79,0.8,4.74
5/28/2010,4.79,0.8,4.74
5/27/2010,4.79,0.8,4.74
5/26/2010,4.78,0.7,4.705
5/25/2010,4.78,0.7,4.705
5/24/2010,4.78,0.7,4.705
5/21/2010,4.78,0.7,4.705
5/20/2010,4.78,0.7,4.705
5/19/2010,4.84,0.7,4.765
5/18/2010,4.84,0.7,4.765
5/17/2010,4.84,0.7,4.765
5/14/2010,4.84,0.7,4.765
5/13/2010,4.84,0.7,4.765
5/12/2010,4.93,0.7,4.855
5/11/2010,4.93,0.7,4.855
5/10/2010,4.93,0.7,4.855
5/7/2010,4.93,0.7,4.855
5/6/2010,4.93,0.7,4.855
5/5/2010,5,0.7,4.925
5/4/2010,5,0.7,4.925
5/3/2010,5,0.7,4.925
4/30/2010,5,0.7,4.925
4/29/2010,5,0.7,4.925
4/28/2010,5.06,0.7,4.985
4/27/2010,5.06,0.7,4.985
4/26/2010,5.06,0.7,4.985
4/23/2010,5.06,0.7,4.985
4/22/2010,5.06,0.7,4.985
4/21/2010,5.07,0.7,4.995
4/20/2010,5.07,0.7,4.995
4/19/2010,5.07,0.7,4.995
4/16/2010,5.07,0.7,4.995
4/15/2010,5.07,0.7,4.995
4/14/2010,5.07,0.6,4.97
4/13/2010,5.07,0.6,4.97
4/12/2010,5.07,0.6,4.97
4/9/2010,5.07,0.6,4.97
4/8/2010,5.07,0.6,4.97
4/7/2010,5.21,0.6,5.11
4/6/2010,5.21,0.6,5.11
4/5/2010,5.21,0.6,5.11
4/1/2010,5.21,0.6,5.11
3/31/2010,5.08,0.7,5.005
3/30/2010,5.08,0.7,5.005
3/29/2010,5.08,0.7,5.005
3/26/2010,5.08,0.7,5.005
3/25/2010,5.08,0.7,5.005
3/24/2010,4.99,0.6,4.89
3/23/2010,4.99,0.6,4.89
3/22/2010,4.99,0.6,4.89
3/19/2010,4.99,0.6,4.89
3/18/2010,4.99,0.6,4.89
3/17/2010,4.96,0.7,4.885
3/16/2010,4.96,0.7,4.885
3/15/2010,4.96,0.7,4.885
3/12/2010,4.96,0.7,4.885
3/11/2010,4.96,0.7,4.885
3/10/2010,4.95,0.7,4.875
3/9/2010,4.95,0.7,4.875
3/8/2010,4.95,0.7,4.875
3/5/2010,4.95,0.7,4.875
3/4/2010,4.95,0.7,4.875
3/3/2010,4.97,0.7,4.895
3/2/2010,4.97,0.7,4.895
3/1/2010,4.97,0.7,4.895
2/26/2010,4.97,0.7,4.895
2/25/2010,4.97,0.7,4.895
2/24/2010,5.05,0.7,4.975
2/23/2010,5.05,0.7,4.975
2/22/2010,5.05,0.7,4.975
2/19/2010,5.05,0.7,4.975
2/18/2010,5.05,0.7,4.975
2/17/2010,4.93,0.7,4.855
2/16/2010,4.93,0.7,4.855
2/12/2010,4.93,0.7,4.855
2/11/2010,4.93,0.7,4.855
2/10/2010,4.97,0.7,4.895
2/9/2010,4.97,0.7,4.895
2/8/2010,4.97,0.7,4.895
2/5/2010,4.97,0.7,4.895
2/4/2010,4.97,0.7,4.895
2/3/2010,5.01,0.7,4.935
2/2/2010,5.01,0.7,4.935
2/1/2010,5.01,0.7,4.935
1/29/2010,5.01,0.7,4.935
1/28/2010,5.01,0.7,4.935
1/27/2010,4.98,0.6,4.88
1/26/2010,4.98,0.6,4.88
1/25/2010,4.98,0.6,4.88
1/22/2010,4.98,0.6,4.88
1/21/2010,4.98,0.6,4.88
1/20/2010,4.99,0.7,4.915
1/19/2010,4.99,0.7,4.915
1/15/2010,4.99,0.7,4.915
1/14/2010,4.99,0.7,4.915
1/13/2010,5.06,0.7,4.985
1/12/2010,5.06,0.7,4.985
1/11/2010,5.06,0.7,4.985
1/8/2010,5.06,0.7,4.985
1/7/2010,5.06,0.7,4.985
1/6/2010,5.09,0.7,5.015
1/5/2010,5.09,0.7,5.015
1/4/2010,5.09,0.7,5.015
12/31/2009,5.09,0.7,5.015
12/30/2009,5.14,0.7,5.065
12/29/2009,5.14,0.7,5.065
12/28/2009,5.14,0.7,5.065
12/24/2009,5.14,0.7,5.065
12/23/2009,5.05,0.7,4.975
12/22/2009,5.05,0.7,4.975
12/21/2009,5.05,0.7,4.975
12/18/2009,5.05,0.7,4.975
12/17/2009,5.05,0.7,4.975
12/16/2009,4.94,0.7,4.865
12/15/2009,4.94,0.7,4.865
12/14/2009,4.94,0.7,4.865
12/11/2009,4.94,0.7,4.865
12/10/2009,4.94,0.7,4.865
12/9/2009,4.81,0.7,4.735
12/8/2009,4.81,0.7,4.735
12/7/2009,4.81,0.7,4.735
12/4/2009,4.81,0.7,4.735
12/3/2009,4.81,0.7,4.735
12/2/2009,4.71,0.7,4.635
12/1/2009,4.71,0.7,4.635
11/30/2009,4.71,0.7,4.635
11/27/2009,4.71,0.7,4.635
11/24/2009,4.78,0.7,4.705
11/23/2009,4.78,0.7,4.705
11/20/2009,4.78,0.7,4.705
11/19/2009,4.78,0.7,4.705
11/18/2009,4.83,0.7,4.755
11/18/2009,4.78,0.7,4.705
11/17/2009,4.83,0.7,4.755
11/16/2009,4.83,0.7,4.755
11/13/2009,4.83,0.7,4.755
11/12/2009,4.83,0.7,4.755
11/10/2009,4.91,0.7,4.835
11/9/2009,4.91,0.7,4.835
11/6/2009,4.91,0.7,4.835
11/5/2009,4.91,0.7,4.835
11/4/2009,4.98,0.7,4.905
11/3/2009,4.98,0.7,4.905
11/2/2009,4.98,0.7,4.905
10/30/2009,4.98,0.7,4.905
10/29/2009,4.98,0.7,4.905
10/28/2009,5.03,0.7,4.955
10/27/2009,5.03,0.7,4.955
10/26/2009,5.03,0.7,4.955
10/23/2009,5.03,0.7,4.955
10/22/2009,5.03,0.7,4.955
10/21/2009,5,0.7,4.925
10/20/2009,5,0.7,4.925
10/19/2009,5,0.7,4.925
10/16/2009,5,0.7,4.925
10/15/2009,5,0.7,4.925
10/14/2009,4.92,0.7,4.845
10/13/2009,4.92,0.7,4.845
10/9/2009,4.92,0.7,4.845
10/8/2009,4.92,0.7,4.845
10/7/2009,4.87,0.7,4.795
10/6/2009,4.87,0.7,4.795
10/5/2009,4.87,0.7,4.795
10/2/2009,4.87,0.7,4.795
10/1/2009,4.87,0.7,4.795
9/30/2009,4.94,0.7,4.865
9/29/2009,4.94,0.7,4.865
9/28/2009,4.94,0.7,4.865
9/25/2009,4.94,0.7,4.865
9/24/2009,4.94,0.7,4.865
9/23/2009,5.04,0.6,4.94
9/22/2009,5.04,0.6,4.94
9/21/2009,5.04,0.6,4.94
9/18/2009,5.04,0.6,4.94
9/17/2009,5.04,0.6,4.94
9/16/2009,5.04,0.7,4.965
9/15/2009,5.04,0.7,4.965
9/14/2009,5.04,0.7,4.965
9/11/2009,5.04,0.7,4.965
9/10/2009,5.04,0.7,4.965
9/9/2009,5.07,0.7,4.995
9/8/2009,5.07,0.7,4.995
9/4/2009,5.07,0.7,4.995
9/3/2009,5.07,0.7,4.995
9/2/2009,5.08,0.7,5.005
9/1/2009,5.08,0.7,5.005
8/31/2009,5.08,0.7,5.005
8/28/2009,5.08,0.7,5.005
8/27/2009,5.08,0.7,5.005
8/26/2009,5.14,0.7,5.065
8/25/2009,5.14,0.7,5.065
8/24/2009,5.14,0.7,5.065
8/21/2009,5.14,0.7,5.065
8/20/2009,5.14,0.7,5.065
8/19/2009,5.12,0.7,5.045
8/18/2009,5.12,0.7,5.045
8/17/2009,5.12,0.7,5.045
8/14/2009,5.12,0.7,5.045
8/13/2009,5.12,0.7,5.045
8/12/2009,5.29,0.7,5.215
8/11/2009,5.29,0.7,5.215
8/10/2009,5.29,0.7,5.215
8/7/2009,5.29,0.7,5.215
8/6/2009,5.29,0.7,5.215
8/5/2009,5.22,0.6,5.12
8/4/2009,5.22,0.6,5.12
8/3/2009,5.22,0.6,5.12
7/31/2009,5.22,0.6,5.12
7/30/2009,5.22,0.6,5.12
7/29/2009,5.25,0.7,5.175
7/28/2009,5.25,0.7,5.175
7/27/2009,5.25,0.7,5.175
7/24/2009,5.25,0.7,5.175
7/23/2009,5.25,0.7,5.175
7/22/2009,5.2,0.7,5.125
7/21/2009,5.2,0.7,5.125
7/20/2009,5.2,0.7,5.125
7/17/2009,5.2,0.7,5.125
7/16/2009,5.2,0.7,5.125
7/15/2009,5.14,0.7,5.065
7/14/2009,5.14,0.7,5.065
7/13/2009,5.14,0.7,5.065
7/10/2009,5.14,0.7,5.065
7/9/2009,5.14,0.7,5.065
7/8/2009,5.2,0.7,5.125
7/7/2009,5.2,0.7,5.125
7/6/2009,5.2,0.7,5.125
7/2/2009,5.2,0.7,5.125
7/1/2009,5.32,0.7,5.245
6/30/2009,5.32,0.7,5.245
6/29/2009,5.32,0.7,5.245
6/26/2009,5.32,0.7,5.245
6/25/2009,5.32,0.7,5.245
6/24/2009,5.42,0.7,5.345
6/23/2009,5.42,0.7,5.345
6/22/2009,5.42,0.7,5.345
6/19/2009,5.42,0.7,5.345
6/18/2009,5.42,0.7,5.345
6/17/2009,5.38,0.7,5.305
6/16/2009,5.38,0.7,5.305
6/15/2009,5.38,0.7,5.305
6/12/2009,5.38,0.7,5.305
6/11/2009,5.38,0.7,5.305
6/10/2009,5.59,0.7,5.515
6/9/2009,5.59,0.7,5.515
6/8/2009,5.59,0.7,5.515
6/5/2009,5.59,0.7,5.515
6/4/2009,5.59,0.7,5.515
6/3/2009,5.29,0.7,5.215
6/2/2009,5.29,0.7,5.215
6/1/2009,5.29,0.7,5.215
5/29/2009,5.29,0.7,5.215
5/28/2009,5.29,0.7,5.215
5/27/2009,4.91,0.7,4.835
5/26/2009,4.91,0.7,4.835
5/22/2009,4.91,0.7,4.835
5/21/2009,4.91,0.7,4.835
5/20/2009,4.82,0.7,4.745
5/19/2009,4.82,0.7,4.745
5/18/2009,4.82,0.7,4.745
5/15/2009,4.82,0.7,4.745
5/14/2009,4.82,0.7,4.745
5/13/2009,4.86,0.6,4.76
5/12/2009,4.86,0.6,4.76
5/11/2009,4.86,0.6,4.76
5/8/2009,4.86,0.6,4.76
5/7/2009,4.86,0.6,4.76
5/6/2009,4.84,0.7,4.765
5/5/2009,4.84,0.7,4.765
5/4/2009,4.84,0.7,4.765
5/1/2009,4.84,0.7,4.765
4/30/2009,4.84,0.7,4.765
4/29/2009,4.78,0.7,4.705
4/28/2009,4.78,0.7,4.705
4/27/2009,4.78,0.7,4.705
4/24/2009,4.78,0.7,4.705
4/23/2009,4.78,0.7,4.705
4/22/2009,4.8,0.7,4.725
4/21/2009,4.8,0.7,4.725
4/20/2009,4.8,0.7,4.725
4/17/2009,4.8,0.7,4.725
4/16/2009,4.8,0.7,4.725
4/15/2009,4.82,0.6,4.72
4/14/2009,4.82,0.6,4.72
4/13/2009,4.82,0.6,4.72
4/9/2009,4.82,0.6,4.72
4/8/2009,4.87,0.7,4.795
4/7/2009,4.87,0.7,4.795
4/6/2009,4.87,0.7,4.795
4/3/2009,4.87,0.7,4.795
4/2/2009,4.87,0.7,4.795
4/1/2009,4.78,0.7,4.705
3/31/2009,4.78,0.7,4.705
3/30/2009,4.78,0.7,4.705
3/27/2009,4.78,0.7,4.705
3/26/2009,4.78,0.7,4.705
3/25/2009,4.85,0.7,4.775
3/24/2009,4.85,0.7,4.775
3/23/2009,4.85,0.7,4.775
3/20/2009,4.85,0.7,4.775
3/19/2009,4.85,0.7,4.775
3/18/2009,4.98,0.7,4.905
3/17/2009,4.98,0.7,4.905
3/16/2009,4.98,0.7,4.905
3/13/2009,4.98,0.7,4.905
3/12/2009,4.98,0.7,4.905
3/11/2009,5.03,0.7,4.955
3/10/2009,5.03,0.7,4.955
3/9/2009,5.03,0.7,4.955
3/6/2009,5.03,0.7,4.955
3/5/2009,5.03,0.7,4.955
3/4/2009,5.15,0.7,5.075
3/3/2009,5.15,0.7,5.075
3/2/2009,5.15,0.7,5.075
2/27/2009,5.15,0.7,5.075
2/26/2009,5.15,0.7,5.075
2/25/2009,5.07,0.7,4.995
2/24/2009,5.07,0.7,4.995
2/23/2009,5.07,0.7,4.995
2/20/2009,5.07,0.7,4.995
2/19/2009,5.07,0.7,4.995
2/18/2009,5.04,0.7,4.965
2/17/2009,5.04,0.7,4.965
2/13/2009,5.04,0.7,4.965
2/12/2009,5.04,0.7,4.965
2/11/2009,5.16,0.7,5.085
2/10/2009,5.16,0.7,5.085
2/9/2009,5.16,0.7,5.085
2/6/2009,5.16,0.7,5.085
2/5/2009,5.16,0.7,5.085
2/4/2009,5.25,0.8,5.2
2/3/2009,5.25,0.8,5.2
2/2/2009,5.25,0.8,5.2
