yyyymm01, Day Count, Normalized Month
20790201, 19, 0.9087
20790301, 23, 1.1000
20790401, 20, 0.9565
20790501, 22, 1.0521
20790601, 22, 1.0521
20790701, 20, 0.9565
20790801, 23, 1.1000
20790901, 20, 0.9565
20791001, 21, 1.0043
20791101, 20, 0.9565
20791201, 20, 0.9565
20800101, 21, 1.0043
20800201, 20, 0.9565
20800301, 21, 1.0043
20800401, 22, 1.0521
20800501, 22, 1.0521
20800601, 20, 0.9565
20800701, 22, 1.0521
20800801, 22, 1.0521
20800901, 20, 0.9565
20801001, 22, 1.0521
20801101, 19, 0.9087
20801201, 21, 1.0043
20810101, 21, 1.0043
20810201, 19, 0.9087
20810301, 21, 1.0043
20810401, 22, 1.0521
20810501, 21, 1.0043
20810601, 21, 1.0043
20810701, 22, 1.0521
20810801, 21, 1.0043
20810901, 21, 1.0043
20811001, 22, 1.0521
20811101, 18, 0.8608
20811201, 22, 1.0521
20820101, 20, 0.9565
20820201, 19, 0.9087
20820301, 22, 1.0521
20820401, 22, 1.0521
20820501, 20, 0.9565
20820601, 22, 1.0521
20820701, 22, 1.0521
20820801, 21, 1.0043
20820901, 21, 1.0043
20821001, 21, 1.0043
20821101, 19, 0.9087
20821201, 22, 1.0521
20830101, 19, 0.9087
20830201, 19, 0.9087
20830301, 23, 1.1000
20830401, 22, 1.0521
20830501, 20, 0.9565
20830601, 22, 1.0521
20830701, 21, 1.0043
20830801, 22, 1.0521
20830901, 21, 1.0043
20831001, 20, 0.9565
20831101, 20, 0.9565
20831201, 21, 1.0043
20840101, 20, 0.9565
20840201, 20, 0.9565
20840301, 23, 1.1000
20840401, 20, 0.9565
20840501, 22, 1.0521
20840601, 22, 1.0521
20840701, 20, 0.9565
20840801, 23, 1.1000
20840901, 20, 0.9565
20841001, 21, 1.0043
20841101, 20, 0.9565
20841201, 20, 0.9565
20850101, 21, 1.0043
20850201, 19, 0.9087
20850301, 22, 1.0521
20850401, 21, 1.0043
20850501, 22, 1.0521
20850601, 21, 1.0043
20850701, 21, 1.0043
20850801, 23, 1.1000
20850901, 19, 0.9087
20851001, 22, 1.0521
20851101, 20, 0.9565
20851201, 20, 0.9565
20860101, 21, 1.0043
20860201, 19, 0.9087
20860301, 21, 1.0043
20860401, 22, 1.0521
20860501, 22, 1.0521
20860601, 20, 0.9565
20860701, 22, 1.0521
20860801, 22, 1.0521
20860901, 20, 0.9565
20861001, 22, 1.0521
20861101, 19, 0.9087
20861201, 21, 1.0043
20870101, 21, 1.0043
20870201, 19, 0.9087
20870301, 21, 1.0043
20870401, 22, 1.0521
20870501, 21, 1.0043
20870601, 21, 1.0043
20870701, 22, 1.0521
20870801, 21, 1.0043
20870901, 21, 1.0043
20871001, 22, 1.0521
20871101, 18, 0.8608
20871201, 22, 1.0521
20880101, 20, 0.9565
20880201, 19, 0.9087
20880301, 23, 1.1000
20880401, 22, 1.0521
20880501, 20, 0.9565
20880601, 22, 1.0521
20880701, 21, 1.0043
20880801, 22, 1.0521
20880901, 21, 1.0043
20881001, 20, 0.9565
20881101, 20, 0.9565
20881201, 21, 1.0043
20890101, 20, 0.9565
20890201, 19, 0.9087
20890301, 23, 1.1000
20890401, 21, 1.0043
20890501, 21, 1.0043
20890601, 22, 1.0521
20890701, 20, 0.9565
20890801, 23, 1.1000
20890901, 21, 1.0043
20891001, 20, 0.9565
20891101, 20, 0.9565
20891201, 21, 1.0043
20900101, 20, 0.9565
20900201, 19, 0.9087
20900301, 23, 1.1000
20900401, 20, 0.9565
20900501, 22, 1.0521
20900601, 22, 1.0521
20900701, 20, 0.9565
20900801, 23, 1.1000
20900901, 20, 0.9565
20901001, 21, 1.0043
20901101, 20, 0.9565
20901201, 20, 0.9565
20910101, 21, 1.0043
20910201, 19, 0.9087
20910301, 22, 1.0521
20910401, 21, 1.0043
20910501, 22, 1.0521
20910601, 21, 1.0043
20910701, 21, 1.0043
20910801, 23, 1.1000
20910901, 19, 0.9087
20911001, 22, 1.0521
20911101, 20, 0.9565
20911201, 20, 0.9565
20920101, 21, 1.0043
20920201, 20, 0.9565
20920301, 21, 1.0043
20920401, 22, 1.0521
20920501, 21, 1.0043
20920601, 21, 1.0043
20920701, 22, 1.0521
20920801, 21, 1.0043
20920901, 21, 1.0043
20921001, 22, 1.0521
20921101, 18, 0.8608
20921201, 22, 1.0521
20930101, 20, 0.9565
20930201, 19, 0.9087
20930301, 22, 1.0521
20930401, 22, 1.0521
20930501, 20, 0.9565
20930601, 22, 1.0521
20930701, 22, 1.0521
20930801, 21, 1.0043
20930901, 21, 1.0043
20931001, 21, 1.0043
20931101, 19, 0.9087
20931201, 22, 1.0521
20940101, 19, 0.9087
20940201, 19, 0.9087
20940301, 23, 1.1000
20940401, 22, 1.0521
20940501, 20, 0.9565
20940601, 22, 1.0521
20940701, 21, 1.0043
20940801, 22, 1.0521
20940901, 21, 1.0043
20941001, 20, 0.9565
20941101, 20, 0.9565
20941201, 21, 1.0043
20950101, 20, 0.9565
20950201, 19, 0.9087
20950301, 23, 1.1000
20950401, 21, 1.0043
20950501, 21, 1.0043
20950601, 22, 1.0521
20950701, 20, 0.9565
20950801, 23, 1.1000
20950901, 21, 1.0043
20951001, 20, 0.9565
20951101, 20, 0.9565
20951201, 21, 1.0043
20960101, 20, 0.9565
20960201, 20, 0.9565
20960301, 22, 1.0521
20960401, 21, 1.0043
20960501, 22, 1.0521
20960601, 21, 1.0043
20960701, 21, 1.0043
20960801, 23, 1.1000
20960901, 19, 0.9087
20961001, 22, 1.0521
20961101, 20, 0.9565
20961201, 20, 0.9565
20970101, 21, 1.0043
20970201, 19, 0.9087
20970301, 21, 1.0043
20970401, 22, 1.0521
20970501, 22, 1.0521
20970601, 20, 0.9565
20970701, 22, 1.0521
20970801, 22, 1.0521
20970901, 20, 0.9565
20971001, 22, 1.0521
20971101, 19, 0.9087
20971201, 21, 1.0043
20980101, 21, 1.0043
20980201, 19, 0.9087
20980301, 21, 1.0043
20980401, 22, 1.0521
20980501, 21, 1.0043
20980601, 21, 1.0043
20980701, 22, 1.0521
20980801, 21, 1.0043
20980901, 21, 1.0043
20981001, 22, 1.0521
20981101, 18, 0.8608
20981201, 22, 1.0521
20990101, 20, 0.9565
20990201, 19, 0.9087
20990301, 22, 1.0521
20990401, 22, 1.0521
20990501, 20, 0.9565
20990601, 22, 1.0521
20990701, 22, 1.0521
20990801, 21, 1.0043
20990901, 21, 1.0043
20991001, 21, 1.0043
20991101, 19, 0.9087
