"","grp","x","actual.smm","model.smm","actual.cpr","model.cpr","ratio","track.err","curt.smm","dflt.smm","cout.smm","turn.smm","refi.smm","pct_inv","pct_2nd","pct_owner","pct_purchase","pct_REFI_NCO","pct_REFI_CO","pct_REFI_Other","pct_REFI","pct_dq","incentive","burnout","refi_elig_pct","cltv","wacls","acls","wala","wam","wac","fico","pct_HARPed","pct_tpo","cai","media_effect","sato","hpa_annual","hpa_cum","turn_cai_mult","turn_hpa_annual_mult","turn_wala_mult","turn_incentive_mult","turn_cltv_mult","turn_acls_mult","turn_fico_mult","turn_tax_mult","turn_sato_mult","turn_pct_HARPed_mult","turn_HARP_eligible_mult","turn_pct_purchase_mult","turn_pct_inv_mult","turn_pct_second_lien_mult","bal","std","n"
"11",10,150,1.5098351316974,1.31062630584091,16.6866930418462,14.6419049766161,1.15199513772057,-0.199208825856496,0.0731225971363033,0.0593379104267254,0,0.46899009332209,0.709175704955789,0,8.18025022857239,91.8197497714276,30.4215365999418,36.6595940659789,32.9188693340793,0,69.5784634000583,1.88535724604479,135.97801162616,10034.8287997307,100,57.3758059304885,230.015512305218,228.614638078573,92.0637695943179,256.040427998923,5.19245092123717,776.238326685926,16.6441582032737,38.3606331460899,173.998605118952,31.6201808196398,14.3391247390686,0.565064092298978,4.44333803524592,0.9,0.89358550325343,1.26297770675963,1.287,1.00612644130258,0.940199778958501,0.847126030073025,1,1.06305811330394,1,1,0.909547997579924,1,1.00867388236634,3114868156.6,0.110523879443476,4372
"12",20,-100,0.0555,0.48820651388438,0.663970791292878,5.70370212986243,0.113681400025613,0.43270651388438,0.055005150462963,0.017672367118996,0,0.415528996302421,0,0,0,100,0,100,0,0,100,0.7,-100,0,100,57.6,357.4,357.4,63,290,3.1,785,0,100,179.2,20.9,-50,3.45,19.4914,0.9,1.20878827323718,1.2543515625,1.045,1.00670010199031,0.797857784025293,0.83,1,0.95,1,1,0.87,1,1.28,357494.7,NA,1
"13",20,-75,0.54486384972438,0.514870110070996,6.34594304308482,6.00644933454181,1.05825496385729,-0.0299937396533844,0.0537079685468489,0.00751725762997016,0,0.453644883894177,0,0,5.05493202972493,94.9450679702751,31.9299502653242,49.7487988854884,18.3212508491874,0,68.0700497346758,0.283477784278283,-83.4427470349942,16.8190187717879,100,52.0300724620407,278.789882586654,276.971667544175,56.4159491190109,294.050555517721,3.27185556283133,781.945056124758,1.22427537845339,63.5008538907926,175.055632557278,20.7517958868458,-39.5502905684972,3.25746331156906,16.2066114343885,0.9,1.1873668405564,1.24598960621214,1.13271077937639,1.00678291008014,0.881620028469998,0.836001654228629,1,0.96964518144648,1,1,0.911508935344921,1,1.00172144734653,7076152163.8,0.0737294509868823,3239
"14",20,-50,0.576163613160182,0.579293670946734,6.69902058134834,6.73426205741883,0.99459676854153,0.00313005778655202,0.0531607790276006,0.00742413572289637,0,0.518708756196237,0,0,4.64566081542614,95.3543391845739,28.3558636179663,51.651257935683,19.9928784463507,0,71.6441363820337,0.275239154281032,-60.0246698809754,53.4032171754613,100,52.1116511638317,278.228045231703,276.34102135783,55.0489012877939,295.232265611547,3.37437386563345,781.867508462728,1.97257984323036,64.8358109028581,173.288774315277,25.6066280731337,-30.31305494227,3.32849060430933,16.1822947548154,0.9,1.19474323390279,1.2447185103072,1.26401535247747,1.00676553031624,0.882303710898753,0.836183915788084,1,0.988318341638434,1,1,0.906862622703356,1,1.0044534120418,31229691855.3,0.0654096816689723,9167
"15",20,-25,0.622900815202224,0.619657613614541,7.2239695732317,7.18762976628237,1.00523386062953,-0.00324320158768275,0.0537356933485144,0.00759770972289324,0.00983680233569787,0.542431859038091,0.00605554916934482,0,4.976817163245,95.023182836755,29.375551954946,50.2287560314178,20.3956920136362,0,70.624448045054,0.281548902662159,-36.8427547034339,156.143766328107,100,52.1883507025787,275.35775120769,273.477555793595,55.9731689534429,294.055458229847,3.49568096912,781.740502600756,3.51483592158947,60.17690002714,173.9940479071,29.8215071525824,-23.3140472163304,3.32190421184113,16.4411433491212,0.9,1.1938582042834,1.24592406493544,1.287,1.00676304497262,0.885502325492234,0.836434844075236,1,1.00322964977674,1,1,0.90818821754143,1,1.00538036472831,62639562118.6,0.0711519545723088,18927
"16",20,0,0.667123033904538,0.698560908014032,7.71817624000018,8.06804223734149,0.954996230466331,0.0314378741094938,0.0549072780733935,0.00878821597998497,0.0256225008003161,0.549332746474299,0.0599101666860385,0,5.39237336411805,94.607626635882,26.3296864571768,51.021995063769,22.6483184790543,0,73.6703135428233,0.324448428335997,-13.6376934120577,550.964847317616,100,52.5119548752821,267.833524490935,265.996796964498,57.7764053920173,291.521774525333,3.70545590085846,781.046958003511,7.55391153504517,51.0116363932409,173.895181862878,30.6323129583386,-13.8865230879008,3.20947416555014,16.3426573515824,0.9,1.18180670062357,1.24792494843768,1.287,1.00675737906566,0.894088844561242,0.837745587259421,1,1.02249082660617,1,1,0.90422859239433,1,1.00907627689126,57368676629.2,0.075244187669409,26251
"17",20,25,0.803302101827815,0.820313150111678,9.22493156739332,9.41155755292343,0.979262738526687,0.0170110482838626,0.0577353915233981,0.0115238496602231,0.028407330260185,0.548556542544056,0.174090036123815,0,6.01867033688188,93.9813296631181,27.4292942725327,49.9880839035836,22.5826218238837,0,72.5707057274673,0.425656533840919,11.4868208438026,1379.96448204539,100,52.2569215235557,259.476947114177,257.719085744918,62.68094850225,285.717712369542,3.94495639252629,780.438042778771,11.7798897962142,47.6596048982961,174.419839364999,30.7364448054195,-10.2683597581045,3.00743240326614,16.4624709597008,0.9,1.15736632800706,1.25236083691356,1.287,1.00677891158138,0.903993199352285,0.838912389938953,1,1.0271008733708,1,1,0.905658082554292,1,1.01009564077784,35447074296.9,0.079912371286009,23445
"18",20,50,0.975623781164652,0.939575972324195,11.0992583291647,10.7101297761291,1.03836603947128,-0.0360478088404569,0.0615796132820814,0.0169438913352887,0.0284071464158431,0.53175686140453,0.300888459886451,0,6.23453753478806,93.7654624652119,29.729177543345,47.5458626738551,22.7249597827999,0,70.270822456655,0.615622610283447,37.1848330575214,2896.34480205438,100,52.0450154232502,247.918067709649,246.231043654975,69.7423775759119,278.1739999036,4.25519462312321,780.149174517764,16.4173633507303,47.8968992996836,174.074852557585,29.0903647188063,-13.7998632985569,2.68970526433079,16.081010288962,0.9,1.11494936483648,1.25548038634565,1.287,1.00677787887386,0.917921178847977,0.839449198862936,1,1.01909405360861,1,1,0.908647930806349,1,1.01233306243315,22382813009.2,0.0828084233697555,19129
"19",20,75,1.01587923956547,1.0741947399019,11.5319698898959,12.1553878822673,0.945712357200935,0.0583155003364293,0.065578500864463,0.022471054539224,0.0294361894063011,0.51958781423632,0.437121180855592,0,6.54612746298929,93.4538725370107,31.1671304225164,45.1766740468872,23.6561955305964,0,68.8328695774835,0.792076079425081,62.5911722048246,4562.28567141882,100,51.6416519138252,240.815269564931,239.190591784984,77.2562833722378,270.455093630051,4.495043420165,779.598484066527,16.6496434799073,46.5784243599598,174.158497591637,29.4898527960891,-14.6452485850174,2.42573483888528,16.0152964883662,0.9,1.07834328868159,1.25820738970474,1.287,1.00680108755555,0.926966876681883,0.840496052008828,1,1.01849072514475,1,1,0.910517269549271,1,1.01375831823472,19549557605.4,0.0923763356616482,18918
"20",20,100,1.242299937499,1.32648181344411,13.9300388896041,14.8063239742254,0.936537482013015,0.084181875945105,0.0692620548635412,0.0305140970504818,0.0291036056538933,0.525645937721677,0.671956118154516,0,6.70415984987281,93.2958401501272,28.0301809047147,44.6498711167596,27.3199479785257,0,71.9698190952853,1.02894723635333,87.5153619827873,6444.51557533865,100,51.2815352801368,233.781257681397,232.209860249853,83.6191918247677,263.602512482339,4.73814787705356,778.707012166601,14.6800729077302,45.4856515147688,173.394696218887,29.5225783874402,-11.1575648919261,2.18756720390732,15.7862146059187,0.9,1.04499440211075,1.26054347178611,1.287,1.0068403768316,0.936423191197452,0.842311806989519,1,1.02587500071298,1,1,0.906439235176129,1,1.01705069232485,19254654924.8,0.0965344051464697,17690
"21",20,125,1.38042048845201,1.38313484907209,15.3634878767874,15.3914376096297,0.998037530019645,0.00271436062008744,0.0718110828392766,0.0368115414332001,0.0308207508667447,0.524843605657635,0.718847868275238,0,7.43733861369877,92.5626613863012,26.0894177855811,44.1089348487178,29.8016473657011,0,73.9105822144189,1.21899995657702,110.478206483905,8015.40947751702,100,51.1953958892791,230.229696513728,228.719055574712,89.1478301788529,258.353549638995,4.90527290960037,777.901351305315,15.2077584631827,42.9609588646363,174.07989412646,31.7846805341685,-5.31372703586621,2.03440402795309,15.9742296463907,0.9,1.02400634294255,1.26255658648779,1.287,1.00688024155477,0.941334744506739,0.843878328293872,1,1.03683650295206,1,1,0.903916243121255,1,1.01829264430576,13338806693.2,0.102240402831726,13088
"22",20,150,1.66089409336352,1.39787908320461,18.2072020477762,15.5431110352421,1.18815290486782,-0.263015010158907,0.0727812999201142,0.0516009654015004,0.0307530065186224,0.544260513519134,0.698483297845241,0,8.13931710469307,91.8606828953069,26.2424423311533,40.4786472617617,33.2789104070851,0,73.7575576688467,1.69625710679593,136.066253067106,10168.7833046058,100,52.3011318475765,225.264851834838,223.832443625633,91.2757771628731,256.463144880647,5.16350205395006,776.295044641854,16.7962876893134,37.365594874517,173.917742985743,31.6037426771586,13.0076652919417,1.97182916358263,15.9503755597583,0.9,1.01480254683149,1.26288886323501,1.287,1.0068449598465,0.947564029799001,0.846961661708867,1,1.0615819991223,1,1,0.904115175030499,1,1.02135677284016,5298699828.9,0.100878805907802,6203
"23",30,-75,0.577522619082573,0.566113196901572,6.71432319564231,6.58577990545235,1.0201539590376,-0.011409422181001,0.055815731778749,0.00798306507960191,0,0.502314400043221,0,0,5.33337138060545,94.6666286193946,25.3128351800763,56.9256034951194,17.7615613248044,0,74.6871648199238,0.324180511609278,-83.9303205484465,41.2509498947442,100,40.8134080272009,278.890157625238,277.042137919767,60.0882398796124,289.350925612394,3.33161041056512,783.075629906892,1.62653446366146,60.6140715715394,177.351159220869,17.9780617998844,-33.4371820357968,7.28181639362112,42.9068975692755,0.9,1.2866053014627,1.25070567861354,1.12962995552962,1.00722822500249,0.88211135068229,0.833839345742529,1,0.982613651058161,1,1,0.902906685734099,1,1.00394314709734,32787531512.6,0.069091717778156,5584
"24",30,-50,0.615578655861592,0.612584316366159,7.14190685564129,7.10832878796447,1.0048880446584,-0.00299433949543356,0.0542718654218712,0.00745538792191123,0,0.550857063022376,0,0,5.37519727191453,94.6248027280855,23.9632763025045,57.8878998836193,18.1488238138763,0,76.0367236974955,0.29733506603711,-60.3650229944622,93.5121783072372,100,41.1365011814384,280.436016306944,278.549727390711,56.9763425887497,292.780366350717,3.39684814575326,782.959161851874,2.42934642273806,60.6962191194331,174.536052430035,24.2111676395809,-28.0471001224396,7.68890328585661,42.6352477279309,0.9,1.28823114212239,1.24704889960669,1.26203047540372,1.00721956127594,0.880302187806375,0.834078378241115,1,0.99301918187994,1,1,0.901152259193256,1,1.0042273588807,118134836845.5,0.0732305157663273,15221
"25",30,-25,0.700866029634742,0.661186227692032,8.09364758102758,7.65196983003239,1.0600130496989,-0.0396798019427098,0.0544255800611381,0.00728832090533682,0.0145367995674342,0.578625603278472,0.00630992387965121,0,5.67759774068731,94.3224022593127,25.1602554795033,56.0181568680626,18.821587652434,0,74.8397445204967,0.288242714241478,-36.7772953268874,229.863328590098,100,41.369635564938,276.582901273863,274.672264477295,57.3415163287111,292.479355491225,3.51569615136058,782.749352288658,3.60088710069265,58.0994746151888,174.563829192078,28.6556359481321,-21.6536962861717,7.80018936797269,43.6778773307417,0.9,1.28846253506912,1.24743849640102,1.287,1.00721397957383,0.884594492894482,0.834491899043067,1,1.00664897591769,1,1,0.902708332123354,1,1.00499163576275,256024862501.8,0.0762173308244724,32484
"26",30,0,0.791953031256266,0.754825160044416,9.10022646828897,8.69116241790308,1.04918737898147,-0.0371278712118501,0.0555149307049701,0.00821948342555017,0.0376596559872842,0.591659077096427,0.0617720128301846,0,5.92688457358602,94.073115426414,24.2793508347425,55.6252011580919,20.0954480071657,0,75.7206491652575,0.321256485659468,-13.1670902011619,645.408217111795,100,41.585892439977,269.027735939968,267.114732118442,59.3887683507906,290.211112209018,3.7109655806986,782.559018518403,6.76357743292701,50.7336341374626,174.33906575031,30.0967044149659,-14.5305196363981,7.69645322411233,44.7620038708057,0.9,1.2873480615539,1.2495517092404,1.287,1.00720854357841,0.893191805941931,0.834837551532498,1,1.02083183251553,1,1,0.901563156085165,1,1.00810416759396,268942051345.8,0.0762875689592238,49714
"27",30,25,0.899531132023292,0.883498096637917,10.2760239243971,10.1016762014622,1.01814722119537,-0.0160330353853755,0.0583820026352554,0.0100482420360356,0.0407090301835902,0.601407466555462,0.172951355227573,0,6.16534063328096,93.834659366719,25.0078908090239,54.7173043553672,20.2748048356089,0,74.9921091909761,0.387059003223142,11.3362128936485,1434.52162311891,100,41.2260027146698,260.383774214131,258.491865787656,64.5928117236762,284.233048453105,3.92528554809631,782.559616992112,10.4000484534692,48.443253012496,174.75086060515,31.0356811250412,-13.2149137940677,7.30595031351209,46.4521883342876,0.9,1.28414896542402,1.2545794608729,1.287,1.00721777514383,0.903415900327906,0.834824259228248,1,1.02180797101124,1,1,0.902510258051731,1,1.00972027481291,198964096424.5,0.082018108494861,47726
"28",30,50,1.06866119554949,1.02878731070967,12.096405298709,11.6703112236432,1.03875814215896,-0.0398738848398194,0.0619228764104362,0.0153131377229151,0.0440046947458969,0.608254192969636,0.299292408860783,0,6.81185632342832,93.1881436765717,27.3281117661403,51.1485979732394,21.5232902606203,0,72.6718882338597,0.580299130619285,36.966451240574,2929.80235849914,100,41.4028607049711,249.96823435058,248.114499268066,71.1186564840446,277.343092108499,4.22353786027241,781.669310129165,16.548574508352,47.700416965297,174.705751017389,29.7455244673188,-12.7794485961431,6.60417736204487,45.8235290807403,0.9,1.27799526130811,1.25744779886569,1.287,1.00721256647826,0.916107301017855,0.836559640123845,1,1.02164748344427,1,1,0.905526545295982,1,1.01103412551654,116705262936.3,0.0850465566577038,39346
"29",30,75,1.23519747466323,1.16441613491125,13.8557296790307,13.1119628965609,1.06078697952547,-0.0707813397519755,0.0651232552061627,0.0207021754794586,0.0463396207474793,0.610631832685593,0.421619250792557,0,7.08059978326734,92.9194002167327,27.8017339836281,50.1782861269639,22.019979889408,0,72.1982660163719,0.769046928700417,61.659819332867,4503.69840332056,100,40.9863937854204,243.665423423852,241.854049495464,76.7862842094826,271.129600532562,4.45096342000534,781.035831686829,20.1543195504523,45.1759737392514,174.812283397368,30.2810058041824,-11.6294818800857,6.11643629245778,45.901058591794,0.9,1.27253072357575,1.25938907628597,1.287,1.00722255876257,0.924131275939022,0.837796366993386,1,1.02443246417688,1,1,0.906142254178717,1,1.01227925554484,89096621119.7,0.0924323365726902,38229
"30",30,100,1.41874214344476,1.44714373088389,15.7573027854429,16.0480889338674,0.980374038298336,0.0284015874391303,0.0678709685618769,0.028221635215831,0.0479211842121884,0.630556042098621,0.672573900795369,0,8.13910950943679,91.8608904905632,29.7441281731717,46.2730716457816,23.9828001810467,0,70.2558718268283,1.00881841672495,87.4685220289764,6449.66349339878,100,40.6201613792083,239.216373985953,237.453991435441,81.6531343900921,265.986904105404,4.7182648538163,779.878835458091,18.8860039845133,45.8306813634773,174.03971604772,29.9438414041684,-9.12483365491917,5.80120463550133,46.3306179801913,0.9,1.26923100360612,1.26073367836337,1.287,1.00723291891401,0.930110238320541,0.840073649733896,1,1.02940207985038,1,1,0.908667366625123,1,1.01335644611555,73568162678.7,0.0931954205736917,34630
"31",30,125,1.49863381183981,1.51340447037377,16.5729188838122,16.7229176711325,0.99024011173278,0.0147706585339587,0.0703909346075607,0.0341411814021685,0.0484569198466175,0.63876682707839,0.721648607439036,0,8.80182658929219,91.1981734107078,28.6482548421826,45.7848945518808,25.5668506059366,0,71.3517451578174,1.19808497634402,110.096651934773,7927.35061736291,100,40.3456304960376,235.320639471826,233.596137238161,86.591524298922,261.015079911557,4.87820031739278,778.921962557165,19.2161529970382,44.6282128829972,174.505794826163,32.3657842173963,-5.09912752857621,5.51166127663794,47.256509909802,0.9,1.26470831629144,1.26242358306785,1.287,1.00724155451538,0.935211488246756,0.841956392324933,1,1.03701869804121,1,1,0.907242731294837,1,1.01535754538159,51508928034.5,0.0949053699545604,26334
"32",30,150,1.75392410396922,1.53012185245043,19.1309100597523,16.8923875346486,1.14626433258264,-0.223802251518781,0.072078936769482,0.0499995663837497,0.0484883274849283,0.664482134624128,0.695072887188147,0,10.2461771972923,89.7538228027077,27.9327341328483,44.4547534746456,27.6125123925061,0,72.0672658671517,1.73048821133034,135.898663946275,10118.8542143519,100,41.0849362191245,230.894068063632,229.224979313972,90.0089735552475,257.806290724264,5.14199013936393,777.409771458595,22.6995556243564,37.4401824033801,174.293177858782,31.9815735823015,12.3163311876999,5.22215673181481,46.7399775557061,0.9,1.26120318118201,1.26282501473489,1.287,1.0072228376787,0.940709282799968,0.844851275689161,1,1.06102013907151,1,1,0.906312554372703,1,1.01915670117671,18248422089.5,0.105172371632027,12183
