2014-11-12,FNCI5-TBA-FEB,SettleDate,NULL,02/18/2015,2014-11-13 02:50:29.860
2014-11-12,FNCI5-TBA-JAN,Price,105.632812,NULL,2014-11-13 02:50:07.637
2014-11-12,FNCI5-TBA-JAN,SettleDate,NULL,01/20/2015,2014-11-13 02:50:07.837
2014-11-12,FNCI5-TBA-NOV,Price,105.882812,NULL,2014-11-13 02:49:24.140
2014-11-12,FNCI5-TBA-NOV,SettleDate,NULL,11/18/2014,2014-11-13 02:49:24.340
2014-11-12,FNCI5.5-TBA-DEC,Price,106.15625,NULL,2014-11-13 02:49:48.190
2014-11-12,FNCI5.5-TBA-DEC,SettleDate,NULL,12/16/2014,2014-11-13 02:49:48.390
2014-11-12,FNCI5.5-TBA-FEB,Price,105.78125,NULL,2014-11-13 02:50:32.067
2014-11-12,FNCI5.5-TBA-FEB,SettleDate,NULL,02/18/2015,2014-11-13 02:50:32.267
2014-11-12,FNCI5.5-TBA-JAN,Price,105.96875,NULL,2014-11-13 02:50:10.030
2014-11-12,FNCI5.5-TBA-JAN,SettleDate,NULL,01/20/2015,2014-11-13 02:50:10.230
2014-11-12,FNCI5.5-TBA-NOV,Price,106.28125,NULL,2014-11-13 02:49:26.560
2014-11-12,FNCI5.5-TBA-NOV,SettleDate,NULL,11/18/2014,2014-11-13 02:49:26.757
2014-11-12,FNCI6-TBA-DEC,Price,107.0625,NULL,2014-11-13 02:49:50.593
2014-11-12,FNCI6-TBA-DEC,SettleDate,NULL,12/16/2014,2014-11-13 02:49:50.793
2014-11-12,FNCI6-TBA-FEB,Price,106.6875,NULL,2014-11-13 02:50:34.477
2014-11-12,FNCI6-TBA-FEB,SettleDate,NULL,02/18/2015,2014-11-13 02:50:34.680
2014-11-12,FNCI6-TBA-JAN,Price,106.875,NULL,2014-11-13 02:50:12.440
2014-11-12,FNCI6-TBA-JAN,SettleDate,NULL,01/20/2015,2014-11-13 02:50:12.643
2014-11-12,FNCI6-TBA-NOV,Price,107.25,NULL,2014-11-13 02:49:28.957
2014-11-12,FNCI6-TBA-NOV,SettleDate,NULL,11/18/2014,2014-11-13 02:49:29.157
2014-11-12,FNCI6.5-TBA-DEC,Price,110.40625,NULL,2014-11-13 02:49:53.060
2014-11-12,FNCI6.5-TBA-DEC,SettleDate,NULL,12/16/2014,2014-11-13 02:49:53.267
2014-11-12,FNCI6.5-TBA-FEB,Price,109.78125,NULL,2014-11-13 02:50:36.867
2014-11-12,FNCI6.5-TBA-FEB,SettleDate,NULL,02/18/2015,2014-11-13 02:50:37.077
2014-11-12,FNCI6.5-TBA-JAN,Price,110.09375,NULL,2014-11-13 02:50:14.837
2014-11-12,FNCI6.5-TBA-JAN,SettleDate,NULL,01/20/2015,2014-11-13 02:50:15.037
2014-11-12,FNCI6.5-TBA-NOV,Price,110.71875,NULL,2014-11-13 02:49:31.373
2014-11-12,FNCI6.5-TBA-NOV,SettleDate,NULL,11/18/2014,2014-11-13 02:49:31.567
2014-11-12,FNMA2-TBA-DEC,Price,92.21875,NULL,2014-11-12 22:21:21.107
2014-11-12,FNMA2.5-TBA-DEC,Price,96.046875,NULL,2014-11-12 22:21:21.877
2014-11-12,FNMA2.5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:32.780
2014-11-12,FNMA2.5-TBA-FEB,Price,95.570312,NULL,2014-11-13 02:50:16.060
2014-11-12,FNMA2.5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:16.283
2014-11-12,FNMA2.5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:49:54.480
2014-11-12,FNMA2.5-TBA-JAN,Price,95.820312,NULL,2014-11-12 22:21:32.777
2014-11-12,FNMA2.5-TBA-NOV,Price,96.242188,NULL,2014-11-13 02:49:10.813
2014-11-12,FNMA2.5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:11.057
2014-11-12,FNMA3-TBA-DEC,Price,99.6875,NULL,2014-11-13 02:49:34.980
2014-11-12,FNMA3-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:35.183
2014-11-12,FNMA3-TBA-FEB,Price,99.144531,NULL,2014-11-13 02:50:18.487
2014-11-12,FNMA3-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:18.687
2014-11-12,FNMA3-TBA-JAN,Price,99.394531,NULL,2014-11-13 02:49:56.700
2014-11-12,FNMA3-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:49:56.900
2014-11-12,FNMA3-TBA-NOV,Price,99.910156,NULL,2014-11-13 02:49:13.287
2014-11-12,FNMA3-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:13.490
2014-11-12,FNMA3.0-TBA-DEC,Price,99.6875,NULL,2014-11-12 22:21:22.603
2014-11-12,FNMA3.0-TBA-JAN,Price,99.394531,NULL,2014-11-12 22:21:33.330
2014-11-12,FNMA3.5-TBA-DEC,Price,103.125,NULL,2014-11-12 22:21:23.840
2014-11-12,FNMA3.5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:37.583
2014-11-12,FNMA3.5-TBA-FEB,Price,102.527344,NULL,2014-11-13 02:50:20.890
2014-11-12,FNMA3.5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:21.090
2014-11-12,FNMA3.5-TBA-JAN,Price,102.804688,NULL,2014-11-12 22:21:33.530
2014-11-12,FNMA3.5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:49:59.340
2014-11-12,FNMA3.5-TBA-NOV,Price,103.363281,NULL,2014-11-13 02:49:15.700
2014-11-12,FNMA3.5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:15.893
2014-11-12,FNMA4-TBA-DEC,Price,105.992188,NULL,2014-11-13 02:49:39.807
2014-11-12,FNMA4-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:40.007
2014-11-12,FNMA4-TBA-FEB,Price,105.378906,NULL,2014-11-13 02:50:23.307
2014-11-12,FNMA4-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:23.517
2014-11-12,FNMA4-TBA-JAN,Price,105.664062,NULL,2014-11-13 02:50:01.580
2014-11-12,FNMA4-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:01.780
2014-11-12,FNMA4-TBA-NOV,Price,106.21875,NULL,2014-11-13 02:49:18.097
2014-11-12,FNMA4-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:18.297
2014-11-12,FNMA4.0-TBA-DEC,Price,105.992188,NULL,2014-11-12 22:21:24.970
2014-11-12,FNMA4.0-TBA-JAN,Price,105.664062,NULL,2014-11-12 22:21:33.733
2014-11-12,FNMA4.5-TBA-DEC,Price,108.382812,NULL,2014-11-12 22:21:25.607
2014-11-12,FNMA4.5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:42.393
2014-11-12,FNMA4.5-TBA-FEB,Price,107.828125,NULL,2014-11-13 02:50:25.830
2014-11-12,FNMA4.5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:26.043
2014-11-12,FNMA4.5-TBA-JAN,Price,108.074219,NULL,2014-11-12 22:21:33.923
2014-11-12,FNMA4.5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:04.180
2014-11-12,FNMA4.5-TBA-NOV,Price,108.519531,NULL,2014-11-13 02:49:20.490
2014-11-12,FNMA4.5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:20.690
2014-11-12,FNMA5-TBA-DEC,Price,110.6875,NULL,2014-11-13 02:49:44.587
2014-11-12,FNMA5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:44.787
2014-11-12,FNMA5-TBA-FEB,Price,110.25,NULL,2014-11-13 02:50:28.377
2014-11-12,FNMA5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:28.577
2014-11-12,FNMA5-TBA-JAN,Price,110.453125,NULL,2014-11-13 02:50:06.420
2014-11-12,FNMA5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:06.617
2014-11-12,FNMA5-TBA-NOV,Price,110.765625,NULL,2014-11-13 02:49:22.923
2014-11-12,FNMA5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:23.130
2014-11-12,FNMA5.0-TBA-DEC,Price,110.6875,NULL,2014-11-12 22:21:27.127
2014-11-12,FNMA5.0-TBA-JAN,Price,110.453125,NULL,2014-11-12 22:21:34.120
2014-11-12,FNMA5.5-TBA-DEC,Price,111.65625,NULL,2014-11-12 22:21:28.803
2014-11-12,FNMA5.5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:47.193
2014-11-12,FNMA5.5-TBA-FEB,Price,111.34375,NULL,2014-11-13 02:50:30.863
2014-11-12,FNMA5.5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:31.063
2014-11-12,FNMA5.5-TBA-JAN,Price,111.53125,NULL,2014-11-12 22:21:34.513
2014-11-12,FNMA5.5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:09.030
2014-11-12,FNMA5.5-TBA-NOV,Price,111.648438,NULL,2014-11-13 02:49:25.333
2014-11-12,FNMA5.5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:25.547
2014-11-12,FNMA6-TBA-DEC,Price,113.15625,NULL,2014-11-13 02:49:49.380
2014-11-12,FNMA6-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:49.580
2014-11-12,FNMA6-TBA-FEB,Price,112.84375,NULL,2014-11-13 02:50:33.263
2014-11-12,FNMA6-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:33.463
2014-11-12,FNMA6-TBA-JAN,Price,113.03125,NULL,2014-11-13 02:50:11.230
2014-11-12,FNMA6-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:11.443
2014-11-12,FNMA6-TBA-NOV,Price,113.136719,NULL,2014-11-13 02:49:27.753
2014-11-12,FNMA6-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:27.957
2014-11-12,FNMA6.0-TBA-DEC,Price,113.15625,NULL,2014-11-12 22:21:29.803
2014-11-12,FNMA6.0-TBA-JAN,Price,113.03125,NULL,2014-11-12 22:21:34.713
2014-11-12,FNMA6.5-TBA-DEC,Price,113.625,NULL,2014-11-12 22:21:30.380
2014-11-12,FNMA6.5-TBA-DEC,SettleDate,NULL,12/11/2014,2014-11-13 02:49:52.013
2014-11-12,FNMA6.5-TBA-FEB,Price,113.28125,NULL,2014-11-13 02:50:35.670
2014-11-12,FNMA6.5-TBA-FEB,SettleDate,NULL,02/12/2015,2014-11-13 02:50:35.867
2014-11-12,FNMA6.5-TBA-JAN,Price,113.46875,NULL,2014-11-12 22:21:35.880
2014-11-12,FNMA6.5-TBA-JAN,SettleDate,NULL,01/14/2015,2014-11-13 02:50:13.840
2014-11-12,FNMA6.5-TBA-NOV,Price,113.628906,NULL,2014-11-13 02:49:30.167
2014-11-12,FNMA6.5-TBA-NOV,SettleDate,NULL,11/13/2014,2014-11-13 02:49:30.367
2014-11-12,FNMA7.0-TBA-DEC,Price,113.625,NULL,2014-11-12 22:21:30.917
2014-11-12,FNMA7.0-TBA-JAN,Price,113.59375,NULL,2014-11-12 22:21:36.077
2014-11-12,GNMA2-TBA-DEC,Price,91.125,NULL,2014-11-12 22:21:37.003
2014-11-12,GNMA2.5-TBA-DEC,Price,97.40625,NULL,2014-11-12 22:21:37.400
2014-11-12,GNMA2.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:33.183
2014-11-12,GNMA2.5-TBA-FEB,Price,97.015625,NULL,2014-11-13 02:50:16.480
2014-11-12,GNMA2.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:16.680
2014-11-12,GNMA2.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:49:54.880
2014-11-12,GNMA2.5-TBA-JAN,Price,97.210938,NULL,2014-11-12 22:21:48.050
2014-11-12,GNMA2.5-TBA-NOV,Price,97.601562,NULL,2014-11-13 02:49:11.280
2014-11-12,GNMA2.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:11.473
2014-11-12,GNMA3-TBA-DEC,Price,101.546875,NULL,2014-11-13 02:49:35.383
2014-11-12,GNMA3-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:35.577
2014-11-12,GNMA3-TBA-FEB,Price,101.015625,NULL,2014-11-13 02:50:18.887
2014-11-12,GNMA3-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:19.087
2014-11-12,GNMA3-TBA-JAN,Price,101.265625,NULL,2014-11-13 02:49:57.110
2014-11-12,GNMA3-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:49:57.317
2014-11-12,GNMA3-TBA-NOV,Price,101.785156,NULL,2014-11-13 02:49:13.690
2014-11-12,GNMA3-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:13.890
2014-11-12,GNMA3.0-TBA-DEC,Price,101.546875,NULL,2014-11-12 22:21:37.973
2014-11-12,GNMA3.0-TBA-JAN,Price,101.265625,NULL,2014-11-12 22:21:48.250
2014-11-12,GNMA3.5-TBA-DEC,Price,104.046875,NULL,2014-11-12 22:21:39.023
2014-11-12,GNMA3.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:37.993
2014-11-12,GNMA3.5-TBA-FEB,Price,103.5,NULL,2014-11-13 02:50:21.287
2014-11-12,GNMA3.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:21.500
2014-11-12,GNMA3.5-TBA-JAN,Price,103.765625,NULL,2014-11-12 22:21:48.993
2014-11-12,GNMA3.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:49:59.743
2014-11-12,GNMA3.5-TBA-NOV,Price,104.28125,NULL,2014-11-13 02:49:16.090
2014-11-12,GNMA3.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:16.287
2014-11-12,GNMA4-TBA-DEC,Price,106.664062,NULL,2014-11-13 02:49:40.207
2014-11-12,GNMA4-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:40.410
2014-11-12,GNMA4-TBA-FEB,Price,106.15625,NULL,2014-11-13 02:50:23.720
2014-11-12,GNMA4-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:23.923
2014-11-12,GNMA4-TBA-JAN,Price,106.398438,NULL,2014-11-13 02:50:01.980
2014-11-12,GNMA4-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:02.180
2014-11-12,GNMA4-TBA-NOV,Price,106.878906,NULL,2014-11-13 02:49:18.490
2014-11-12,GNMA4-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:18.687
2014-11-12,GNMA4.0-TBA-DEC,Price,106.664062,NULL,2014-11-12 22:21:39.503
2014-11-12,GNMA4.0-TBA-JAN,Price,106.398438,NULL,2014-11-12 22:21:49.193
2014-11-12,GNMA4.5-TBA-DEC,Price,108.914062,NULL,2014-11-12 22:21:39.917
2014-11-12,GNMA4.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:42.793
2014-11-12,GNMA4.5-TBA-FEB,Price,108.539062,NULL,2014-11-13 02:50:26.247
2014-11-12,GNMA4.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:26.470
2014-11-12,GNMA4.5-TBA-JAN,Price,108.679688,NULL,2014-11-12 22:21:49.537
2014-11-12,GNMA4.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:04.603
2014-11-12,GNMA4.5-TBA-NOV,Price,109.078125,NULL,2014-11-13 02:49:20.883
2014-11-12,GNMA4.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:21.083
2014-11-12,GNMA5-TBA-DEC,Price,110.3125,NULL,2014-11-13 02:49:44.983
2014-11-12,GNMA5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:45.183
2014-11-12,GNMA5-TBA-FEB,Price,110.09375,NULL,2014-11-13 02:50:28.773
2014-11-12,GNMA5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:29.053
2014-11-12,GNMA5-TBA-JAN,Price,110.203125,NULL,2014-11-13 02:50:06.817
2014-11-12,GNMA5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:07.020
2014-11-12,GNMA5-TBA-NOV,Price,110.410156,NULL,2014-11-13 02:49:23.330
2014-11-12,GNMA5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:23.540
2014-11-12,GNMA5.0-TBA-DEC,Price,110.3125,NULL,2014-11-12 22:21:42.183
2014-11-12,GNMA5.0-TBA-JAN,Price,110.203125,NULL,2014-11-12 22:21:49.733
2014-11-12,GNMA5.5-TBA-DEC,Price,111.4375,NULL,2014-11-12 22:21:43.023
2014-11-12,GNMA5.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:47.593
2014-11-12,GNMA5.5-TBA-FEB,Price,111.34375,NULL,2014-11-13 02:50:31.260
2014-11-12,GNMA5.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:31.460
2014-11-12,GNMA5.5-TBA-JAN,Price,111.390625,NULL,2014-11-12 22:21:50.117
2014-11-12,GNMA5.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:09.427
2014-11-12,GNMA5.5-TBA-NOV,Price,111.507812,NULL,2014-11-13 02:49:25.747
2014-11-12,GNMA5.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:25.953
2014-11-12,GNMA6-TBA-DEC,Price,112.9375,NULL,2014-11-13 02:49:49.793
2014-11-12,GNMA6-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:49.997
2014-11-12,GNMA6-TBA-FEB,Price,112.8125,NULL,2014-11-13 02:50:33.667
2014-11-12,GNMA6-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:33.877
2014-11-12,GNMA6-TBA-JAN,Price,112.875,NULL,2014-11-13 02:50:11.643
2014-11-12,GNMA6-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:11.843
2014-11-12,GNMA6-TBA-NOV,Price,113,NULL,2014-11-13 02:49:28.160
2014-11-12,GNMA6-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:28.360
2014-11-12,GNMA6.0-TBA-DEC,Price,112.9375,NULL,2014-11-12 22:21:44.370
2014-11-12,GNMA6.0-TBA-JAN,Price,112.875,NULL,2014-11-12 22:21:50.317
2014-11-12,GNMA6.5-TBA-DEC,Price,113.875,NULL,2014-11-12 22:21:45.117
2014-11-12,GNMA6.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:52.430
2014-11-12,GNMA6.5-TBA-FEB,Price,113.875,NULL,2014-11-13 02:50:36.067
2014-11-12,GNMA6.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:36.270
2014-11-12,GNMA6.5-TBA-JAN,Price,113.875,NULL,2014-11-12 22:21:50.517
2014-11-12,GNMA6.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:14.240
2014-11-12,GNMA6.5-TBA-NOV,Price,114,NULL,2014-11-13 02:49:30.573
2014-11-12,GNMA6.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:30.770
2014-11-12,GNMA7.0-TBA-DEC,Price,115.9375,NULL,2014-11-12 22:21:46.743
2014-11-12,GNMA7.0-TBA-JAN,Price,115.84375,NULL,2014-11-12 22:21:51.120
2014-11-12,GNMAII2-TBA-DEC,Price,91.125,NULL,2014-11-12 22:21:51.317
2014-11-12,GNMAII2-TBA-JAN,Price,91.125,NULL,2014-11-12 22:21:59.613
2014-11-12,GNMAII2.5-TBA-DEC,Price,97.40625,NULL,2014-11-12 22:21:51.897
2014-11-12,GNMAII2.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:33.580
2014-11-12,GNMAII2.5-TBA-FEB,Price,96.78125,NULL,2014-11-13 02:50:16.887
2014-11-12,GNMAII2.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:17.097
2014-11-12,GNMAII2.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:49:55.280
2014-11-12,GNMAII2.5-TBA-JAN,Price,97.09375,NULL,2014-11-12 22:21:59.817
2014-11-12,GNMAII2.5-TBA-NOV,Price,97.609375,NULL,2014-11-13 02:49:11.673
2014-11-12,GNMAII2.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:11.873
2014-11-12,GNMAII3-TBA-DEC,Price,101.5625,NULL,2014-11-13 02:49:35.777
2014-11-12,GNMAII3-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:35.987
2014-11-12,GNMAII3-TBA-FEB,Price,101.015625,NULL,2014-11-13 02:50:19.287
2014-11-12,GNMAII3-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:19.487
2014-11-12,GNMAII3-TBA-JAN,Price,101.265625,NULL,2014-11-13 02:49:57.517
2014-11-12,GNMAII3-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:49:57.713
2014-11-12,GNMAII3-TBA-NOV,Price,101.816406,NULL,2014-11-13 02:49:14.090
2014-11-12,GNMAII3-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:14.290
2014-11-12,GNMAII3.0-TBA-DEC,Price,101.5625,NULL,2014-11-12 22:21:52.557
2014-11-12,GNMAII3.0-TBA-JAN,Price,101.265625,NULL,2014-11-12 22:22:00.123
2014-11-12,GNMAII3.5-TBA-DEC,Price,104.109375,NULL,2014-11-12 22:21:53.437
2014-11-12,GNMAII3.5-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:38.400
2014-11-12,GNMAII3.5-TBA-FEB,Price,103.558594,NULL,2014-11-13 02:50:21.700
2014-11-12,GNMAII3.5-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:21.900
2014-11-12,GNMAII3.5-TBA-JAN,Price,103.792969,NULL,2014-11-12 22:22:00.320
2014-11-12,GNMAII3.5-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:00.143
2014-11-12,GNMAII3.5-TBA-NOV,Price,104.367188,NULL,2014-11-13 02:49:16.497
2014-11-12,GNMAII3.5-TBA-NOV,SettleDate,NULL,11/20/2014,2014-11-13 02:49:16.707
2014-11-12,GNMAII4-TBA-DEC,Price,106.570312,NULL,2014-11-13 02:49:40.610
2014-11-12,GNMAII4-TBA-DEC,SettleDate,NULL,12/18/2014,2014-11-13 02:49:40.803
2014-11-12,GNMAII4-TBA-FEB,Price,106.0625,NULL,2014-11-13 02:50:24.123
2014-11-12,GNMAII4-TBA-FEB,SettleDate,NULL,02/19/2015,2014-11-13 02:50:24.337
2014-11-12,GNMAII4-TBA-JAN,Price,106.28125,NULL,2014-11-13 02:50:02.380
2014-11-12,GNMAII4-TBA-JAN,SettleDate,NULL,01/21/2015,2014-11-13 02:50:02.580
