marketTicker,lockinBucket,cltvBucket,walaBucket,monthBucket,bal,incentive,cltv,FICO,waoltv,wala,cpr,smm,smmFactor1,constTurnOverSMM,smmFactor2,smm.model.wala,smm.flatten.wala,smmFactor3,smm.model.lockin,smmFactor4,smmFactor4,seasonalitySMMFunction,smmFactor1,constTurnOverSMM,smmFactor2,seasoningSMMFunction,smmFactor3,incentiveSMMFunction,percent diff,diff
FNCL,4-150,1-CLTV <= 70,K-age-60,Aug,84395120.04,-148.9,64.2,547.34,84.6,51.1,5.290741,0.001680616,0.001355335,0.004636779,0.292301039,2.007304561,1.368957638,0.21352088,0.614425476,0.347513064,0.34321177,1.24,0.001337105,0.00463227,0.288650082,1.370246782,0.210655545,0.613777159,1%,0.004301294
FNCL,4-150,1-CLTV <= 70,C-age-15,Aug,1576846604,-148.9,63.1,741.37,67.8,12.4,4.962069,0.00381474,0.003076404,0.004636779,0.663478551,0.922425941,0.922425941,0.719275685,0.614425476,1.170647561,1.166689343,1.24,0.003075971,0.00463227,0.664031086,0.927304693,0.716087271,0.613777159,0%,0.003958217
FNCL,4-150,0-CLTV <= 60,F-age-30,Feb,46763399.46,-148.9,50.7,732.24,65.8,28.1,0.168574,-0.000716719,-0.000995443,0.004636779,-0.214684253,1.444776621,1.368957638,-0.156823153,0.614425476,-0.255235433,-0.256442256,0.72,-0.000999063,0.00463227,-0.21567465,1.370246782,-0.1573984,0.613777159,0%,0.001206823
FNCL,4-150,1-CLTV <= 70,G-age-35,Sep,214372003.1,-148.9,66.3,709.76,77.1,31.2,6.533545,0.004714951,0.004577622,0.004636779,0.98724173,1.520595605,1.368957638,0.721163098,0.614425476,1.173719394,1.174003468,1.03,0.004573753,0.00463227,0.987367648,1.370246782,0.720576513,0.613777159,0%,-0.000284074
FNCL,4-150,1-CLTV <= 70,H-age-40,Apr,6926857.48,-148.8,67.5,704.24,91.6,36.4,28.989416,0.026980554,0.024752801,0.004636779,5.338360993,1.647775834,1.368957638,3.899580854,0.614900099,6.341812041,6.347124166,1.09,0.024746961,0.00463227,5.342296883,1.370246782,3.898784477,0.614259998,0%,-0.005312125
FNCL,4-150,0-CLTV <= 60,I-age-45,Jan,130279690.8,-148.7,48.1,696.12,69.1,41.7,4.585771,0.002081035,0.003060345,0.004636779,0.660015349,1.777401838,1.368957638,0.482129857,0.615372573,0.783476348,0.780411152,0.68,0.003045146,0.00463227,0.657376619,1.370246782,0.479750529,0.61474074,0%,0.003065196
FNCL,4-150,0-CLTV <= 60,D-age-20,Sep,23020405.84,-148.7,55.1,746.47,63.5,17.4,4.105998,0.002853831,0.00277071,0.004636779,0.597550488,1.128100649,1.128100649,0.529696077,0.615372573,0.860772969,0.860219082,1.03,0.002769825,0.00463227,0.597941121,1.130725935,0.528811715,0.61474074,0%,0.000553887
FNCL,4-150,5-CLTV 100+,I-age-45,Aug,11042680.41,-148.5,129.1,725.47,85.6,41.8,0.052656,-0.007659513,-0.006177027,0.004636779,-1.332180447,1.779847612,1.368957638,-0.973134895,0.616311103,-1.578967003,-1.5996141,1.24,-0.006251355,0.00463227,-1.349523095,1.370246782,-0.984875945,0.615695964,-1%,0.020647097
FNCL,4-150,5-CLTV 100+,H-age-40,Aug,2238471.4,-148.5,112.6,722.66,75.2,37.8,0.003656,-0.005007015,-0.004037915,0.004636779,-0.870844821,1.682016665,1.368957638,-0.636137158,0.616311103,-1.032168908,-1.045421365,1.24,-0.004085548,0.00463227,-0.881975394,1.370246782,-0.643661715,0.615695964,-1%,0.013252457
FNCL,4-150,1-CLTV <= 70,L-age-70,Oct,14209991.7,-148.5,66.7,635.54,86.9,62.5,0.071253,-0.001883484,-0.001883484,0.004636779,-0.406205166,2.286122757,1.368957638,-0.296725885,0.616311103,-0.481454712,-0.487281311,1,-0.001904315,0.00463227,-0.411097516,1.370246782,-0.300017137,0.615695964,-1%,0.0058266
FNCL,4-150,2-CLTV 70-80,N-age-90,Aug,138682.74,-148.5,75.4,788,80,83,8.60E-05,-0.002502379,-0.002018047,0.004636779,-0.435226104,2.787506356,1.368957638,-0.31792518,0.616311103,-0.515851781,-0.521387422,1.24,-0.002037603,0.00463227,-0.439871321,1.370246782,-0.321016132,0.615695964,-1%,0.005535641
FNCL,4-150,3-CLTV 80-90,G-age-35,Aug,3559281.57,-148.5,82.8,707.33,90.6,32.2,0.117274,-0.001570263,-0.001266341,0.004636779,-0.27310796,1.545053341,1.368957638,-0.199500666,0.616311103,-0.323701236,-0.327090928,1.24,-0.001278284,0.00463227,-0.275952032,1.370246782,-0.201388564,0.615695964,-1%,0.003389692
FNCL,4-150,0-CLTV <= 60,M-age-80,Oct,1246078.28,-148.5,54.7,771,74,74,0.000934,-0.001509753,-0.001509753,0.004636779,-0.325603809,2.567386727,1.368957638,-0.237847981,0.616311103,-0.385921946,-0.388428281,1,-0.001517993,0.00463227,-0.327699622,1.370246782,-0.239153725,0.615695964,-1%,0.002506335
FNCL,4-150,2-CLTV 70-80,C-age-15,Feb,7371517.46,-148.5,73.9,724.2,80.8,11.3,0.181473,-0.000276525,-0.000384063,0.004636779,-0.082829706,0.87146392,0.87146392,-0.095046627,0.616311103,-0.154218586,-0.154208859,0.72,-0.000385647,0.00463227,-0.083252319,0.876840719,-0.094945772,0.615695964,0%,-9.7274E-06
FNCL,4-150,2-CLTV 70-80,J-age-50,Dec,4550133.35,-148.4,76.1,705.25,86.2,47.2,0.179706,-0.002377176,-0.00250229,0.004636779,-0.539661285,1.911919389,1.368957638,-0.394213283,0.616777174,-0.639150247,-0.644129667,0.95,-0.002519224,0.00463227,-0.543842278,1.370246782,-0.396893673,0.61617046,-1%,0.00497942
FNCL,4-150,3-CLTV 80-90,H-age-40,Aug,10625896.09,-148.4,84,729.73,87.5,37.5,11.538604,0.008324099,0.006712983,0.004636779,1.447768501,1.674679345,1.368957638,1.057569979,0.616777174,1.714671073,1.713284274,1.24,0.006700743,0.00463227,1.446535489,1.370246782,1.055675159,0.61617046,0%,0.001386799
FNCL,4-150,5-CLTV 100+,J-age-50,Aug,4029118.84,-148.3,134.2,717.42,87.3,47,68.768787,0.081928984,0.066071761,0.004636779,14.24949467,1.907027841,1.368957638,10.40901068,0.617241126,16.86376724,16.85446037,1.24,0.065969201,0.00463227,14.2412257,1.370246782,10.3931831,0.616642887,0%,0.00930687
FNCL,4-150,2-CLTV 70-80,H-age-40,Dec,4279582.92,-148.3,74.5,708.22,83.8,37.6,0.113343,-0.001421489,-0.001496304,0.004636779,-0.322703304,1.677125118,1.368957638,-0.235729211,0.617241126,-0.381907817,-0.38513066,0.95,-0.001507421,0.00463227,-0.32541728,1.370246782,-0.237488082,0.616642887,-1%,0.003222843
FNCL,4-150,1-CLTV <= 70,J-age-50,Jan,10347202.81,-148.3,66.7,712.07,93.1,47.9,1.122966,-0.000960877,-0.001413054,0.004636779,-0.304749088,1.929039804,1.368957638,-0.222613965,0.617241126,-0.360659645,-0.363799642,0.68,-0.00142393,0.00463227,-0.307393574,1.370246782,-0.224334462,0.616642887,-1%,0.003139998
FNCL,4-150,0-CLTV <= 60,I-age-45,Aug,2601866326,-148.3,49.4,639.8,66,40.4,5.692225,0.002845465,0.00229473,0.004636779,0.494897307,1.74560678,1.368957638,0.361513967,0.617241126,0.58569326,0.583257235,1.24,0.002282898,0.00463227,0.49282491,1.370246782,0.359661425,0.616642887,0%,0.002436025
FNCL,4-150,1-CLTV <= 70,I-age-45,Apr,14592762.79,-148.3,66.6,702.96,94.1,41,4.642273,0.002401469,0.002203183,0.004636779,0.475153726,1.760281422,1.368957638,0.347091621,0.617241126,0.562327438,0.561165818,1.09,0.002196431,0.00463227,0.474158703,1.370246782,0.34603891,0.616642887,0%,0.00116162
FNCL,4-150,0-CLTV <= 60,D-age-20,Aug,1009153919,-148.3,57,739.43,65.5,17.5,5.987739,0.004494726,0.003624779,0.004636779,0.781745008,1.132257081,1.132257081,0.690430663,0.617241126,1.118575276,1.117959247,1.24,0.003624047,0.00463227,0.782348088,1.134854873,0.689381618,0.616642887,0%,0.00061603
FNCL,4-150,0-CLTV <= 60,I-age-45,Jun,70852128.87,-148.3,52.3,371.43,75.5,42.1,8.818044,0.00739482,0.005915856,0.004636779,1.275854559,1.787184932,1.368957638,0.931989803,0.617241126,1.509928234,1.513832518,1.25,0.005925216,0.00463227,1.279117224,1.370246782,0.933494054,0.616642887,0%,-0.003904284
FNCL,4-150,2-CLTV 70-80,K-age-60,Dec,4689965.31,-148.2,74.2,694.75,92.5,56.1,0.123684,-0.002121764,-0.002233436,0.004636779,-0.481678331,2.129593244,1.368957638,-0.351857733,0.617702966,-0.569622864,-0.575725896,0.95,-0.002255139,0.00463227,-0.48683235,1.370246782,-0.355288081,0.617113254,-1%,0.006103031
FNCL,4-150,0-CLTV <= 60,G-age-35,Feb,129932342.3,-148.2,51.4,697.52,68.4,31.3,6.792807,0.004845808,0.006730289,0.004636779,1.451500887,1.523041378,1.368957638,1.060296423,0.617702966,1.716515027,1.716300441,0.72,0.00672281,0.00463227,1.451299277,1.370246782,1.05915175,0.617113254,0%,0.000214585
FNCL,4-150,3-CLTV 80-90,B-age-10,Jun,14842791.74,-148.2,86.4,704.41,90.8,7.4,0.086917,-0.000330636,-0.000264509,0.004636779,-0.05704575,0.614995503,0.614995503,-0.092757995,0.617702966,-0.150166018,-0.150020352,1.25,-0.000266063,0.00463227,-0.057436763,0.620404448,-0.092579547,0.617113254,0%,-0.000145666
FNCL,4-150,0-CLTV <= 60,B-age-10,Dec,4591148.29,-148.2,48.5,758.47,53.3,9,0.145837,-0.000203914,-0.000214646,0.004636779,-0.046292057,0.735065514,0.735065514,-0.062976777,0.617702966,-0.101953172,-0.101585714,0.95,-0.00021513,0.00463227,-0.046441519,0.740813534,-0.06268989,0.617113254,0%,-0.000367458
FNCL,4-150,1-CLTV <= 70,K-age-60,Jan,16422608.35,-148.1,65.6,643.27,91.9,52.5,14.978372,0.011229138,0.016513439,0.004636779,3.561402869,2.041545392,1.368957638,2.601543519,0.618162701,4.208509366,4.206828031,0.68,0.0164908,0.00463227,3.559982596,1.370246782,2.598059446,0.617581567,0%,0.001681335
FNCL,4-150,3-CLTV 80-90,B-age-10,Aug,43055519.36,-148.1,85.3,714.68,88.7,7.7,0.142702,-0.000268842,-0.000216808,0.004636779,-0.046758288,0.638685253,0.638685253,-0.07321022,0.618162701,-0.11843196,-0.118370682,1.24,-0.000218144,0.00463227,-0.047092271,0.644185813,-0.073103551,0.617581567,0%,-6.12778E-05
FNCL,4-150,0-CLTV <= 60,G-age-35,Nov,37591329.91,-148.1,53.2,747.29,63.9,31.2,8.554463,0.00663082,0.007286615,0.004636779,1.571481975,1.520595605,1.368957638,1.147940544,0.618162701,1.857020072,1.858124254,0.91,0.007283862,0.00463227,1.572417498,1.370246782,1.147543288,0.617581567,0%,-0.001104182
FNCL,4-150,2-CLTV 70-80,G-age-35,May,8805856.91,-148.1,72.8,310.29,87.2,32.7,20.082118,0.019600102,0.016752224,0.004636779,3.612900976,1.557282209,1.368957638,2.639162,0.618162701,4.269364673,4.278647751,1.17,0.016772334,0.00463227,3.620759255,1.370246782,2.642413982,0.617581567,0%,-0.009283078
FNCL,4-150,1-CLTV <= 70,A-age-5,Dec,3562481.55,-148,63.4,749,66,4,67.748029,0.089754067,0.094477966,0.004636779,20.37577393,0.329138429,0.329138429,61.90639605,0.61862034,100.0717113,99.07092639,0.95,0.094477938,0.00463227,20.39560307,0.333095096,61.23057138,0.618047833,1%,1.000784877
FNCL,4-150,2-CLTV 70-80,J-age-50,Jul,6825463.05,-148,72.9,712.49,83.4,47.2,0.084847,-0.002103643,-0.001782748,0.004636779,-0.384479794,1.911919389,1.368957638,-0.280855874,0.61862034,-0.45400362,-0.4568518,1.18,-0.001792215,0.00463227,-0.386897764,1.370246782,-0.282356265,0.618047833,-1%,0.00284818
FNCL,4-150,2-CLTV 70-80,F-age-30,Aug,60798538.82,-148,75.1,727.93,86.5,27.9,7.264932,0.005270755,0.004250609,0.004636779,0.916715834,1.439885074,1.368957638,0.669645144,0.61862034,1.082481614,1.082600763,1.24,0.004247008,0.00463227,0.916830828,1.370246782,0.669099056,0.618047833,0%,-0.000119149
FNCL,4-150,5-CLTV 100+,M-age-80,Aug,3823846.52,-147.9,114.3,711.1,86.7,74.6,0.234077,-0.011909845,-0.009604714,0.004636779,-2.071419211,2.582061369,1.368957638,-1.513136093,0.619075889,-2.444185147,-2.478498054,1.24,-0.009730371,0.00463227,-2.100562196,1.370246782,-1.532980937,0.61851206,-1%,0.034312907
FNCL,4-150,5-CLTV 100+,D-age-20,Sep,1207524.44,-147.9,112,743,99,16,0.074815,-0.001218748,-0.001183251,0.004636779,-0.255188067,1.069415712,1.069415712,-0.238623825,0.619075889,-0.385451653,-0.388436642,1.03,-0.001193599,0.00463227,-0.257670371,1.072497084,-0.240252747,0.61851206,-1%,0.002984989
FNCL,4-150,2-CLTV 70-80,F-age-30,Apr,4721173.7,-147.9,71.5,705.27,86.1,27.2,0.316008,-0.000757269,-0.000694743,0.004636779,-0.149833024,1.422764658,1.368957638,-0.109450446,0.619075889,-0.176796493,-0.178046514,1.09,-0.000698995,0.00463227,-0.150896942,1.370246782,-0.110123916,0.61851206,-1%,0.001250021
FNCL,4-150,4-CLTV 90-100,A-age-5,Aug,5983887.11,-147.9,96.2,709.9,95.3,3.7,0.044849,-0.000191449,-0.000154394,0.004636779,-0.0332977,0.303515108,0.303515108,-0.109706895,0.619075889,-0.177210737,-0.175449281,1.24,-0.000154491,0.00463227,-0.033351126,0.307334088,-0.108517496,0.61851206,1%,-0.001761456
FNCL,4-150,5-CLTV 100+,L-age-70,Aug,7363962.7,-147.8,132.4,727.89,85.5,64.6,0.11166,-0.011480394,-0.009258382,0.004636779,-1.996727018,2.337484004,1.368957638,-1.458574731,0.619529356,-2.354327066,-2.388172314,1.24,-0.009382766,0.00463227,-2.02552233,1.370246782,-1.478217177,0.618974254,-1%,0.033845248
FNCL,4-150,2-CLTV 70-80,C-age-15,Sep,20855492.41,-147.8,75.4,720.57,76.2,11.8,11.708731,0.009859167,0.009572007,0.004636779,2.064365419,0.895468278,0.895468278,2.305347349,0.619529356,3.721126894,3.706154993,1.03,0.0095706,0.00463227,2.066071253,0.900635647,2.294014523,0.618974254,0%,0.014971902
FNCL,4-150,0-CLTV <= 60,I-age-45,Mar,233114563.3,-147.8,48.5,723.95,67.8,43.5,4.820009,0.002397125,0.002471263,0.004636779,0.532969768,1.821425764,1.368957638,0.389325245,0.619529356,0.62842098,0.62720466,0.97,0.002464192,0.00463227,0.531962052,1.370246782,0.388223537,0.618974254,0%,0.00121632
FNCL,4-150,0-CLTV <= 60,I-age-45,May,46680094.56,-147.8,50.1,730.75,68.9,42.7,6.001766,0.003573462,0.003054241,0.004636779,0.658698767,1.801859574,1.368957638,0.481168116,0.619529356,0.776667177,0.776144379,1.17,0.003049353,0.00463227,0.658284899,1.370246782,0.480413388,0.618974254,0%,0.000522798
FNCL,4-150,0-CLTV <= 60,F-age-30,Jul,3187585554,-147.8,51.7,643.28,65.7,27.2,6.849751,0.004753471,0.004028365,0.004636779,0.868785256,1.422764658,1.368957638,0.634632681,0.619529356,1.024378708,1.023965757,1.18,0.004023006,0.00463227,0.868473976,1.370246782,0.633808441,0.618974254,0%,0.000412951
FNCL,4-150,1-CLTV <= 70,H-age-40,Oct,23134622.22,-147.8,63.4,710.59,79.7,36.6,7.855846,0.005751887,0.005751887,0.004636779,1.240491932,1.652667382,1.368957638,0.906158013,0.619529356,1.462655488,1.462791369,1,0.005747085,0.00463227,1.240662814,1.370246782,0.905430197,0.618974254,0%,-0.000135881
FNCL,4-150,4-CLTV 90-100,B-age-10,Nov,4482134.05,-147.8,93.3,711.98,94.6,5.7,0.009544,-0.000334401,-0.000367474,0.004636779,-0.079251915,0.474228073,0.474228073,-0.167117721,0.619529356,-0.269749478,-0.26871971,0.91,-0.000369035,0.00463227,-0.07966609,0.478962369,-0.166330582,0.618974254,0%,-0.001029769
FNCL,4-150,5-CLTV 100+,K-age-60,Aug,17710946.74,-147.7,134.1,729.96,84.9,54.1,37.197143,0.028054112,0.022624284,0.004636779,4.879310041,2.080677771,1.368957638,3.564252032,0.619980748,5.74897211,5.728425675,1.24,0.022522846,0.00463227,4.862161833,1.370246782,3.548384055,0.619434423,0%,0.020546435
FNCL,4-150,0-CLTV <= 60,K-age-60,Jan,132093438.5,-147.7,48.9,722.32,69.2,53.6,0.630922,-0.001097146,-0.00161345,0.004636779,-0.347967809,2.068448902,1.368957638,-0.254184497,0.619980748,-0.409987726,-0.413659514,0.68,-0.001626414,0.00463227,-0.351105105,1.370246782,-0.256234942,0.619434423,-1%,0.003671787
FNCL,4-150,2-CLTV 70-80,D-age-20,Jan,2040935.21,-147.7,73.8,691.85,81,17,0.011629,-0.000782203,-0.001150299,0.004636779,-0.248081519,1.111387038,1.111387038,-0.223217934,0.619980748,-0.360040106,-0.361349092,0.68,-0.001155185,0.00463227,-0.249377685,1.114128503,-0.223832067,0.619434423,0%,0.001308987
FNCL,4-150,2-CLTV 70-80,B-age-10,Aug,154298673.5,-147.7,74.5,745.44,72.9,6.1,0.188107,-0.000115373,-9.30E-05,0.004636779,-0.020066193,0.508071085,0.508071085,-0.039494854,0.619980748,-0.063703355,-0.063377686,1.24,-9.33E-05,0.00463227,-0.020138785,0.512981307,-0.03925832,0.619434423,1%,-0.000325669
FNCL,4-150,2-CLTV 70-80,I-age-45,Sep,37840149.88,-147.6,75,556.84,81.1,42.5,0.1273,-0.003744255,-0.003635199,0.004636779,-0.783992227,1.796968027,1.368957638,-0.572692833,0.620430074,-0.923057822,-0.933191258,1.03,-0.003671806,0.00463227,-0.792658072,1.370246782,-0.578478332,0.619892575,-1%,0.010133436
FNCL,4-150,3-CLTV 80-90,K-age-60,Jul,1500303.78,-147.6,83.1,729,89,50,-0.002487,-0.002713672,-0.002299722,0.004636779,-0.495973971,1.980401051,1.368957638,-0.362300452,0.620430074,-0.583950501,-0.588739916,1.18,-0.002316501,0.00463227,-0.500079102,1.370246782,-0.364955502,0.619892575,-1%,0.004789415
FNCL,4-150,2-CLTV 70-80,E-age-25,Jun,26834100.45,-147.6,74.6,711.75,86.7,21.3,7.56259,0.005579882,0.004463905,0.004636779,0.962716843,1.271459375,1.271459375,0.757174678,0.620430074,1.220402927,1.220096815,1.25,0.004461012,0.00463227,0.963029387,1.273294351,0.756328956,0.619892575,0%,0.000306112
FNCL,4-150,3-CLTV 80-90,C-age-15,Oct,5907965.26,-147.6,85,726.59,85.3,10.5,0.150222,-0.000361076,-0.000361076,0.004636779,-0.077872217,0.829362339,0.829362339,-0.093894083,0.620430074,-0.151337092,-0.151529533,1,-0.000363321,0.00463227,-0.078432601,0.834993123,-0.093932032,0.619892575,0%,0.000192441
FNCL,4-150,2-CLTV 70-80,G-age-35,Feb,2674675.9,-147.6,70.2,253.89,93.3,32.6,0.089299,0.001524305,0.00211709,0.004636779,0.456586296,1.554836436,1.368957638,0.333528433,0.620430074,0.537576186,0.548119833,0.72,0.002156674,0.00463227,0.465576169,1.370246782,0.339775415,0.619892575,-2%,-0.010543647
FNCL,4-150,5-CLTV 100+,O-age-100,Aug,264871.44,-147.5,104.7,642,97,90,4.50E-05,-0.021325396,-0.0171979,0.004636779,-3.709018541,2.958710511,1.368957638,-2.709374227,0.620877339,-4.363783401,-4.42695475,1.24,-0.017431454,0.00463227,-3.76304802,1.370246782,-2.746255689,0.620348715,-1%,0.063171349
FNCL,4-150,5-CLTV 100+,N-age-90,Aug,1072116.7,-147.5,108.9,701.63,87.2,83.8,0.263562,-0.013604827,-0.010971634,0.004636779,-2.366218824,2.807072545,1.368957638,-1.728482138,0.620877339,-2.783934972,-2.823759024,1.24,-0.011118755,0.00463227,-2.400282226,1.370246782,-1.751715281,0.620348715,-1%,0.039824052
FNCL,4-150,4-CLTV 90-100,J-age-50,Aug,157541.63,-147.5,99.9,696,66,48,0.011044,-0.006927889,-0.005587007,0.004636779,-1.204932786,1.931485578,1.368957638,-0.880182668,0.620877339,-1.41764341,-1.434790453,1.24,-0.005649591,0.00463227,-1.219616119,1.370246782,-0.890070413,0.620348715,-1%,0.017147044
FNCL,4-150,4-CLTV 90-100,K-age-60,Aug,410048.66,-147.5,99.2,715,63,51,0.003511,-0.005583183,-0.004502567,0.004636779,-0.971054926,2.004858787,1.368957638,-0.709338915,0.620877339,-1.142478346,-1.155937227,1.24,-0.004551586,0.00463227,-0.98258228,1.370246782,-0.717084173,0.620348715,-1%,0.013458881
FNCL,4-150,2-CLTV 70-80,O-age-100,Aug,134451.73,-147.5,78.8,788,80,95,8.90E-05,-0.00309984,-0.002499871,0.004636779,-0.539139498,3.080999194,1.368957638,-0.393832127,0.620877339,-0.634315511,-0.642343498,1.24,-0.002529274,0.00463227,-0.546011776,1.370246782,-0.398476963,0.620348715,-1%,0.008027986
FNCL,4-150,4-CLTV 90-100,E-age-25,Jan,2102850.49,-147.5,92.4,684.15,95.3,20.5,0.220038,-0.001696078,-0.002494233,0.004636779,-0.537923586,1.246274188,1.246274188,-0.431625393,0.620877339,-0.695186256,-0.702256191,0.68,-0.002518977,0.00463227,-0.543789016,1.248242507,-0.435643725,0.620348715,-1%,0.007069935
FNCL,4-150,3-CLTV 80-90,F-age-30,Jan,10113722.27,-147.5,85,709.94,94.3,25.8,0.070345,-0.001427232,-0.002098871,0.004636779,-0.452657079,1.388523827,1.368957638,-0.330658208,0.620877339,-0.532566076,-0.537066965,0.68,-0.00211474,0.00463227,-0.456523478,1.370246782,-0.333168801,0.620348715,-1%,0.004500889
FNCL,4-150,0-CLTV <= 60,L-age-70,Feb,1279097.09,-147.5,55.2,771,74,66,0.010938,-0.001089476,-0.001513161,0.004636779,-0.326338749,2.371724835,1.368957638,-0.238384841,0.620877339,-0.383948368,-0.386889372,0.72,-0.001523405,0.00463227,-0.328867894,1.370246782,-0.240006324,0.620348715,-1%,0.002941004
FNCL,4-150,1-CLTV <= 70,I-age-45,Sep,219364064.5,-147.5,67.4,712.96,75.9,42.7,8.197558,0.005448949,0.005290242,0.004636779,1.140930348,1.801859574,1.368957638,0.833429988,0.620877339,1.342342417,1.341836283,1.03,0.005283577,0.00463227,1.140602209,1.370246782,0.832406413,0.620348715,0%,0.000506134
FNCL,4-150,0-CLTV <= 60,B-age-10,Oct,11462810.44,-147.5,53.8,777.08,56.9,8.2,0.41917,4.34E-05,4.34E-05,0.004636779,0.009363769,0.677067821,0.677067821,0.013829883,0.620877339,0.022274742,0.021932236,1,4.30E-05,0.00463227,0.009288497,0.682694853,0.013605634,0.620348715,2%,0.000342506
FNCL,4-150,1-CLTV <= 70,F-age-30,Nov,43563770.43,-147.5,64.8,722.5,79,27.5,3.839178,0.002405691,0.002643616,0.004636779,0.570140575,1.430101979,1.368957638,0.41647788,0.620877339,0.670789307,0.670725803,0.91,0.002641031,0.00463227,0.570137611,1.370246782,0.41608389,0.620348715,0%,6.3504E-05
FNCL,4-150,4-CLTV 90-100,C-age-15,Nov,1439842.72,-147.5,92.9,762,75,10,-0.002366,-0.000510135,-0.000560588,0.004636779,-0.120900316,0.80027593,0.80027593,-0.151073287,0.620877339,-0.243322276,-0.243337621,0.91,-0.000563605,0.00463227,-0.121669302,0.806001541,-0.15095418,0.620348715,0%,1.53451E-05
FNCL,4-150,1-CLTV <= 70,E-age-25,Jan,16079254.24,-147.5,65.2,742.57,73.7,21.5,13.254213,0.010993078,0.01616629,0.004636779,3.486534431,1.277429883,1.277429883,2.729335268,0.620877339,4.395933134,4.397257898,0.68,0.016164462,0.00463227,3.489533634,1.279232735,2.727833284,0.620348715,0%,-0.001324764
FNCL,4-150,4-CLTV 90-100,B-age-10,May,4791290.01,-147.3,93.6,676.39,96.5,8.4,19.427281,0.017187266,0.014689971,0.004636779,3.168141063,0.691989158,0.691989158,4.578310265,0.621765721,7.363400889,7.314481463,1.17,0.014685506,0.00463227,3.170261398,0.69765649,4.544158108,0.62125499,1%,0.048919426
FNCL,4-150,2-CLTV 70-80,K-age-60,Sep,31164716.36,-147.3,74.1,510.02,88.1,54,5.556254,0.001123077,0.001090366,0.004636779,0.235155958,2.078231997,1.368957638,0.171777381,0.621765721,0.276273482,0.267324377,1.03,0.001054147,0.00463227,0.227565931,1.370246782,0.166076603,0.62125499,3%,0.008949106
FNCL,4-150,2-CLTV 70-80,B-age-10,Jul,42729432.54,-147.3,73.4,745.48,72.7,6.7,2.50915,0.001833356,0.001553691,0.004636779,0.335079862,0.558143084,0.558143084,0.600347601,0.621765721,0.965552749,0.958250198,1.18,0.001553399,0.00463227,0.335342885,0.563300696,0.595317717,0.62125499,1%,0.007302551
FNCL,4-150,1-CLTV <= 70,K-age-60,Jul,23380951.29,-147.3,62.8,705.82,84.1,52.5,4.272244,0.00197144,0.001670712,0.004636779,0.36031738,2.041545392,1.368957638,0.263205646,0.621765721,0.423319648,0.421994648,1.18,0.001664062,0.00463227,0.359232503,1.370246782,0.262166281,0.62125499,0%,0.001325
FNCL,4-150,1-CLTV <= 70,J-age-50,Dec,185327733.9,-147.3,60.8,720.38,68.7,45.2,2.938583,0.000799569,0.000841652,0.004636779,0.181516522,1.863003916,1.368957638,0.132594696,0.621765721,0.213255076,0.212081096,0.95,0.000836305,0.00463227,0.180538837,1.370246782,0.131756439,0.62125499,1%,0.00117398
FNCL,4-150,1-CLTV <= 70,H-age-40,Jun,215328084.1,-147.3,63.3,512.73,82.1,35.5,9.477362,0.006790562,0.00543245,0.004636779,1.171599779,1.625763872,1.368957638,0.85583348,0.621765721,1.376456519,1.375305146,1.25,0.005423275,0.00463227,1.170759657,1.370246782,0.854415185,0.62125499,0%,0.001151373
FNCL,4-150,0-CLTV <= 60,D-age-20,Jan,10079259.25,-147.3,57.2,746.46,61.7,18.9,0.745263,-6.85E-05,-0.000100759,0.004636779,-0.021730411,1.188711373,1.188711373,-0.018280645,0.621765721,-0.029401179,-0.029806765,0.68,-0.00010216,0.00463227,-0.022054055,1.190977944,-0.018517602,0.62125499,-1%,0.000405586
FNCL,4-150,0-CLTV <= 60,G-age-35,Aug,1123672934,-147.3,52.3,729.27,66.4,31.3,5.662218,0.004006547,0.003231086,0.004636779,0.696838415,1.523041378,1.368957638,0.509028472,0.621765721,0.818682109,0.818736356,1.24,0.003228543,0.00463227,0.696967868,1.370246782,0.508644047,0.62125499,0%,-5.42468E-05
FNCL,4-150,0-CLTV <= 60,I-age-45,Jul,810180630.3,-147.2,48.8,656.99,66.5,40.8,7.198025,0.004166118,0.003530608,0.004636779,0.761435473,1.755389875,1.368957638,0.556215511,0.622206853,0.893939868,0.891599093,1.18,0.003518412,0.00463227,0.759543876,1.370246782,0.554311739,0.62170514,0%,0.002340775
FNCL,4-150,1-CLTV <= 70,I-age-45,Oct,12255908.36,-147.2,60.9,738.81,77.8,42,4.382873,0.002359059,0.002359059,0.004636779,0.50877099,1.784739159,1.368957638,0.371648454,0.622206853,0.597306913,0.596879626,1,0.002355396,0.00463227,0.508475466,1.370246782,0.371083131,0.62170514,0%,0.000427287
FNCL,4-150,2-CLTV 70-80,B-age-10,Jun,11908096.82,-147.2,73.6,732.17,76.4,8.5,0.160793,-0.000194556,-0.000155645,0.004636779,-0.033567426,0.699349337,0.699349337,-0.047998081,0.622206853,-0.077141678,-0.076904446,1.25,-0.000156149,0.00463227,-0.033709028,0.705034426,-0.047811889,0.62170514,0%,-0.000237232
FNCL,4-150,0-CLTV <= 60,G-age-35,Mar,307623671.7,-147.2,49.9,731.36,67.5,32.2,9.735818,0.007636647,0.007872832,0.004636779,1.69790954,1.545053341,1.368957638,1.240293705,0.622206853,1.993378408,1.994113424,0.97,0.007869134,0.00463227,1.698764222,1.370246782,1.239750565,0.62170514,0%,-0.000735016
