"","grp","x","actual.smm","model.smm","actual.cpr","model.cpr","ratio","track.err","curt.smm","dflt.smm","cout.smm","turn.smm","refi.smm","pct_inv","pct_2nd","pct_owner","pct_purchase","pct_REFI_NCO","pct_REFI_CO","pct_REFI_Other","pct_REFI","pct_dq","incentive","burnout","refi_elig_pct","cltv","wacls","acls","wala","wam","wac","fico","pct_HARPed","pct_tpo","cai","media_effect","sato","hpa_annual","hpa_cum","turn_cai_mult","turn_hpa_annual_mult","turn_wala_mult","turn_incentive_mult","turn_cltv_mult","turn_acls_mult","turn_fico_mult","turn_tax_mult","turn_sato_mult","turn_pct_HARPed_mult","turn_HARP_eligible_mult","turn_pct_purchase_mult","turn_pct_inv_mult","turn_pct_second_lien_mult","bal","std","n"
"1",10,-75,0.382868051235406,0.409126503088656,4.49889272414264,4.8005370832037,0.93581825754378,0.0262584518532502,0.0369041865967254,0.00672739041290801,0,0.365494926079023,0,0,5.24166742170528,94.7583325782947,50.2285580519998,36.3685268776912,13.402915070309,0,49.7714419480002,0.530977851486441,-85.2465011462781,5.18249537830355,100,64.3040507719949,296.165832662551,293.983111654016,18.5279961060442,336.654822143571,3.38465673115604,780.37946972094,4.48807852637405,43.648768070886,179.016740579031,16.7648172002893,-37.7815693352545,4.6979474573111,7.011683678376,0.9,1.25769483233097,0.962795546256637,1.12112589553278,1.0045260820696,0.862225408598446,0.838972640416542,1,0.973977456721318,1,1,0.9352971254676,1,0.986451870582227,7756287623.6,0.0424373210890059,1965
"2",10,-50,0.438177008045545,0.439113962472261,5.13323742758085,5.14395011603259,0.997866261365407,0.000936954426716417,0.0376370743820145,0.00643696589012975,0,0.395039922200117,0,0,5.28199771038744,94.7180022896126,48.1725758127745,34.9821786261892,16.8452455610363,0,51.8274241872255,0.478436324227396,-61.7407402650157,33.0676525880224,100,64.3254244215243,294.914085565843,292.734240483404,20.2615951398006,334.723566979274,3.48362710144739,780.233185729648,5.05398677821288,47.3998236751391,177.530808646528,21.5565309074066,-31.187936813285,4.59763951913897,7.07818377314845,0.9,1.24046791912569,0.978136110614569,1.25788997521121,1.00458373796296,0.863637304123377,0.839423892461126,1,0.988177469813506,1,1,0.932624348556607,1,0.991787089190262,32307447232.4,0.0564694016294232,7187
"3",10,-25,0.438415398423492,0.498205962558457,5.13596317424345,5.81734374144921,0.879988260622334,0.0597905641349648,0.0370131219838409,0.00599807167245875,0,0.392639555107472,0.0625552137946849,0,5.3835910355543,94.6164089644457,48.933323244614,34.0819224145809,16.9847543408051,0,51.066676755386,0.461162676778309,-35.9442303585351,85.8471079464058,100,63.7798143146514,298.111415457621,295.91624943028,18.1459172424685,337.181412091297,3.56430764172016,780.192351275138,4.69460620641912,48.6164757501054,175.211010104036,28.285419633907,-28.8764745486429,5.15417100206856,7.17723534917977,0.9,1.2561426569171,0.954264172204551,1.287,1.00455965054773,0.860277407730842,0.839446187308714,1,0.99127552830567,1,1,0.933613320217998,1,0.99075067426331,90238320994.6,0.0625572849219878,18446
"4",10,0,0.519151671798716,0.635055554775411,6.05498048014042,7.36004642271781,0.817490167426871,0.115903882976696,0.0368555943833017,0.00603580956688811,0,0.421296895389,0.170867255436222,0,5.703518657309,94.296481342691,49.4741613203831,29.0623644639355,21.4634742156815,0,50.5258386796169,0.453705165935528,-13.1510744522643,203.912788606303,100,63.7633139997562,293.912888600069,291.724834168807,17.6233029619732,337.663313242516,3.72554463997036,779.77072538937,5.46214291220146,48.0575613252553,174.498756048203,31.0631909129435,-18.8551743130873,5.46883768387647,7.50513065241501,0.9,1.26445286487842,0.949113284891329,1.287,1.00460740817624,0.864644435641715,0.84035231038292,1,1.0132810843606,1,1,0.934316409716498,1,0.994248653939455,152445314375.5,0.0641118115938132,31578
"5",10,25,0.703100234548442,0.737891358733191,8.1184589413242,8.50403099509056,0.952850614425845,0.0347911241847487,0.0379704181536002,0.0081978373584699,0,0.45381701575624,0.237906087464881,0,5.84021460910783,94.1597853908922,47.8250316218271,23.6769277191999,28.498040658973,0,52.1749683781729,0.55584399833355,10.19894895066,541.021059403968,100,63.8764120494655,284.08577066949,281.996719357292,20.5974574859978,334.048767566422,3.97518539380876,778.414510256128,5.39876267107128,44.3981745175332,173.589788645846,30.7493464336863,-8.34266409825256,4.91193867144331,7.66877188263771,0.9,1.24190466421416,0.98132263337997,1.287,1.00467036764808,0.87521747091723,0.843008704546689,1,1.03253487129186,1,1,0.932172541108375,1,1.00058834997734,88079455859,0.0644375731180841,31806
"6",10,50,0.896869883378137,0.849842814317539,10.2471062311734,9.73468864815223,1.05533619660991,-0.0470270690605984,0.0402977823238058,0.0125760976672823,0,0.473815474637179,0.323153459689272,0,6.29507514421856,93.7049248557814,48.0206451509357,21.3069697731287,30.6723850759355,0,51.9793548490643,0.765943611625683,34.6450604584239,1099.2938339247,100,63.8792654665648,273.806358720964,271.871615856186,26.0551933931636,327.423669914044,4.19835539252047,777.385684046643,5.92114372629862,43.2313501154158,174.029645605351,31.7370152954569,-0.554650535577027,4.03254648833029,7.82063024956682,0.9,1.19695398673492,1.03763407492238,1.287,1.00477966365783,0.886367215111012,0.844958171179385,1,1.04231635195564,1,1,0.932426838696216,1,1.00398100136204,32321079699.4,0.081897669357316,20354
"7",10,75,1.09517191804503,1.07576157815378,12.3786563565479,12.1720823706869,1.01804334741584,-0.019410339891246,0.0430937186839429,0.0196574033744489,0,0.492066911338283,0.520943544757106,0,7.62152034685734,92.3784796531427,43.4814709277924,23.7922371611667,32.7262919110409,0,56.5185290722076,1.05680461640766,59.2430006129807,2027.44610324466,100,63.2464402732694,261.301130893592,259.679070619153,32.1794911138171,320.091732820085,4.44750847207422,776.016967196706,10.2254660191878,43.5773038225603,173.538244087387,31.5476182014076,10.5767636866465,3.2837576187043,7.77255486599492,0.9,1.13525312977403,1.09688807170358,1.287,1.00496858646403,0.900221753237099,0.84745652014087,1,1.05483080003038,1,1,0.92652591220613,1,1.00594073993291,7107143057.4,0.0971856968254485,8202
"8",10,100,1.37395418960794,1.2945884407339,15.2968703887663,14.4752990940325,1.06130577593374,-0.0793657488740375,0.0449246455981994,0.0255452084317676,0,0.506271688785784,0.717846897918154,0,9.13344516597637,90.8665548340236,34.7274445602994,32.6055017527414,32.6670536869592,0,65.2725554397006,1.33132071434864,83.2280874720724,2869.89187280855,100,62.7025393259718,252.91146592746,251.844966123344,35.5528206472478,315.547872283134,4.64377347326928,774.608220401424,18.8865433768048,40.5824679877638,174.249001042352,33.1681884771704,24.4508958332989,2.92621353389552,7.83740951436162,0.9,1.10652604413819,1.12855808837269,1.287,1.00513391027649,0.910314154225813,0.849923422173508,1,1.06658936475691,1,1,0.915145677928389,1,1.02000117263426,1171654326,0.101987590379605,2671
"9",10,125,2.6467788705538,1.3624618131244,27.5223827259881,15.1783543087243,1.94264444335816,-1.2843170574294,0.0455659883295558,0.0365848089562218,0,0.525693158932931,0.754617856905689,0,6.17157956372149,93.8284204362785,18.5138181387196,57.2145065257026,24.2716753355778,0,81.4861818612804,1.92406016583681,107.888376477527,3764.20826497182,100,60.5833227023761,246.724692014529,246.580505574995,35.86550152925,314.238315718337,4.85711588676953,774.0936564871,47.8107846054733,45.67360573014,173.940525374821,33.0809340788717,47.1075937030749,3.03093871214345,7.96582642973616,0.9,1.10723398198468,1.12995449637719,1.287,1.00549597200394,0.915869349120381,0.851007152364812,1,1.0758611488815,1,1,0.894067963580335,1,1.06520169147478,84297207,0.152413082710278,337
"10",10,150,0.185510171678866,1.34072305930863,2.20354867126845,14.953755806203,0.138365764943678,1.15521288762976,0.0475583852623126,0.0711819057132122,0,0.560973284958704,0.661009483374398,0,0,100,15.5354288667764,59.8605014787158,24.6040696545079,0,84.4645711332236,3.33509155445547,130.881453053767,4673.81041815254,100,64.0404489837773,214.550283983538,214.388872801114,37.0353626021736,319.464242690851,5.07739767615219,779.227028439726,59.8605014787158,50.4753559212501,173.632992983981,33.7032117449341,66.655054839725,2.77765105086746,7.88628313567827,0.9,1.10201001357754,1.1419468024248,1.287,1.00472179699777,0.952728334675475,0.840711278630647,1,1.07887527325184,1,1,0.890196057526809,1,1.06021032572594,6095863.9,0.049683040111235,29
