"","x","y"
"1",-1.2,0.89337
"2",-1.081,0.89337
"3",-0.962,0.89337
"4",-0.843,0.89337
"5",-0.724,0.89337
"6",-0.605,0.89337
"7",-0.486,0.89337
"8",-0.367,0.89337
"9",-0.248,0.89337
"10",-0.129,0.89337
"11",-0.0100000000000005,0.89337
"12",0.109,0.89337
"13",0.228,0.89337
"14",0.347,0.89337
"15",0.466,0.89337
"16",0.585,0.89337
"17",0.704,0.89337
"18",0.823,0.89337
"19",0.941999999999999,0.89337
"20",1.061,0.894133442951647
"21",1.18,0.899698800983159
"22",1.299,0.9099534636225
"23",1.418,0.924061528342403
"24",1.537,0.941187092615602
"25",1.656,0.960494253914829
"26",1.775,0.981147109712818
"27",1.894,1.0023097574823
"28",2.013,1.02314629469602
"29",2.132,1.04282081882669
"30",2.251,1.06049742734706
"31",2.37,1.07606541169872
"32",2.489,1.09201922137885
"33",2.608,1.10838511615897
"34",2.727,1.12484874907179
"35",2.846,1.14109577315
"36",2.965,1.15681184142628
"37",3.084,1.17168260693333
"38",3.203,1.18539372270385
"39",3.322,1.19763084177051
"40",3.441,1.20807961716603
"41",3.56,1.21664554329166
"42",3.679,1.22443749997526
"43",3.798,1.2316744097874
"44",3.917,1.23837632085111
"45",4.036,1.24456328128939
"46",4.155,1.25025533922526
"47",4.274,1.25547254278172
"48",4.393,1.26023494008181
"49",4.512,1.26456257924852
"50",4.631,1.26847550840488
"51",4.75,1.27199377567389
"52",4.869,1.27513742917857
"53",4.988,1.27792651704194
"54",5.107,1.280381087387
"55",5.226,1.28252118833677
"56",5.345,1.28436686801427
"57",5.464,1.28593817454251
"58",5.583,1.28725515604449
"59",5.702,1.28833786064324
"60",5.821,1.28920633646178
"61",5.94,1.2898806316231
"62",6.059,1.29038079425023
"63",6.178,1.29072687246618
"64",6.297,1.29093891439396
"65",6.416,1.29103696815659
"66",6.535,1.29104108187707
"67",6.654,1.29097130367844
"68",6.773,1.29084768168369
"69",6.892,1.29069026401584
"70",7.011,1.29051909879791
"71",7.13,1.2903542341529
"72",7.249,1.29021571820384
"73",7.368,1.29012359907374
"74",7.487,1.2900979248856
"75",7.606,1.29011972719072
"76",7.725,1.29013854744037
"77",7.844,1.29015414377532
"78",7.963,1.29016682191398
"79",8.082,1.29017688757481
"80",8.201,1.29018464647621
"81",8.32,1.29019040433663
"82",8.439,1.29019446687449
"83",8.558,1.29019713980822
"84",8.677,1.29019872885625
"85",8.796,1.290199539737
"86",8.915,1.29019987816891
"87",9.034,1.29020004657425
"88",9.153,1.29020020958412
"89",9.272,1.290200372594
"90",9.391,1.29020053560388
"91",9.51,1.29020069861375
"92",9.629,1.29020086162363
"93",9.748,1.2902010246335
"94",9.867,1.29020118764338
"95",9.986,1.29020135065325
"96",10.105,1.29020151366313
"97",10.224,1.290201676673
"98",10.343,1.29020183968288
"99",10.462,1.29020200269275
"100",10.581,1.29020216570263
"101",10.7,1.2902023287125
