asOfDate,RealCoupon,ModelCoupon,RealMortgageRate,RealServiceSpread,Weekday,Weight,Counter,accumulated Weighted CC,accumulatedWeight,WA CC,Servicing Spread,,,
5/12/2009,3.98366,4.065143399,4.76,0.77634,2,0.7,4,2.9885365,0.75,0,0,,,
5/13/2009,3.93444,4.031992983,4.76,0.82556,3,0.25,5,3.9721465,1,3.9721465,0,,,
5/14/2009,3.93771,4.084053329,4.745,0.80729,4,0,1,0,0,0,0.7878535,,,
5/15/2009,3.94836,4.102590785,4.745,0.79664,5,0,2,0,0,0,0,,,
5/18/2009,3.99902,4.152394177,4.745,0.74598,1,0.05,3,0.199951,0.05,0,0,,,
5/19/2009,4.00194,4.17949434,4.745,0.74306,2,0.7,4,3.001309,0.75,0,0,,,
5/20/2009,3.96589,4.147780617,4.745,0.77911,3,0.25,5,3.9927815,1,3.9927815,0,,,
5/21/2009,4.0625,4.33076562,4.835,0.7725,4,0,1,0,0,0,0.7522185,,,
5/22/2009,4.12679,4.496441388,4.835,0.70821,5,0,2,0,0,0,0,,,
5/26/2009,4.1848,4.616782323,4.835,0.6502,2,0.7,3,2.92936,0.7,0,0,,,
5/27/2009,4.54613,4.989571976,4.835,0.28887,3,0.25,4,4.0658925,0.95,4.279886842,0,,,
5/28/2009,4.69701,4.919751485,5.215,0.51799,4,0,1,0,0,0,0.555113158,,,
5/29/2009,4.3483,4.590942996,5.215,0.8667,5,0,2,0,0,0,0,,,
6/1/2009,4.65719,5.005448284,5.215,0.55781,1,0.05,3,0.2328595,0.05,0,0,,,
6/2/2009,4.60383,4.890357448,5.215,0.61117,2,0.7,4,3.4555405,0.75,0,0,,,
6/3/2009,4.53166,4.744728101,5.215,0.68334,3,0.25,5,4.5884555,1,4.5884555,0,,,
6/4/2009,4.72477,5.021003526,5.515,0.79023,4,0,1,0,0,0,0.6265445,,,
6/5/2009,4.91336,5.322290407,5.515,0.60164,5,0,2,0,0,0,0,,,
6/8/2009,5.02103,5.423030955,5.515,0.49397,1,0.05,3,0.2510515,0.05,0,0,,,
6/9/2009,4.96809,5.281908064,5.515,0.54691,2,0.7,4,3.7287145,0.75,0,0,,,
6/10/2009,5.05803,5.415481213,5.515,0.45697,3,0.25,5,4.993222,1,4.993222,0,,,
6/11/2009,4.9734,5.288979703,5.305,0.3316,4,0,1,0,0,0,0.521778,,,
6/12/2009,4.84314,5.102692449,5.305,0.46186,5,0,2,0,0,0,0,,,
6/15/2009,4.71585,4.973642347,5.305,0.58915,1,0.05,3,0.2357925,0.05,0,0,,,
6/16/2009,4.65143,4.932066222,5.305,0.65357,2,0.7,4,3.4917935,0.75,0,0,,,
6/17/2009,4.55337,4.892718691,5.305,0.75163,3,0.25,5,4.630136,1,4.630136,0,,,
6/18/2009,4.86953,5.196112494,5.345,0.47547,4,0,1,0,0,0,0.674864,,,
6/19/2009,4.79977,5.115448179,5.345,0.54523,5,0,2,0,0,0,0,,,
6/22/2009,4.70692,5.01190707,5.345,0.63808,1,0.05,3,0.235346,0.05,0,0,,,
6/23/2009,4.71717,4.957379278,5.345,0.62783,2,0.7,4,3.537365,0.75,0,0,,,
6/24/2009,4.72952,4.951198614,5.345,0.61548,3,0.25,5,4.719745,1,4.719745,0,,,
6/25/2009,4.55736,4.824639403,5.245,0.68764,4,0,1,0,0,0,0.625255,,,
6/26/2009,4.52963,4.774311465,5.245,0.71537,5,0,2,0,0,0,0,,,
6/29/2009,4.53823,4.789627618,5.245,0.70677,1,0.05,3,0.2269115,0.05,0,0,,,
6/30/2009,4.58369,4.844116355,5.245,0.66131,2,0.7,4,3.4354945,0.75,0,0,,,
7/1/2009,4.55199,4.836839041,5.245,0.69301,3,0.25,5,4.573492,1,4.573492,0,,,
7/2/2009,4.51238,4.743488304,5.125,0.61262,4,0,1,0,0,0,0.671508,,,
7/6/2009,4.51321,4.713879299,5.125,0.61179,1,0.05,2,0.2256605,0.05,0,0,,,
7/7/2009,4.47649,4.647616501,5.125,0.64851,2,0.7,3,3.3592035,0.75,0,0,,,
7/8/2009,4.32917,4.474580406,5.125,0.79583,3,0.25,4,4.441496,1,4.441496,0,,,
7/9/2009,4.43346,4.574877011,5.065,0.63154,4,0,1,0,0,0,0.683504,,,
7/10/2009,4.33427,4.488128294,5.065,0.73073,5,0,2,0,0,0,0,,,
7/13/2009,4.40426,4.562801449,5.065,0.66074,1,0.05,3,0.220213,0.05,0,0,,,
7/14/2009,4.47507,4.691874236,5.065,0.58993,2,0.7,4,3.352762,0.75,0,0,,,
7/15/2009,4.64541,4.891379283,5.065,0.41959,3,0.25,5,4.5141145,1,4.5141145,0,,,
7/16/2009,4.57215,4.818445599,5.125,0.55285,4,0,1,0,0,0,0.5508855,,,
7/17/2009,4.63048,4.927711182,5.125,0.49452,5,0,2,0,0,0,0,,,
7/20/2009,4.56841,4.845012336,5.125,0.55659,1,0.05,3,0.2284205,0.05,0,0,,,
7/21/2009,4.44506,4.721726056,5.125,0.67994,2,0.7,4,3.3399625,0.75,0,0,,,
7/22/2009,4.49585,4.750559222,5.125,0.62915,3,0.25,5,4.463925,1,4.463925,0,,,
7/23/2009,4.67137,4.9385266,5.175,0.50363,4,0,1,0,0,0,0.661075,,,
7/24/2009,4.60961,4.891296598,5.175,0.56539,5,0,2,0,0,0,0,,,
7/27/2009,4.63864,4.937092648,5.175,0.53636,1,0.05,3,0.231932,0.05,0,0,,,
7/28/2009,4.58806,4.89257877,5.175,0.58694,2,0.7,4,3.443574,0.75,0,0,,,
7/29/2009,4.54564,4.897371084,5.175,0.62936,3,0.25,5,4.579984,1,4.579984,0,,,
7/30/2009,4.54111,4.885020823,5.12,0.57889,4,0,1,0,0,0,0.595016,,,
7/31/2009,4.39662,4.76495449,5.12,0.72338,5,0,2,0,0,0,0,,,
8/3/2009,4.52002,4.96599331,5.12,0.59998,1,0.05,3,0.226001,0.05,0,0,,,
8/4/2009,4.57818,4.986817731,5.12,0.54182,2,0.7,4,3.430727,0.75,0,0,,,
8/5/2009,4.6917,5.101593517,5.12,0.4283,3,0.25,5,4.603652,1,4.603652,0,,,
8/6/2009,4.70882,5.089275174,5.215,0.50618,4,0,1,0,0,0,0.516348,,,
8/7/2009,4.80233,5.26194242,5.215,0.41267,5,0,2,0,0,0,0,,,
8/10/2009,4.69414,5.156868182,5.215,0.52086,1,0.05,3,0.234707,0.05,0,0,,,
8/11/2009,4.6274,5.046862123,5.215,0.5876,2,0.7,4,3.473887,0.75,0,0,,,
8/12/2009,4.63628,4.999387595,5.215,0.57872,3,0.25,5,4.632957,1,4.632957,0,,,
8/13/2009,4.52706,4.876358182,5.045,0.51794,4,0,1,0,0,0,0.582043,,,
8/14/2009,4.49058,4.833612244,5.045,0.55442,5,0,2,0,0,0,0,,,
8/17/2009,4.46616,4.771448442,5.045,0.57884,1,0.05,3,0.223308,0.05,0,0,,,
8/18/2009,4.50866,4.814257816,5.045,0.53634,2,0.7,4,3.37937,0.75,0,0,,,
8/19/2009,4.47725,4.771341387,5.045,0.56775,3,0.25,5,4.4986825,1,4.4986825,0,,,
8/20/2009,4.44681,4.735741138,5.065,0.61819,4,0,1,0,0,0,0.5463175,,,
8/21/2009,4.52183,4.869699322,5.065,0.54317,5,0,2,0,0,0,0,,,
8/24/2009,4.48969,4.798943734,5.065,0.57531,1,0.05,3,0.2244845,0.05,0,0,,,
8/25/2009,4.46678,4.723950883,5.065,0.59822,2,0.7,4,3.3512305,0.75,0,0,,,
8/26/2009,4.4625,4.712358726,5.065,0.6025,3,0.25,5,4.4668555,1,4.4668555,0,,,
8/27/2009,4.48932,4.691869075,5.005,0.51568,4,0,1,0,0,0,0.5981445,,,
8/28/2009,4.48402,4.678088959,5.005,0.52098,5,0,2,0,0,0,0,,,
8/31/2009,4.42184,4.613620073,5.005,0.58316,1,0.05,3,0.221092,0.05,0,0,,,
9/1/2009,4.4018,4.597877154,5.005,0.6032,2,0.7,4,3.302352,0.75,0,0,,,
9/2/2009,4.31469,4.521459157,5.005,0.69031,3,0.25,5,4.3810245,1,4.3810245,0,,,
9/3/2009,4.36197,4.537652763,4.995,0.63303,4,0,1,0,0,0,0.6239755,,,
9/4/2009,4.42369,4.619362413,4.995,0.57131,5,0,2,0,0,0,0,,,
9/8/2009,4.41471,4.6522074,4.995,0.58029,2,0.7,3,3.090297,0.7,0,0,,,
9/9/2009,4.39986,4.613200917,4.995,0.59514,3,0.25,4,4.190262,0.95,4.410802105,0,,,
9/10/2009,4.28497,4.517195211,4.965,0.68003,4,0,1,0,0,0,0.584197895,,,
9/11/2009,4.28939,4.522628696,4.965,0.67561,5,0,2,0,0,0,0,,,
9/14/2009,4.35672,4.60451602,4.965,0.60828,1,0.05,3,0.217836,0.05,0,0,,,
9/15/2009,4.39235,4.682765473,4.965,0.57265,2,0.7,4,3.292481,0.75,0,0,,,
9/16/2009,4.3875,4.724915283,4.965,0.5775,3,0.25,5,4.389356,1,4.389356,0,,,
9/17/2009,4.31061,4.631718746,4.94,0.62939,4,0,1,0,0,0,0.575644,,,
9/18/2009,4.38725,4.701156092,4.94,0.55275,5,0,2,0,0,0,0,,,
9/21/2009,4.41353,4.69465403,4.94,0.52647,1,0.05,3,0.2206765,0.05,0,0,,,
9/22/2009,4.3859,4.662990673,4.94,0.5541,2,0.7,4,3.2908065,0.75,0,0,,,
9/23/2009,4.3747,4.571804811,4.94,0.5653,3,0.25,5,4.3844815,1,4.3844815,0,,,
9/24/2009,4.30776,4.502005556,4.865,0.55724,4,0,1,0,0,0,0.5555185,,,
9/25/2009,4.26938,4.460712855,4.865,0.59562,5,0,2,0,0,0,0,,,
9/28/2009,4.21577,4.418521588,4.865,0.64923,1,0.05,3,0.2107885,0.05,0,0,,,
9/29/2009,4.20862,4.439638578,4.865,0.65638,2,0.7,4,3.1568225,0.75,0,0,,,
9/30/2009,4.22467,4.452545656,4.865,0.64033,3,0.25,5,4.21299,1,4.21299,0,,,
10/1/2009,4.10367,4.353301112,4.795,0.69133,4,0,1,0,0,0,0.65201,,,
10/2/2009,4.10628,4.365287709,4.795,0.68872,5,0,2,0,0,0,0,,,
10/5/2009,4.13197,4.387404738,4.795,0.66303,1,0.05,3,0.2065985,0.05,0,0,,,
10/6/2009,4.14112,4.408324327,4.795,0.65388,2,0.7,4,3.1053825,0.75,0,0,,,
10/7/2009,4.09165,4.327127123,4.795,0.70335,3,0.25,5,4.128295,1,4.128295,0,,,
10/8/2009,4.12155,4.36556185,4.845,0.72345,4,0,1,0,0,0,0.666705,,,
10/9/2009,4.25157,4.544589108,4.845,0.59343,5,0,2,0,0,0,0,,,
10/13/2009,4.21893,4.45409028,4.845,0.62607,2,0.7,3,2.953251,0.7,0,0,,,
10/14/2009,4.32297,4.572059778,4.845,0.52203,3,0.25,4,4.0339935,0.95,4.246308947,0,,,
10/15/2009,4.40039,4.637408637,4.925,0.52461,4,0,1,0,0,0,0.598691053,,,
10/16/2009,4.35815,4.593203711,4.925,0.56685,5,0,2,0,0,0,0,,,
10/19/2009,4.34231,4.564451571,4.925,0.58269,1,0.05,3,0.2171155,0.05,0,0,,,
10/20/2009,4.3051,4.490685144,4.925,0.6199,2,0.7,4,3.2306855,0.75,0,0,,,
10/21/2009,4.35191,4.581635069,4.925,0.57309,3,0.25,5,4.318663,1,4.318663,0,,,
10/22/2009,4.34888,4.588649977,4.955,0.60612,4,0,1,0,0,0,0.606337,,,
10/23/2009,4.38826,4.658938877,4.955,0.56674,5,0,2,0,0,0,0,,,
10/26/2009,4.45896,4.756770608,4.955,0.49604,1,0.05,3,0.222948,0.05,0,0,,,
10/27/2009,4.3817,4.649671729,4.955,0.5733,2,0.7,4,3.290138,0.75,0,0,,,
10/28/2009,4.29321,4.587063185,4.955,0.66179,3,0.25,5,4.3634405,1,4.3634405,0,,,
10/29/2009,4.35555,4.672189783,4.905,0.54945,4,0,1,0,0,0,0.5915595,,,
10/30/2009,4.28974,4.555012329,4.905,0.61526,5,0,2,0,0,0,0,,,
11/2/2009,4.34084,4.596033091,4.905,0.56416,1,0.05,3,0.217042,0.05,0,0,,,
11/3/2009,4.37341,4.629279224,4.905,0.53159,2,0.7,4,3.278429,0.75,0,0,,,
11/4/2009,4.39722,4.691582573,4.905,0.50778,3,0.25,5,4.377734,1,4.377734,0,,,
11/5/2009,4.34027,4.664028922,4.835,0.49473,4,0,1,0,0,0,0.527266,,,
11/6/2009,4.29318,4.595324366,4.835,0.54182,5,0,2,0,0,0,0,,,
11/9/2009,4.27718,4.547433095,4.835,0.55782,1,0.05,3,0.213859,0.05,0,0,,,
11/10/2009,4.25006,4.514701804,4.835,0.58494,2,0.7,4,3.188901,0.75,4.251868,0,,,
11/12/2009,4.20549,4.452740092,4.755,0.54951,4,0,1,0,0,0,0.583132,,,
11/13/2009,4.12598,4.470141079,4.755,0.62902,5,0,2,0,0,0,0,,,
11/16/2009,4.02764,4.354713867,4.755,0.72736,1,0.05,3,0.201382,0.05,0,0,,,
11/17/2009,4.08364,4.336590399,4.755,0.67136,2,0.7,4,3.05993,0.75,4.079906667,0,,,
11/18/2009,4.13219,4.371873736,4.705,0.57281,3,0.25,1,1.0330475,0.25,4.13219,0.675093333,,,
11/19/2009,4.14203,4.346099881,4.755,0.61297,4,0,1,0,0,#DIV/0!,0.57281,,,
11/20/2009,4.11407,4.364487572,4.705,0.59093,5,0,1,0,0,0,#DIV/0!,,,
11/23/2009,4.08914,4.380327513,4.705,0.61586,1,0.05,2,0.204457,0.05,0,0,,,
11/24/2009,4.00757,4.315176538,4.705,0.69743,2,0.7,3,3.009756,0.75,0,0,,,
11/25/2009,3.99745,4.285706277,4.705,0.70755,3,0.25,4,4.0091185,1,4.0091185,0,,,
11/27/2009,3.95395,4.254787842,4.635,0.68105,5,0,1,0,0,0,0.6958815,,,
11/30/2009,3.949,4.250145676,4.635,0.686,1,0.05,2,0.19745,0.05,0,0,,,
12/1/2009,4.04365,4.335197179,4.635,0.59135,2,0.7,3,3.028005,0.75,0,0,,,
12/2/2009,4.10651,4.389334144,4.635,0.52849,3,0.25,4,4.0546325,1,4.0546325,0,,,
12/3/2009,4.16943,4.472849693,4.735,0.56557,4,0,1,0,0,0,0.5803675,,,
12/4/2009,4.24431,4.606347292,4.735,0.49069,5,0,2,0,0,0,0,,,
12/7/2009,4.1946,4.540662828,4.735,0.5404,1,0.05,3,0.20973,0.05,0,0,,,
12/8/2009,4.15043,4.453406652,4.735,0.58457,2,0.7,4,3.115031,0.75,0,0,,,
12/9/2009,4.19167,4.474448648,4.735,0.54333,3,0.25,5,4.1629485,1,4.1629485,0,,,
12/10/2009,4.22515,4.531706127,4.865,0.63985,4,0,1,0,0,0,0.5720515,,,
12/11/2009,4.24709,4.600174152,4.865,0.61791,5,0,2,0,0,0,0,,,
12/14/2009,4.28317,4.627555981,4.865,0.58183,1,0.05,3,0.2141585,0.05,0,0,,,
12/15/2009,4.35407,4.71899076,4.865,0.51093,2,0.7,4,3.2620075,0.75,0,0,,,
12/16/2009,4.32492,4.693732782,4.865,0.54008,3,0.25,5,4.3432375,1,4.3432375,0,,,
12/17/2009,4.19822,4.60147138,4.975,0.77678,4,0,1,0,0,0,0.5217625,,,
12/18/2009,4.26291,4.644562251,4.975,0.71209,5,0,2,0,0,0,0,,,
12/21/2009,4.41004,4.821990053,4.975,0.56496,1,0.05,3,0.220502,0.05,0,0,,,
12/22/2009,4.4854,4.888445817,4.975,0.4896,2,0.7,4,3.360282,0.75,0,0,,,
12/23/2009,4.49594,4.852824932,4.975,0.47906,3,0.25,5,4.484267,1,4.484267,0,,,
12/24/2009,4.54667,4.89992746,5.065,0.51833,4,0,1,0,0,0,0.490733,,,
12/28/2009,4.59678,4.959697494,5.065,0.46822,1,0.05,2,0.229839,0.05,0,0,,,
12/29/2009,4.55623,4.91034297,5.065,0.50877,2,0.7,3,3.4192,0.75,0,0,,,
12/30/2009,4.52277,4.831342413,5.065,0.54223,3,0.25,4,4.5498925,1,4.5498925,0,,,
12/31/2009,4.55925,4.89313655,5.015,0.45575,4,0,1,0,0,0,0.5151075,,,
1/4/2010,4.53253,4.871368511,5.015,0.48247,1,0.05,2,0.2266265,0.05,0,0,,,
1/5/2010,4.43666,4.757816316,5.015,0.57834,2,0.7,3,3.3322885,0.75,0,0,,,
1/6/2010,4.47574,4.801370443,5.015,0.53926,3,0.25,4,4.4512235,1,4.4512235,0,,,
1/7/2010,4.50504,4.816749794,4.985,0.47996,4,0,1,0,0,0,0.5637765,,,
1/8/2010,4.49953,4.760314202,4.985,0.48547,5,0,2,0,0,0,0,,,
1/11/2010,4.48888,4.743077892,4.985,0.49612,1,0.05,3,0.224444,0.05,0,0,,,
1/12/2010,4.40876,4.658025623,4.985,0.57624,2,0.7,4,3.310576,0.75,0,0,,,
1/13/2010,4.45415,4.748155888,4.985,0.53085,3,0.25,5,4.4241135,1,4.4241135,0,,,
1/14/2010,4.42659,4.705968211,4.915,0.48841,4,0,1,0,0,0,0.5608865,,,
1/15/2010,4.36967,4.663374834,4.915,0.54533,5,0,2,0,0,0,0,,,
1/19/2010,4.40197,4.707457174,4.915,0.51303,2,0.7,3,3.081379,0.7,0,0,,,
1/20/2010,4.36779,4.656582776,4.915,0.54721,3,0.25,4,4.1733265,0.95,4.392975263,0,,,
1/21/2010,4.33517,4.60861379,4.88,0.54483,4,0,1,0,0,0,0.522024737,,,
1/22/2010,4.34531,4.61163948,4.88,0.53469,5,0,2,0,0,0,0,,,
1/25/2010,4.38081,4.635679178,4.88,0.49919,1,0.05,3,0.2190405,0.05,0,0,,,
1/26/2010,4.37082,4.609115327,4.88,0.50918,2,0.7,4,3.2786145,0.75,0,0,,,
1/27/2010,4.38713,4.624032345,4.88,0.49287,3,0.25,5,4.375397,1,4.375397,0,,,
1/28/2010,4.40354,4.625233628,4.935,0.53146,4,0,1,0,0,0,0.504603,,,
1/29/2010,4.36203,4.565671319,4.935,0.57297,5,0,2,0,0,0,0,,,
2/1/2010,4.38304,4.580818027,4.935,0.55196,1,0.05,3,0.219152,0.05,0,0,,,
2/2/2010,4.36193,4.546901742,4.935,0.57307,2,0.7,4,3.272503,0.75,0,0,,,
2/3/2010,4.39478,4.603778046,4.935,0.54022,3,0.25,5,4.371198,1,4.371198,0,,,
2/4/2010,4.32385,4.510167308,4.895,0.57115,4,0,1,0,0,0,0.563802,,,
2/5/2010,4.2766,4.439901199,4.895,0.6184,5,0,2,0,0,0,0,,,
2/8/2010,4.33204,4.483153556,4.895,0.56296,1,0.05,3,0.216602,0.05,0,0,,,
2/9/2010,4.36532,4.546703234,4.895,0.52968,2,0.7,4,3.272326,0.75,0,0,,,
2/10/2010,4.40636,4.606238484,4.895,0.48864,3,0.25,5,4.373916,1,4.373916,0,,,
2/11/2010,4.39879,4.602304428,4.855,0.45621,4,0,1,0,0,0,0.521084,,,
2/12/2010,4.34606,4.534656662,4.855,0.50894,5,0,2,0,0,0,0,,,
2/16/2010,4.32327,4.499061389,4.855,0.53173,2,0.7,3,3.026289,0.7,0,0,,,
2/17/2010,4.3914,4.558350684,4.855,0.4636,3,0.25,4,4.124139,0.95,4.341198947,0,,,
2/18/2010,4.46816,4.596891768,4.975,0.50684,4,0,1,0,0,0,0.513801053,,,
2/19/2010,4.48631,4.594358421,4.975,0.48869,5,0,2,0,0,0,0,,,
2/22/2010,4.46245,4.565083791,4.975,0.51255,1,0.05,3,0.2231225,0.05,0,0,,,
2/23/2010,4.39144,4.4748323,4.975,0.58356,2,0.7,4,3.2971305,0.75,0,0,,,
2/24/2010,4.39585,4.469679702,4.975,0.57915,3,0.25,5,4.396093,1,4.396093,0,,,
2/25/2010,4.35418,4.416005682,4.895,0.54082,4,0,1,0,0,0,0.578907,,,
2/26/2010,4.29075,4.383528295,4.895,0.60425,5,0,2,0,0,0,0,,,
3/1/2010,4.32837,4.394231981,4.895,0.56663,1,0.05,3,0.2164185,0.05,0,0,,,
3/2/2010,4.33437,4.381771025,4.895,0.56063,2,0.7,4,3.2504775,0.75,0,0,,,
3/3/2010,4.30757,4.379094957,4.895,0.58743,3,0.25,5,4.32737,1,4.32737,0,,,
3/4/2010,4.28354,4.339152024,4.875,0.59146,4,0,1,0,0,0,0.56763,,,
3/5/2010,4.32644,4.40563414,4.875,0.54856,5,0,2,0,0,0,0,,,
3/8/2010,4.3426,4.424626271,4.875,0.5324,1,0.05,3,0.21713,0.05,0,0,,,
3/9/2010,4.30864,4.392978718,4.875,0.56636,2,0.7,4,3.233178,0.75,0,0,,,
3/10/2010,4.31726,4.395358384,4.875,0.55774,3,0.25,5,4.312493,1,4.312493,0,,,
3/11/2010,4.32585,4.409398733,4.885,0.55915,4,0,1,0,0,0,0.562507,,,
3/12/2010,4.34343,4.402928649,4.885,0.54157,5,0,2,0,0,0,0,,,
3/15/2010,4.33894,4.383422947,4.885,0.54606,1,0.05,3,0.216947,0.05,0,0,,,
3/16/2010,4.31666,4.320906586,4.885,0.56834,2,0.7,4,3.238609,0.75,0,0,,,
3/17/2010,4.29599,4.295148131,4.885,0.58901,3,0.25,5,4.3126065,1,4.3126065,0,,,
3/18/2010,4.33242,4.335372769,4.89,0.55758,4,0,1,0,0,0,0.5723935,,,
3/19/2010,4.35592,4.375593594,4.89,0.53408,5,0,2,0,0,0,0,,,
3/22/2010,4.32647,4.34129875,4.89,0.56353,1,0.05,3,0.2163235,0.05,0,0,,,
3/23/2010,4.32888,4.331063207,4.89,0.56112,2,0.7,4,3.2465395,0.75,0,0,,,
3/24/2010,4.44807,4.432521423,4.89,0.44193,3,0.25,5,4.358557,1,4.358557,0,,,
3/25/2010,4.51081,4.47039233,5.005,0.49419,4,0,1,0,0,0,0.531443,,,
3/26/2010,4.45679,4.413553173,5.005,0.54821,5,0,2,0,0,0,0,,,
3/29/2010,4.45928,4.440549023,5.005,0.54572,1,0.05,3,0.222964,0.05,0,0,,,
3/30/2010,4.48989,4.423241171,5.005,0.51511,2,0.7,4,3.365887,0.75,0,0,,,
3/31/2010,4.50331,4.395162885,5.005,0.50169,3,0.25,5,4.4917145,1,4.4917145,0,,,
4/1/2010,4.55501,4.454846851,5.11,0.55499,4,0,1,0,0,0,0.5132855,,,
4/5/2010,4.67493,4.604449116,5.11,0.43507,1,0.05,2,0.2337465,0.05,0,0,,,
4/6/2010,4.63966,4.524856391,5.11,0.47034,2,0.7,3,3.4815085,0.75,0,0,,,
4/7/2010,4.53391,4.437084546,5.11,0.57609,3,0.25,4,4.614986,1,4.614986,0,,,
4/8/2010,4.55471,4.479849913,4.97,0.41529,4,0,1,0,0,0,0.495014,,,
4/9/2010,4.5415,4.475775112,4.97,0.4285,5,0,2,0,0,0,0,,,
4/12/2010,4.46068,4.431119847,4.97,0.50932,1,0.05,3,0.223034,0.05,0,0,,,
4/13/2010,4.43649,4.395677796,4.97,0.53351,2,0.7,4,3.328577,0.75,0,0,,,
4/14/2010,4.48641,4.422505929,4.97,0.48359,3,0.25,5,4.4501795,1,4.4501795,0,,,
4/15/2010,4.47895,4.400949154,4.995,0.51605,4,0,1,0,0,0,0.5198205,,,
4/16/2010,4.42115,4.317703725,4.995,0.57385,5,0,2,0,0,0,0,,,
4/19/2010,4.46477,4.368719371,4.995,0.53023,1,0.05,3,0.2232385,0.05,0,0,,,
4/20/2010,4.47168,4.387977731,4.995,0.52332,2,0.7,4,3.3534145,0.75,0,0,,,
4/21/2010,4.4287,4.361901592,4.995,0.5663,3,0.25,5,4.4605895,1,4.4605895,0,,,
4/22/2010,4.47368,4.41312538,4.985,0.51132,4,0,1,0,0,0,0.5344105,,,
4/23/2010,4.49658,4.475491786,4.985,0.48842,5,0,2,0,0,0,0,,,
4/26/2010,4.48697,4.489223427,4.985,0.49803,1,0.05,3,0.2243485,0.05,0,0,,,
4/27/2010,4.40982,4.440833272,4.985,0.57518,2,0.7,4,3.3112225,0.75,0,0,,,
4/28/2010,4.46529,4.475489219,4.985,0.51971,3,0.25,5,4.427545,1,4.427545,0,,,
4/29/2010,4.42317,4.398899684,4.925,0.50183,4,0,1,0,0,0,0.557455,,,
4/30/2010,4.3907,4.421021665,4.925,0.5343,5,0,2,0,0,0,0,,,
5/3/2010,4.43302,4.485810521,4.925,0.49198,1,0.05,3,0.221651,0.05,0,0,,,
5/4/2010,4.38044,4.499746806,4.925,0.54456,2,0.7,4,3.287959,0.75,0,0,,,
5/5/2010,4.33516,4.481039785,4.925,0.58984,3,0.25,5,4.371749,1,4.371749,0,,,
5/6/2010,4.22256,4.462457327,4.855,0.63244,4,0,1,0,0,0,0.553251,,,
5/7/2010,4.25838,4.384906779,4.855,0.59662,5,0,2,0,0,0,0,,,
5/10/2010,4.31165,4.42433119,4.855,0.54335,1,0.05,3,0.2155825,0.05,0,0,,,
5/11/2010,4.28638,4.392642768,4.855,0.56862,2,0.7,4,3.2160485,0.75,0,0,,,
5/12/2010,4.29267,4.388889975,4.855,0.56233,3,0.25,5,4.289216,1,4.289216,0,,,
5/13/2010,4.28249,4.368737505,4.765,0.48251,4,0,1,0,0,0,0.565784,,,
5/14/2010,4.19185,4.335398682,4.765,0.57315,5,0,2,0,0,0,0,,,
5/17/2010,4.19016,4.34810418,4.765,0.57484,1,0.05,3,0.209508,0.05,0,0,,,
5/18/2010,4.1366,4.306018929,4.765,0.6284,2,0.7,4,3.105128,0.75,0,0,,,
5/19/2010,4.12777,4.304602246,4.765,0.63723,3,0.25,5,4.1370705,1,4.1370705,0,,,
5/20/2010,4.0603,4.251870419,4.705,0.6447,4,0,1,0,0,0,0.6279295,,,
5/21/2010,4.04344,4.170646065,4.705,0.66156,5,0,2,0,0,0,0,,,
5/24/2010,4.11355,4.192257726,4.705,0.59145,1,0.05,3,0.2056775,0.05,0,0,,,
5/25/2010,4.05822,4.183879034,4.705,0.64678,2,0.7,4,3.0464315,0.75,0,0,,,
5/26/2010,4.08488,4.202878916,4.705,0.62012,3,0.25,5,4.0676515,1,4.0676515,0,,,
5/27/2010,4.18162,4.275892347,4.74,0.55838,4,0,1,0,0,0,0.6373485,,,
5/28/2010,4.15474,4.231266111,4.74,0.58526,5,0,2,0,0,0,0,,,
6/1/2010,4.15107,4.245489531,4.74,0.58893,2,0.7,3,2.905749,0.7,0,0,,,
6/2/2010,4.17668,4.260012964,4.74,0.56332,3,0.25,4,3.949919,0.95,4.157809474,0,,,
6/3/2010,4.18758,4.284582707,4.645,0.45742,4,0,1,0,0,0,0.582190526,,,
6/4/2010,4.0385,4.172186703,4.645,0.6065,5,0,2,0,0,0,0,,,
6/7/2010,4.03222,4.166552483,4.645,0.61278,1,0.05,3,0.201611,0.05,0,0,,,
6/8/2010,3.99958,4.171677761,4.645,0.64542,2,0.7,4,3.001317,0.75,0,0,,,
6/9/2010,3.99425,4.140164093,4.645,0.65075,3,0.25,5,3.9998795,1,3.9998795,0,,,
6/10/2010,4.10653,4.220951644,4.675,0.56847,4,0,1,0,0,0,0.6451205,,,
6/11/2010,4.02205,4.142129488,4.675,0.65295,5,0,2,0,0,0,0,,,
6/14/2010,4.03885,4.16512262,4.675,0.63615,1,0.05,3,0.2019425,0.05,0,0,,,
6/15/2010,4.07554,4.172937027,4.675,0.59946,2,0.7,4,3.0548205,0.75,0,0,,,
6/16/2010,4.05488,4.136161502,4.675,0.62012,3,0.25,5,4.0685405,1,4.0685405,0,,,
6/17/2010,3.96819,4.056113336,4.615,0.64681,4,0,1,0,0,0,0.6064595,,,
6/18/2010,3.97044,4.072480708,4.615,0.64456,5,0,2,0,0,0,0,,,
6/21/2010,3.95504,4.055949025,4.615,0.65996,1,0.05,3,0.197752,0.05,0,0,,,
6/22/2010,3.87492,4.018089463,4.615,0.74008,2,0.7,4,2.910196,0.75,0,0,,,
6/23/2010,3.83092,3.963060164,4.615,0.78408,3,0.25,5,3.867926,1,3.867926,0,,,
