"","grp","x","actual.smm","model.smm","ratio","track.err","curt.smm","dflt.smm","cout.smm","turn.smm","refi.smm","pct_inv","pct_2nd","pct_owner","pct_purchase","pct_REFI_NCO","pct_REFI_CO","pct_REFI_other","pct_REFI","pct_dq","incentive","burnout","refi_elig_pct","cltv","wacls","acls","wala","wam","wac","fico","pct_HARPed","pct_tpo","cai","hpa2yr","media_effect","sato","bal","std","n"
"1","INV",0,0.0457053150744264,0.0728716705541539,0.627202789875126,0.0271663554797275,0.0015110431648346,0.000526474028187301,1.46371901652651e-08,0.0708341386041798,1.19762065902067e-10,100,0,0,38.2229453257303,45.7700216507006,16.0070330235691,0,45.7700216507006,0,-78.1675842652979,0,96.836111840789,69.1059745621258,259.823053087232,259.255375032062,0,359.119575525177,4.17876476668151,745.891223923074,28.2036475702422,0,102.066428907239,104.717708536914,46.5809159877997,-11.6617850921964,612142637.9,0.0165958777674026,2117
"2","INV",5,0.295393286713542,0.175864371766361,1.6796653224678,-0.119528914947181,0.0263959937930087,0.00325482565602879,1.64175030620725e-06,0.14232782888724,0.00388408167977751,100,0,0,34.7450049682401,48.853168066775,16.4018269649849,0,48.853168066775,0.216266063581228,-85.5234965925588,5.04551660813336,98.6215047972592,65.8985909324201,251.490384437008,250.204086693336,3.34735287193698,354.806307498568,4.02523091655441,759.625781086048,21.3269188370513,0,102.799392455897,104.889576461853,41.9373158628608,15.7646235666256,27013951689.4,0.0402760900001443,41098
"3","INV",10,0.390203334204123,0.264471855007688,1.47540589599895,-0.125731479196435,0.0353098232125755,0.00470188010643294,0.000163818979261568,0.21953663252241,0.00475970018700807,100,0,0,30.982559932342,51.5239179455377,17.4935221221204,0,51.5239179455377,0.233170062006491,-91.0441791037697,14.6794242343494,99.2257323974714,61.784925817955,255.180863945696,253.772447578608,7.54027358988063,349.609677324312,3.91042610728856,762.24322676185,17.6950337551642,0,103.859213841158,105.255071564276,39.7161131373047,23.6505170121893,37762020533,0.04818532659915,44509
"4","INV",15,0.409116448186387,0.341617701869998,1.19758562260358,-0.0674987463163891,0.035599234044653,0.0064640306570155,0.000612096736372918,0.294982803982707,0.00395953644925011,100,0,0,32.8402730451547,50.3464960420426,16.8132309128027,0,50.3464960420426,0.260269382223773,-92.7048603724556,46.9446136489122,99.7032086677027,59.3586712515984,250.411116260356,248.962323676924,11.9005816791394,344.346565926469,3.8746495842496,768.440447412323,11.7794377693781,0,104.397064342088,105.441852523647,38.0788479547021,21.4037544198391,32525135420.2,0.0450710356333235,35857
"5","INV",20,0.440012103197715,0.383989126292771,1.14589730038925,-0.056022976904944,0.036383661574896,0.0092080713122691,0.000865571791585402,0.329737062703154,0.00779475891086693,100,0,0,38.7191305524786,44.4944786837221,16.7863907637992,0,44.4944786837221,0.310258063058699,-80.0321612358305,120.111172379989,99.8499952108251,58.0236204062292,240.832793975686,239.533583366573,16.6487698838501,338.787950660425,4.00664851320748,771.418740412633,7.22900091721413,0,104.986679740543,105.719893611169,36.7781217849102,13.2131785644353,11255929568.7,0.0494898404812009,17038
"6","INV",25,0.43514507055986,0.425957241237594,1.02156983948805,-0.0091878293222664,0.0374405705877562,0.0107205753465462,0.00111779297349763,0.363080894353115,0.0135974079766794,100,0,0,34.7768419462968,47.7908675236195,17.4322905300837,0,47.7908675236195,0.300330867142223,-71.3491532996735,220.507707716526,99.8145644994067,56.1282852874633,237.664928788157,236.718461314516,21.9579728643279,333.831477474034,4.12393077152056,770.377849731662,8.42492629592901,0,104.780326654417,105.618185389925,36.5638657869971,-2.64502137362684,2961304810.8,0.0528087310592633,7679
"7","INV",30,0.327279676014877,0.42690983219958,0.766624826438464,0.0996301561847033,0.0388887264712324,0.0138075581477269,0.00179223184415049,0.354147486165672,0.0182738295707981,100,0,0,38.8356899118796,44.4538866803028,16.7104234078176,0,44.4538866803028,0.337203557313626,-66.0348015768102,281.28502737017,99.7360108519857,57.6565931094511,232.441278408508,231.770910566424,26.5301781661366,328.933671991055,4.23797321466148,764.761129323534,8.74605289382577,0,105.961413165636,106.25006106562,34.2335381815863,-8.55434970472852,464112297.5,0.0474496101775895,1639
"8","INV",35,0.415356492014196,0.545632926347332,0.761237953132237,0.130276434333136,0.0412401034434559,0.0146422282114732,0.00150000458261887,0.469263639239958,0.0189869508698262,100,0,0,38.7945401043188,41.4648603965319,19.7405994991493,0,41.4648603965319,0.292742243951092,-65.3007198285283,282.352558436772,99.9289389798287,58.3171829285786,239.075152400744,238.771453365809,33.4265938487648,322.300974682551,4.2701484224697,763.391765913052,7.32664644241341,0,103.011424753921,104.914127103597,38.5078817338839,-21.4585470073534,398131914.4,0.0599581615573466,1783
"9","INV",40,0.256720630264394,0.508951388649579,0.504410904439343,0.252230758385185,0.0428314779796083,0.0248366412231327,0.00205586112968479,0.421870762769896,0.0173566455472574,100,0,0,45.9964356004344,36.2071204318454,17.7964439677202,0,36.2071204318454,0.476524177993404,-64.0351353113644,269.35236978376,99.8808472363144,60.740805527391,222.325905564731,221.953268249488,37.3183702970907,318.270362581971,4.2932987756155,760.113975021682,8.8766913119624,0,105.264911263099,105.845588338924,35.6555874273439,-20.7139120613414,380218877,0.0534128767641048,1662
"10","INV",45,1.74492852707702,0.590210443397532,2.95645145997822,-1.15471808367949,0.0443505145860248,0.086431370368981,0.0019695642729232,0.439553483826603,0.0179055103429995,100,0,0,64.3522677710676,19.3032617334584,16.344470495474,0,19.3032617334584,1.62740975648829,-64.1424607803036,247.373581808855,99.2514985415277,64.5617150116207,226.344159857039,226.267302352068,42.2013266309195,314.624242321781,4.35792134410295,757.380556975802,4.9242377536842,0,104.837033165471,105.757102910346,35.6855086358049,-53.8630448992591,34292182.8,0.130149068867673,175
"11","INV",50,0.610815231263494,0.567884697866373,1.07559727099254,-0.0429305333971212,0.0487276312785529,0.0357736949338349,0.00347381728112723,0.462891895084381,0.017017659288477,100,0,0,22.2318668666298,55.2821695819933,22.4859635513769,0,55.2821695819933,0.530130976419588,-63.616959143502,213.908609214375,94.0863438283355,62.3295452818557,240.49925905075,240.49167958272,50.9185199341246,304.779362560992,4.41224253201587,732.454548920659,30.1557616074828,0,104.234242144602,105.43274473517,36.8577221958036,-55.2563830739281,116885940.6,0.0751108530931358,706
"12","NONINV",0,0.0483474570493264,0.0615317377949322,0.785732026786805,0.0131842807456059,0.00386969670284947,0.000618921507800293,1.91575116336678e-08,0.0570431002521464,1.74624492595512e-10,0,7.59042176857837,92.4095782314216,53.4939076776416,32.9312074749906,13.5748848473678,0,32.9312074749906,5.23083200636608e-05,-70.5680874390033,0.00208373062709919,99.9563448173234,73.408924224563,290.816936867477,289.333792478033,0,358.77059656077,3.71465751901932,745.628544847181,6.19239457614912,0,101.499217193291,104.569088506045,49.4316276547846,-47.4601164108187,4290162439.3,0.00783744474540561,5480
"13","NONINV",5,0.190222784904292,0.150545961479437,1.26355289132265,-0.0396768234248547,0.0285616696328213,0.00220316352118208,2.50243018059156e-06,0.113548066232378,0.00623055966287515,0,5.53839738742262,94.4616026125774,37.8167262045753,43.9831105414425,18.2001632539822,0,43.9831105414425,0.119755003144125,-79.1432735409822,6.34051281629161,99.9751253526311,67.5332307937817,292.446467002426,290.635191320274,3.44136590911602,354.577729265519,3.6216410053285,755.975365212352,7.05793497860329,0,102.843062838563,104.887923242592,41.1111321336785,-21.9423254035078,228409134754.9,0.0296279938942753,108077
"14","NONINV",10,0.257642654570243,0.222660339539693,1.15711066956454,-0.0349823150305499,0.0351299287810473,0.00312157718872813,0.000203780242482319,0.176321520035927,0.00788353329150866,0,5.32085317331638,94.6791468266836,27.0540898366224,52.6900661698793,20.2558439934983,0,52.6900661698793,0.133280821189922,-82.7645455178918,24.6709681274415,99.9815250432734,63.1364281063704,289.012312709317,287.160379775341,7.53567015742876,349.512139711679,3.53148325680565,760.663166341666,7.46570824706669,0,103.818848569805,105.239129756182,39.2439642364312,-13.5385018958889,367505949349.7,0.0382297329765196,120444
"15","NONINV",15,0.298997842763956,0.287695337825883,1.03928636808468,-0.0113025049380737,0.0353578689632151,0.00421839023162407,0.00100798504842668,0.238304951808707,0.00880614177391003,0,4.86267531650502,95.137324683495,24.7494445674208,55.5465022367662,19.7039638631157,8.93326973538377e-05,55.5465915694635,0.147644903410742,-81.7317064527785,78.8748088926892,99.9909375738179,60.8865777712667,287.886850035153,285.995208701932,11.8435299467291,344.381484308619,3.52559671431965,764.548933696913,6.42615234123256,0,104.316032248111,105.400854718936,38.0327571141274,-13.2982519440301,407545513327.5,0.0417671714471471,116407
"16","NONINV",20,0.289668133433701,0.318947617266103,0.908199709772487,0.0292794838324022,0.036029618244904,0.00589793395580686,0.00155079270723561,0.259009244847703,0.0164600275104538,0,4.75100663706515,95.2489933629349,33.2091463934288,50.1169357432481,16.6735629851152,0.00035487820792612,50.117290621456,0.171944228458881,-72.0140584496899,195.174233415204,99.9922314326887,61.1022132577907,283.819864386945,281.923694285275,16.4300706827137,339.300788288855,3.65184109484336,764.539478574394,5.34295657852761,0,105.069892229639,105.759886128966,36.1013401746857,-20.2588519197268,152725326011.8,0.041159857654677,52893
"17","NONINV",25,0.331527504584621,0.36414396077992,0.910429775835246,0.032616456195299,0.0374690066299087,0.0075275170391109,0.00219047841451762,0.286702110219625,0.030254848476758,0,4.09518940624408,95.9048105937559,28.4295751838011,55.0416469586842,16.5287778575147,0,55.0416469586842,0.184979778569878,-60.017696808247,370.413326579857,99.9897190930311,59.6415816924535,274.761544214513,272.851530498785,21.6584001665272,333.245588609399,3.78954545533332,761.202224303858,7.13870509233761,0,104.824059128465,105.678227921977,35.4897709469079,-33.4464966456116,38782896375.4,0.0468540404992922,23169
"18","NONINV",30,0.336716851559878,0.349561160034143,0.963255904995251,0.0128443084742649,0.0388830996237956,0.00986892212978335,0.0031312790017542,0.267272245629232,0.0304056136495779,0,3.63674823302075,96.3632517669793,32.5050326348378,52.0883278772778,15.4066394878844,0,52.0883278772778,0.209896209975055,-59.6671563904482,389.059077438269,99.9957356140443,62.3831913218771,271.401776069229,269.527354348406,26.1615683862709,328.633753298127,3.82714678454586,755.004585392706,5.96477519973709,0,106.272141237321,106.431425606374,33.3075279351029,-40.4672057522778,5864082076.5,0.0412565602427187,5284
"19","NONINV",35,0.558111490133949,0.456020704583,1.22387313673467,-0.102090785550949,0.041669659130757,0.0138555708226561,0.00395749381410398,0.367134629966723,0.0294033508487606,0,4.26840890873665,95.7315910912634,37.7880409040192,44.6457884733333,17.5661706226474,0,44.6457884733333,0.244174688811587,-60.0750579781942,350.934395973865,99.8988528705353,60.220390857372,275.532563442696,274.299811256863,33.3934724851223,321.148739114849,3.85023217927984,747.938080794278,10.7482947754807,0,103.056635916479,104.902617368868,37.6207004827672,-60.2105558888297,2060651193,0.0739933207479357,4705
"20","NONINV",40,0.507561172000204,0.414177653459093,1.22546730312753,-0.0933835185411111,0.0432013165933039,0.01916790985335,0.00615494730597024,0.317364617056105,0.0282888626503639,0,3.81997306056988,96.1800269394301,42.9992509010298,40.6462114597985,16.3545376391717,0,40.6462114597985,0.317083122580478,-59.8950948085188,339.683442909935,99.9509713631919,63.6417575980969,264.669001828527,263.377821076135,37.212802011889,317.38913805813,3.92064084004739,736.130873923323,9.60072779122448,0,105.595663624659,106.020952603208,34.9559611527279,-54.011209783522,2099527115.2,0.060192613934955,4575
"21","NONINV",45,0.180877108915415,0.459594826129165,0.393557757033107,0.27871771721375,0.0451769964747873,0.0319853247481831,0.0103385219576087,0.350108756875167,0.0219852260734189,0,5.43080898744422,94.5691910125558,51.4855187274036,34.4173107646187,14.0971705079777,0,34.4173107646187,0.463029901653774,-61.9944940648295,304.78289478711,100,70.7016696098521,239.193701781078,238.669515837675,41.7255618846482,312.930841639478,4.15947996313423,708.167626378786,5.96785843199974,0,105.540731837789,106.122425621933,34.295472878497,-63.0612257958617,87080026.4,0.0766823250545912,339
