,RealCoupon,FNMA after change,FNMAError,
8/5/2009,4.6917,4.6917,0,0
8/4/2009,4.57818,4.57818,0,0
8/3/2009,4.52002,4.52002,0,0
7/31/2009,4.39662,4.39662,0,0
7/30/2009,4.54111,4.54111,0,0
7/29/2009,4.54564,4.54564,0,0
7/28/2009,4.58806,4.58806,0,0
7/27/2009,4.63864,4.63864,0,0
7/24/2009,4.60961,4.60961,0,0
7/23/2009,4.67137,4.67137,0,0
7/22/2009,4.49585,4.49585,0,0
7/21/2009,4.44506,4.44506,0,0
7/20/2009,4.56841,4.56841,0,0
7/17/2009,4.63048,4.63048,0,0
7/16/2009,4.57215,4.57215,0,0
7/15/2009,4.64541,4.64541,0,0
7/14/2009,4.47507,4.47507,0,0
7/13/2009,4.40426,4.40426,0,0
7/10/2009,4.33427,4.33427,0,0
7/9/2009,4.43346,4.43346,0,0
7/8/2009,4.32917,4.32917,0,0
7/7/2009,4.47649,4.47649,0,0
7/6/2009,4.51321,4.51321,0,0
7/2/2009,4.51238,4.51238,0,0
7/1/2009,4.55199,4.55199,0,0
6/30/2009,4.58369,4.58369,0,0
6/29/2009,4.53823,4.53823,0,0
6/26/2009,4.52963,4.52963,0,0
6/25/2009,4.55736,4.55736,0,0
6/24/2009,4.72952,4.72952,0,0
6/23/2009,4.71717,4.71717,0,0
6/22/2009,4.70692,4.70692,0,0
6/19/2009,4.79977,4.79977,0,0
6/18/2009,4.86953,4.86953,0,0
6/17/2009,4.55337,4.55337,0,0
6/16/2009,4.65143,4.65143,0,0
6/15/2009,4.71585,4.71585,0,0
6/12/2009,4.84314,4.84314,0,0
6/11/2009,4.9734,4.9734,0,0
6/10/2009,5.05803,5.05803,0,0
6/9/2009,4.96809,4.96809,0,0
6/8/2009,5.02103,5.02103,0,0
6/5/2009,4.91336,4.91336,0,0
6/4/2009,4.72477,4.72477,0,0
6/3/2009,4.53166,4.53166,0,0
6/2/2009,4.60383,4.60383,0,0
6/1/2009,4.65719,4.65719,0,0
5/29/2009,4.3483,4.3483,0,0
5/28/2009,4.69701,4.69701,0,0
5/27/2009,4.54613,4.54613,0,0
5/26/2009,4.1848,4.1848,0,0
5/22/2009,4.12679,4.12679,0,0
5/21/2009,4.0625,4.0625,0,0
5/20/2009,3.96589,3.96589,0,0
5/19/2009,4.00194,4.00194,0,0
5/18/2009,3.99902,3.99902,0,0
5/15/2009,3.94836,3.94836,0,0
5/14/2009,3.93771,3.93771,0,0
5/13/2009,3.93444,3.93444,0,0
5/12/2009,3.98366,3.98366,0,0
5/11/2009,3.99949,3.99949,0,0
5/8/2009,4.12926,4.12926,0,0
5/7/2009,4.08542,4.08542,0,0
5/6/2009,3.96813,3.96813,0,0
5/5/2009,3.98397,3.98397,0,0
5/4/2009,4.03828,4.03828,0,0
5/1/2009,4.08589,4.08589,0,0
4/30/2009,4.0141,4.0141,0,0
4/29/2009,3.9857,3.9857,0,0
4/28/2009,3.90251,3.90251,0,0
4/27/2009,3.83804,3.83804,0,0
4/24/2009,3.99335,3.99335,0,0
4/23/2009,3.99401,3.99401,0,0
4/22/2009,4.02445,4.02445,0,0
4/21/2009,3.99604,3.99604,0,0
4/20/2009,3.99622,3.99622,0,0
4/17/2009,4.03458,4.03458,0,0
4/16/2009,3.97094,3.97094,0,0
4/15/2009,3.93676,3.93676,0,0
4/14/2009,3.95807,3.95807,0,0
4/13/2009,3.98164,3.98164,0,0
4/9/2009,4.01888,4.01888,0,0
4/8/2009,3.93131,3.93131,0,0
4/7/2009,4.0099,4.0099,0,0
4/6/2009,4.06849,4.06849,0,0
4/3/2009,4.07413,4.07413,0,0
4/2/2009,3.98127,3.98127,0,0
4/1/2009,3.90441,3.90441,0,0
3/31/2009,3.8956,3.8956,0,0
3/30/2009,3.88421,3.88421,0,0
3/27/2009,3.91313,3.91313,0,0
3/26/2009,3.93591,3.93591,0,0
3/25/2009,3.96227,3.96227,0,0
3/24/2009,3.93485,3.93485,0,0
3/23/2009,3.92894,3.92894,0,0
3/20/2009,3.89692,3.89692,0,0
3/19/2009,3.83377,3.83377,0,0
3/18/2009,3.87716,3.87716,0,0
3/17/2009,4.20916,4.20916,0,0
3/16/2009,4.20653,4.20653,0,0
3/13/2009,4.17876,4.17876,0,0
3/12/2009,4.17572,4.17572,0,0
3/11/2009,4.22952,4.22952,0,0
3/10/2009,4.2873,4.2873,0,0
3/9/2009,4.26007,4.26007,0,0
3/6/2009,4.21441,4.21441,0,0
3/5/2009,4.22296,4.22296,0,0
3/4/2009,4.38778,4.38778,0,0
3/3/2009,4.35917,4.35917,0,0
3/2/2009,4.39784,4.39784,0,0
2/27/2009,4.45539,4.45539,0,0
2/26/2009,4.4149,4.4149,0,0
2/25/2009,4.40221,4.40221,0,0
2/24/2009,4.28183,4.28183,0,0
2/23/2009,4.2296,4.2296,0,0
2/20/2009,4.19569,4.19569,0,0
2/19/2009,4.24084,4.24084,0,0
2/18/2009,4.11982,4.11982,0,0
2/17/2009,4.09683,4.09683,0,0
2/13/2009,4.24557,4.24557,0,0
2/12/2009,4.05528,4.05528,0,0
2/11/2009,4.0733,4.0733,0,0
2/10/2009,4.16012,4.16012,0,0
2/9/2009,4.34913,4.34913,0,0
2/6/2009,4.36683,4.36683,0,0
2/5/2009,4.31812,4.31812,0,0
2/4/2009,4.34958,4.34958,0,0
2/3/2009,4.28905,4.28905,0,0
2/2/2009,4.15784,4.15784,0,0
1/30/2009,4.29037,4.29037,0,0
1/29/2009,4.29591,4.29591,0,0
1/28/2009,4.00898,4.00898,0,0
1/27/2009,3.91328,3.91328,0,0
1/26/2009,4.02083,4.02083,0,0
1/23/2009,4.00493,4.00493,0,0
1/22/2009,4.05342,4.05342,0,0
1/21/2009,4.08436,4.08436,0,0
1/20/2009,3.92854,3.92854,0,0
1/16/2009,3.91302,3.91302,0,0
1/15/2009,3.80857,3.80857,0,0
1/14/2009,3.75495,3.75495,0,0
1/13/2009,3.75991,3.75991,0,0
1/12/2009,3.79585,3.79585,0,0
1/9/2009,3.81249,3.81249,0,0
1/8/2009,3.72187,3.72187,0,0
1/7/2009,3.60119,3.60119,0,0
1/6/2009,3.60517,3.60517,0,0
1/5/2009,4.06922,4.06922,0,0
1/2/2009,3.63296,3.63296,0,0
12/24/2008,4.00553,4.00553,-2,0
12/23/2008,4.10336,4.10336,-2,0
12/22/2008,4.03628,4.03628,0,0
12/16/2008,3.98071,3.98071,-2,0
12/15/2008,4.1355,4.1355,-2,0
12/12/2008,4.10814,4.10814,0,0
12/11/2008,4.11336,4.11336,0,0
12/10/2008,4.35737,4.35737,0,0
12/9/2008,4.52121,4.52121,0,0
12/8/2008,4.70612,4.70612,0,0
12/5/2008,4.72506,4.72506,0,0
12/4/2008,4.48864,4.48864,0,0
12/3/2008,4.56259,4.56259,0,0
12/2/2008,4.65028,4.65028,0,0
12/1/2008,4.6019,4.6019,0,0
11/28/2008,4.82937,4.82937,0,0
11/26/2008,4.76604,4.76604,0,0
11/25/2008,4.75014,4.75014,0,0
11/24/2008,5.34056,5.34056,0,0
11/21/2008,5.35168,5.35168,0,0
11/20/2008,5.40782,5.40782,0,0
11/19/2008,5.45948,5.45948,0,0
11/18/2008,5.4702,5.4702,0,0
11/17/2008,5.54453,5.54453,0,0
11/14/2008,5.49487,5.49487,0,0
11/13/2008,5.55392,5.55392,0,0
11/12/2008,5.42963,5.42963,0,0
11/10/2008,5.57721,5.57721,0,0
11/7/2008,5.48216,5.48216,0,0
11/6/2008,5.48354,5.48354,0,0
11/5/2008,5.44883,5.44883,0,0
11/4/2008,5.59651,5.59651,0,0
11/3/2008,5.94965,5.94965,0,0
10/31/2008,5.98811,5.98811,0,0
10/30/2008,6.024,6.024,0,0
10/29/2008,6.01414,6.01414,0,0
10/28/2008,6.04844,6.04844,0,0
10/27/2008,5.91991,5.91991,0,0
10/24/2008,5.67504,5.67504,0,0
10/23/2008,5.41055,5.41055,0,0
10/22/2008,5.37637,5.37637,0,0
10/21/2008,5.3554,5.3554,0,0
10/20/2008,5.50881,5.50881,0,0
10/17/2008,5.82867,5.82867,0,0
10/16/2008,5.84358,5.84358,0,0
10/15/2008,5.90519,5.90519,0,0
10/14/2008,6.01234,6.01234,0,0
10/10/2008,5.84477,5.84477,0,0
10/9/2008,5.66674,5.66674,0,0
10/8/2008,5.45232,5.45232,0,0
10/7/2008,5.26288,5.26288,0,0
10/6/2008,5.21162,5.21162,0,0
10/3/2008,5.4475,5.4475,0,0
10/2/2008,5.45694,5.45694,0,0
10/1/2008,5.49707,5.49707,0,0
9/30/2008,5.5156,5.5156,0,0
9/29/2008,5.36504,5.36504,0,0
9/26/2008,5.45085,5.45085,0,0
9/25/2008,5.4753,5.4753,0,0
9/24/2008,5.46486,5.46486,0,0
9/23/2008,5.46543,5.46543,0,0
9/22/2008,5.43345,5.43345,0,0
9/19/2008,5.29412,5.29412,0,0
9/18/2008,5.24059,5.24059,0,0
9/17/2008,5.21897,5.21897,0,0
9/16/2008,5.19951,5.19951,0,0
9/15/2008,5.01762,5.01762,0,0
9/12/2008,5.3042,5.3042,0,0
9/11/2008,5.20018,5.20018,0,0
9/10/2008,5.20774,5.20774,0,0
9/9/2008,5.14552,5.14552,0,0
9/8/2008,5.11343,5.11343,0,0
9/5/2008,5.64419,5.64419,0,0
9/4/2008,5.60593,5.60593,0,0
9/3/2008,5.70324,5.70324,0,0
9/2/2008,5.76158,5.76158,0,0
8/29/2008,5.79853,5.79853,0,0
8/28/2008,5.76723,5.76723,0,0
8/27/2008,5.8015,5.8015,0,0
8/26/2008,5.83232,5.83232,0,0
8/25/2008,5.87194,5.87194,0,0
8/22/2008,5.93749,5.93749,0,0
8/21/2008,5.9001,5.9001,0,0
8/20/2008,5.80583,5.80583,0,0
8/19/2008,5.95402,5.95402,0,0
8/18/2008,5.95599,5.95599,0,0
8/15/2008,5.96405,5.96405,0,0
8/14/2008,6.03352,6.03352,0,0
8/13/2008,6.05706,6.05706,0,0
8/12/2008,6.02876,6.02876,0,0
8/11/2008,6.08798,6.08798,0,0
8/8/2008,6.00624,6.00624,0,0
8/7/2008,6.05188,6.05188,0,0
8/6/2008,6.12899,6.12899,0,0
8/5/2008,6.04893,6.04893,0,0
8/4/2008,6.01006,6.01006,0,0
8/1/2008,5.94304,5.94304,0,0
7/31/2008,5.9366,5.9366,0,0
7/30/2008,5.98257,5.98257,0,0
7/29/2008,6.02543,6.02543,0,0
7/28/2008,5.97205,5.97205,0,0
7/25/2008,6.09366,6.09366,0,0
7/24/2008,5.96688,5.96688,0,0
7/23/2008,6.12548,6.12548,0,0
7/22/2008,6.15327,6.15327,0,0
7/21/2008,6.11861,6.11861,0,0
7/18/2008,6.13689,6.13689,0,0
7/17/2008,6.03498,6.03498,0,0
7/16/2008,5.84484,5.84484,0,0
7/15/2008,5.69922,5.69922,0,0
7/14/2008,5.7262,5.7262,0,0
7/11/2008,5.78406,5.78406,0,0
7/10/2008,5.7032,5.7032,0,0
7/9/2008,5.71617,5.71617,0,0
7/8/2008,5.81904,5.81904,0,0
7/7/2008,5.951,5.951,0,0
7/3/2008,5.94638,5.94638,0,0
7/2/2008,5.90336,5.90336,0,0
7/1/2008,5.87926,5.87926,0,0
6/30/2008,5.82023,5.82023,0,0
6/27/2008,5.84366,5.84366,0,0
6/26/2008,5.90352,5.90352,0,0
6/25/2008,5.95788,5.95788,0,0
6/24/2008,5.9575,5.9575,0,0
6/23/2008,5.98819,5.98819,0,0
6/20/2008,5.92151,5.92151,0,0
6/19/2008,5.94374,5.94374,0,0
6/18/2008,5.90615,5.90615,0,0
6/17/2008,6.00955,6.00955,0,0
6/16/2008,6.08137,6.08137,0,0
6/13/2008,6.05793,6.05793,0,0
6/12/2008,6.01778,6.01778,0,0
6/11/2008,5.88874,5.88874,0,0
6/10/2008,5.96254,5.96254,0,0
6/9/2008,5.81817,5.81817,0,0
6/6/2008,5.72572,5.72572,0,0
6/5/2008,5.76712,5.76712,0,0
6/4/2008,5.66156,5.66156,0,0
6/3/2008,5.55953,5.55953,0,0
6/2/2008,5.60869,5.60869,0,0
5/30/2008,5.67041,5.67041,0,0
5/29/2008,5.71441,5.71441,0,0
5/28/2008,5.635,5.635,0,0
5/27/2008,5.51062,5.51062,0,0
5/23/2008,5.40601,5.40601,0,0
5/22/2008,5.4751,5.4751,0,0
5/21/2008,5.35903,5.35903,0,0
5/20/2008,5.30407,5.30407,0,0
5/19/2008,5.35742,5.35742,0,0
5/16/2008,5.39561,5.39561,0,0
5/15/2008,5.40203,5.40203,0,0
5/14/2008,5.55211,5.55211,0,0
5/13/2008,5.54224,5.54224,0,0
5/12/2008,5.40558,5.40558,0,0
5/9/2008,5.35232,5.35232,0,0
5/8/2008,5.32256,5.32256,0,0
5/7/2008,5.39367,5.39367,0,0
5/6/2008,5.43589,5.43589,0,0
5/5/2008,5.4155,5.4155,0,0
5/2/2008,5.38863,5.38863,0,0
5/1/2008,5.34362,5.34362,0,0
4/30/2008,5.40219,5.40219,0,0
4/29/2008,5.47144,5.47144,0,0
4/28/2008,5.49081,5.49081,0,0
4/25/2008,5.5306,5.5306,0,0
4/24/2008,5.51979,5.51979,0,0
4/23/2008,5.4325,5.4325,0,0
4/22/2008,5.38548,5.38548,0,0
4/21/2008,5.42507,5.42507,0,0
4/18/2008,5.48385,5.48385,0,0
4/17/2008,5.57791,5.57791,0,0
4/16/2008,5.54358,5.54358,0,0
4/15/2008,5.38224,5.38224,0,0
4/14/2008,5.2727,5.2727,0,0
4/11/2008,5.2083,5.2083,0,0
4/10/2008,5.2699,5.2699,0,0
4/9/2008,5.19316,5.19316,0,0
4/8/2008,5.28216,5.28216,0,0
4/7/2008,5.23363,5.23363,0,0
4/4/2008,5.16736,5.16736,0,0
4/3/2008,5.37571,5.37571,0,0
4/2/2008,5.43194,5.43194,0,0
4/1/2008,5.36824,5.36824,0,0
3/31/2008,5.26202,5.26202,0,0
3/28/2008,5.28215,5.28215,0,0
3/27/2008,5.39164,5.39164,0,0
3/26/2008,5.29599,5.29599,0,0
3/25/2008,5.30409,5.30409,0,0
3/24/2008,5.3473,5.3473,0,0
3/20/2008,5.06543,5.06543,0,0
3/19/2008,5.1225,5.1225,0,0
3/18/2008,5.26363,5.26363,0,0
3/17/2008,5.08274,5.08274,0,0
3/14/2008,5.47714,5.47714,0,0
3/13/2008,5.5453,5.5453,0,0
3/12/2008,5.50334,5.50334,0,0
3/11/2008,5.77938,5.77938,0,0
3/10/2008,5.76087,5.76087,0,0
3/7/2008,5.79413,5.79413,0,0
3/6/2008,5.94293,5.94293,0,0
3/5/2008,5.81134,5.81134,0,0
3/4/2008,5.63182,5.63182,0,0
3/3/2008,5.43774,5.43774,0,0
2/29/2008,5.35969,5.35969,0,0
2/28/2008,5.4989,5.4989,0,0
2/27/2008,5.69071,5.69071,0,0
2/26/2008,5.78509,5.78509,0,0
2/25/2008,5.86195,5.86195,0,0
2/22/2008,5.71944,5.71944,0,0
2/21/2008,5.5927,5.5927,0,0
2/20/2008,5.76701,5.76701,0,0
2/19/2008,5.73451,5.73451,0,0
2/15/2008,5.50329,5.50329,0,0
2/14/2008,5.51998,5.51998,0,0
2/13/2008,5.32945,5.32945,0,0
2/12/2008,5.25661,5.25661,0,0
2/11/2008,5.19384,5.19384,0,0
2/8/2008,5.20211,5.20211,0,0
2/7/2008,5.26285,5.26285,0,0
2/6/2008,5.11977,5.11977,0,0
2/5/2008,5.04078,5.04078,0,0
2/4/2008,5.14855,5.14855,0,0
2/1/2008,5.07129,5.07129,0,0
1/31/2008,5.12147,5.12147,0,0
1/30/2008,5.18726,5.18726,0,0
1/29/2008,5.11346,5.11346,0,0
1/28/2008,5.03004,5.03004,0,0
1/25/2008,5.08433,5.08433,0,0
1/24/2008,5.20552,5.20552,0,0
1/23/2008,4.86534,4.86534,0,0
1/22/2008,4.82456,4.82456,0,0
1/18/2008,5.07507,5.07507,0,0
1/17/2008,5.04624,5.04624,0,0
1/16/2008,5.12728,5.12728,0,0
1/15/2008,5.04364,5.04364,0,0
1/14/2008,5.13481,5.13481,0,0
1/11/2008,5.17318,5.17318,0,0
1/10/2008,5.28583,5.28583,0,0
1/9/2008,5.2107,5.2107,0,0
1/8/2008,5.25517,5.25517,0,0
1/7/2008,5.23878,5.23878,0,0
1/4/2008,5.28617,5.28617,0,0
1/3/2008,5.3789,5.3789,0,0
1/2/2008,5.39414,5.39414,0,0
12/31/2007,5.5067,5.5067,0,0
12/28/2007,5.59539,5.59539,0,0
12/27/2007,5.73511,5.73511,0,0
12/26/2007,5.79908,5.79908,0,0
12/24/2007,5.74257,5.74257,0,0
12/21/2007,5.68464,5.68464,0,0
12/20/2007,5.52723,5.52723,0,0
12/19/2007,5.53357,5.53357,0,0
12/18/2007,5.61771,5.61771,0,0
12/17/2007,5.73971,5.73971,0,0
12/14/2007,5.75288,5.75288,0,0
12/13/2007,5.66802,5.66802,0,0
12/12/2007,5.59488,5.59488,0,0
12/11/2007,5.54528,5.54528,0,0
12/10/2007,5.7185,5.7185,0,0
12/7/2007,5.68009,5.68009,0,0
12/6/2007,5.49202,5.49202,0,0
12/5/2007,5.40073,5.40073,0,0
12/4/2007,5.39349,5.39349,0,0
12/3/2007,5.39401,5.39401,0,0
11/30/2007,5.43923,5.43923,0,0
11/29/2007,5.48448,5.48448,0,0
11/28/2007,5.58194,5.58194,0,0
11/27/2007,5.62014,5.62014,0,0
11/26/2007,5.47701,5.47701,0,0
11/23/2007,5.66973,5.66973,0,0
11/21/2007,5.72955,5.72955,0,0
11/20/2007,5.80547,5.80547,0,0
11/19/2007,5.74195,5.74195,0,0
11/16/2007,5.77368,5.77368,0,0
11/15/2007,5.74313,5.74313,0,0
11/14/2007,5.81237,5.81237,0,0
11/13/2007,5.83079,5.83079,0,0
11/9/2007,5.81494,5.81494,0,0
11/8/2007,5.85192,5.85192,0,0
11/7/2007,5.87137,5.87137,0,0
11/6/2007,5.86598,5.86598,0,0
11/5/2007,5.81429,5.81429,0,0
11/2/2007,5.72404,5.72404,0,0
11/1/2007,5.76173,5.76173,0,0
10/31/2007,5.82636,5.82636,0,0
10/30/2007,5.74383,5.74383,0,0
10/29/2007,5.74053,5.74053,0,0
10/26/2007,5.7513,5.7513,0,0
10/25/2007,5.69814,5.69814,0,0
10/24/2007,5.68865,5.68865,0,0
10/23/2007,5.77363,5.77363,0,0
10/22/2007,5.79053,5.79053,0,0
10/19/2007,5.78826,5.78826,0,0
10/18/2007,5.85501,5.85501,0,0
10/17/2007,5.90414,5.90414,0,0
10/16/2007,5.9741,5.9741,0,0
10/15/2007,5.98213,5.98213,0,0
10/12/2007,5.98161,5.98161,0,0
10/11/2007,5.9681,5.9681,0,0
10/10/2007,5.98497,5.98497,0,0
10/9/2007,5.98408,5.98408,0,0
10/5/2007,5.98487,5.98487,0,0
10/4/2007,5.88909,5.88909,0,0
10/3/2007,5.90551,5.90551,0,0
10/2/2007,5.91811,5.91811,0,0
10/1/2007,5.93729,5.93729,0,0
9/28/2007,5.95066,5.95066,0,0
9/27/2007,5.92373,5.92373,0,0
9/26/2007,5.98048,5.98048,0,0
9/25/2007,5.97037,5.97037,0,0
9/24/2007,5.97496,5.97496,0,0
9/21/2007,5.95164,5.95164,0,0
9/20/2007,5.96554,5.96554,0,0
9/19/2007,5.795,5.795,0,0
9/18/2007,5.79823,5.79823,0,0
9/17/2007,5.894,5.894,0,0
9/14/2007,5.89106,5.89106,0,0
9/13/2007,5.9126,5.9126,0,0
9/12/2007,5.87022,5.87022,0,0
9/11/2007,5.80365,5.80365,0,0
9/10/2007,5.73113,5.73113,0,0
9/7/2007,5.76133,5.76133,0,0
9/6/2007,5.9335,5.9335,0,0
9/5/2007,5.92707,5.92707,0,0
9/4/2007,6.01567,6.01567,0,0
8/31/2007,5.99344,5.99344,0,0
8/30/2007,5.97114,5.97114,0,0
8/29/2007,5.97927,5.97927,0,0
8/28/2007,5.9438,5.9438,0,0
8/27/2007,5.97041,5.97041,0,0
8/24/2007,5.98703,5.98703,0,0
8/23/2007,6.02021,6.02021,0,0
8/22/2007,6.02985,6.02985,0,0
8/21/2007,6.01298,6.01298,0,0
8/20/2007,6.07633,6.07633,0,0
8/17/2007,6.11128,6.11128,0,0
8/16/2007,6.14169,6.14169,0,0
8/15/2007,6.20664,6.20664,0,0
8/14/2007,6.1677,6.1677,0,0
8/13/2007,6.16927,6.16927,0,0
8/10/2007,6.15063,6.15063,0,0
8/9/2007,6.12613,6.12613,0,0
8/8/2007,6.16603,6.16603,0,0
8/7/2007,6.10728,6.10728,0,0
8/6/2007,6.12133,6.12133,0,0
8/3/2007,6.10397,6.10397,0,0
8/2/2007,6.17056,6.17056,0,0
8/1/2007,6.20234,6.20234,0,0
7/31/2007,6.22355,6.22355,0,0
7/30/2007,6.24717,6.24717,0,0
7/27/2007,6.21896,6.21896,0,0
7/26/2007,6.2137,6.2137,0,0
7/25/2007,6.27441,6.27441,0,0
7/24/2007,6.28258,6.28258,0,0
7/23/2007,6.28112,6.28112,0,0
7/20/2007,6.265,6.265,0,0
7/19/2007,6.30406,6.30406,0,0
7/18/2007,6.28572,6.28572,0,0
7/17/2007,6.33529,6.33529,0,0
7/16/2007,6.30073,6.30073,0,0
7/13/2007,6.33145,6.33145,0,0
7/12/2007,6.33541,6.33541,0,0
7/11/2007,6.3107,6.3107,0,0
7/10/2007,6.28291,6.28291,0,0
7/9/2007,6.35041,6.35041,0,0
7/6/2007,6.3727,6.3727,0,0
7/5/2007,6.3398,6.3398,0,0
7/3/2007,6.25963,6.25963,0,0
7/2/2007,6.22665,6.22665,0,0
6/29/2007,6.25387,6.25387,0,0
6/28/2007,6.2982,6.2982,0,0
6/27/2007,6.26639,6.26639,0,0
6/26/2007,6.28234,6.28234,0,0
6/25/2007,6.2647,6.2647,0,0
6/22/2007,6.30384,6.30384,0,0
6/21/2007,6.32487,6.32487,0,0
6/20/2007,6.28873,6.28873,0,0
6/19/2007,6.22539,6.22539,0,0
6/18/2007,6.27743,6.27743,0,0
6/15/2007,6.29718,6.29718,0,0
6/14/2007,6.35536,6.35536,0,0
6/13/2007,6.36267,6.36267,0,0
6/12/2007,6.38983,6.38983,0,0
6/11/2007,6.28557,6.28557,0,0
6/8/2007,6.28132,6.28132,0,0
6/7/2007,6.26442,6.26442,0,0
6/6/2007,6.12429,6.12429,0,0
6/5/2007,6.11896,6.11896,0,0
6/4/2007,6.06,6.06,0,0
6/1/2007,6.07372,6.07372,0,0
5/31/2007,6.00727,6.00727,0,0
5/30/2007,5.99207,5.99207,0,0
5/29/2007,5.99219,5.99219,0,0
5/25/2007,5.96443,5.96443,0,0
5/24/2007,5.98156,5.98156,0,0
5/23/2007,5.97429,5.97429,0,0
5/22/2007,5.94901,5.94901,0,0
5/21/2007,5.91467,5.91467,0,0
5/18/2007,5.92507,5.92507,0,0
5/17/2007,5.8856,5.8856,0,0
5/16/2007,5.84391,5.84391,0,0
5/15/2007,5.84727,5.84727,0,0
5/14/2007,5.83042,5.83042,0,0
5/11/2007,5.80676,5.80676,0,0
5/10/2007,5.78653,5.78653,0,0
5/9/2007,5.79797,5.79797,0,0
5/8/2007,5.76477,5.76477,0,0
5/7/2007,5.76324,5.76324,0,0
5/4/2007,5.77033,5.77033,0,0
5/3/2007,5.80799,5.80799,0,0
5/2/2007,5.77791,5.77791,0,0
5/1/2007,5.78013,5.78013,0,0
4/30/2007,5.769,5.769,0,0
4/27/2007,5.82011,5.82011,0,0
4/26/2007,5.80346,5.80346,0,0
4/25/2007,5.76223,5.76223,0,0
4/24/2007,5.73675,5.73675,0,0
4/23/2007,5.76361,5.76361,0,0
4/20/2007,5.77947,5.77947,0,0
4/19/2007,5.767,5.767,0,0
4/18/2007,5.76155,5.76155,0,0
4/17/2007,5.79239,5.79239,0,0
4/16/2007,5.83698,5.83698,0,0
4/13/2007,5.85428,5.85428,0,0
4/12/2007,5.83404,5.83404,0,0
4/11/2007,5.82867,5.82867,0,0
4/10/2007,5.816,5.816,0,0
4/9/2007,5.83389,5.83389,0,0
4/5/2007,5.76985,5.76985,0,0
4/4/2007,5.75562,5.75562,0,0
4/3/2007,5.76023,5.76023,0,0
4/2/2007,5.75504,5.75504,0,0
3/30/2007,5.76151,5.76151,0,0
3/29/2007,5.74611,5.74611,0,0
3/28/2007,5.73479,5.73479,0,0
3/27/2007,5.72023,5.72023,0,0
3/26/2007,5.69346,5.69346,0,0
3/23/2007,5.70792,5.70792,0,0
3/22/2007,5.67216,5.67216,0,0
3/21/2007,5.61128,5.61128,0,0
3/20/2007,5.65758,5.65758,0,0
3/19/2007,5.68532,5.68532,0,0
3/16/2007,5.67116,5.67116,0,0
3/15/2007,5.66107,5.66107,0,0
3/14/2007,5.64978,5.64978,0,0
3/13/2007,5.62499,5.62499,0,0
3/12/2007,5.6818,5.6818,0,0
3/9/2007,5.70828,5.70828,0,0
3/8/2007,5.63625,5.63625,0,0
3/7/2007,5.64065,5.64065,0,0
3/6/2007,5.68031,5.68031,0,0
3/5/2007,5.69602,5.69602,0,0
3/2/2007,5.6857,5.6857,0,0
3/1/2007,5.70088,5.70088,0,0
2/28/2007,5.69793,5.69793,0,0
2/27/2007,5.666,5.666,0,0
2/26/2007,5.73856,5.73856,0,0
2/23/2007,5.76857,5.76857,0,0
2/22/2007,5.79825,5.79825,0,0
2/21/2007,5.76648,5.76648,0,0
2/20/2007,5.75967,5.75967,0,0
2/16/2007,5.76704,5.76704,0,0
2/15/2007,5.76575,5.76575,0,0
2/14/2007,5.78171,5.78171,0,0
2/13/2007,5.874,5.874,0,0
2/12/2007,5.8661,5.8661,0,0
2/9/2007,5.83455,5.83455,0,0
2/8/2007,5.77907,5.77907,0,0
2/7/2007,5.7765,5.7765,0,0
2/6/2007,5.78845,5.78845,0,0
2/5/2007,5.8258,5.8258,0,0
2/2/2007,5.86395,5.86395,0,0
2/1/2007,5.89772,5.89772,0,0
1/31/2007,5.89771,5.89771,0,0
1/30/2007,5.95304,5.95304,0,0
1/29/2007,5.96445,5.96445,0,0
1/26/2007,5.94379,5.94379,0,0
1/25/2007,5.93337,5.93337,0,0
1/24/2007,5.86891,5.86891,0,0
1/23/2007,5.85716,5.85716,0,0
1/22/2007,5.81193,5.81193,0,0
1/19/2007,5.82398,5.82398,0,0
1/18/2007,5.80081,5.80081,0,0
1/17/2007,5.82895,5.82895,0,0
1/16/2007,5.79288,5.79288,0,0
1/12/2007,5.79949,5.79949,0,0
1/11/2007,5.78313,5.78313,0,0
1/10/2007,5.73098,5.73098,0,0
1/9/2007,5.69234,5.69234,0,0
1/8/2007,5.68939,5.68939,0,0
1/5/2007,5.6641,5.6641,0,0
1/4/2007,5.64398,5.64398,0,0
1/3/2007,5.70619,5.70619,0,0
1/2/2007,5.75132,5.75132,0,0
12/29/2006,5.78466,5.78466,0,0
12/28/2006,5.77848,5.77848,0,0
12/27/2006,5.74329,5.74329,0,0
12/26/2006,5.6947,5.6947,0,0
12/22/2006,5.70687,5.70687,0,0
12/21/2006,5.63329,5.63329,0,0
12/20/2006,5.69257,5.69257,0,0
12/19/2006,5.70048,5.70048,0,0
12/18/2006,5.69459,5.69459,0,0
12/15/2006,5.68714,5.68714,0,0
12/14/2006,5.68114,5.68114,0,0
12/13/2006,5.65971,5.65971,0,0
12/12/2006,5.57128,5.57128,0,0
12/11/2006,5.63028,5.63028,0,0
12/8/2006,5.66464,5.66464,0,0
12/7/2006,5.59388,5.59388,0,0
12/6/2006,5.56671,5.56671,0,0
12/5/2006,5.50829,5.50829,0,0
12/4/2006,5.50335,5.50335,0,0
12/1/2006,5.51164,5.51164,0,0
11/30/2006,5.57153,5.57153,0,0
11/29/2006,5.65536,5.65536,0,0
11/28/2006,5.65634,5.65634,0,0
