,RealCoupon,FNMA after change,FNMAError,
5/8/2012,2.8457,2.8457,0,0
5/7/2012,2.85847,2.85847,0,0
5/4/2012,2.85087,2.85087,0,0
5/3/2012,2.88233,2.88233,0,0
5/2/2012,2.87338,2.87338,0,0
5/1/2012,2.89085,2.89085,0,0
4/30/2012,2.85859,2.85859,0,0
4/27/2012,2.87167,2.87167,0,0
4/26/2012,2.8924,2.8924,0,0
4/25/2012,2.92241,2.92241,0,0
4/24/2012,2.90097,2.90097,0,0
4/23/2012,2.87081,2.87081,0,0
4/20/2012,2.90335,2.90335,0,0
4/19/2012,2.88744,2.88744,0,0
4/18/2012,2.93046,2.93046,0,0
4/17/2012,2.9571,2.9571,0,0
4/16/2012,2.91808,2.91808,0,0
4/13/2012,2.93227,2.93227,0,0
4/12/2012,2.96745,2.96745,0,0
4/11/2012,2.93078,2.93078,0,0
4/10/2012,2.91099,2.91099,0,0
4/9/2012,2.91152,2.91152,0,0
4/6/2012,2.93072,2.93072,0,0
4/5/2012,3.05396,3.05396,0,0
4/4/2012,3.1088,3.1088,0,0
4/3/2012,3.16492,3.16492,0,0
4/2/2012,3.04496,3.04496,0,0
3/30/2012,3.06692,3.06692,0,0
3/29/2012,3.02196,3.02196,0,0
3/28/2012,3.05684,3.05684,0,0
3/27/2012,3.0399,3.0399,0,0
3/26/2012,3.11828,3.11828,0,0
3/23/2012,3.13245,3.13245,0,0
3/22/2012,3.15708,3.15708,0,0
3/21/2012,3.15732,3.15732,0,0
3/20/2012,3.24144,3.24144,0,0
3/19/2012,3.23638,3.23638,0,0
3/16/2012,3.13095,3.13095,0,0
3/15/2012,3.15896,3.15896,0,0
3/14/2012,3.16959,3.16959,0,0
3/13/2012,2.9914,2.9914,0,0
3/12/2012,2.91624,2.91624,0,0
3/9/2012,2.92195,2.92195,0,0
3/8/2012,2.93364,2.93364,0,0
3/7/2012,2.89962,2.89962,0,0
3/6/2012,2.86506,2.86506,0,0
3/5/2012,2.90077,2.90077,0,0
3/2/2012,2.8908,2.8908,0,0
3/1/2012,2.92872,2.92872,0,0
2/29/2012,2.88173,2.88173,0,0
2/28/2012,2.8102,2.8102,0,0
2/27/2012,2.82054,2.82054,0,0
2/24/2012,2.84685,2.84685,0,0
2/23/2012,2.83483,2.83483,0,0
2/22/2012,2.87313,2.87313,0,0
2/21/2012,2.92316,2.92316,0,0
2/17/2012,2.86836,2.86836,0,0
2/16/2012,2.83167,2.83167,0,0
2/15/2012,2.78221,2.78221,0,0
2/14/2012,2.76681,2.76681,0,0
2/13/2012,2.81749,2.81749,0,0
2/10/2012,2.80975,2.80975,0,0
2/9/2012,2.84585,2.84585,0,0
2/8/2012,2.76703,2.76703,0,0
2/7/2012,2.7946,2.7946,0,0
2/6/2012,2.76133,2.76133,0,0
2/3/2012,2.81014,2.81014,0,0
2/2/2012,2.7164,2.7164,0,0
2/1/2012,2.77294,2.77294,0,0
1/31/2012,2.7763,2.7763,0,0
1/30/2012,2.80895,2.80895,0,0
1/27/2012,2.80824,2.80824,0,0
1/26/2012,2.84358,2.84358,0,0
1/25/2012,2.90516,2.90516,0,0
1/24/2012,2.95988,2.95988,0,0
1/23/2012,2.97256,2.97256,0,0
1/20/2012,2.97611,2.97611,0,0
1/19/2012,2.96477,2.96477,0,0
1/18/2012,2.90295,2.90295,0,0
1/17/2012,2.86264,2.86264,0,0
1/13/2012,2.81631,2.81631,0,0
1/12/2012,2.85234,2.85234,0,0
1/11/2012,2.88377,2.88377,0,0
1/10/2012,2.91779,2.91779,0,0
1/9/2012,2.87572,2.87572,0,0
1/6/2012,2.85738,2.85738,0,0
1/5/2012,2.91011,2.91011,0,0
1/4/2012,2.9957,2.9957,0,0
1/3/2012,2.99221,2.99221,0,0
12/30/2011,3.0169,3.0169,0,0
12/29/2011,3.02888,3.02888,0,0
12/28/2011,3.04824,3.04824,0,0
12/27/2011,3.15254,3.15254,0,0
12/23/2011,3.1705,3.1705,0,0
12/22/2011,3.09573,3.09573,0,0
12/21/2011,3.10621,3.10621,0,0
12/20/2011,3.06827,3.06827,0,0
12/19/2011,2.98945,2.98945,0,0
12/16/2011,3.00104,3.00104,0,0
12/15/2011,3.05125,3.05125,0,0
12/14/2011,3.0099,3.0099,0,0
12/13/2011,3.0836,3.0836,0,0
12/12/2011,3.12819,3.12819,0,0
12/9/2011,3.13669,3.13669,0,0
12/8/2011,3.05821,3.05821,0,0
12/7/2011,3.09012,3.09012,0,0
12/6/2011,3.17019,3.17019,0,0
12/5/2011,3.15649,3.15649,0,0
12/2/2011,3.14293,3.14293,0,0
12/1/2011,3.20921,3.20921,0,0
11/30/2011,3.17702,3.17702,0,0
11/29/2011,3.18161,3.18161,0,0
11/28/2011,3.1879,3.1879,0,0
11/25/2011,3.22263,3.22263,0,0
11/23/2011,3.14517,3.14517,0,0
11/22/2011,3.14417,3.14417,0,0
11/21/2011,3.17668,3.17668,0,0
11/18/2011,3.21334,3.21334,0,0
11/17/2011,3.1637,3.1637,0,0
11/16/2011,3.20144,3.20144,0,0
11/15/2011,3.21924,3.21924,0,0
11/14/2011,3.19328,3.19328,0,0
11/10/2011,3.19683,3.19683,0,0
11/9/2011,3.14083,3.14083,0,0
11/8/2011,3.19153,3.19153,0,0
11/7/2011,3.11536,3.11536,0,0
11/4/2011,3.14592,3.14592,0,0
11/3/2011,3.18659,3.18659,0,0
11/2/2011,3.14036,3.14036,0,0
11/1/2011,3.128,3.128,0,0
10/31/2011,3.25158,3.25158,0,0
10/28/2011,3.36021,3.36021,0,0
10/27/2011,3.44092,3.44092,0,0
10/26/2011,3.3218,3.3218,0,0
10/25/2011,3.26467,3.26467,0,0
10/24/2011,3.3635,3.3635,0,0
10/21/2011,3.33066,3.33066,0,0
10/20/2011,3.32699,3.32699,0,0
10/19/2011,3.30171,3.30171,0,0
10/18/2011,3.29374,3.29374,0,0
10/17/2011,3.29814,3.29814,0,0
10/14/2011,3.36446,3.36446,0,0
10/13/2011,3.30672,3.30672,0,0
10/12/2011,3.33781,3.33781,0,0
10/11/2011,3.3168,3.3168,0,0
10/7/2011,3.28276,3.28276,0,0
10/6/2011,3.18596,3.18596,0,0
10/5/2011,3.11838,3.11838,0,0
10/4/2011,3.04282,3.04282,0,0
10/3/2011,2.96582,2.96582,0,0
9/30/2011,3.03853,3.03853,0,0
9/29/2011,3.08103,3.08103,0,0
9/28/2011,3.16373,3.16373,0,0
9/27/2011,3.19163,3.19163,0,0
9/26/2011,3.07072,3.07072,0,0
9/23/2011,2.9788,2.9788,0,0
9/22/2011,2.85137,2.85137,0,0
9/21/2011,3.01934,3.01934,0,0
9/20/2011,3.25926,3.25926,0,0
9/19/2011,3.23814,3.23814,0,0
9/16/2011,3.34689,3.34689,0,0
9/15/2011,3.34726,3.34726,0,0
9/14/2011,3.3005,3.3005,0,0
9/13/2011,3.30112,3.30112,0,0
9/12/2011,3.2661,3.2661,0,0
9/9/2011,3.21792,3.21792,0,0
9/8/2011,3.28505,3.28505,0,0
9/7/2011,3.31614,3.31614,0,0
9/6/2011,3.26302,3.26302,0,0
9/2/2011,3.26342,3.26342,0,0
9/1/2011,3.36362,3.36362,0,0
8/31/2011,3.42739,3.42739,0,0
8/30/2011,3.3589,3.3589,0,0
8/29/2011,3.44007,3.44007,0,0
8/26/2011,3.35269,3.35269,0,0
8/25/2011,3.3922,3.3922,0,0
8/24/2011,3.30817,3.30817,0,0
8/23/2011,3.36494,3.36494,0,0
8/22/2011,3.30379,3.30379,0,0
8/19/2011,3.28379,3.28379,0,0
8/18/2011,3.24924,3.24924,0,0
8/17/2011,3.26933,3.26933,0,0
8/16/2011,3.31182,3.31182,0,0
8/15/2011,3.38162,3.38162,0,0
8/12/2011,3.31671,3.31671,0,0
8/11/2011,3.37634,3.37634,0,0
8/10/2011,3.23281,3.23281,0,0
8/9/2011,3.36152,3.36152,0,0
8/8/2011,3.5273,3.5273,0,0
8/5/2011,3.64944,3.64944,0,0
8/4/2011,3.4866,3.4866,0,0
8/3/2011,3.61499,3.61499,0,0
8/2/2011,3.65709,3.65709,0,0
8/1/2011,3.76447,3.76447,0,0
7/29/2011,3.80882,3.80882,0,0
7/28/2011,3.93243,3.93243,0,0
7/27/2011,3.97403,3.97403,0,0
7/26/2011,3.9318,3.9318,0,0
7/25/2011,3.96047,3.96047,0,0
7/22/2011,3.92566,3.92566,0,0
7/21/2011,3.95043,3.95043,0,0
7/20/2011,3.91472,3.91472,0,0
7/19/2011,3.9029,3.9029,0,0
7/18/2011,3.91431,3.91431,0,0
7/15/2011,3.88293,3.88293,0,0
7/14/2011,3.89854,3.89854,0,0
7/13/2011,3.86432,3.86432,0,0
7/12/2011,3.89941,3.89941,0,0
7/11/2011,3.91248,3.91248,0,0
7/8/2011,3.95604,3.95604,0,0
7/7/2011,4.0553,4.0553,0,0
7/6/2011,4.00075,4.00075,0,0
7/5/2011,4.01093,4.01093,0,0
7/1/2011,4.04949,4.04949,0,0
6/30/2011,4.02102,4.02102,0,0
6/29/2011,3.99007,3.99007,0,0
6/28/2011,3.96459,3.96459,0,0
6/27/2011,3.88515,3.88515,0,0
6/24/2011,3.84131,3.84131,0,0
6/23/2011,3.84233,3.84233,0,0
6/22/2011,3.91031,3.91031,0,0
6/21/2011,3.93335,3.93335,0,0
6/20/2011,3.92605,3.92605,0,0
6/17/2011,3.90547,3.90547,0,0
6/16/2011,3.88416,3.88416,0,0
6/15/2011,3.9059,3.9059,0,0
6/14/2011,3.97534,3.97534,0,0
6/13/2011,3.90679,3.90679,0,0
6/10/2011,3.89696,3.89696,0,0
6/9/2011,3.89605,3.89605,0,0
6/8/2011,3.85668,3.85668,0,0
6/7/2011,3.89581,3.89581,0,0
6/6/2011,3.90071,3.90071,0,0
6/3/2011,3.89328,3.89328,0,0
6/2/2011,3.91387,3.91387,0,0
6/1/2011,3.86349,3.86349,0,0
5/31/2011,3.93235,3.93235,0,0
5/27/2011,3.93401,3.93401,0,0
5/26/2011,3.91109,3.91109,0,0
5/25/2011,3.98264,3.98264,0,0
5/24/2011,3.98401,3.98401,0,0
5/23/2011,3.99615,3.99615,0,0
5/20/2011,3.99284,3.99284,0,0
5/19/2011,4.00566,4.00566,0,0
5/18/2011,3.99817,3.99817,0,0
5/17/2011,3.9562,3.9562,0,0
5/16/2011,3.97145,3.97145,0,0
5/13/2011,3.98862,3.98862,0,0
5/12/2011,4.00521,4.00521,0,0
5/11/2011,3.98265,3.98265,0,0
5/10/2011,4.01017,4.01017,0,0
5/9/2011,3.96718,3.96718,0,0
5/6/2011,3.98104,3.98104,0,0
5/5/2011,3.98974,3.98974,0,0
5/4/2011,4.04029,4.04029,0,0
5/3/2011,4.07117,4.07117,0,0
5/2/2011,4.10174,4.10174,0,0
4/29/2011,4.09114,4.09114,0,0
4/28/2011,4.10853,4.10853,0,0
4/27/2011,4.17378,4.17378,0,0
4/26/2011,4.14881,4.14881,0,0
4/25/2011,4.17981,4.17981,0,0
4/21/2011,4.21188,4.21188,0,0
4/20/2011,4.21023,4.21023,0,0
4/19/2011,4.18056,4.18056,0,0
4/18/2011,4.1921,4.1921,0,0
4/15/2011,4.22535,4.22535,0,0
4/14/2011,4.29351,4.29351,0,0
4/13/2011,4.28687,4.28687,0,0
4/12/2011,4.30612,4.30612,0,0
4/11/2011,4.35733,4.35733,0,0
4/8/2011,4.36221,4.36221,0,0
4/7/2011,4.35342,4.35342,0,0
4/6/2011,4.35818,4.35818,0,0
4/5/2011,4.32683,4.32683,0,0
4/4/2011,4.27071,4.27071,0,0
4/1/2011,4.27252,4.27252,0,0
3/31/2011,4.26321,4.26321,0,0
3/30/2011,4.26883,4.26883,0,0
3/29/2011,4.30316,4.30316,0,0
3/28/2011,4.2631,4.2631,0,0
3/25/2011,4.26079,4.26079,0,0
3/24/2011,4.22854,4.22854,0,0
3/23/2011,4.20927,4.20927,0,0
3/22/2011,4.18936,4.18936,0,0
3/21/2011,4.16338,4.16338,0,0
3/18/2011,4.11118,4.11118,0,0
3/17/2011,4.10724,4.10724,0,0
3/16/2011,4.08162,4.08162,0,0
3/15/2011,4.17297,4.17297,0,0
3/14/2011,4.17953,4.17953,0,0
3/11/2011,4.21399,4.21399,0,0
3/10/2011,4.19841,4.19841,0,0
3/9/2011,4.24844,4.24844,0,0
3/8/2011,4.31211,4.31211,0,0
3/7/2011,4.27573,4.27573,0,0
3/4/2011,4.26582,4.26582,0,0
3/3/2011,4.3559,4.3559,0,0
3/2/2011,4.27915,4.27915,0,0
3/1/2011,4.23669,4.23669,0,0
2/28/2011,4.23083,4.23083,0,0
2/25/2011,4.24967,4.24967,0,0
2/24/2011,4.26362,4.26362,0,0
2/23/2011,4.30686,4.30686,0,0
2/22/2011,4.29998,4.29998,0,0
2/18/2011,4.36639,4.36639,0,0
2/17/2011,4.35044,4.35044,0,0
2/16/2011,4.39896,4.39896,0,0
2/15/2011,4.38511,4.38511,0,0
2/14/2011,4.39315,4.39315,0,0
2/11/2011,4.43431,4.43431,0,0
2/10/2011,4.50125,4.50125,0,0
2/9/2011,4.45294,4.45294,0,0
2/8/2011,4.48713,4.48713,0,0
2/7/2011,4.41202,4.41202,0,0
2/4/2011,4.39469,4.39469,0,0
2/3/2011,4.32675,4.32675,0,0
2/2/2011,4.2837,4.2837,0,0
2/1/2011,4.23302,4.23302,0,0
1/31/2011,4.17347,4.17347,0,0
1/28/2011,4.14864,4.14864,0,0
1/27/2011,4.17877,4.17877,0,0
1/26/2011,4.23018,4.23018,0,0
1/25/2011,4.1485,4.1485,0,0
1/24/2011,4.19564,4.19564,0,0
1/21/2011,4.18211,4.18211,0,0
1/20/2011,4.21623,4.21623,0,0
1/19/2011,4.11512,4.11512,0,0
1/18/2011,4.14124,4.14124,0,0
1/14/2011,4.08585,4.08585,0,0
1/13/2011,4.07277,4.07277,0,0
1/12/2011,4.12755,4.12755,0,0
1/11/2011,4.13046,4.13046,0,0
1/10/2011,4.0763,4.0763,0,0
1/7/2011,4.10211,4.10211,0,0
1/6/2011,4.20008,4.20008,0,0
1/5/2011,4.24694,4.24694,0,0
1/4/2011,4.1123,4.1123,0,0
1/3/2011,4.11937,4.11937,0,0
12/31/2010,4.10577,4.10577,0,0
12/30/2010,4.18878,4.18878,0,0
12/29/2010,4.1712,4.1712,0,0
12/28/2010,4.32678,4.32678,0,0
12/27/2010,4.21284,4.21284,0,0
12/23/2010,4.22651,4.22651,0,0
12/22/2010,4.1785,4.1785,0,0
12/21/2010,4.17478,4.17478,0,0
12/20/2010,4.21062,4.21062,0,0
12/17/2010,4.16702,4.16702,0,0
12/16/2010,4.35639,4.35639,0,0
12/15/2010,4.38412,4.38412,0,0
12/14/2010,4.28748,4.28748,0,0
12/13/2010,4.10897,4.10897,0,0
12/10/2010,4.12836,4.12836,0,0
12/9/2010,4.05607,4.05607,0,0
12/8/2010,4.10539,4.10539,0,0
12/7/2010,4.05507,4.05507,0,0
12/6/2010,3.85103,3.85103,0,0
12/3/2010,3.94457,3.94457,0,0
12/2/2010,3.9594,3.9594,0,0
12/1/2010,3.93437,3.93437,0,0
11/30/2010,3.77972,3.77972,0,0
11/29/2010,3.77045,3.77045,0,0
11/26/2010,3.82273,3.82273,0,0
11/24/2010,3.85371,3.85371,0,0
11/23/2010,3.70185,3.70185,0,0
11/22/2010,3.72761,3.72761,0,0
11/19/2010,3.7657,3.7657,0,0
11/18/2010,3.75041,3.75041,0,0
11/17/2010,3.71929,3.71929,0,0
11/16/2010,3.72168,3.72168,0,0
11/15/2010,3.73584,3.73584,0,0
11/12/2010,3.60847,3.60847,0,0
11/10/2010,3.48752,3.48752,0,0
11/9/2010,3.50051,3.50051,0,0
11/8/2010,3.40193,3.40193,0,0
11/5/2010,3.36448,3.36448,0,0
11/4/2010,3.29328,3.29328,0,0
11/3/2010,3.37888,3.37888,0,0
11/2/2010,3.39423,3.39423,0,0
11/1/2010,3.44378,3.44378,0,0
10/29/2010,3.39784,3.39784,0,0
10/28/2010,3.43496,3.43496,0,0
10/27/2010,3.49728,3.49728,0,0
10/26/2010,3.44702,3.44702,0,0
10/25/2010,3.37385,3.37385,0,0
10/22/2010,3.31808,3.31808,0,0
10/21/2010,3.29243,3.29243,0,0
10/20/2010,3.25515,3.25515,0,0
10/19/2010,3.26986,3.26986,0,0
10/18/2010,3.29994,3.29994,0,0
10/15/2010,3.37537,3.37537,0,0
10/14/2010,3.28492,3.28492,0,0
10/13/2010,3.26187,3.26187,0,0
10/12/2010,3.28568,3.28568,0,0
10/8/2010,3.23046,3.23046,0,0
10/7/2010,3.22365,3.22365,0,0
10/6/2010,3.26279,3.26279,0,0
10/5/2010,3.33659,3.33659,0,0
10/4/2010,3.33557,3.33557,0,0
10/1/2010,3.38871,3.38871,0,0
9/30/2010,3.38375,3.38375,0,0
9/29/2010,3.37806,3.37806,0,0
9/28/2010,3.31266,3.31266,0,0
9/27/2010,3.35455,3.35455,0,0
9/24/2010,3.44779,3.44779,0,0
9/23/2010,3.38126,3.38126,0,0
9/22/2010,3.34862,3.34862,0,0
9/21/2010,3.38169,3.38169,0,0
9/20/2010,3.50729,3.50729,0,0
9/17/2010,3.58122,3.58122,0,0
9/16/2010,3.54526,3.54526,0,0
9/15/2010,3.49999,3.49999,0,0
9/14/2010,3.42404,3.42404,0,0
9/13/2010,3.48266,3.48266,0,0
9/10/2010,3.58242,3.58242,0,0
9/9/2010,3.27423,3.27423,0,0
8/5/2010,3.55337,3.55337,-2,0
8/4/2010,3.5817,3.5817,-2,0
8/2/2010,3.5727,3.5727,0,0
7/29/2010,3.55631,3.55631,0,0
7/28/2010,3.57124,3.57124,-2,0
7/27/2010,3.62,3.62,0,0
7/26/2010,3.6203,3.6203,0,0
7/23/2010,3.61862,3.61862,0,0
7/22/2010,3.57445,3.57445,0,0
7/21/2010,3.56787,3.56787,0,0
7/20/2010,3.63593,3.63593,0,0
7/19/2010,3.65741,3.65741,0,0
7/16/2010,3.59773,3.59773,0,0
7/15/2010,3.61225,3.61225,0,0
7/14/2010,3.70043,3.70043,0,0
7/13/2010,3.75306,3.75306,0,0
7/12/2010,3.71395,3.71395,0,0
7/9/2010,3.71575,3.71575,0,0
7/8/2010,3.71168,3.71168,0,0
7/7/2010,3.69837,3.69837,0,0
7/6/2010,3.63513,3.63513,0,0
7/2/2010,3.71696,3.71696,0,0
7/1/2010,3.69379,3.69379,0,0
6/30/2010,3.72459,3.72459,0,0
6/29/2010,3.72533,3.72533,0,0
6/28/2010,3.76157,3.76157,0,0
6/25/2010,3.86458,3.86458,0,0
6/24/2010,3.90814,3.90814,0,0
6/23/2010,3.83092,3.83092,0,0
6/22/2010,3.87492,3.87492,0,0
6/21/2010,3.95504,3.95504,0,0
6/18/2010,3.97044,3.97044,0,0
6/17/2010,3.96819,3.96819,0,0
6/16/2010,4.05488,4.05488,0,0
6/15/2010,4.07554,4.07554,0,0
6/14/2010,4.03885,4.03885,0,0
6/11/2010,4.02205,4.02205,0,0
6/10/2010,4.10653,4.10653,0,0
6/9/2010,3.99425,3.99425,0,0
6/8/2010,3.99958,3.99958,0,0
6/7/2010,4.03222,4.03222,0,0
6/4/2010,4.0385,4.0385,0,0
6/3/2010,4.18758,4.18758,0,0
6/2/2010,4.17668,4.17668,0,0
6/1/2010,4.15107,4.15107,0,0
5/28/2010,4.15474,4.15474,0,0
5/27/2010,4.18162,4.18162,0,0
5/26/2010,4.08488,4.08488,0,0
5/25/2010,4.05822,4.05822,0,0
5/24/2010,4.11355,4.11355,0,0
5/21/2010,4.04344,4.04344,0,0
5/20/2010,4.0603,4.0603,0,0
5/19/2010,4.12777,4.12777,0,0
5/18/2010,4.1366,4.1366,0,0
5/17/2010,4.19016,4.19016,0,0
5/14/2010,4.19185,4.19185,0,0
5/13/2010,4.28249,4.28249,0,0
5/12/2010,4.29267,4.29267,0,0
5/11/2010,4.28638,4.28638,0,0
5/10/2010,4.31165,4.31165,0,0
5/7/2010,4.25838,4.25838,0,0
5/6/2010,4.22256,4.22256,0,0
5/5/2010,4.33516,4.33516,0,0
5/4/2010,4.38044,4.38044,0,0
5/3/2010,4.43302,4.43302,0,0
4/30/2010,4.3907,4.3907,0,0
4/29/2010,4.42317,4.42317,0,0
4/28/2010,4.46529,4.46529,0,0
4/27/2010,4.40982,4.40982,0,0
4/26/2010,4.48697,4.48697,0,0
4/23/2010,4.49658,4.49658,0,0
4/22/2010,4.47368,4.47368,0,0
4/21/2010,4.4287,4.4287,0,0
4/20/2010,4.47168,4.47168,0,0
4/19/2010,4.46477,4.46477,0,0
4/16/2010,4.42115,4.42115,0,0
4/15/2010,4.47895,4.47895,0,0
4/14/2010,4.48641,4.48641,0,0
4/13/2010,4.43649,4.43649,0,0
4/12/2010,4.46068,4.46068,0,0
4/9/2010,4.5415,4.5415,0,0
4/8/2010,4.55471,4.55471,0,0
4/7/2010,4.53391,4.53391,0,0
4/6/2010,4.63966,4.63966,0,0
4/5/2010,4.67493,4.67493,0,0
4/1/2010,4.55501,4.55501,0,0
3/31/2010,4.50331,4.50331,0,0
3/30/2010,4.48989,4.48989,0,0
3/29/2010,4.45928,4.45928,0,0
3/26/2010,4.45679,4.45679,0,0
3/25/2010,4.51081,4.51081,0,0
3/24/2010,4.44807,4.44807,0,0
3/23/2010,4.32888,4.32888,0,0
3/22/2010,4.32647,4.32647,0,0
3/19/2010,4.35592,4.35592,0,0
3/18/2010,4.33242,4.33242,0,0
3/17/2010,4.29599,4.29599,0,0
3/16/2010,4.31666,4.31666,0,0
3/15/2010,4.33894,4.33894,0,0
3/12/2010,4.34343,4.34343,0,0
3/11/2010,4.32585,4.32585,0,0
3/10/2010,4.31726,4.31726,0,0
3/9/2010,4.30864,4.30864,0,0
3/8/2010,4.3426,4.3426,0,0
3/5/2010,4.32644,4.32644,0,0
3/4/2010,4.28354,4.28354,0,0
3/3/2010,4.30757,4.30757,0,0
3/2/2010,4.33437,4.33437,0,0
3/1/2010,4.32837,4.32837,0,0
2/26/2010,4.29075,4.29075,0,0
2/25/2010,4.35418,4.35418,0,0
2/24/2010,4.39585,4.39585,0,0
2/23/2010,4.39144,4.39144,0,0
2/22/2010,4.46245,4.46245,0,0
2/19/2010,4.48631,4.48631,0,0
2/18/2010,4.46816,4.46816,0,0
2/17/2010,4.3914,4.3914,0,0
2/16/2010,4.32327,4.32327,0,0
2/12/2010,4.34606,4.34606,0,0
2/11/2010,4.39879,4.39879,0,0
2/10/2010,4.40636,4.40636,0,0
2/9/2010,4.36532,4.36532,0,0
2/8/2010,4.33204,4.33204,0,0
2/5/2010,4.2766,4.2766,0,0
2/4/2010,4.32385,4.32385,0,0
2/3/2010,4.39478,4.39478,0,0
2/2/2010,4.36193,4.36193,0,0
2/1/2010,4.38304,4.38304,0,0
1/29/2010,4.36203,4.36203,0,0
1/28/2010,4.40354,4.40354,0,0
1/27/2010,4.38713,4.38713,0,0
1/26/2010,4.37082,4.37082,0,0
1/25/2010,4.38081,4.38081,0,0
1/22/2010,4.34531,4.34531,0,0
1/21/2010,4.33517,4.33517,0,0
1/20/2010,4.36779,4.36779,0,0
1/19/2010,4.40197,4.40197,0,0
1/15/2010,4.36967,4.36967,0,0
1/14/2010,4.42659,4.42659,0,0
1/13/2010,4.45415,4.45415,0,0
1/12/2010,4.40876,4.40876,0,0
1/11/2010,4.48888,4.48888,0,0
1/8/2010,4.49953,4.49953,0,0
1/7/2010,4.50504,4.50504,0,0
1/6/2010,4.47574,4.47574,0,0
1/5/2010,4.43666,4.43666,0,0
1/4/2010,4.53253,4.53253,0,0
12/31/2009,4.55925,4.55925,0,0
12/30/2009,4.52277,4.52277,0,0
12/29/2009,4.55623,4.55623,0,0
12/28/2009,4.59678,4.59678,0,0
12/24/2009,4.54667,4.54667,0,0
12/23/2009,4.49594,4.49594,0,0
12/22/2009,4.4854,4.4854,0,0
12/21/2009,4.41004,4.41004,0,0
12/18/2009,4.26291,4.26291,0,0
12/17/2009,4.19822,4.19822,0,0
12/16/2009,4.32492,4.32492,0,0
12/15/2009,4.35407,4.35407,0,0
12/14/2009,4.28317,4.28317,0,0
12/11/2009,4.24709,4.24709,0,0
12/10/2009,4.22515,4.22515,0,0
12/9/2009,4.19167,4.19167,0,0
12/8/2009,4.15043,4.15043,0,0
12/7/2009,4.1946,4.1946,0,0
12/4/2009,4.24431,4.24431,0,0
12/3/2009,4.16943,4.16943,0,0
12/2/2009,4.10651,4.10651,0,0
12/1/2009,4.04365,4.04365,0,0
11/30/2009,3.949,3.949,0,0
11/27/2009,3.95395,3.95395,0,0
11/25/2009,3.99745,3.99745,0,0
11/24/2009,4.00757,4.00757,0,0
11/23/2009,4.08914,4.08914,0,0
11/20/2009,4.11407,4.11407,0,0
11/19/2009,4.14203,4.14203,0,0
11/18/2009,4.13219,4.13219,0,0
11/17/2009,4.08364,4.08364,0,0
11/16/2009,4.02764,4.02764,0,0
11/13/2009,4.12598,4.12598,0,0
11/12/2009,4.20549,4.20549,0,0
11/10/2009,4.25006,4.25006,0,0
11/9/2009,4.27718,4.27718,0,0
11/6/2009,4.29318,4.29318,0,0
11/5/2009,4.34027,4.34027,0,0
11/4/2009,4.39722,4.39722,0,0
11/3/2009,4.37341,4.37341,0,0
11/2/2009,4.34084,4.34084,0,0
10/30/2009,4.28974,4.28974,0,0
10/29/2009,4.35555,4.35555,0,0
10/28/2009,4.29321,4.29321,0,0
10/27/2009,4.3817,4.3817,0,0
10/26/2009,4.45896,4.45896,0,0
10/23/2009,4.38826,4.38826,0,0
10/22/2009,4.34888,4.34888,0,0
10/21/2009,4.35191,4.35191,0,0
10/20/2009,4.3051,4.3051,0,0
10/19/2009,4.34231,4.34231,0,0
10/16/2009,4.35815,4.35815,0,0
10/15/2009,4.40039,4.40039,0,0
10/14/2009,4.32297,4.32297,0,0
10/13/2009,4.21893,4.21893,0,0
10/9/2009,4.25157,4.25157,0,0
10/8/2009,4.12155,4.12155,0,0
10/7/2009,4.09165,4.09165,0,0
10/6/2009,4.14112,4.14112,0,0
10/5/2009,4.13197,4.13197,0,0
10/2/2009,4.10628,4.10628,0,0
10/1/2009,4.10367,4.10367,0,0
9/30/2009,4.22467,4.22467,0,0
9/29/2009,4.20862,4.20862,0,0
9/28/2009,4.21577,4.21577,0,0
9/25/2009,4.26938,4.26938,0,0
9/24/2009,4.30776,4.30776,0,0
9/23/2009,4.3747,4.3747,0,0
9/22/2009,4.3859,4.3859,0,0
9/21/2009,4.41353,4.41353,0,0
9/18/2009,4.38725,4.38725,0,0
9/17/2009,4.31061,4.31061,0,0
9/16/2009,4.3875,4.3875,0,0
9/15/2009,4.39235,4.39235,0,0
9/14/2009,4.35672,4.35672,0,0
9/11/2009,4.28939,4.28939,0,0
9/10/2009,4.28497,4.28497,0,0
9/9/2009,4.39986,4.39986,0,0
9/8/2009,4.41471,4.41471,0,0
9/4/2009,4.42369,4.42369,0,0
9/3/2009,4.36197,4.36197,0,0
9/2/2009,4.31469,4.31469,0,0
9/1/2009,4.4018,4.4018,0,0
8/31/2009,4.42184,4.42184,0,0
8/28/2009,4.48402,4.48402,0,0
8/27/2009,4.48932,4.48932,0,0
8/26/2009,4.4625,4.4625,0,0
8/25/2009,4.46678,4.46678,0,0
8/24/2009,4.48969,4.48969,0,0
8/21/2009,4.52183,4.52183,0,0
8/20/2009,4.44681,4.44681,0,0
8/19/2009,4.47725,4.47725,0,0
8/18/2009,4.50866,4.50866,0,0
8/17/2009,4.46616,4.46616,0,0
8/14/2009,4.49058,4.49058,0,0
8/13/2009,4.52706,4.52706,0,0
8/12/2009,4.63628,4.63628,0,0
8/11/2009,4.6274,4.6274,0,0
8/10/2009,4.69414,4.69414,0,0
8/7/2009,4.80233,4.80233,0,0
8/6/2009,4.70882,4.70882,0,0
