"","grp","x","actual.smm","model.smm","actual.cpr","model.cpr","ratio","track.err","curt.smm","dflt.smm","cout.smm","turn.smm","refi.smm","pct_inv","pct_2nd","pct_owner","pct_purchase","pct_REFI_NCO","pct_REFI_CO","pct_REFI_Other","pct_REFI","pct_dq","incentive","burnout","refi_elig_pct","cltv","wacls","acls","wala","wam","wac","fico","pct_HARPed","pct_tpo","cai","media_effect","sato","hpa_annual","hpa_cum","turn_cai_mult","turn_hpa_annual_mult","turn_lohpa_wala_mult","turn_hihpa_wala_mult","turn_pct_hihpa_wala_mult","turn_incentive_mult","turn_cltv_mult","turn_acls_mult","turn_fico_mult","turn_tax_mult","turn_sato_mult","turn_pct_HARPed_mult","turn_HARP_eligible_mult","turn_pct_purchase_mult","turn_pct_inv_mult","turn_pct_second_lien_mult","bal","std","n"
"1",2000,-75,0.839833048875051,0.86562908801164,9.62527442451382,9.90699769532687,0.970199662310514,0.0257960391365886,0.0560170446121479,0.0187333860643802,0.0410648796734121,0.749210247315006,0.000603530346693451,0,8.5786687966644,91.4213312033356,35.38216847327,45.6062750471023,19.0115564796276,0,64.61783152673,0.567942240650925,-84.0803341572782,446.665068167398,100,41.1062987647487,87.5400901506204,87.2929041270522,56.0718436040226,289.791183410239,3.60918683285512,786.523492154478,14.7503953295901,33.8216639245363,175.611823697088,24.3101609009907,-17.3308314857446,6.91996753134924,36.5632833239351,0.9,1.28285335698918,1.24499935245569,1.24999908122051,0.571316773829401,1.28661002708443,1.00681941419982,1.11147636295188,0.826871350283882,1,1.01494163729961,1,1,0.915996819015251,1,0.989070554219194,14472839964.2,0.0803790145788441,15991
"2",2000,-50,0.875836739298673,0.897130760078328,10.018254847694,10.2499413504765,0.976264306467659,0.0212940207796552,0.0541526708807186,0.0204515113039633,0.0774714487674624,0.743044281457198,0.0020108476689862,0,8.68076403109947,91.3192359689005,33.5894789825595,46.9342571381715,19.476263879269,0,66.4105210174405,0.640939570468679,-59.4768819493563,692.154495402694,100,41.8715141102193,88.3062706428969,88.0616639087416,53.6167954467266,293.286038691397,3.76334979134867,785.907883017292,18.3266087498352,29.6678618058192,174.805360941801,27.6830568359098,-10.8462325909386,7.1170448806901,35.5829762471073,0.9,1.28317384397221,1.23823432195326,1.24999979748254,0.616411375703229,1.287,1.00667276494217,1.11089209003487,0.828072501149033,1,1.02786458685007,1,1,0.913666322677327,1,0.992024993416926,16319519119.8,0.0772660454167345,18034
"3",2000,-25,0.923489225008491,0.920879844230741,10.5359733805304,10.5076946862606,1.00283357355913,-0.00260938077775018,0.0542874037294269,0.0214006784214273,0.0819080118019793,0.734676751364506,0.0286069989134015,0,8.44363445455741,91.5563655454426,33.2366098253785,47.0018554144459,19.7615347601757,0,66.7633901746215,0.669640285615605,-35.319790174635,1086.34563598863,100,41.8427902476631,88.412133543458,88.1681722859699,55.1257626386391,292.730307080878,3.91247046960635,785.977907929626,18.9853094248624,29.5403977046648,174.573574700926,31.5220680562398,-8.18380790980042,7.13220896948133,36.3348939340145,0.9,1.2811917974388,1.22880408246971,1.24999968735405,0.625229279173918,1.287,1.00664591014049,1.11066273279838,0.82792573194819,1,1.03014477499962,1,1,0.913207592772992,1,0.994112550748348,13549740089.5,0.0690253765156113,17155
"4",2000,0,1.04341312765497,1.01175410835757,11.8268227158011,11.487717229239,1.03129121891958,-0.0316590192973988,0.047679953651729,0.0200159722729483,0.0829686782555711,0.757226612299693,0.103862891877625,0,10.9253685550726,89.0746314449274,49.2140334107547,30.9437148513219,19.8422517379234,0,50.7859665892453,0.713698777978141,-10.5005099699255,1432.46360839586,100,45.9723676945317,91.3972594773314,91.1451139359968,42.8951272976134,307.617573765743,4.11101367652567,783.563234209558,12.5793755786748,31.1060818410682,174.425197668885,32.7131351709058,-6.1541305948079,7.8538072959064,29.9620839216371,0.9,1.28644590789096,1.20820912647919,1.24999973144612,0.800784888544037,1.287,1.00571054602688,1.1103733934497,0.832671234897348,1,1.03219227583534,1,1,0.933978243433981,1,0.987328977990955,6598989264.9,0.0789185373030551,10990
"5",2000,25,1.04452432345871,1.09312906773773,11.8387032727369,12.3569363704266,0.955536134100241,0.048604744279019,0.0448910000479904,0.0225968956984544,0.0834019621326263,0.765416288719893,0.176822921138768,0,13.2207105575062,86.7792894424938,50.24405868941,26.6723059409315,23.0836353696585,0,49.75594131059,0.880640384726319,10.1522709171644,1666.01872030117,100,47.7110634778905,92.8951925196017,92.6799043650055,38.2708897492374,314.097989992431,4.2588010959655,780.482249639605,9.99781712384079,32.3568379465921,174.875575841727,35.0823248172079,-3.14235369730428,8.18488132223602,27.7367815375169,0.9,1.28826424517278,1.19653699676429,1.25,0.859778369433289,1.287,1.00514352247738,1.11026448747173,0.838641536199951,1,1.0367496978029,1,1,0.935317276296233,1,0.986826385505081,1230995752.4,0.0865290789994848,3541
"6",2000,50,1.15970978876207,1.26264390399924,13.0623007473496,14.1425616870818,0.91847731976439,0.102934115237172,0.0484260653046359,0.0221491297072598,0.0840655350326002,0.793742805317751,0.314260368636996,0,6.04867077246629,93.9513292275337,52.8292842031316,20.7453824433561,26.4253333535123,0,47.1707157968684,0.859643202963003,35.8254984337883,1313.21642966019,100,44.0739650227239,92.6172603165221,92.5460078542161,42.3398160164797,307.477390701272,4.5632385959042,781.517577995084,14.5253682009619,26.0705162897333,174.409210592459,32.4174843932061,17.5534667319531,8.33203815387655,31.0159315567104,0.9,1.28571833983852,1.16825268092981,1.24998699947768,0.877106612734949,1.287,1.00555718831769,1.11041691601283,0.836495447888455,1,1.06148251247212,1,1,0.938678069464071,1,0.992837499868493,71222715.9,0.101322298540439,582
"7",2000,75,0.846054501395034,1.43362694528802,9.69329384373566,15.9098139316723,0.590149692830346,0.587572443892989,0.0559727515358086,0.0300206296388106,0.0846431027415767,0.721121498693068,0.541868962678759,0,0,100,34.635497386716,32.6339272472415,32.7305753660425,0,65.364502613284,0.884371137817618,59.8990906631112,1081.17988162638,100,40.0679772618939,89.2042271204843,89.1775759328087,61.4635781555936,289.948798744095,4.73310922171195,786.455317551111,24.2527999389389,27.0331283229108,174.875951198341,31.6360728216205,21.7729427884377,6.73050151330324,37.0984709630472,0.9,1.26515158296171,1.24470620274393,1.25,0.645164761001811,1.287,1.00666225953836,1.11057741565764,0.826121109401674,1,1.06357946861189,1,1,0.915026146602731,1,0.977975624354756,20925911.7,0.0666973446629101,225
"8",2000,100,0.00733375240183931,1.548426233085,0.0879695401082681,17.0775827328234,0.00473626204796851,1.54109248068316,0.0673606349164527,0.0430888188360147,0.0851706357399695,0.700052902381348,0.652753241211211,0,0,100,28.3323627489956,60.8500492209085,10.8175880300958,0,71.6676372510044,1.09501259877831,84.3965456907817,884.239001831406,100,30.8245253064436,84.4890766005852,84.4890766005852,83.5447991025563,265.556203348277,5.10419857412271,785.376538128053,28.5834184815199,41.8192962810537,175.940551578898,32.5461524546665,19.9583137321943,4.98871704473537,38.59904225185,0.9,1.23791260695599,1.24896154657526,1.25,0.343611858015965,1.287,1.00717668099859,1.11103797898216,0.827822648355926,1,1.0625165627957,1,1,0.906832071573694,1,1.00466487288934,4587786.1,0.000340833578600887,53
"9",4000,-75,1.82447503456376,1.05379798752462,19.8250336055574,11.9377971692686,1.73133281346406,-0.770677047039144,0.107282833875703,0.019985742937813,0.0509799084018339,0.875225151697434,0.000324350611833176,0,8.73262296967107,91.2673770303289,31.1890695559125,53.2914118074014,15.5195186366861,0,68.8109304440875,0.554464141938121,-81.0481022774647,2516.72653207329,100,31.0386640615146,68.6378904544233,68.1614328289049,74.7521185460893,221.424260170729,4.13295383934748,787.958651537361,29.4716394331034,30.3743223209681,179.453244188482,13.2498472508246,-6.8095517082028,6.37006194404707,47.106825251237,0.9,1.27095332137793,1.24976494398409,1.25,0.495648657644909,1.287,1.00760184439345,1.14162718446423,0.823845511425709,1,1.02996098746158,1,1,0.910545790422686,1,0.994140110722054,156430533.5,0.140428569316993,1018
"10",4000,-50,1.12207618021161,1.00280930934426,12.664247736736,11.3916915035164,1.11893275197589,-0.119266870867352,0.0693439100635828,0.0279523064536363,0.0774890473392032,0.826994594431727,0.00102945105610706,0,7.22646687308467,92.7735331269153,29.6944723465905,49.9026165151783,20.4029111382313,0,70.3055276534095,0.775872109554134,-59.6692130324337,2832.5528731618,100,36.7742193896309,83.2964386981935,83.003855812828,72.8353780917336,266.683345806818,4.17843602228118,786.899005811631,24.8577912701172,32.6622185950806,179.716314515756,13.543933023192,-7.44905369246823,6.24851403402388,43.9917134525489,0.9,1.2692584831834,1.24997264534436,1.25,0.491688911353671,1.287,1.00739595792506,1.11571231489459,0.826030480970488,1,1.0279285968536,1,1,0.908602814050568,1,0.996884788021032,2364959370.9,0.107287527991572,5245
