'loanID','beginLoanAge','JudicialFlag','origbalance','loanpurpose','occupancyStatus','propertyType','beginCoupon','currentValue','UPB','expenses','netSaleProceeds','timeDQ','ActuralLoss'
'F102Q2014270',102,'1',45000.00,'PURCH','OWNER','SFR',8.375,60778.42,41121.80,-9391.00,'23900',14,383.80
'F102Q2014310',15,'0',85000.00,'RE-FI-NCO','OWNER','SFR',7.625,103591.27,84987.36,-3235.00,'73400',11,-2214.14
'F102Q2014433',121,'0',84000.00,'RE-FI-NCO','INV','SFR',7.000,151200.00,76255.09,-13384.00,'36500',41,70099.42
'F102Q2016666',100,'1',38000.00,'RE-FI-NCO','INV','SFR',7.500,47086.75,35141.97,-14298.00,'3800',16,44482.03
'F102Q2017902',100,'0',48000.00,'PURCH','OWNER','SFR',7.375,63405.47,42937.46,-6631.00,'14100',8,22623.99
'F102Q2019973',82,'0',240000.00,'RE-FI-CO','OWNER','SFR',6.750,357720.00,250779.15,-20254.00,'189000',21,105778.28
'F102Q2023279',110,'1',51000.00,'RE-FI-CO','OWNER','SFR',7.250,66713.66,46668.47,-9519.00,'28600',24,18178.06
'F102Q2023718',84,'0',78000.00,'PURCH','OWNER','MH',8.000,103789.26,72444.60,-8890.00,'23500',16,40190.54
'F102Q2024384',47,'1',45000.00,'RE-FI-CO','OWNER','MH',8.250,64011.17,43454.41,-6891.00,'19800',15,28327.85
'F102Q2025807',39,'1',68000.00,'PURCH','OWNER','SFR',7.500,80168.41,67436.13,-11202.00,'46600',22,14906.52
'F102Q2026056',40,'1',52000.00,'RE-FI-CO','OWNER','SFR',7.375,81134.44,51413.51,-11065.00,'15000',27,55523.74
'F102Q2027719',110,'0',85000.00,'RE-FI-NCO','OWNER','PUD',7.000,130517.97,75575.56,-11571.00,'58800',11,10398.79
'F102Q2028212',65,'0',89000.00,'RE-FI-CO','OWNER','SFR',7.625,144272.46,83404.98,-6199.00,'55800',13,39065.69
'F102Q2028407',38,'1',106000.00,'RE-FI-CO','OWNER','SFR',7.250,160707.77,104537.36,-6778.00,'59200',20,33652.39
'F102Q2028510',134,'0',43000.00,'RE-FI-CO','OWNER','SFR',7.125,62364.32,36998.98,-10732.00,'7600',18,43423.50
'F102Q2028979',142,'1',52000.00,'RE-FI-CO','OWNER','SFR',8.000,71513.00,45486.32,-13320.00,'0',23,63772.93
'F102Q2030791',16,'1',42000.00,'PURCH','INV','SFR',8.000,54500.25,42285.05,-1729.00,'0',14,615.32
'F102Q2035697',38,'1',29000.00,'RE-FI-NCO','INV','SFR',7.000,40911.75,28648.58,-7362.00,'22500',12,14698.36
'F102Q2035714',139,'1',62000.00,'RE-FI-CO','INV','SFR',7.000,80561.25,55592.38,-14705.00,'0',46,84368.91
'F102Q2035810',17,'1',69000.00,'RE-FI-NCO','OWNER','SFR',7.125,82389.09,68028.84,-5201.00,'59200',9,-1583.42
'F102Q2035914',49,'1',85000.00,'PURCH','OWNER','SFR',6.750,189347.61,83698.26,-23117.00,'111500',33,9915.32
'F102Q2038896',22,'1',238000.00,'PURCH','OWNER','SFR',7.500,294568.84,237500.00,-20383.00,'249600',23,10825.60
'F102Q2041689',53,'1',87000.00,'RE-FI-NCO','OWNER','SFR',6.750,106854.31,83283.05,-9457.00,'69800',17,948.03
'F102Q2041714',91,'0',75000.00,'PURCH','OWNER','SFR',7.250,101064.60,69857.30,-10356.00,'41400',22,31870.32
'F102Q2043345',49,'1',53000.00,'PURCH','INV','SFR',7.625,67392.43,52232.01,-20497.00,'45500',22,13448.21
'F102Q2045431',30,'1',59000.00,'PURCH','INV','SFR',7.750,70767.22,58053.87,-9842.00,'8000',21,50296.44
'F102Q2045799',113,'0',64000.00,'PURCH','OWNER','SFR',7.625,93248.00,57267.79,-13310.00,'21300',11,51401.33
'F102Q2045950',25,'1',90000.00,'RE-FI-NCO','OWNER','SFR',6.500,113706.81,88535.95,-6758.00,'0',15,-242.18
'F102Q2045982',56,'1',54000.00,'PURCH','INV','SFR',8.000,66252.00,52130.35,-11415.00,'48500',13,2218.13
'F102Q2046627',33,'0',64000.00,'RE-FI-CO','OWNER','SFR',7.125,119859.20,61818.66,-3678.00,'62700',11,6306.52
'F102Q2047297',39,'0',279000.00,'RE-FI-NCO','OWNER','SFR',7.500,330570.95,274959.72,-20373.00,'232300',22,17588.45
'F102Q2049264',23,'0',132000.00,'RE-FI-CO','2ND','SFR',7.625,184849.50,132000.00,-21117.00,'134600',24,37258.00
'F102Q2050287',27,'1',52000.00,'RE-FI-CO','OWNER','SFR',8.625,70627.55,51881.61,-4366.00,'31400',18,15533.24
'F102Q2050298',75,'0',98000.00,'RE-FI-NCO','OWNER','SFR',7.375,166684.29,92148.92,-9452.00,'70700',17,8173.20
'F102Q2052736',75,'0',82000.00,'PURCH','OWNER','SFR',7.375,86546.44,77411.64,-12464.00,'49200',19,26067.64
'F102Q2053353',22,'0',65000.00,'RE-FI-CO','OWNER','SFR',8.250,75969.65,64206.05,-6686.00,'24600',16,35385.69
'F102Q2053659',36,'1',80000.00,'PURCH','OWNER','CONDO',7.250,93524.20,78565.93,-5799.00,'76200',12,-1030.45
'F102Q2053671',117,'0',75000.00,'PURCH','OWNER','SFR',7.250,101491.07,66456.81,-14685.00,'35200',13,49579.45
'F102Q2053711',18,'1',59000.00,'RE-FI-NCO','OWNER','SFR',7.250,83294.11,59021.31,-8044.00,'53200',11,9729.51
'F102Q2054028',56,'0',117000.00,'PURCH','OWNER','SFR',6.750,164933.05,112980.57,-8361.00,'95200',20,6643.13
'F102Q2054329',31,'1',112000.00,'RE-FI-CO','OWNER','SFR',6.875,138532.41,110116.79,-7879.00,'95400',14,801.90
'F102Q2054373',116,'1',95000.00,'RE-FI-NCO','OWNER','SFR',6.875,173118.03,82681.02,-12070.00,'73400',16,26257.51
'F102Q2054729',13,'1',105000.00,'PURCH','OWNER','SFR',7.000,121556.84,104066.64,-2263.00,'0',9,-304.99
'F102Q2055604',45,'1',155000.00,'RE-FI-NCO','OWNER','SFR',8.375,201285.63,150332.60,-13047.00,'134500',16,861.63
'F102Q2055749',22,'1',161000.00,'RE-FI-NCO','OWNER','SFR',8.375,219455.38,159967.23,-150.00,'124800',13,49397.68
'F102Q2055809',18,'0',140000.00,'RE-FI-CO','OWNER','SFR',8.375,174390.59,139897.65,-14639.00,'90900',15,56376.01
'F102Q2055844',96,'1',68000.00,'RE-FI-NCO','OWNER','SFR',7.875,78765.30,74544.00,-19506.00,'11600',29,78482.28
'F102Q2056064',136,'0',52000.00,'RE-FI-CO','INV','SFR',8.500,63537.50,44997.05,-1830.00,'16900',8,31156.89
'F102Q2056336',145,'0',110000.00,'PURCH','OWNER','CONDO',7.125,103064.21,74554.21,-14697.00,'93900',,
'F102Q2056486',53,'1',150000.00,'RE-FI-NCO','OWNER','SFR',8.375,196926.31,145519.91,-33148.00,'173400',18,2172.15
'F102Q2056645',34,'1',34000.00,'RE-FI-CO','OWNER','SFR',8.125,65947.85,33848.11,-8267.00,'13900',20,31271.67
'F102Q2056716',120,'0',73000.00,'RE-FI-NCO','OWNER','SFR',6.875,66036.29,64171.26,-10372.00,'23900',22,33117.39
'F102Q2057576',30,'0',219000.00,'RE-FI-NCO','OWNER','SFR',7.000,303670.88,214989.58,-6582.00,'211000',9,20422.43
'F102Q2059039',25,'1',173000.00,'RE-FI-NCO','OWNER','SFR',6.875,197238.21,170841.44,-16630.00,'122500',17,4689.62
'F102Q2059181',61,'1',146000.00,'RE-FI-NCO','OWNER','SFR',6.750,200159.04,137048.36,-13795.00,'78200',16,64038.88
'F102Q2059272',50,'0',45000.00,'PURCH','OWNER','SFR',7.375,52435.00,43802.27,-15814.00,'6700',22,43872.94
'F102Q2059408',45,'1',77000.00,'PURCH','OWNER','SFR',7.250,91159.89,75280.02,-9019.00,'53300',15,11238.02
'F102Q2059534',63,'1',79000.00,'RE-FI-NCO','OWNER','SFR',7.250,106315.40,74354.86,-9146.00,'43800',15,35272.91
'F102Q2062932',98,'0',75000.00,'PURCH','OWNER','SFR',6.750,109003.13,67595.01,-7305.00,'8100',17,15313.38
'F102Q2063219',32,'1',114000.00,'PURCH','OWNER','CONDO',7.000,140712.00,111296.68,-312.00,'112800',,
'F102Q2065921',85,'1',123000.00,'PURCH','OWNER','SFR',7.125,156287.68,115586.81,-29629.00,'71200',27,51085.64
'F102Q2066755',21,'1',67000.00,'RE-FI-NCO','OWNER','SFR',7.500,79532.04,67029.68,-6154.00,'36000',14,20582.27
'F102Q2070083',40,'1',54000.00,'RE-FI-NCO','OWNER','SFR',7.050,101292.19,52874.70,-4526.00,'21400',21,42292.79
'F102Q2071143',21,'1',116000.00,'RE-FI-CO','OWNER','SFR',7.250,155962.00,115617.11,-8469.00,'66200',18,68654.91
'F102Q2071258',26,'0',46000.00,'PURCH','OWNER','SFR',7.000,56129.48,45119.53,-4515.00,'37300',17,-1393.91
'F102Q2071456',22,'1',85000.00,'PURCH','OWNER','SFR',6.875,94555.79,84071.74,-1182.00,'80700',6,2500.62
'F102Q2075193',49,'1',58000.00,'RE-FI-CO','OWNER','SFR',6.875,96884.51,56970.49,-7394.00,'15500',31,58614.75
'F102Q2075367',70,'1',48000.00,'RE-FI-CO','OWNER','SFR',7.000,84784.00,46898.71,-23457.00,'700',45,75782.95
'F102Q2075958',42,'1',70000.00,'RE-FI-NCO','OWNER','SFR',7.250,101709.09,69779.60,-17009.00,'19500',39,82222.46
'F102Q2076032',143,'0',83000.00,'RE-FI-NCO','OWNER','SFR',7.250,117977.17,71813.64,-18660.00,'23600',26,71986.38
'F102Q2076112',129,'0',58000.00,'PURCH','INV','SFR',7.375,83251.75,50832.30,-10458.00,'35500',20,19204.64
'F102Q2076797',21,'1',214000.00,'RE-FI-CO','OWNER','SFR',6.875,345253.33,2383.54,0.00,'0',11,2528.29
'F102Q2077317',86,'0',224000.00,'RE-FI-CO','OWNER','SFR',6.875,383592.32,209036.21,-13880.00,'204800',25,46842.56
'F102Q2077444',113,'1',143000.00,'PURCH','OWNER','SFR',6.875,179081.15,154792.28,-25016.00,'42600',37,105307.83
'F102Q2078088',128,'1',135000.00,'PURCH','OWNER','SFR',7.000,236407.50,132230.19,-69116.00,'185000',50,50848.93
'F102Q2081891',61,'1',83000.00,'RE-FI-NCO','OWNER','SFR',7.500,150715.05,78974.63,-5916.00,'28900',12,61455.29
'F102Q2082202',104,'1',58000.00,'RE-FI-CO','OWNER','SFR',7.750,78866.35,56254.37,-21105.00,'24700',70,65042.66
'F102Q2082452',77,'1',39000.00,'RE-FI-NCO','INV','SFR',8.125,70456.28,34510.06,-12956.00,'700',14,48177.67
'F102Q2082560',70,'0',46000.00,'PURCH','OWNER','SFR',8.375,46426.10,41384.66,-6486.00,'-1800',11,39007.94
'F102Q2082663',17,'0',67000.00,'PURCH','OWNER','SFR',8.125,89009.50,66687.34,-1005.00,'33500',16,1242.51
'F102Q2082727',18,'0',110000.00,'PURCH','OWNER','SFR',8.125,130112.63,109583.07,-2591.00,'0',16,3202.29
'F102Q2083163',61,'0',100000.00,'RE-FI-CO','OWNER','SFR',6.875,140937.50,99151.52,-12891.00,'100400',18,19567.70
'F102Q2083236',39,'0',59000.00,'RE-FI-CO','OWNER','SFR',7.375,79204.22,57126.12,-4309.00,'48700',14,2002.73
'F102Q2084547',99,'0',63000.00,'PURCH','INV','SFR',7.875,47649.00,62483.56,-13200.00,'0',28,85138.43
'F102Q2084583',30,'1',88000.00,'PURCH','OWNER','SFR',7.750,118085.00,87748.59,-12565.00,'28000',27,86112.16
'F102Q2084752',31,'0',90000.00,'RE-FI-NCO','OWNER','SFR',8.000,111700.00,89756.01,-1932.00,'39700',28,44130.89
'F102Q2084762',112,'1',105000.00,'RE-FI-NCO','OWNER','SFR',8.250,114073.36,105207.44,-15559.00,'23500',18,70426.33
'F102Q2084861',28,'1',60000.00,'RE-FI-CO','OWNER','SFR',7.000,80272.50,59520.79,-10156.00,'20800',18,54797.27
'F102Q2085317',138,'1',70000.00,'PURCH','OWNER','SFR',7.000,85139.36,62159.43,-21941.00,'62400',42,16544.59
'F102Q2085936',56,'1',100000.00,'RE-FI-CO','OWNER','SFR',6.750,144500.00,96257.03,-15598.00,'74000',18,45894.09
'F102Q2085964',40,'1',110000.00,'RE-FI-NCO','OWNER','SFR',6.750,153147.50,107567.92,-11633.00,'85300',17,42391.13
'F102Q2086015',36,'0',96000.00,'RE-FI-NCO','OWNER','SFR',6.750,143960.54,94740.56,-9636.00,'42600',18,68209.75
'F102Q2086027',86,'0',90000.00,'PURCH','OWNER','SFR',6.750,122731.58,82393.18,-24961.00,'88900',11,-5885.56
'F102Q2087009',127,'1',111000.00,'RE-FI-NCO','OWNER','SFR',6.875,129508.31,97110.54,-19225.00,'30700',20,64501.16
'F102Q2087240',50,'1',142000.00,'RE-FI-NCO','OWNER','SFR',7.125,197778.29,138075.17,-18180.00,'113700',17,37356.12
'F102Q2087891',62,'0',78000.00,'RE-FI-CO','OWNER','SFR',6.875,105436.50,74597.82,-7669.00,'59600',14,27951.61
'F102Q2088257',114,'1',84000.00,'RE-FI-NCO','OWNER','SFR',7.250,91993.84,74284.06,-13137.00,'23000',17,46232.56
'F102Q2088559',43,'1',70000.00,'PURCH','OWNER','SFR',7.125,102097.56,68987.79,-10850.00,'20200',35,63449.28
'F102Q2091019',87,'0',79000.00,'RE-FI-NCO','2ND','CONDO',7.750,60376.17,71221.08,-3120.00,'18700',8,34678.12
'F102Q2094053',88,'0',90000.00,'RE-FI-NCO','OWNER','SFR',7.500,122655.79,84170.95,-8249.00,'63000',17,11221.01
'F102Q2098226',98,'0',48000.00,'RE-FI-CO','OWNER','SFR',5.500,65694.54,47465.89,-11605.00,'11000',18,48293.83
'F102Q2098515',89,'0',62000.00,'PURCH','OWNER','PUD',7.500,76286.10,56177.53,-8064.00,'33000',13,35159.81
'F102Q2098689',135,'1',71000.00,'RE-FI-CO','INV','SFR',7.750,97696.00,62439.66,-16214.00,'32000',27,47502.35
'F102Q2098815',57,'1',98000.00,'RE-FI-NCO','OWNER','MH',6.625,125766.66,95200.87,-9770.00,'31200',34,54764.53
'F102Q2099221',72,'1',89000.00,'RE-FI-NCO','OWNER','SFR',7.375,126369.53,91436.46,-4030.00,'70500',11,17710.40
'F102Q2099308',30,'1',165000.00,'PURCH','OWNER','SFR',6.990,196119.35,162734.41,-9426.00,'0',15,1213.78
'F102Q2099778',90,'0',197000.00,'PURCH','OWNER','PUD',7.125,239365.37,192496.42,-15979.00,'156300',13,-893.61
'F102Q2101420',70,'0',200000.00,'PURCH','OWNER','PUD',6.750,271663.15,186973.39,-10871.00,'188100',10,18518.12
'F102Q2101697',31,'0',175000.00,'RE-FI-CO','OWNER','MH',6.750,238486.11,173434.93,-16904.00,'131300',22,25998.59
'F102Q2105624',70,'1',45000.00,'PURCH','OWNER','SFR',7.625,88727.58,42036.73,-8769.00,'49800',20,5822.74
'F102Q2105960',11,'0',83000.00,'PURCH','OWNER','SFR',7.500,88390.72,83062.60,-3966.00,'79600',9,-454.87
'F102Q2106787',124,'1',82000.00,'PURCH','OWNER','SFR',7.250,92095.11,72681.42,-15542.00,'64000',22,13099.87
'F102Q2106801',121,'0',72000.00,'RE-FI-NCO','OWNER','MH',7.250,95260.91,65473.22,-14267.00,'16200',34,56973.74
'F102Q2107000',46,'0',78000.00,'PURCH','INV','SFR',7.125,128670.75,75876.68,-2427.00,'85800',12,-2547.80
'F102Q2109713',43,'0',112000.00,'RE-FI-CO','OWNER','CONDO',7.750,138320.00,109174.00,-15393.00,'87300',15,15634.06
'F102Q2110762',89,'0',114000.00,'RE-FI-NCO','OWNER','SFR',7.000,130590.00,104502.66,-4112.00,'22900',10,91166.93
'F102Q2111109',22,'0',121000.00,'PURCH','OWNER','SFR',7.500,134921.37,120650.00,-11284.00,'79300',23,4436.32
'F102Q2112988',74,'1',29000.00,'RE-FI-CO','INV','SFR',8.250,78068.00,27842.13,-150.00,'0',14,21034.73
'F102Q2113186',143,'1',129000.00,'PURCH','OWNER','SFR',6.750,186472.89,106940.27,-18311.00,'68900',11,62508.13
'F102Q2113761',89,'0',70000.00,'RE-FI-NCO','OWNER','SFR',6.875,110839.23,64969.28,-6602.00,'40200',28,41404.44
'F102Q2119774',92,'0',74000.00,'PURCH','OWNER','SFR',6.875,96715.50,60651.69,-10447.00,'60900',9,11827.32
'F102Q2122587',102,'0',232000.00,'RE-FI-CO','INV','SFR',7.375,289768.00,211774.71,-15186.00,'83300',17,164831.72
'F102Q2126854',112,'0',189000.00,'PURCH','2ND','SFR',7.750,248430.00,171678.86,-6230.00,'0',19,196032.72
'F102Q2127928',35,'0',170000.00,'RE-FI-NCO','OWNER','SFR',6.875,229774.18,167162.77,-11456.00,'157100',15,-18933.06
'F102Q2128252',94,'0',57000.00,'RE-FI-NCO','INV','SFR',7.500,96899.99,52150.70,-6675.00,'37800',18,26697.09
'F102Q2128351',85,'1',95000.00,'RE-FI-CO','OWNER','SFR',7.125,155260.80,89105.51,-15810.00,'78000',22,37125.51
'F102Q2128635',76,'0',96000.00,'RE-FI-NCO','OWNER','MH',7.375,121930.43,89839.42,-7005.00,'33700',8,37493.79
'F102Q2130562',76,'0',82000.00,'PURCH','OWNER','SFR',7.125,108982.30,77007.29,-6882.00,'65800',19,2081.85
'F102Q2133204',119,'1',77000.00,'RE-FI-CO','OWNER','CONDO',6.750,103205.95,67081.25,-4986.00,'61000',15,-1592.40
'F102Q2135136',38,'0',138000.00,'RE-FI-CO','OWNER','SFR',6.875,175461.56,133841.99,-6581.00,'83400',9,27136.26
'F102Q2138673',129,'0',104000.00,'RE-FI-CO','INV','SFR',7.250,133887.00,91221.61,-17813.00,'26200',19,90522.01
'F102Q2139576',22,'0',112000.00,'PURCH','OWNER','SFR',7.375,132818.14,118434.19,-5379.00,'103900',10,-483.78
'F102Q2141433',116,'0',221000.00,'PURCH','OWNER','SFR',7.625,209507.99,214266.51,-31699.00,'128100',37,64831.82
'F102Q2141786',12,'0',98000.00,'RE-FI-NCO','INV','SFR',7.625,136233.06,97358.41,-5384.00,'54800',11,53704.24
'F102Q2142036',26,'1',61000.00,'RE-FI-NCO','OWNER','SFR',7.750,83760.63,60647.70,-8932.00,'20500',19,54555.61
'F102Q2142207',38,'1',91000.00,'PURCH','OWNER','PUD',7.500,162435.00,90062.51,-9386.00,'81400',21,505.19
'F102Q2142421',102,'0',80000.00,'RE-FI-NCO','OWNER','SFR',7.250,111248.19,67582.73,-11996.00,'63800',12,17563.52
'F102Q2145056',129,'0',57000.00,'PURCH','OWNER','SFR',7.875,80592.00,50687.69,-2637.00,'0',26,4554.72
'F102Q2145228',103,'1',89000.00,'RE-FI-NCO','OWNER','SFR',7.250,131038.05,77833.67,-18553.00,'95900',36,16359.74
'F102Q2145235',119,'1',171000.00,'RE-FI-CO','OWNER','SFR',7.375,302631.13,156080.79,-15056.00,'149200',35,14114.33
'F102Q2145372',20,'0',73000.00,'RE-FI-NCO','OWNER','SFR',6.750,105620.00,72487.16,-5242.00,'0',13,180.46
'F102Q2145851',117,'0',103000.00,'RE-FI-CO','OWNER','SFR',6.750,103566.50,93096.70,-16400.00,'77500',41,50056.93
'F102Q2146025',50,'0',75000.00,'PURCH','OWNER','SFR',7.000,118006.32,72162.30,-8121.00,'38000',12,45321.26
'F102Q2146073',34,'1',76000.00,'RE-FI-CO','OWNER','SFR',7.000,115197.00,74612.56,-13603.00,'0',14,-458.70
'F102Q2146490',116,'0',82000.00,'RE-FI-NCO','OWNER','SFR',7.125,120922.66,81346.26,-9490.00,'36200',25,59385.42
'F102Q2146645',17,'0',142000.00,'PURCH','OWNER','SFR',7.125,155542.31,141944.94,-25072.00,'124000',14,-991.89
'F102Q2146926',66,'0',114000.00,'RE-FI-CO','OWNER','SFR',7.125,135140.50,108235.53,-8541.00,'0',16,-1053.88
'F102Q2147120',135,'0',102000.00,'RE-FI-CO','OWNER','SFR',7.000,121669.45,86538.67,-1388.00,'0',15,1518.37
'F102Q2148161',66,'0',98000.00,'RE-FI-CO','OWNER','SFR',7.875,145236.00,93453.27,-10485.00,'79200',15,33368.53
'F102Q2148771',29,'0',63000.00,'PURCH','OWNER','SFR',8.375,95069.58,61943.70,-6417.00,'16100',14,56122.45
'F102Q2149836',17,'0',232000.00,'RE-FI-NCO','OWNER','SFR',6.875,252367.15,231212.43,-10356.00,'0',15,4940.71
'F102Q2150827',32,'1',126000.00,'RE-FI-CO','OWNER','SFR',7.000,173439.00,124506.34,-10018.00,'86800',23,63831.35
'F102Q2152149',131,'0',119000.00,'PURCH','OWNER','SFR',6.875,114214.94,113138.86,-9164.00,'109000',23,27055.14
'F102Q2154321',84,'0',175000.00,'RE-FI-CO','INV','SFR',7.125,236156.25,161049.84,-3863.00,'54100',7,115879.61
'F102Q2154941',55,'1',177000.00,'RE-FI-CO','OWNER','SFR',7.250,279117.20,171294.01,-17018.00,'0',19,-1900.90
'F102Q2155391',29,'1',89000.00,'PURCH','OWNER','SFR',8.375,113451.58,89018.54,-14249.00,'95300',25,1458.78
'F102Q2160258',66,'0',72000.00,'RE-FI-CO','2ND','SFR',7.500,113948.31,68483.00,-10687.00,'63500',24,25351.04
'F102Q2160269',64,'1',78000.00,'RE-FI-NCO','OWNER','SFR',7.250,105675.90,74457.73,-7099.00,'46900',15,30481.78
'F102Q2160638',17,'1',311000.00,'RE-FI-NCO','INV','SFR',6.875,493290.42,309841.95,-180.00,'0',14,5826.15
'F102Q2160983',52,'0',72000.00,'PURCH','OWNER','SFR',7.125,101770.78,69343.37,-6975.00,'0',19,-1081.32
'F102Q2161001',146,'0',84000.00,'RE-FI-NCO','OWNER','SFR',7.125,165763.50,69353.51,-10069.00,'41000',14,43985.24
'F102Q2161275',51,'0',79000.00,'RE-FI-NCO','OWNER','SFR',7.000,130810.83,75911.22,-8918.00,'46600',14,42242.23
'F102Q2161667',56,'0',122000.00,'RE-FI-CO','OWNER','SFR',6.875,176359.48,117122.61,-14725.00,'87700',16,54493.44
'F102Q2161733',100,'1',95000.00,'RE-FI-CO','OWNER','SFR',6.875,127632.50,86554.80,-11743.00,'56800',17,46811.33
'F102Q2162810',111,'1',121000.00,'RE-FI-NCO','INV','SFR',7.250,165894.10,109923.16,-15371.00,'114700',33,30380.37
'F102Q2162890',74,'0',46000.00,'RE-FI-NCO','INV','SFR',7.750,65429.25,43814.36,-7761.00,'1200',11,52900.60
'F102Q2164203',28,'0',250000.00,'RE-FI-NCO','OWNER','SFR',7.125,306342.10,247627.84,-8089.00,'0',16,12299.06
'F102Q2164942',107,'0',118000.00,'PURCH','OWNER','SFR',7.375,139066.10,105983.75,-11315.00,'44400',10,44260.54
'F102Q2167818',48,'1',110000.00,'RE-FI-NCO','OWNER','MH',6.625,151201.11,105745.00,-13581.00,'54900',24,47620.49
'F102Q2168276',28,'0',99000.00,'RE-FI-NCO','OWNER','SFR',6.875,137269.00,97609.63,-21101.00,'100400',13,2034.15
'F102Q2168432',36,'0',153000.00,'PURCH','OWNER','SFR',6.875,173179.89,150662.04,-23794.00,'127800',20,12139.64
'F102Q2169982',50,'1',99000.00,'PURCH','OWNER','CONDO',7.250,145541.00,95192.13,-15311.00,'112100',17,-19422.98
'F102Q2172446',74,'1',77000.00,'PURCH','OWNER','PUD',7.375,115654.00,72770.13,-10937.00,'48400',18,21553.44
'F102Q2172489',46,'0',100000.00,'RE-FI-CO','OWNER','SFR',7.375,137800.00,97464.80,-7134.00,'71700',17,40855.65
'F102Q2173666',59,'1',31000.00,'PURCH','OWNER','SFR',7.250,41591.66,29635.23,-15626.00,'8800',39,28984.24
'F102Q2175703',109,'1',133000.00,'PURCH','OWNER','PUD',6.750,160426.00,119219.00,-35972.00,'107500',26,34829.01
'F102Q2176975',107,'1',124000.00,'PURCH','OWNER','SFR',6.750,134856.88,112241.19,-15219.00,'58100',21,57853.63
'F102Q2178724',33,'1',371000.00,'PURCH','OWNER','SFR',7.000,536114.52,366390.61,-32795.00,'385000',24,18053.34
'F102Q2182482',142,'0',161000.00,'RE-FI-NCO','OWNER','PUD',6.625,202758.31,137520.05,-31226.00,'143800',30,-4888.68
'F102Q2184011',144,'0',80000.00,'RE-FI-CO','OWNER','SFR',7.500,97241.79,66428.35,-1315.00,'48900',16,25184.76
'F102Q2184415',98,'1',71000.00,'RE-FI-NCO','2ND','SFR',7.000,89569.87,64355.62,-5683.00,'23800',17,51530.63
'F102Q2184417',122,'0',65000.00,'PURCH','OWNER','SFR',7.125,89262.10,57368.78,-12300.00,'35800',21,8830.95
'F102Q2184921',93,'0',89000.00,'RE-FI-CO','OWNER','SFR',7.750,121544.32,82433.78,-10082.00,'39100',17,38251.37
'F102Q2184925',138,'0',65000.00,'RE-FI-CO','OWNER','LEASEHOLD',7.250,72450.63,56337.91,-16017.00,'23400',23,54032.58
'F102Q2186632',121,'0',68000.00,'RE-FI-CO','OWNER','SFR',7.375,95777.53,61894.76,-11607.00,'17200',45,72614.27
'F102Q2187082',117,'0',56000.00,'RE-FI-CO','2ND','SFR',7.500,76062.00,50173.16,-10150.00,'25400',17,39053.36
'F102Q2187988',111,'1',68000.00,'RE-FI-NCO','OWNER','SFR',7.500,83478.50,57927.30,-596.00,'25300',4,34317.21
'F102Q2188087',29,'0',73000.00,'RE-FI-CO','OWNER','SFR',7.875,91469.00,71687.04,-4543.00,'46900',8,12991.13
'F102Q2188174',16,'1',65000.00,'RE-FI-NCO','OWNER','SFR',7.875,73575.80,64864.90,-6799.00,'25200',14,22173.17
'F102Q2188264',26,'1',48000.00,'PURCH','OWNER','SFR',8.125,55068.63,46885.77,-5092.00,'0',17,1070.46
'F102Q2188354',22,'1',125000.00,'RE-FI-NCO','OWNER','SFR',8.125,142866.84,124705.86,-2273.00,'0',20,5592.50
'F102Q2188432',13,'0',88000.00,'RE-FI-NCO','OWNER','SFR',8.125,114323.00,87851.58,-3712.00,'31600',12,442.89
'F102Q2188506',55,'1',76000.00,'PURCH','INV','SFR',8.000,93108.44,74343.47,-23112.00,'30800',33,57358.92
'F102Q2188507',128,'0',64000.00,'RE-FI-NCO','OWNER','SFR',8.000,101354.93,57326.83,-11790.00,'27800',22,48823.02
'F102Q2188526',27,'1',71000.00,'RE-FI-CO','OWNER','SFR',8.125,84205.99,70544.26,-11254.00,'38700',17,26429.35
'F102Q2188545',79,'1',59000.00,'RE-FI-NCO','OWNER','SFR',8.250,91619.46,61700.12,-12537.00,'9700',19,49673.47
'F102Q2188551',24,'1',97000.00,'RE-FI-NCO','OWNER','SFR',8.375,122500.47,96441.99,-7163.00,'0',16,2909.87
'F102Q2188574',36,'1',65000.00,'RE-FI-NCO','OWNER','SFR',8.250,83842.78,63752.83,-9869.00,'19000',14,36356.08
'F102Q2188729',38,'0',157000.00,'RE-FI-CO','OWNER','SFR',8.000,206334.94,152436.67,-14684.00,'122100',16,36332.46
'F102Q2189443',132,'0',202000.00,'PURCH','OWNER','SFR',6.875,317989.31,173314.74,-33391.00,'186800',15,29466.37
'F102Q2190434',69,'1',80000.00,'RE-FI-NCO','OWNER','SFR',6.750,109410.00,75393.05,-10583.00,'55600',16,35556.11
'F102Q2190889',140,'1',80000.00,'RE-FI-CO','OWNER','SFR',6.875,114890.00,72335.96,-29533.00,'74500',53,46127.76
'F102Q2191088',34,'0',76000.00,'RE-FI-NCO','INV','SFR',7.125,110511.79,73943.64,-4062.00,'41200',11,-863.37
'F102Q2191098',67,'1',70000.00,'RE-FI-NCO','OWNER','SFR',7.125,112997.26,66294.18,0.00,'70000',12,851.90
'F102Q2191211',88,'0',83000.00,'RE-FI-CO','OWNER','SFR',7.125,162589.45,76794.56,-44068.00,'8000',19,120139.97
'F102Q2192347',25,'0',182000.00,'PURCH','OWNER','SFR',6.500,211503.15,180982.59,-11444.00,'0',18,3095.71
