'loanID','beginLoanAge','JudicialFlag','origbalance','loanpurpose','occupancyStatus','propertyType','beginCoupon','currentValue','UPB','expenses','netSaleProceeds','timeDQ','ActuralLoss'
'F100Q1000161',29,'1',44000.00,'RE-FI-NCO','OWNER','SFR',8.250,66355.61,43272.69,-5991.00,'16200',22,38109.35
'F100Q1005716',161,'1',57000.00,'RE-FI-NCO','OWNER','SFR',8.250,83663.33,47408.68,-16485.00,'9600',23,56266.01
'F100Q1005792',171,'0',46000.00,'PURCH','OWNER','SFR',8.750,77193.75,37994.45,-8974.00,'18800',15,31333.36
'F100Q1006417',32,'1',61000.00,'PURCH','INV','SFR',9.000,73396.55,60854.20,-8419.00,'24100',23,37099.96
'F100Q1006983',63,'1',104000.00,'RE-FI-NCO','OWNER','SFR',8.125,155870.00,96656.24,-933.00,'74900',6,26293.08
'F100Q1009679',39,'0',46000.00,'PURCH','OWNER','SFR',9.500,54546.31,44899.93,-3967.00,'26700',12,11455.17
'F100Q1009919',44,'0',79000.00,'PURCH','OWNER','CONDO',8.250,103674.32,77461.44,-9108.00,'71000',14,11616.17
'F100Q1010164',41,'0',88000.00,'RE-FI-CO','OWNER','SFR',9.875,134865.64,93231.27,-6039.00,'66100',10,40331.19
'F100Q1010353',99,'0',52000.00,'PURCH','OWNER','SFR',8.375,75011.37,48272.28,-5399.00,'46700',19,-3712.69
'F100Q1012254',41,'0',57000.00,'PURCH','OWNER','SFR',7.750,69475.35,55897.21,-7331.00,'36500',12,12040.50
'F100Q1015246',22,'0',167000.00,'PURCH','OWNER','SFR',8.875,196181.05,165576.92,-5856.00,'151900',8,12905.59
'F100Q1017577',22,'0',171000.00,'RE-FI-NCO','OWNER','SFR',8.375,211573.63,165830.79,-1600.00,'154900',3,5590.23
'F100Q1018444',170,'0',64000.00,'PURCH','OWNER','SFR',8.625,76624.84,37360.47,-4506.00,'27800',9,14140.17
'F100Q1020295',26,'0',71000.00,'RE-FI-NCO','OWNER','SFR',7.875,93601.66,70802.62,-11973.00,'71800',23,9518.12
'F100Q1020411',64,'1',88000.00,'RE-FI-NCO','OWNER','MH',8.375,145388.56,85334.64,-9787.00,'61400',32,39326.81
'F100Q1020498',55,'0',64000.00,'RE-FI-CO','OWNER','SFR',8.250,106896.00,61856.33,-6322.00,'72600',11,-360.54
'F100Q1022248',48,'0',58000.00,'PURCH','OWNER','SFR',8.625,86652.00,56545.87,-8050.00,'48800',26,25784.59
'F100Q1025129',57,'1',54000.00,'PURCH','INV','SFR',8.750,71244.00,52777.17,-9263.00,'20700',25,34439.12
'F100Q1025490',83,'0',139000.00,'PURCH','OWNER','PUD',8.250,247524.25,128365.03,-22676.00,'182000',12,-22815.77
'F100Q1025618',101,'1',64000.00,'RE-FI-NCO','OWNER','MH',8.375,120063.99,59424.27,-7771.00,'15200',21,50002.66
'F100Q1029600',28,'0',78000.00,'PURCH','OWNER','SFR',8.375,89363.36,77347.77,-7380.00,'49600',18,17382.53
'F100Q1031253',14,'0',170000.00,'PURCH','OWNER','PUD',7.875,194444.20,169457.13,-22306.00,'150000',10,-7699.28
'F100Q1031844',42,'0',181000.00,'PURCH','OWNER','PUD',7.125,222020.31,182623.21,-30539.00,'176300',12,-3529.44
'F100Q1034198',170,'1',51000.00,'PURCH','OWNER','SFR',8.500,91819.13,44360.52,-28536.00,'38800',36,44325.75
'F100Q1037259',55,'0',95000.00,'PURCH','OWNER','PUD',7.875,119730.00,91339.02,-9578.00,'93700',9,-1143.53
'F100Q1037913',15,'1',64000.00,'RE-FI-NCO','OWNER','SFR',8.000,77058.87,63738.01,-2830.00,'57700',10,4088.42
'F100Q1040335',47,'0',216000.00,'PURCH','OWNER','PUD',8.125,275184.00,212758.63,-35728.00,'183400',26,28473.57
'F100Q1041708',150,'0',96000.00,'PURCH','OWNER','SFR',8.000,111440.84,85643.50,-2766.00,'78800',7,2695.30
'F100Q1044217',46,'0',234000.00,'RE-FI-NCO','OWNER','SFR',7.875,376064.00,230015.87,-8610.00,'243300',24,1335.29
'F100Q1049652',128,'1',29000.00,'PURCH','OWNER','SFR',9.250,34717.57,25538.92,-4313.00,'0',14,31203.51
'F100Q1050391',130,'0',181000.00,'RE-FI-NCO','2ND','PUD',8.000,267739.22,157159.05,-9794.00,'133700',12,2078.88
'F100Q1051337',27,'0',100000.00,'RE-FI-CO','OWNER','SFR',8.500,148300.00,98767.74,-3146.00,'108800',10,-239.98
'F100Q1053330',135,'1',75000.00,'RE-FI-NCO','OWNER','SFR',8.750,127061.68,70629.61,-15027.00,'64500',26,31946.23
'F100Q1055379',31,'0',105000.00,'RE-FI-NCO','OWNER','SFR',7.875,144900.00,103441.41,-5420.00,'0',15,1069.67
'F100Q1055416',45,'1',243000.00,'PURCH','OWNER','SFR',8.250,384372.00,238781.55,-41738.00,'340600',30,-16919.14
'F100Q1055537',149,'1',64000.00,'PURCH','OWNER','SFR',8.500,82712.00,56361.73,-33475.00,'40400',27,58445.88
'F100Q1056740',26,'0',80000.00,'RE-FI-NCO','OWNER','SFR',8.875,113710.00,79536.08,-6929.00,'39400',17,981.39
'F100Q1058175',111,'1',87000.00,'PURCH','OWNER','SFR',8.750,121835.87,79744.33,-8521.00,'33700',12,1301.59
'F100Q1060561',171,'1',37000.00,'PURCH','OWNER','CONDO',8.000,74690.66,30823.70,-35651.00,'53500',46,11754.91
'F100Q1062511',48,'0',58000.00,'PURCH','OWNER','SFR',8.125,67339.79,57166.54,-10172.00,'44100',24,8272.27
'F100Q1063743',57,'0',128000.00,'PURCH','OWNER','SFR',8.625,165295.16,140936.72,-8431.00,'105700',15,15162.03
'F100Q1065781',40,'0',92000.00,'PURCH','OWNER','SFR',8.375,129041.50,90161.41,-14611.00,'123100',15,-9170.57
'F100Q1067308',29,'0',193000.00,'RE-FI-CO','OWNER','SFR',8.500,249514.94,190292.35,-5030.00,'155500',8,23915.43
'F100Q1067405',52,'0',121000.00,'PURCH','OWNER','SFR',6.750,205332.91,129543.45,-8468.00,'151800',20,-1297.68
'F100Q1069603',115,'1',73000.00,'PURCH','OWNER','SFR',8.500,98442.41,66088.62,-13821.00,'34900',16,22402.37
'F100Q1069732',42,'0',68000.00,'PURCH','OWNER','SFR',9.250,83051.13,67495.75,-19742.00,'51700',20,19036.11
'F100Q1075093',66,'0',127000.00,'RE-FI-NCO','OWNER','SFR',8.250,188087.00,121534.35,-5906.00,'85900',13,18735.33
'F100Q1075373',152,'1',75000.00,'RE-FI-NCO','OWNER','SFR',8.750,101089.88,68045.20,-38723.00,'-3700',50,122555.54
'F100Q1077773',97,'0',227000.00,'PURCH','OWNER','PUD',8.000,434052.38,227229.76,-14789.00,'253400',30,31050.53
'F100Q1079308',142,'0',143000.00,'PURCH','OWNER','PUD',8.250,217089.04,129153.39,-38142.00,'126500',42,72307.34
'F100Q1079695',39,'0',50000.00,'RE-FI-CO','OWNER','SFR',9.000,74538.46,49283.18,-8811.00,'52300',13,10119.81
'F100Q1080109',23,'0',192000.00,'RE-FI-NCO','OWNER','SFR',8.375,272465.44,189519.60,-19416.00,'170400',15,56315.68
'F100Q1082563',42,'0',80000.00,'RE-FI-NCO','OWNER','SFR',8.625,110032.93,77869.01,-6859.00,'48600',12,31858.54
'F100Q1084699',81,'0',152000.00,'PURCH','OWNER','SFR',9.000,230336.00,145330.91,-32124.00,'153600',19,-8135.70
'F100Q1084877',35,'0',47000.00,'RE-FI-NCO','OWNER','SFR',8.625,56142.73,46054.97,-733.00,'13100',19,24044.05
'F100Q1088018',40,'1',71000.00,'PURCH','OWNER','SFR',8.750,82499.07,69403.93,-1421.00,'59100',11,5428.65
'F100Q1088488',165,'1',34000.00,'RE-FI-CO','OWNER','SFR',8.250,67693.99,27945.88,-8467.00,'700',15,38507.47
'F100Q1092814',33,'0',45000.00,'PURCH','OWNER','SFR',8.500,54198.95,43822.26,-6377.00,'29900',8,13401.48
'F100Q1095302',51,'0',70000.00,'RE-FI-CO','OWNER','SFR',8.375,123900.00,69464.12,-10571.00,'68300',32,26773.68
'F100Q1101099',45,'1',94000.00,'RE-FI-NCO','OWNER','SFR',8.875,120957.11,92350.71,-7528.00,'83100',24,5488.21
'F100Q1101462',50,'1',55000.00,'RE-FI-CO','OWNER','SFR',7.500,105787.97,53162.27,-17512.00,'68400',16,1343.29
'F100Q1103773',32,'1',213000.00,'RE-FI-NCO','OWNER','SFR',7.875,324875.70,210362.84,-9110.00,'0',19,7387.77
'F100Q1104546',64,'0',65000.00,'RE-FI-NCO','INV','SFR',9.000,93783.52,75002.48,-23942.00,'77200',16,17228.77
'F100Q1105630',55,'0',133000.00,'PURCH','OWNER','PUD',8.500,176934.32,126658.17,-22985.00,'0',14,1560.02
'F100Q1105673',15,'1',143000.00,'PURCH','OWNER','CONDO',8.500,206720.79,142326.74,-495.00,'0',14,-1598.31
'F100Q1105962',78,'0',101000.00,'RE-FI-NCO','OWNER','SFR',8.125,148672.00,95022.60,-13938.00,'99400',10,283.45
'F100Q1109611',127,'0',30000.00,'PURCH','OWNER','CONDO',7.750,40246.48,27038.03,-12131.00,'7100',28,35346.69
'F100Q1111795',42,'1',95000.00,'RE-FI-NCO','OWNER','SFR',8.875,124177.01,93749.74,-19561.00,'85800',22,10570.92
'F100Q1115316',34,'1',68000.00,'PURCH','OWNER','SFR',8.500,95259.50,67066.30,-4866.00,'70900',14,6658.43
'F100Q1117650',23,'0',172000.00,'PURCH','OWNER','SFR',8.250,205802.52,170790.14,-5217.00,'0',10,6755.15
'F100Q1119974',156,'0',94000.00,'RE-FI-CO','OWNER','SFR',8.125,103812.05,81641.78,-22354.00,'59400',30,58545.01
'F100Q1120606',129,'0',71000.00,'PURCH','OWNER','SFR',8.375,118215.00,64577.41,-12046.00,'64800',30,23513.70
'F100Q1121630',26,'0',88000.00,'RE-FI-NCO','OWNER','SFR',9.875,120340.00,87639.56,-6008.00,'82900',20,23727.41
'F100Q1121738',59,'0',116000.00,'PURCH','OWNER','CONDO',8.500,153084.11,111945.50,-3922.00,'84200',10,17971.75
'F100Q1121804',168,'1',76000.00,'PURCH','OWNER','SFR',9.500,86234.66,57949.02,-46803.00,'18200',73,118397.42
'F100Q1122674',136,'1',89000.00,'RE-FI-CO','OWNER','SFR',6.500,141703.97,117966.54,-40320.00,'48100',35,119338.86
'F100Q1122919',60,'1',168000.00,'PURCH','OWNER','SFR',8.250,269346.00,163139.05,-17803.00,'158100',22,45224.11
'F100Q1124115',56,'0',40000.00,'PURCH','OWNER','SFR',8.500,60074.07,43335.52,-5465.00,'28800',23,20010.95
'F100Q1124188',169,'0',83000.00,'PURCH','OWNER','SFR',8.250,119668.52,70366.50,-22659.00,'74700',31,25943.91
'F100Q1125827',70,'1',56000.00,'PURCH','OWNER','SFR',8.625,77784.00,54067.99,-9866.00,'56600',17,-2602.07
'F100Q1127778',46,'1',75000.00,'RE-FI-CO','2ND','SFR',9.750,109350.00,73312.22,-10212.00,'55200',15,36806.05
'F100Q1130016',26,'0',75000.00,'PURCH','OWNER','PUD',8.250,101633.14,74095.11,-15305.00,'0',11,119.75
'F100Q2002444',56,'0',85000.00,'PURCH','OWNER','SFR',7.875,111198.88,82676.44,-8628.00,'99200',20,1553.24
'F100Q2002491',95,'1',76000.00,'PURCH','OWNER','SFR',8.750,90440.00,71842.20,-10908.00,'33100',24,36050.37
'F100Q2003348',62,'0',140000.00,'PURCH','OWNER','SFR',8.250,181263.16,134476.53,-3860.00,'149400',14,471.67
'F100Q2005077',36,'0',54000.00,'PURCH','2ND','SFR',8.250,80001.00,52661.32,-1380.00,'0',13,427.30
'F100Q2009964',45,'0',61000.00,'PURCH','OWNER','SFR',8.375,76481.15,59619.66,-13966.00,'36500',22,5658.51
'F100Q2010651',35,'0',145000.00,'PURCH','OWNER','SFR',8.500,177038.82,143711.87,-8134.00,'146500',22,1320.29
'F100Q2010951',44,'0',55000.00,'PURCH','OWNER','PUD',8.625,68304.20,53859.24,-7902.00,'0',22,2239.88
'F100Q2011408',68,'1',62000.00,'PURCH','OWNER','SFR',8.500,79177.25,62849.72,-19747.00,'56100',22,14862.74
'F100Q2013685',21,'1',117000.00,'RE-FI-CO','OWNER','SFR',9.250,167585.28,116730.66,-10311.00,'118300',13,3624.90
'F100Q2017158',22,'0',78000.00,'PURCH','OWNER','SFR',9.375,91941.47,77568.28,-4926.00,'53400',11,913.54
'F100Q2017784',48,'0',216000.00,'RE-FI-NCO','OWNER','SFR',9.625,322326.00,213565.98,-20302.00,'204100',29,75325.02
'F100Q2017805',49,'1',115000.00,'PURCH','INV','SFR',9.250,169182.68,114188.04,-14899.00,'112900',37,47674.22
'F100Q2018896',129,'0',189000.00,'RE-FI-CO','OWNER','SFR',8.625,303711.88,169403.72,-28050.00,'134000',19,83184.36
'F100Q2019507',34,'0',82000.00,'RE-FI-NCO','OWNER','SFR',10.375,95689.67,81243.17,-10627.00,'46200',22,31191.93
'F100Q2021445',23,'1',78000.00,'PURCH','OWNER','SFR',9.125,87167.01,76604.78,-959.00,'64100',12,409.45
'F100Q2021654',43,'1',126000.00,'PURCH','OWNER','PUD',9.250,153653.67,124392.25,-18420.00,'0',17,5921.26
'F100Q2022240',34,'0',85000.00,'RE-FI-CO','OWNER','SFR',9.500,113990.00,83882.84,-5707.00,'65300',14,22019.20
'F100Q2022273',75,'0',52000.00,'PURCH','OWNER','SFR',8.750,76271.00,50353.75,-36433.00,'15300',38,80442.30
'F100Q2022650',35,'1',65000.00,'RE-FI-NCO','OWNER','MH',8.750,98167.33,65000.00,-12059.00,'13700',36,4733.00
'F100Q2025118',10,'1',166000.00,'PURCH','OWNER','SFR',8.625,190707.79,166250.00,-11626.00,'161200',11,-681.85
'F100Q2027846',14,'1',154000.00,'RE-FI-NCO','OWNER','SFR',8.375,196638.75,153408.39,-11523.00,'121900',13,-3235.48
'F100Q2029602',49,'1',169000.00,'PURCH','OWNER','SFR',8.375,209559.99,164426.37,-10046.00,'136800',16,107.23
'F100Q2029837',38,'1',44000.00,'PURCH','INV','SFR',8.750,61974.00,43338.65,-9016.00,'13100',15,43528.38
'F100Q2030494',121,'1',50000.00,'PURCH','OWNER','SFR',8.625,54963.15,45934.31,-8439.00,'0',22,60512.14
'F100Q2031136',48,'1',153000.00,'RE-FI-NCO','OWNER','SFR',8.375,197880.00,149774.28,-11723.00,'88800',25,55229.70
'F100Q2032538',58,'0',25000.00,'PURCH','OWNER','SFR',9.125,31873.70,24238.31,-4621.00,'7100',18,15632.04
'F100Q2033505',56,'0',75000.00,'PURCH','OWNER','SFR',7.000,97148.44,76778.16,-9972.00,'56400',20,22745.70
'F100Q2034097',143,'0',41000.00,'PURCH','OWNER','SFR',9.375,56165.77,35933.80,-14892.00,'3500',19,19175.49
'F100Q2035889',68,'0',103000.00,'RE-FI-NCO','OWNER','SFR',7.750,152497.22,98218.12,-15411.00,'106600',14,-789.79
'F100Q2039381',52,'0',127000.00,'PURCH','OWNER','SFR',8.625,150056.39,123086.93,-3498.00,'97400',9,11844.33
'F100Q2039452',80,'1',100000.00,'RE-FI-NCO','OWNER','SFR',8.875,131900.00,95219.48,-11700.00,'51300',20,40274.28
'F100Q2040530',150,'1',79000.00,'RE-FI-NCO','OWNER','SFR',8.375,98613.78,68763.35,-14297.00,'20800',27,73622.14
'F100Q2041294',37,'0',139000.00,'RE-FI-NCO','OWNER','SFR',8.500,183096.55,136608.77,-21660.00,'106800',14,26572.36
'F100Q2042166',45,'0',74000.00,'RE-FI-NCO','OWNER','SFR',8.500,110343.25,72777.91,-11038.00,'50900',21,41858.22
'F100Q2044976',37,'0',60000.00,'PURCH','OWNER','SFR',8.375,74533.33,59190.26,-11326.00,'62700',16,-2821.46
'F100Q2049326',30,'1',90000.00,'PURCH','OWNER','SFR',8.875,125384.21,89672.38,-25370.00,'68600',20,28064.78
'F100Q2050276',45,'0',81000.00,'PURCH','OWNER','SFR',8.000,97472.83,84518.08,-15521.00,'78200',11,168.39
'F100Q2050714',144,'0',228000.00,'PURCH','OWNER','SFR',7.875,310536.00,198680.61,-19186.00,'145200',23,33188.94
'F100Q2051494',22,'0',132000.00,'PURCH','OWNER','PUD',8.125,167935.05,131167.85,-2908.00,'0',12,1868.32
'F100Q2053222',29,'1',209000.00,'PURCH','OWNER','SFR',9.250,279224.00,207274.08,-14626.00,'177200',15,24687.41
'F100Q2053429',34,'1',80000.00,'PURCH','OWNER','SFR',8.750,106417.77,79215.55,-10538.00,'72700',20,3851.75
'F100Q2053771',44,'1',72000.00,'PURCH','OWNER','SFR',9.000,97237.89,70160.57,-6707.00,'44300',15,14358.38
'F100Q2054255',62,'1',36000.00,'PURCH','OWNER','SFR',9.500,65220.00,34845.10,-10841.00,'40700',15,-94.94
'F100Q2057816',38,'1',57000.00,'RE-FI-CO','OWNER','SFR',8.625,79678.88,56700.13,-8128.00,'52100',20,20595.52
'F100Q2057896',81,'1',58000.00,'PURCH','INV','SFR',8.875,78067.99,47623.12,-9699.00,'24700',18,24813.36
'F100Q2061473',57,'1',88000.00,'PURCH','OWNER','SFR',8.375,116141.46,84591.80,-11023.00,'96400',16,-159.09
'F100Q2062308',19,'0',165000.00,'PURCH','OWNER','SFR',8.625,191782.10,163999.09,-3664.00,'126500',8,8417.70
'F100Q2065197',53,'0',50000.00,'PURCH','OWNER','SFR',8.250,61089.46,49362.17,-8819.00,'33000',26,16161.28
'F100Q2065399',19,'0',111000.00,'RE-FI-NCO','OWNER','SFR',8.250,125371.57,110790.68,-5291.00,'73200',15,17785.75
'F100Q2065833',40,'0',99000.00,'RE-FI-NCO','OWNER','SFR',8.125,133730.57,96976.21,-7211.00,'58000',25,35516.37
'F100Q2067952',25,'1',207000.00,'PURCH','OWNER','PUD',8.375,261517.25,204533.29,-8498.00,'190800',11,-2769.24
'F100Q2070730',31,'0',73000.00,'PURCH','OWNER','SFR',8.750,92182.78,71768.14,-3135.00,'64100',8,4007.00
'F100Q2071457',34,'0',157000.00,'PURCH','OWNER','SFR',9.250,180814.41,154003.04,-1994.00,'131100',5,6497.15
'F100Q2071773',40,'0',74000.00,'RE-FI-NCO','OWNER','MH',8.750,104038.84,72486.48,-8131.00,'60500',13,5879.28
'F100Q2073036',137,'0',54000.00,'PURCH','OWNER','MH',9.125,54471.78,48716.88,-11084.00,'15500',22,32736.52
'F100Q2075294',41,'0',93000.00,'PURCH','OWNER','SFR',8.625,135820.00,90911.07,-7365.00,'0',14,2750.84
'F100Q2081401',37,'0',30000.00,'RE-FI-NCO','INV','SFR',8.500,44076.00,29691.16,1070.00,'0',14,31478.93
'F100Q2084220',14,'1',41000.00,'RE-FI-CO','INV','SFR',9.000,56303.25,40717.74,-1550.00,'32400',14,-1663.66
'F100Q2084351',99,'0',94000.00,'RE-FI-NCO','OWNER','SFR',8.750,139825.00,87172.53,-15186.00,'70300',18,41430.03
'F100Q2086041',65,'1',40000.00,'PURCH','OWNER','SFR',9.250,60245.00,38740.29,-9687.00,'14700',23,38314.99
'F100Q2086518',39,'0',140000.00,'RE-FI-NCO','OWNER','PUD',8.625,189117.89,137695.30,-7866.00,'161200',14,-5878.72
'F100Q2091842',56,'0',62000.00,'RE-FI-NCO','OWNER','SFR',8.250,81040.88,59965.88,-3678.00,'27500',11,1277.38
'F100Q2094992',18,'1',14000.00,'PURCH','OWNER','SFR',9.500,16595.16,14128.34,-1393.00,'13400',6,1037.78
'F100Q2096607',140,'1',82000.00,'PURCH','OWNER','SFR',8.500,105244.83,72288.99,-12341.00,'0',21,20257.71
'F100Q2097248',12,'1',109000.00,'PURCH','OWNER','CONDO',8.500,135608.11,109300.00,-12533.00,'123600',13,-3270.31
'F100Q2098368',65,'1',72000.00,'RE-FI-CO','OWNER','MH',9.000,96512.73,74524.37,-7841.00,'23600',13,43570.66
'F100Q2098776',24,'0',226000.00,'PURCH','OWNER','SFR',8.250,334420.53,225115.56,-3514.00,'198500',22,63146.51
'F100Q2098907',91,'0',103000.00,'RE-FI-CO','OWNER','SFR',8.750,132496.63,96612.83,-15195.00,'17000',19,105293.31
'F100Q2099114',22,'1',37000.00,'RE-FI-NCO','OWNER','MH',9.250,50537.38,36622.95,-4097.00,'14700',14,232.36
'F100Q2102161',146,'0',49000.00,'PURCH','OWNER','MH',8.875,54809.22,42594.37,-11899.00,'20600',17,38417.87
'F100Q2104987',63,'0',68000.00,'RE-FI-NCO','OWNER','SFR',8.125,107984.00,63840.77,-5452.00,'0',9,-2455.63
'F100Q2105207',66,'0',163000.00,'PURCH','OWNER','PUD',8.125,209772.41,156257.95,-26777.00,'175400',12,15546.26
'F100Q2108589',61,'0',68000.00,'PURCH','OWNER','SFR',8.750,106386.00,63552.96,-5934.00,'61900',11,12456.79
'F100Q2113418',28,'0',54000.00,'PURCH','OWNER','SFR',7.625,72933.75,58601.50,-2348.00,'57600',13,7419.52
'F100Q2116199',37,'0',134000.00,'RE-FI-NCO','OWNER','MH',6.625,169212.21,144687.20,-8872.00,'78700',13,43093.66
'F100Q2117793',32,'1',79000.00,'PURCH','OWNER','SFR',8.750,92671.15,78193.13,-7022.00,'58700',14,5912.28
'F100Q2118285',48,'0',67000.00,'RE-FI-CO','INV','SFR',9.250,101907.00,65662.82,-8025.00,'61700',13,18389.93
'F100Q2118436',135,'0',61000.00,'PURCH','OWNER','SFR',8.375,91987.99,51857.11,-7035.00,'16200',15,47704.85
'F100Q2118844',27,'0',54000.00,'RE-FI-NCO','OWNER','SFR',8.500,68898.00,53662.25,-3409.00,'0',19,1060.88
'F100Q2120725',52,'0',111000.00,'PURCH','OWNER','SFR',8.375,137581.57,107087.68,-5089.00,'0',10,1474.41
'F100Q2121498',53,'0',93000.00,'RE-FI-NCO','OWNER','SFR',8.375,115368.94,94354.14,-3696.00,'78200',13,-674.73
'F100Q2122182',21,'1',48000.00,'PURCH','INV','SFR',9.250,58586.66,47443.92,-2056.00,'0',12,1425.87
'F100Q2125618',38,'0',214000.00,'PURCH','OWNER','SFR',8.500,309979.00,209674.34,-19975.00,'261700',15,-12996.99
'F100Q2127975',48,'0',162000.00,'RE-FI-CO','OWNER','SFR',8.625,241682.40,158575.22,-5867.00,'138400',14,40666.33
'F100Q2132649',146,'1',33000.00,'RE-FI-NCO','OWNER','SFR',8.980,63020.00,28606.42,-9917.00,'18400',15,22968.10
'F100Q2135843',46,'1',75000.00,'PURCH','OWNER','SFR',10.125,121241.66,73728.81,-10404.00,'67800',20,7650.34
'F100Q2136733',79,'1',35000.00,'RE-FI-NCO','OWNER','SFR',9.000,57158.32,33474.26,-8653.00,'27400',19,13821.84
'F100Q2137608',19,'0',72000.00,'RE-FI-NCO','OWNER','SFR',8.750,84224.00,71874.45,-4881.00,'55900',14,7571.00
'F100Q2138073',29,'1',133000.00,'RE-FI-NCO','OWNER','SFR',8.250,163663.88,131380.77,-7700.00,'78700',12,33234.23
'F100Q2141605',104,'0',78000.00,'PURCH','OWNER','SFR',8.750,118609.26,71495.79,-14231.00,'89600',14,-20381.21
'F100Q2143166',39,'0',165000.00,'PURCH','OWNER','SFR',8.500,211422.46,161902.32,-18595.00,'174000',16,-8117.42
'F100Q2144298',123,'0',81000.00,'PURCH','OWNER','SFR',8.750,96441.15,72150.86,-1760.00,'38900',10,14895.55
'F100Q2144452',30,'0',172000.00,'PURCH','OWNER','SFR',8.250,206204.94,169458.28,-12677.00,'139100',11,13586.22
'F100Q2144660',40,'0',144000.00,'PURCH','OWNER','SFR',8.500,165463.57,141793.00,-18514.00,'125600',15,-418.60
'F100Q2147669',88,'0',157000.00,'PURCH','OWNER','SFR',8.125,176699.36,147170.30,-20113.00,'84600',20,47079.40
'F100Q2148659',152,'1',71000.00,'PURCH','OWNER','SFR',8.500,120073.53,63074.43,-17094.00,'43000',33,39316.44
'F100Q2150232',42,'0',94000.00,'RE-FI-CO','OWNER','SFR',9.000,124312.23,101553.48,-7146.00,'40400',22,68475.35
'F100Q2151292',165,'1',66000.00,'RE-FI-CO','OWNER','SFR',9.500,105072.00,57345.60,-14006.00,'18900',32,66232.85
'F100Q2151842',27,'0',42000.00,'RE-FI-NCO','INV','SFR',9.000,58847.25,41928.98,-4050.00,'25100',9,21967.57
'F100Q2153652',37,'1',41000.00,'PURCH','OWNER','SFR',8.250,57279.15,40933.57,-26912.00,'58200',21,-2326.73
'F100Q2154664',38,'1',55000.00,'RE-FI-CO','OWNER','SFR',8.625,77000.00,54827.31,-7798.00,'36400',28,36893.48
'F100Q2154701',32,'0',73000.00,'PURCH','OWNER','SFR',8.875,86004.53,72299.60,-5816.00,'32800',23,38868.62
'F100Q2158493',165,'1',48000.00,'RE-FI-CO','OWNER','SFR',8.375,124400.00,42702.66,-330.00,'',57,59513.22
'F100Q2159867',32,'0',98000.00,'RE-FI-NCO','OWNER','SFR',8.500,147226.15,97194.20,-4997.00,'107600',20,5259.40
'F100Q2160878',38,'0',77000.00,'RE-FI-NCO','OWNER','SFR',8.125,126647.76,75867.32,-11191.00,'81100',18,14079.15
'F100Q2162206',24,'1',97000.00,'RE-FI-CO','OWNER','SFR',7.875,139207.75,96126.14,-1634.00,'0',16,1124.96
'F100Q2162476',45,'0',114000.00,'PURCH','OWNER','SFR',8.375,142140.00,112565.77,-34793.00,'109200',27,16243.20
'F100Q2164337',21,'1',89000.00,'RE-FI-CO','OWNER','SFR',9.500,120561.63,88912.10,-6543.00,'0',20,3106.38
'F100Q2166545',33,'0',133000.00,'PURCH','OWNER','SFR',8.125,151466.00,131535.04,-8520.00,'0',18,5066.62
'F100Q2167038',32,'1',232000.00,'RE-FI-NCO','OWNER','SFR',8.750,317101.81,230763.10,-30173.00,'203400',24,11229.83
'F100Q2169156',69,'0',122000.00,'RE-FI-NCO','OWNER','SFR',8.875,170108.66,117035.71,-9190.00,'74800',16,30525.82
'F100Q2169511',14,'0',158000.00,'PURCH','OWNER','PUD',8.750,179421.46,157823.93,-5794.00,'0',11,-677.96
'F100Q2170039',50,'1',76000.00,'PURCH','OWNER','SFR',8.750,103152.00,95332.37,-10624.00,'72100',11,23072.35
'F100Q2171289',72,'0',105000.00,'RE-FI-NCO','OWNER','PUD',8.500,174601.88,95544.82,-39143.00,'123500',15,18601.88
'F100Q2177846',139,'1',71000.00,'PURCH','OWNER','SFR',8.000,96036.84,70224.44,-22825.00,'25800',33,5969.02
'F100Q2179340',21,'0',219000.00,'PURCH','OWNER','SFR',9.000,267666.66,216758.73,-17610.00,'0',8,1238.99
'F100Q2179465',39,'0',152000.00,'PURCH','OWNER','SFR',8.000,183232.00,150284.04,-29608.00,'140400',24,9675.07
'F100Q2180003',35,'0',225000.00,'PURCH','OWNER','SFR',8.625,292665.78,222256.39,-19875.00,'273700',16,-13987.98
'F100Q2180199',12,'1',49000.00,'PURCH','OWNER','SFR',8.750,54663.36,49136.52,-3286.00,'47300',4,2735.72
'F100Q2181605',43,'1',93000.00,'PURCH','OWNER','SFR',7.125,110767.89,96537.61,-4731.00,'72700',19,6636.13
'F100Q2188903',50,'0',90000.00,'PURCH','OWNER','SFR',8.875,116090.52,87623.91,-5314.00,'52300',9,15934.08
'F100Q2189011',33,'0',130000.00,'PURCH','OWNER','SFR',9.875,151018.94,128443.46,-4050.00,'106200',8,6635.25
'F100Q2189108',12,'1',49000.00,'RE-FI-CO','OWNER','SFR',8.750,71938.53,49000.00,-6547.00,'11200',13,48455.08
'F100Q2189626',16,'0',114000.00,'PURCH','OWNER','SFR',8.375,151164.00,114328.90,-12002.00,'84600',16,53223.53
'F100Q2190390',80,'1',75000.00,'PURCH','OWNER','CONDO',8.750,130645.16,84135.48,-15511.00,'75000',26,6784.43
'F100Q2191717',75,'1',228000.00,'RE-FI-NCO','OWNER','SFR',8.375,448678.66,221841.60,-67932.00,'275900',38,68620.60
