"aggActuralMI","aggEstimMI","aggActuralNonMI"
0.128357544830769,0,0.0129702344032194
0.321505121450257,0.234855524262584,0.814800347675183
0.42094215861962,0.109820927646411,0.32207300594674
0.855621075526937,0.194074689370126,0.0029289760694346
0.302185898790926,0.106728404016251,0.240194967005221
0.307666109568103,0.188786534502752,0.0323744675094344
0.165603046510013,0.138501019667458,0.507288354663803
0.30551443729691,0.175941710069096,0.246878347262865
0.243355479597204,0.209773003097218,0.34259717785377
0.251825661464925,0.163224637471114,0.230459201567639
0.148599236397618,0.111728354046227,0.284588996080118
0.222355233066378,0.138961699518419,0.380208476472678
0.223433141543354,0.147707449749777,0.364319078242076
0.25896350844649,0.152623169270581,0.196932747811002
0.20478340467186,0.144146812303397,0.247214646024364
0.23585469107821,0.163218763960738,0.313766638682508
0.194812520213981,0.133441503112872,0.245362816937681
0.185351418356218,0.141601324382785,0.227995864347527
0.182348423781707,0.143462684869803,0.302463532148785
0.144900425102487,0.135817920443232,0.37318280353745
0.164752639041226,0.119910601353807,0.360269737869144
0.143461065646003,0.118904153270982,0.21492816100922
0.162095173825766,0.144166684971646,0.320375185230122
0.131990340279421,0.130506982718913,0.232505090269923
0.173149026289695,0.124140064321097,0.197655538511511
0.22055712220514,0.148143154611501,0.20133896854521
0.190036742489002,0.139216131233863,0.223412097330853
0.234945919857765,0.141780178037438,0.132229776775856
0.153664002961707,0.146961340722021,0.260493548176524
0.185229231609791,0.140942696525213,0.198515550224809
0.192734380862099,0.149061462327673,0.228625634409802
0.204732702293394,0.135549425747599,0.204031470685905
0.167898435107916,0.133862264190855,0.20319773050022
0.198218377127674,0.127969149130195,0.26115950866982
0.190680232092249,0.130825132854657,0.211510177641551
0.168531970986783,0.138740906972799,0.204333319176791
0.197403377089503,0.144778071087428,0.190502537312328
0.17468906806866,0.13392120113078,0.208717677888313
0.155263573518733,0.133895779440698,0.269504862026122
0.18631301973585,0.139442289356823,0.28287050755326
0.14509551237409,0.135054962751417,0.249351978903258
0.172296135128237,0.150165220234938,0.214786139525979
0.154070551876811,0.145370335196763,0.205144088921546
0.177160695876599,0.140544181412658,0.2347531689696
0.164472255594105,0.140691140997202,0.210205484137244
0.169916796849225,0.139244040596974,0.202682560252699
0.163265569781081,0.143385030370761,0.272006200946699
0.157783215809551,0.142321764891429,0.326065599079982
0.181709994856227,0.142941504539314,0.262082055218377
0.155715443465505,0.147063730938474,0.32405642140683
0.158350710072608,0.143090754113751,0.221631071597968
0.179728262066176,0.142106841888101,0.179642921930244
0.180270987865966,0.146193600220848,0.198481384522035
0.146253078821273,0.145843635927523,0.187028811236867
0.168314725767541,0.142484897043548,0.201878090973941
0.184532904683098,0.148031651748457,0.174187271678548
0.164669316254385,0.141325865496713,0.292138546725188
0.179856452743109,0.147767815419869,0.221847156921413
0.176130689629223,0.145407392295517,0.195197197786276
0.135463487619388,0.136215205140063,0.160790536499729
0.152868047871819,0.14025555372053,0.167030880440288
0.145264956022735,0.139597112296703,0.172966738337483
0.148132813983904,0.146487122566658,0.15762825680671
0.149676670619006,0.143836187698836,0.136019145333766
0.131175330457949,0.13604323618436,0.136256741458082
0.14862676978527,0.139914073262152,0.0925233108549881
0.145398385074495,0.138866418575265,0.0854527259797124
0.142318197679889,0.141104417005564,0.0793438962244857
0.143485487226795,0.138983791187839,0.0603529429494608
0.147132758289266,0.138801373338988,0.0728918652976549
0.13965654505289,0.128366368386863,0.0860054337954391
0.146653511007804,0.131466789359379,0.0637016675207886
0.14863649475399,0.130615723866648,0.0692635637970713
0.152125787737877,0.128101705837689,0.0727414386522503
0.137582519917295,0.127820172968849,0.0598804343377276
0.143110585069983,0.128332518217837,0.0493646148615681
0.144260425115205,0.132229833435549,0.0517562843595659
0.13386147107533,0.122219168824889,0.0543162692221848
0.139547947045091,0.125116271854225,0.0796866434441934
0.138220748683168,0.125677570987972,0.0638758019975652
0.157849186201378,0.129807180392377,0.0672184966362155
0.141987732959095,0.128181823035955,0.0856143626061263
0.139085856441197,0.122450886775916,0.0926391629295947
0.128883222301284,0.112822590691328,0.102636869203484
0.128011941668492,0.117803939573904,0.06473052045112
0.134410027812816,0.117513077921281,0.0708731323507131
0.135108575037243,0.120235588236799,0.0557608471336926
0.120175438554791,0.115158271652367,0.0691485890168778
0.137950016396048,0.126085109290164,0.0566126305395669
0.133759303270108,0.118845354898547,0.0475390603375682
0.126697585251013,0.110848092287159,0.0814919814806595
0.137700905673241,0.118004367594002,0.0722640106021662
0.130350592539925,0.110074798479736,0.144810249570093
0.1199502739689,0.0997729043474513,0.0856819350508189
0.117619298913055,0.0974572021979846,0.0826975602991902
0.122252869363163,0.0983806253777503,0.0874099029696211
0.134025751029687,0.110519316333147,0.0945323588271629
0.13025027315419,0.107632817393185,0.0891827127900991
0.12418721326583,0.100755980589266,0.0798935173162641
0.118453620525107,0.0942123510214911,0.0780190650794416
0.115273447125328,0.0976543836846951,0.0849197751572403
0.11622194571972,0.0981422160975142,0.0970926757604627
0.115516990128875,0.096619201240373,0.0857024965984548
0.10564638933334,0.092449532309949,0.108636798180381
0.101702237718177,0.0934473042004673,0.133983918366128
0.107941581004649,0.0973919305842677,0.116355259179673
0.099943915472793,0.0913826573910867,0.122411342205842
0.100564681884421,0.0958360193850539,0.140931500901581
0.0963164895891986,0.0879215905892723,0.131991175514523
0.0917066457593318,0.0865782085760114,0.12510878557929
0.0882114109263477,0.0866863302776197,0.133197108390906
0.0895062154465263,0.0885811376039885,0.122733432767594
