"loanID","HPA2Yr","currentValue","UPB","CLTV","BaseSev"
"102858674613",0.91605215165210860774119006,299067.00,290023.22,0.96976002032989263,0.32
"102865496973",0.89806205217750174516450247,233286.00,227164.91,0.97376143446241951,0.28
"102873463638",0.90768928220255653883972468,138840.50,130123.71,0.93721723848588848,0.73
"102877690107",0.98199672667757774140752864,294918.75,285896.01,0.96940601436836416,0.23
"102887417480",1.01128160083445417364332573,321937.50,292884.63,0.90975617938264414,0.39
"102894558059",0.86548729495014474107430041,61958.20,60201.73,0.97165072581191835,0.89
"102902752763",0.89919045776729938522205271,204637.68,199823.55,0.97647486034829949,0.57
"102922695886",0.98404648857538807469885963,376324.50,359183.42,0.95445133123142394,0.30
"102933988089",0.92260344238002963638436110,186138.81,182992.11,0.98309487419630543,0.31
"102935547313",1.10943357989664606343094538,199012.21,194796.78,0.97881823431838679,0.22
"102938576067",1.08551933469881189141886669,171859.00,157229.82,0.91487684671736714,0.15
"102995938855",1.04227790835611367605448556,93699.75,93694.26,0.99994140859500692,0.69
"103016446217",0.85037739230876466253758986,148698.00,137383.47,0.92390933301053141,0.23
"103021267026",0.93702375616315336505630192,54546.00,50967.45,0.93439390606093939,0.88
"103023243558",0.85942812889485969434058155,118720.00,116542.28,0.98165667115902964,0.42
"103043012556",0.99850039242067356205852674,68040.73,64508.37,0.94808462519435050,0.76
"103054526010",0.98221006674361419180007025,251392.40,238097.97,0.94711681816952302,0.36
"103058159863",1.01618288507167639913047184,94525.00,89677.67,0.94871906902935731,
"103063710226",0.72051610286569066716168409,115231.16,108308.55,0.93992414898886724,0.15
"103065506081",1.19849584674100127216942303,242520.00,223044.38,0.91969478805871680,0.23
"103065539943",1.04802032606394240948549650,224282.94,206473.97,0.92059596686221430,0.64
"103072461805",1.03371533888557423135030726,83519.57,82438.60,0.98705728489741985,0.32
"103097904919",0.95406598591311967108145452,230111.11,216499.78,0.94084887948261168,0.46
"103105202503",1.16572354544986882041257266,185465.00,184659.78,0.99565837219960639,0.20
"103120165946",0.96262025110060329365726398,92360.20,91618.37,0.99196807715877618,0.50
"103131386184",0.83040584958538450089185513,64724.63,59475.65,0.91890289677978846,0.55
"103135460528",0.84291576266389963211017828,161866.35,146277.03,0.90369017402319876,0.10
"103141366155",1.07599230214096713494383226,161659.79,149193.99,0.92288867874936618,0.07
"103163914361",0.99682415072794747359406223,158004.00,142534.15,0.90209203564466722,0.26
"103164501107",0.99607046521695694162309767,253953.00,249047.04,0.98068162218993278,0.41
"103197945602",0.73820380400554225973044464,151040.00,142886.02,0.94601443326271186,0.41
"103201228062",0.96755918879518745260432766,162826.00,149470.92,0.91797943817326471,0.53
"103215548195",0.96354454897620365246264526,112823.33,107650.70,0.95415283346095173,0.60
"103240349851",0.98318773693753090489533542,81628.31,78952.39,0.96721823592819696,0.59
"103240756503",0.93622279251021765991825872,386293.67,371214.01,0.96096322261765252,
"103254406878",1.05215427629220732669008531,263978.55,245787.04,0.93108716598375133,0.28
"103254657970",0.72051610286569066716168409,125906.66,125664.96,0.99808032394791506,0.16
"103266651505",0.88990890640487078150387785,228718.00,228527.98,0.99916919525354366,0.18
"103302128232",0.95958848655741377596111963,101259.58,91552.41,0.90413578646089584,0.34
"103304604258",0.73641741033268369405409101,193856.00,182066.29,0.93918315656982502,0.10
"103325932663",0.87013025168935572409141936,79736.17,72205.20,0.90555139530780071,0.47
"103345063937",0.95513716027432054864109728,360680.88,353462.53,0.97998687926013710,0.21
"103345063937",0.95513716027432054864109728,360680.88,353462.53,0.97998687926013710,0.21
"103345063937",0.95513716027432054864109728,360680.88,353462.53,0.97998687926013710,0.21
"103345063937",0.95513716027432054864109728,360680.88,353462.53,0.97998687926013710,0.21
"103366806951",0.88339906083106482114084131,135311.86,133850.01,0.98919643850878999,0.52
"103367487368",0.90673761872455816074962108,76788.00,76338.45,0.99414556962025316,0.56
"103394036860",0.92542382893260086242542382,238206.00,229968.40,0.96541816746849365,0.36
"103405402167",0.95194169592510054261091605,110548.73,100410.57,0.90829238834313157,
