"ListName",""
"50000","0.245212233918435"
"1e+05","0.153807368575161"
"150000","0.117278249028986"
"2e+05","0.091377451252132"
"250000","0.0751503979683447"
"3e+05","0.0646604006475607"
"350000","0.0557012120945156"
"4e+05","0.0491660538477738"
"450000","0.0541816168323794"
"5e+05","0.0505590886990768"
"550000","0.0434386913435292"
"6e+05","0.0461990767694471"
"650000","0.048199184234964"
"7e+05","0.0256927444568763"
"750000","0.018174604374237"
"8e+05","0.00714246405636131"
