"aggActuralTotalLossBEI","aggEstimTotalLossBEI","aggActuralTotalLossBEIM","aggEstimTotalLossBEIM","aggActuralTotalLoss","aggEstimTotalLoss"
-0.00387464825687251,0.137898168283248,-0.00387464825687251,0.000689638133021782,-0.00387464825687251,-0.102216759479648
0.0120919478220185,0.149221969980094,0.00297449358330564,-0.143854160089214,0.00221820705659213,-0.363661257641195
0.0943036956561869,0.187304549086347,0.0071225275297417,-0.113184604723619,0.00328803861116522,-0.338551470081094
0.0392056001012353,0.229750327255667,-0.0231241025320108,0.151921784767706,-0.0231241025320108,0.0935503779017352
-0.000674801097253706,0.0066545767330556,-0.000674801097253706,-0.0825262526652161,-0.000674801097253706,-0.14941187471392
-0.0217491456322864,0.060369624303752,-0.0442711529154549,0.00426534998441973,-0.0468415423267042,-0.0378128557550795
0.136482416285911,0.178008753503703,0.00365871421684796,-0.0225480816700057,0.00351360804482049,-0.172965708050288
0.082120784732425,0.103949919332978,0.0123425888442735,-0.0212738751513298,0.000347010729782115,-0.11519172101456
0.0396704144280051,0.135819540135877,0.00333772735223131,0.0107069320657398,0.00137357329740425,-0.083127523986863
0.0610511827464208,0.102382578468491,0.0070370062150019,0.0197001366678754,-0.000296035666613763,-0.0423116946825863
0.135166742035438,0.16560373576595,0.0451464669426961,0.00836452871120772,0.0283010649396674,-0.109564876579849
0.0703370136990683,0.110818729976049,0.0155682674616328,0.0278756391246516,0.0136221668126303,-0.0343316790138967
0.1280488889936,0.165777422477375,0.0669369899319519,0.0220759396772516,0.00108653184424937,-0.0857001724228407
0.0936572273554358,0.110530903855885,0.0212155127874755,0.00511527431935891,0.00321106511876366,-0.0739464478330354
0.10479728282915,0.183004777555791,0.0267423398065512,0.0183037893916151,0.0171797590042234,-0.105221951731517
0.10683843377586,0.183395832691679,0.00474074063512662,-0.012137780898974,0.00193351731049101,-0.158787991091964
0.0379366460767049,0.134762018991391,0.00593660063074746,0.00235282157551797,0.00547050579605353,-0.0969540764863872
