"aggActualDiscountPct","aggEstimDiscountPct"
70.145,48.8434877749844
70.54,48.6742221116252
68.65,51.3026077937127
60.7436842105263,51.9612877369435
67.332,50.5268713030375
55.6283333333333,47.9712415425425
67.9768421052632,52.7176676581814
54.4985714285714,53.4131169488009
56.5982857142857,53.8564646169266
52.7335555555556,55.1346533053614
58.5192307692308,53.5220547828751
55.2804347826087,51.5212344924526
46.566724137931,50.966407692598
57.6644594594595,52.5709401870368
59.1043636363636,52.1114562068774
56.5118518518519,49.7502310812719
53.7211016949153,52.1577993438506
58.5276576576577,50.8311673923139
57.7614503816794,50.9998210127826
51.3225165562914,50.1916088203601
47.9637062937063,48.287569942395
50.1888775510204,50.03023426001
53.7145108695652,49.1719500540252
53.5608597285068,50.9686001064025
57.4393401015228,50.215441293724
58.1312552301255,50.1719455672803
58.3248951048951,51.0893127937988
56.8583076923077,51.0543867236175
58.7418895348837,50.3441414347632
56.4362426035503,50.3767921758699
56.4623529411765,50.1434480575839
53.8626721763085,49.1409077129089
54.4558145363409,49.1532041038903
55.622656587473,49.5158267474449
50.239381443299,49.784784510688
53.1155893536122,49.6928125826635
54.0312525252525,49.4091855524368
54.95324055666,49.6273133485663
55.7436332179931,49.4970512359266
52.0093925925926,49.1798622617445
50.6043181818182,49.7418039232618
53.1910267857143,49.3013572028862
54.6987092391304,49.6938170622623
55.9163150867824,49.4907179710719
51.4637214885954,48.8307814754385
52.9382182628062,49.1724875900983
51.5784150943396,48.5466931423801
48.5854323725055,49.027190523963
45.058574908648,48.1622958274789
48.6864492753623,48.6205106082969
45.3599277978339,48.4186196627885
51.0760735009671,48.2423962963626
52.9000619834711,48.5852640376352
51.5235940594059,48.4587724855411
53.5186732673267,48.6039460291827
50.4584507042253,48.1292140911891
50.9654437229437,47.912109225605
46.0353095487933,47.9918664456935
50.6811025358324,48.324910433766
50.7985626911315,48.1197521616917
52.9381064356436,48.0560287809571
52.7380769230769,47.4212302803655
50.8529372937294,47.1684278659389
52.5423120837298,47.7531547570051
53.1637675726336,47.2278154037766
53.3338299817185,47.0062667834817
53.9084901531729,46.9700923356208
54.9426476578411,46.9568292556128
53.5155072463768,46.527932077509
54.7890796857464,46.417401739281
53.6789647058824,46.7585443340236
53.2122289890378,46.2609153997371
53.7350764951321,47.0337684063123
52.2450893921335,46.3520403483575
53.61379,45.9434909495665
56.0591616766467,47.2661993805325
54.4082008368201,46.5003915713858
55.6970625662778,46.9507301728333
53.5283474065139,46.9857889264826
53.320054884742,46.9343636405576
51.8385714285714,46.6102806190395
51.7772443890274,46.4194973696068
50.0083333333333,46.2648793910755
52.5834508816121,47.4802640474033
52.6702167630058,47.9138115932
53.1802119700748,47.4450082405576
51.4994675701839,47.0916434169744
52.0162645502646,47.119932979356
54.2655917159763,48.0482047465183
53.832936596218,48.1945698435541
53.5511136624569,48.2803962840787
50.3950405679513,47.9022970471328
49.6220853080569,47.6738875785391
47.8042395833333,48.3272229445238
49.5935217391304,48.2464500729856
48.9155082284608,49.2979460690989
49.5520355731225,49.8627771692506
51.1156555023923,50.6648683265597
49.7752288135593,50.6206491537492
49.3188499619193,50.4413678069483
50.9690964261632,51.724642784979
51.3732657200811,52.1486652268312
52.0520307048151,52.3506212554019
52.258985035784,52.7784190949939
53.0688018134715,53.2242259142641
51.869790960452,53.936947962053
51.7327588757396,54.3768331123703
49.794623089088,54.0891374310881
49.8155033152502,55.0541483258787
48.4773082706767,54.7726763808247
48.6715129621759,55.5179627620749
49.2005993294216,55.43587401023
51.4931648522551,56.6660669692062
51.7391553494535,56.2599154419611
53.5774075245021,57.0583941426677
53.7585416666667,56.6129825296442
52.5495176252319,56.3474284043181
53.8223445963374,56.1447354092059
55.1190550510783,56.8966161896486
53.8080965018094,56.5664266402063
52.0528636106395,55.997811275212
51.3909546966982,55.975889968861
52.882665102851,55.9098701637003
54.3661924528302,56.3719872969277
54.4960529388867,56.0590450961782
56.3481403280819,57.2403223800294
53.4377697977698,56.7425843902239
52.4917575966851,56.6467746742033
51.2375919732442,56.6277497329807
51.8138027910393,57.0750397342006
51.1587978546329,56.9980443530071
51.9651273599041,57.083797682386
51.5728675165403,56.6012026980351
52.6844372678831,56.5293413515116
53.4208292063492,56.692468842925
54.9580568990043,57.3516343838214
55.5598106173576,57.2227078370126
55.8776214454976,57.45213440764
55.4397598431629,57.3242665480611
55.4911153435929,57.3040994285766
55.7840720808871,57.4653338315241
55.628196437835,57.1895677482884
54.9962088190573,56.9803352525967
54.7963257957655,57.1641237147822
54.6280934364205,56.7502427265974
54.6139029442225,56.5843773692778
56.237542795525,56.411014680418
57.603274071967,56.3576352919739
58.9234432425388,56.6427691300715
59.2056269360269,56.6372150561745
58.3720288013554,56.6805227776028
58.1992536926665,56.2096920816895
57.9803035491905,56.1899307783933
57.7786171539421,55.9528949416663
57.823636507685,55.6702982526211
58.0990298002032,55.9833213101905
56.342092555332,55.0172941910104
57.3889615728329,54.8112515120049
58.3532730954977,54.6360571921347
57.8121595460614,54.0227558998017
57.930753366286,53.5486923902334
58.8291136228435,53.6847422043048
58.2580012028869,53.348520072952
57.8788562987972,53.1097453155294
57.4144050258684,52.4313390509016
55.9052765356554,51.7669785929309
55.5335556657575,51.8060790767254
54.8653924833492,51.9718209564959
54.3476068376068,50.9567083625035
53.8093385676897,50.7057674118345
55.0820756804603,51.090041121094
54.5001625835189,50.9623595237221
54.7819645979021,51.6463162613712
51.8081962246563,51.1273150252567
48.9035962072155,51.031151135269
50.3565975336323,52.4416818212959
37.9997594869054,50.8051648706944
